"Gene","lb","log.FC.mle","ub","ce","Z","cZ","pvalue","p.adjust"
"AC002519.6",0.630516770426062,1.70610420232934,2.55915630349402,0.630516770426062,4.07311496962626,2.98201408732709,4.63885107016125e-05,0.00286358821909526
"MAP7D3",2.74460241244285,3.63474373539729,4.19108206224383,2.74460241244285,4.07193193125202,2.98095732579946,4.66248060525406e-05,0.00287348831904657
"TSNAX-DISC1",1.78028264590888,3.30094073928938,3.96854673150521,1.78028264590888,4.06965317533535,2.97854090546601,4.70831758204428e-05,0.00289624367834469
"ANKFN1",1.5206580933805,6.15681081710154,6.564792256789,1.5206580933805,4.06958822310719,2.97854090546601,4.70963033256021e-05,0.00289624367834469
"PNLDC1",1.29812276264189,2.26244252917587,2.9300485213917,1.29812276264189,4.06624762357483,2.97457253836543,4.77761712910902e-05,0.00293397078421559
"RP4-738P15.1",0.630516770426062,2.26244252917587,2.9300485213917,0.630516770426062,4.06606602795437,2.97457253836543,4.78133944318476e-05,0.00293397078421559
"H2AFJ",1.18685509727259,2.41079941633494,3.041316186761,1.18685509727259,4.06412556044653,2.97235144483557,4.82128684233751e-05,0.00295528186338
"AC093388.3",3.22676229570985,4.22817128403359,4.6732419455108,3.22676229570985,4.06359757534327,2.97198869805483,4.83221083641918e-05,0.00295877575516876
"SLC35A2",1.48356887159073,2.70751319065309,3.41220840465867,1.48356887159073,4.06312983452878,2.97170491584936,4.84190797647816e-05,0.00296151170595864
"RP11-363L24.3",1.4093904280112,2.29953175096563,2.96713774318147,1.4093904280112,4.0623114252615,2.97095935041131,4.85891952343123e-05,0.00296871072241747
"RP11-108K3.1",3.37511918286892,4.33943894940288,4.82159883266988,3.37511918286892,4.06196507974458,2.97083469631876,4.86613575014288e-05,0.00296991591181673
"C10orf128",2.3366209727554,3.26385151749961,3.89436828792567,2.3366209727554,4.06140767367277,2.97043197987788,4.87777083314659e-05,0.0029738125344215
"AC004051.2",0.593427548636292,2.18826408559633,3.00422696497124,0.593427548636292,4.0600930629963,2.96903247574755,4.90531605290415e-05,0.00298739022155254
"RP11-521O16.2",0.593427548636292,1.92863953306795,2.85587007781216,0.593427548636292,4.05875772856527,2.96781023760808,4.93344642249294e-05,0.00299929435223132
"NFKB2",0.593427548636292,1.74319342411911,2.41079941633494,0.593427548636292,4.05866271438898,2.96781023760808,4.93545382301563e-05,0.00299929435223132
"PHGDH",3.93145750971546,5.56338326846525,5.93427548636292,3.93145750971546,4.05774463857633,2.96714143225682,4.95489028544131e-05,0.00300582656299162
"RP3-514A23.2",2.78169163423263,3.56056529181775,4.11690361866429,2.78169163423263,4.05765381703309,2.96714143225682,4.95681699536383e-05,0.00300582656299162
"WDR18",1.5206580933805,2.41079941633494,3.11549463034054,1.5206580933805,4.05706136301418,2.96669074509332,4.96940289382656e-05,0.00301023573369571
"P2RX6",1.81737186769865,2.8187808560224,3.37511918286892,1.81737186769865,4.05613645549446,2.96580221278541,4.98911190168247e-05,0.00301894572529373
"IL17RC",1.55774731517027,2.78169163423263,3.37511918286892,1.55774731517027,4.05438847908567,2.96382997592758,5.02656232525908e-05,0.00303836112036312
"AC012494.1",1.44647964980096,3.37511918286892,3.89436828792567,1.44647964980096,4.05385009583279,2.96354543576975,5.03815076577239e-05,0.00304117161546495
"PLLP",3.48638684823821,4.96995571982896,5.45211560309596,3.48638684823821,4.05343552811988,2.96354543576975,5.04709138849031e-05,0.00304117161546495
"AC064871.3",1.14976587548282,3.18967307392008,3.70892217897683,1.14976587548282,4.05342491901791,2.96354543576975,5.04732038302384e-05,0.00304117161546495
"NAMA",1.4093904280112,2.52206708170425,3.30094073928938,1.4093904280112,4.05254247186074,2.96271123118533,5.06640227506316e-05,0.00304942499527129
"AC007349.4",1.78028264590888,2.8187808560224,3.56056529181775,1.78028264590888,4.0518299217814,2.96242050079327,5.08186021633038e-05,0.00305230619497022
"RP11-452K12.7",1.37230120622143,2.2253533073861,2.96713774318147,1.37230120622143,4.05182498448672,2.96242050079327,5.08196748094372e-05,0.00305230619497022
"LRP4-AS1",3.78310062255637,4.6732419455108,5.19249105056758,3.78310062255637,4.05098239552487,2.96163786226533,5.10030451271075e-05,0.00306007465032745
"DKFZP667F0711",0.593427548636292,2.3366209727554,3.07840540855077,0.593427548636292,4.04907724208838,2.95965159882273,5.14199730322667e-05,0.00307987128187324
