"lb" "log.FC.mle" "ub" "ce" "Z" "cZ" "pvalue" "p.adjust"
2.03620952754887 2.92473732138839 5.22010078880711 2.03620952754887 7.1394821963462 6.29554099276745 9.36831510898266e-13 3.06329590481597e-10
1.96216554472892 2.92473732138839 5.59032070290691 1.96216554472892 7.13897277642903 6.29554099276745 9.40309530787396e-13 3.06329590481597e-10
3.51708918394806 7.21928832494602 8.29292607583544 3.51708918394806 7.13889742358244 6.29554099276745 9.40825070478903e-13 3.06329590481597e-10
1.814077579089 2.62856139010855 4.70179290906741 1.814077579089 7.13881411635177 6.29554099276745 9.41395354359917e-13 3.06329590481597e-10
1.85109957049898 2.66558338151853 4.10944104650774 1.85109957049898 7.13858851205092 6.29554099276745 9.42941444025713e-13 3.06329590481597e-10
1.88812156190896 2.81367134715845 6.07160659123666 1.88812156190896 7.13792369808535 6.29554099276745 9.47511989437799e-13 3.06329590481597e-10
2.59153939869857 4.14646303791772 8.44101404147535 2.59153939869857 7.13335620809278 6.2953580599087 9.79506303506271e-13 3.06691086621034e-10
2.07323151895885 2.96175931279837 4.7388149004774 2.07323151895885 7.13290090523788 6.2953580599087 9.82753124055271e-13 3.06691086621034e-10
1.88812156190896 2.77664935574847 6.03458459982667 1.88812156190896 7.13176033694023 6.2953580599087 9.90933098832031e-13 3.06691086621034e-10
1.77705558767902 2.55451740728859 3.62815515817799 1.77705558767902 7.12748747782762 6.29472427688754 1.02217569186397e-12 3.07946738488256e-10
3.07282528702831 6.51587048815642 8.32994806724539 3.07282528702831 7.11355596201273 6.28220460040976 1.13090598928969e-12 3.33805131504098e-10
2.07323151895885 3.14686926984826 6.77502442802625 2.07323151895885 7.11282078553851 6.28220460040976 1.13694875467375e-12 3.33805131504098e-10
3.2579352440782 8.58910200711526 8.95932192121506 3.2579352440782 7.11275676878566 6.28220460040976 1.13747643596685e-12 3.33805131504098e-10
1.66598961344908 2.40642944164867 3.59113316676803 1.66598961344908 7.10826628412334 6.27954422524032 1.17509677954085e-12 3.39566996936912e-10
1.70301160485906 2.51749541587861 4.33157299496762 1.70301160485906 7.09737709402232 6.26885867368678 1.27146790737533e-12 3.63704037060228e-10
1.88812156190896 2.92473732138839 4.70179290906741 1.88812156190896 7.09453730523976 6.26644449589051 1.2978496376119e-12 3.69384963693784e-10
1.92514355331894 2.88771532997841 7.10822235071609 1.92514355331894 7.08330096352606 6.25456724118786 1.40760511116369e-12 3.9861969143045e-10
1.88812156190896 2.81367134715845 6.51587048815642 1.88812156190896 7.0506741708659 6.22089039227078 1.78052987364844e-12 4.94341426390691e-10
1.59194563062912 2.44345143305865 3.2579352440782 1.59194563062912 7.04113955314182 6.21167064125002 1.90673914441536e-12 5.24242192531059e-10
1.66598961344908 2.48047342446863 4.62774892624744 1.66598961344908 7.03974459864008 6.21085847239313 1.92592518935346e-12 5.2695918296909e-10
3.18389126125824 8.58910200711526 8.92229992980507 3.18389126125824 7.02704244983704 6.19729099664432 2.10957202133729e-12 5.74432404540874e-10
2.11025351036884 3.14686926984826 5.51627672008697 2.11025351036884 6.98774912467209 6.15527610329563 2.79331289509541e-12 7.4946808926661e-10
1.74003359626904 2.62856139010855 4.88690286611731 1.74003359626904 6.96427210615989 6.1309296507988 3.30106029931234e-12 8.73670342207721e-10
1.59194563062912 2.40642944164867 4.07241905509775 1.59194563062912 6.9110204196092 6.07293904121217 4.81179779730439e-12 1.25590139927984e-09
2.07323151895885 3.22091325266822 6.55289247956637 2.07323151895885 6.90361014031561 6.06529051757555 5.06973149793194e-12 1.31715345220125e-09
1.59194563062912 2.40642944164867 3.85028710663787 1.59194563062912 6.89853790036425 6.06028484323191 5.25404736445704e-12 1.35880700743432e-09
2.1842974931888 3.40602320971814 7.9597281531456 2.1842974931888 6.87912489694125 6.04266217631408 6.02213453417433e-12 1.51591846998473e-09
1.814077579089 2.77664935574847 4.88690286611731 1.814077579089 6.87701830672411 6.04099276567673 6.11182589704488e-12 1.53168847414527e-09
1.51790164780916 2.29536346741873 3.51708918394806 1.51790164780916 6.86785172597933 6.03250579960126 6.51759100071334e-12 1.61436547697614e-09
1.48087965639918 2.33238545882871 3.70219914099796 1.48087965639918 6.86764067071742 6.03250579960126 6.52723779489977e-12 1.61436547697614e-09
2.1842974931888 3.44304520112809 7.33035429917594 2.1842974931888 6.85358708306054 6.01869959428033 7.20207748541162e-12 1.75823820956355e-09
1.77705558767902 2.70260537292851 6.40480451392646 1.77705558767902 6.8493550059217 6.01460408671408 7.41836946101076e-12 1.8032687104409e-09
1.88812156190896 2.92473732138839 6.96013438507615 1.88812156190896 6.80723157970991 5.96895437400321 9.94947077719929e-12 2.38778866897888e-09
1.96216554472892 3.03580329561833 8.18186010160549 1.96216554472892 6.80074062724227 5.96297224760919 1.0408266520726e-11 2.47690503865916e-09
1.70301160485906 2.62856139010855 6.14565057405663 1.70301160485906 6.79341433240899 5.95603239116407 1.09510278181322e-11 2.5843513065141e-09
2.03620952754887 7.14524434212605 8.03377213596558 2.03620952754887 6.74905070210527 5.90840538141087 1.48815584006703e-11 3.4543512487589e-09
1.33279169075927 2.14727550177882 3.07282528702831 1.33279169075927 6.7198947553435 5.87595748494406 1.81855863730341e-11 4.20406220814661e-09
1.6289676220391 2.51749541587861 3.62815515817799 1.6289676220391 6.70885669705725 5.86475698066629 1.96155181199227e-11 4.4979097784461e-09
1.59194563062912 2.44345143305865 5.92351862559674 1.59194563062912 6.68613647630743 5.83958623915997 2.29139350069742e-11 5.23306230211703e-09
1.66598961344908 2.55451740728859 3.59113316676803 1.66598961344908 6.68326344040234 5.83765564515391 2.33678941944814e-11 5.29404316554819e-09
1.48087965639918 2.25834147600875 3.14686926984826 1.48087965639918 6.65842647739159 5.81005039060419 2.7677468129007e-11 6.24540414299087e-09
1.70301160485906 2.62856139010855 5.40521074585701 1.70301160485906 6.61752971488693 5.76410649548712 3.6525081521888e-11 8.20915701284405e-09
1.88812156190896 2.96175931279837 5.36818875444702 1.88812156190896 6.61328691749192 5.75993494226333 3.75878909212986e-11 8.41463622925108e-09
1.88812156190896 2.92473732138839 7.07120035930611 1.88812156190896 6.59720742990489 5.74225373530775 4.18974386432797e-11 9.34246901526806e-09
1.40683567357922 2.1842974931888 2.99878130420835 1.40683567357922 6.56703175410577 5.70845732729258 5.13281044563118e-11 1.14004752164573e-08
1.88812156190896 3.10984727843829 7.58950823904581 1.88812156190896 6.53471435774637 5.67216996150121 6.37310560668165e-11 1.40999982559077e-08
1.814077579089 2.85069333856843 4.7388149004774 1.814077579089 6.53122683901095 5.66884709319415 6.52331103697122e-11 1.437615916389e-08
1.59194563062912 2.51749541587861 4.33157299496762 1.59194563062912 6.51424285351124 5.65007224871228 7.30572181034338e-11 1.60380415462879e-08
1.85109957049898 2.85069333856843 7.256310316356 1.85109957049898 6.50175391758729 5.63643426154455 7.93888933718696e-11 1.73607264200617e-08
1.85109957049898 2.92473732138839 6.96013438507615 1.85109957049898 6.46552480851449 5.59689516687906 1.00947839691566e-10 2.1822457039889e-08
1.814077579089 2.88771532997841 7.03417836789612 1.814077579089 6.4607161655022 5.59204006234004 1.04208616584078e-10 2.24417020003385e-08
2.48047342446863 7.73759620468572 8.03377213596558 2.48047342446863 6.45438855360566 5.58543960781681 1.08656703251687e-10 2.3310978631701e-08
1.66598961344908 2.55451740728859 7.256310316356 1.66598961344908 6.43278548591398 5.56261174960004 1.25286411631582e-10 2.65766733407844e-08
1.6289676220391 2.44345143305865 3.59113316676803 1.6289676220391 6.42404411704412 5.55322659899008 1.3270071657762e-10 2.80444148713553e-08
1.74003359626904 2.77664935574847 7.4414202734059 1.74003359626904 6.37056667699502 5.49434739820334 1.88331044009749e-10 3.92157855537654e-08
1.66598961344908 2.66558338151853 4.84988087470732 1.66598961344908 6.36847150492009 5.49258396839521 1.90921232587472e-10 3.96095119827443e-08
1.40683567357922 2.22131948459878 3.73922113240794 1.40683567357922 6.36041085438781 5.48459629440704 2.01214807797035e-10 4.14414701236675e-08
1.96216554472892 2.96175931279837 7.29333230776599 1.96216554472892 6.35863694529987 5.48319629710951 2.03551866502437e-10 4.17709080252354e-08
1.51790164780916 2.36940745023869 6.36778252251648 1.51790164780916 6.3356821893062 5.45868122593329 2.36293409807575e-10 4.79684091207218e-08
1.66598961344908 2.73962736433849 6.33076053110652 1.66598961344908 6.32180751985411 5.44459824601775 2.58521278069101e-10 5.19224402385739e-08
1.96216554472892 7.81164018750569 7.99675014455559 1.96216554472892 6.28652939138888 5.40830781411504 3.24641578151966e-10 6.36230093542248e-08
1.55492363921914 2.36940745023869 3.73922113240794 1.55492363921914 6.28528445142232 5.40749081005513 3.27253931205386e-10 6.39138212262435e-08
1.36981368216925 2.14727550177882 3.51708918394806 1.36981368216925 6.2723843427353 5.39322665127393 3.55560557921523e-10 6.9203570032849e-08
1.48087965639918 2.33238545882871 3.62815515817799 1.48087965639918 6.26976165984679 5.39081656182544 3.61601167751248e-10 7.01382429421072e-08
1.48087965639918 2.33238545882871 3.77624312381793 1.48087965639918 6.25571670537408 5.37522001173041 3.95694464855763e-10 7.64892255989783e-08
1.36981368216925 2.1842974931888 3.44304520112809 1.36981368216925 6.2076386503082 5.32454104741544 5.37866490314937e-10 1.01208246772284e-07
1.92514355331894 2.99878130420835 7.81164018750569 1.92514355331894 6.19988956142789 5.31678397214669 5.65027948950641e-10 1.05617336543453e-07
1.66598961344908 2.62856139010855 6.36778252251648 1.66598961344908 6.15464431167628 5.26739944890123 7.52461794606973e-10 1.38369906243344e-07
1.59194563062912 2.51749541587861 4.59072693483749 1.59194563062912 6.13637309239632 5.24859739222889 8.44267491536893e-10 1.53261609569443e-07
1.6289676220391 2.70260537292851 4.51668295201751 1.6289676220391 6.11093390058355 5.22144634225587 9.90497874439023e-10 1.77531071558472e-07
1.92514355331894 2.99878130420835 7.92270616173562 1.92514355331894 6.09558611455439 5.20480273789324 1.09037194610788e-09 1.94202787055529e-07
1.74003359626904 2.96175931279837 6.84906841084623 1.74003359626904 6.06067286424631 5.16598699928981 1.35553279631615e-09 2.39173415943161e-07
2.59153939869857 7.55248624763583 7.88568417032567 2.59153939869857 6.04099129908534 5.14483586084328 1.53170239827155e-09 2.67754816152174e-07
1.6289676220391 2.59153939869857 6.47884849674643 1.6289676220391 6.02336125106595 5.12604709420268 1.7083156175011e-09 2.9588862368204e-07
1.59194563062912 2.55451740728859 4.40561697778756 1.59194563062912 6.00819720849282 5.10953484521805 1.87597572322147e-09 3.22952927087593e-07
2.51749541587861 7.73759620468572 8.10781611878555 2.51749541587861 5.98524807972747 5.08450242991816 2.16060292815045e-09 3.68591050134293e-07
4.81285888329733 5.36818875444702 5.7754306599568 4.81285888329733 5.90782559625863 4.99689659782195 3.46652720215081e-09 5.82602871440411e-07
1.36981368216925 2.1842974931888 3.44304520112809 1.36981368216925 5.89903694881305 4.98774834865065 3.65629360460952e-09 6.10870670141217e-07
2.14727550177882 7.47844226481589 7.77461819609571 2.14727550177882 5.88482602256036 4.97280691654612 3.98472926813235e-09 6.59903790317193e-07
1.70301160485906 2.92473732138839 6.21969455687657 1.70301160485906 5.86903243424973 4.95486106097385 4.38345687867501e-09 7.23819914560918e-07
1.85109957049898 2.96175931279837 7.29333230776599 1.85109957049898 5.8463588905098 4.92939140017633 5.02449406440634e-09 8.24861724115502e-07
5.70138667713686 6.62693646238634 7.07120035930611 5.70138667713686 5.84408695552268 4.92785386969621 5.09354179362018e-09 8.31377579559252e-07
1.18470372511935 1.92514355331894 2.70260537292851 1.18470372511935 5.83252523103864 4.91540319980371 5.459474613674e-09 8.8599920678873e-07
1.6289676220391 2.66558338151853 6.81204641943624 1.6289676220391 5.79973793723848 4.87910726157342 6.6418634736118e-09 1.06567100118535e-06
2.44345143305865 6.55289247956637 7.6265302304558 2.44345143305865 5.79177641976975 4.87029922976595 6.96458168749225e-09 1.11429372207962e-06
1.66598961344908 2.77664935574847 6.96013438507615 1.66598961344908 5.77193347654026 4.84749581100535 7.83670565408282e-09 1.25029671784772e-06
4.62774892624744 5.14605680598717 5.59032070290691 4.62774892624744 5.76039741648993 4.83446115085671 8.39161186169134e-09 1.3350677320856e-06
1.66598961344908 2.81367134715845 6.96013438507615 1.66598961344908 5.73393187944556 4.80380155140902 9.81287558507251e-09 1.55681133721943e-06
1.29576969934929 2.14727550177882 4.07241905509775 1.29576969934929 5.73244096991069 4.8026013435203 9.89954928618258e-09 1.56617506276763e-06
1.74003359626904 6.47884849674643 7.51546425622584 1.74003359626904 5.70907960813493 4.77556380914435 1.13588755349191e-08 1.79204454748398e-06
5.62734269431689 6.25671654828655 6.66395845379633 5.62734269431689 5.69981737516096 4.76532139507472 1.19935841942654e-08 1.88552855106365e-06
1.6289676220391 2.73962736433849 5.40521074585701 1.6289676220391 5.69728592808337 4.76329561227451 1.2172968153381e-08 1.90456511124641e-06
1.59194563062912 2.62856139010855 7.66355222186578 1.59194563062912 5.693847423427 4.75978547201431 1.24208089962462e-08 1.93798837446113e-06
4.84988087470732 5.44223273726699 5.81245265136679 4.84988087470732 5.68162163285301 4.74698509621275 1.33423574830129e-08 2.06471159323191e-06
1.70301160485906 2.73962736433849 6.25671654828655 1.70301160485906 5.6785150715151 4.74386113367014 1.35869063730594e-08 2.09682616664126e-06
1.40683567357922 2.29536346741873 5.73840866854685 1.40683567357922 5.66549655659981 4.73064908121835 1.46599368973956e-08 2.23803101346277e-06
4.88690286611731 5.47925472867698 5.88649663418676 4.88690286611731 5.66443103939255 4.72993406455338 1.47513171006773e-08 2.24592768265635e-06
4.47966096060753 4.99796884034723 5.44223273726699 4.47966096060753 5.66190315217984 4.72748642960576 1.49703311412583e-08 2.2731625071812e-06
1.77705558767902 2.96175931279837 5.66436468572688 1.77705558767902 5.65370991420813 4.71887168152933 1.5702113403727e-08 2.3715634638941e-06
2.70260537292851 7.256310316356 7.66355222186578 2.70260537292851 5.65183569386545 4.7171939148083 1.58743297620345e-08 2.39119757729284e-06
1.4438576649892 2.48047342446863 6.33076053110652 1.4438576649892 5.64936768822901 4.71481158567258 1.61039077958589e-08 2.41934517172907e-06
4.44263896919754 4.99796884034723 5.36818875444702 4.44263896919754 5.64693080603147 4.71246478107627 1.63337531261644e-08 2.44738388772406e-06
1.48087965639918 2.48047342446863 6.25671654828655 1.48087965639918 5.62074622507341 4.68196497139712 1.90134393846466e-08 2.84138042181429e-06
1.48087965639918 2.44345143305865 7.33035429917594 1.48087965639918 5.60167316557124 4.66094564911205 2.12292558930202e-08 3.14759841693424e-06
5.73840866854685 6.47884849674643 6.96013438507615 5.73840866854685 5.56410433748181 4.61897554347663 2.63502260171787e-08 3.85639302625577e-06
4.29455100355763 4.84988087470732 5.2571227802171 4.29455100355763 5.55425107246394 4.60778419983554 2.78804508440186e-08 4.06982725490599e-06
1.55492363921914 2.73962736433849 5.59032070290691 1.55492363921914 5.54557885491806 4.59799286141552 2.92983255561316e-08 4.26580607415986e-06
1.6289676220391 2.81367134715845 5.88649663418676 1.6289676220391 5.53935983203902 4.59111940789593 3.03579310746248e-08 4.40875000052464e-06
0.962571776659467 1.77705558767902 2.55451740728859 0.962571776659467 5.52527879814569 4.57486968000347 3.2896280559603e-08 4.76516505967981e-06
1.40683567357922 2.33238545882871 6.25671654828655 1.40683567357922 5.52243884309062 4.57201768182648 3.34326185243482e-08 4.83050165301536e-06
5.55329871149695 6.29373853969654 6.70098044520632 5.55329871149695 5.5145425013106 4.56313219614677 3.49688397658754e-08 5.03960597114416e-06
1.33279169075927 2.25834147600875 3.99837507227778 1.33279169075927 5.5111722090015 4.55964407585538 3.56451756109766e-08 5.12403922907233e-06
3.66517714958797 7.18226633353603 7.66355222186578 3.66517714958797 5.5054939987665 4.55339976674009 3.6813450159135e-08 5.27858275977999e-06
1.2587477079393 2.03620952754887 3.33197922689816 1.2587477079393 5.49160651946099 4.53734786478688 3.98293984447529e-08 5.69660977048967e-06
5.36818875444702 6.62693646238634 7.03417836789612 5.36818875444702 5.48359385413594 4.52830530798658 4.167710031929e-08 5.945862992151e-06
4.14646303791772 4.77583689188738 5.18307879739713 4.14646303791772 5.47613630609279 4.5204530178979 4.34712882337847e-08 6.17074391725594e-06
5.88649663418676 6.44182650533645 6.81204641943624 5.88649663418676 5.44872666802098 4.48977388028187 5.07317075112753e-08 7.12988200998415e-06
1.2587477079393 2.11025351036884 6.9231123936662 1.2587477079393 5.44399597497777 4.48463648703603 5.20983975999881e-08 7.30383426551518e-06
1.29576969934929 2.1842974931888 3.66517714958797 1.29576969934929 5.44105645172436 4.48164277750595 5.29655254312461e-08 7.40706525771584e-06
4.66477091765742 5.2571227802171 5.70138667713686 4.66477091765742 5.43656423644979 4.47731285718599 5.43177623756364e-08 7.5588437971285e-06
1.36981368216925 2.33238545882871 6.70098044520632 1.36981368216925 5.43401117221754 4.47509069211864 5.5101128610155e-08 7.6378885302741e-06
1.33279169075927 2.40642944164867 4.96094684893728 1.33279169075927 5.43383532422736 4.47509069211864 5.51554858731261e-08 7.6378885302741e-06
1.18470372511935 1.9991875361389 3.62815515817799 1.18470372511935 5.41827722895988 4.45748761077733 6.01760574216859e-08 8.29258282299139e-06
1.03661575947943 1.74003359626904 2.62856139010855 1.03661575947943 5.41606727782466 4.45535878780126 6.09241846430751e-08 8.375300897608e-06
3.99837507227778 4.66477091765742 5.14605680598717 3.99837507227778 5.41320584620214 4.45244748616328 6.19062537336156e-08 8.48970072388502e-06
5.10903481457719 5.73840866854685 6.14565057405663 5.10903481457719 5.41135349490514 4.45074514924195 6.25501571346925e-08 8.55728454056693e-06
1.85109957049898 7.55248624763583 7.81164018750569 1.85109957049898 5.40091271641869 4.4392558253142 6.63026822464874e-08 9.02704643528019e-06
5.47925472867698 6.18267256546658 6.58991447097636 5.47925472867698 5.39612956926138 4.43403243021167 6.80937814295526e-08 9.24867048586815e-06
5.03499083175722 5.70138667713686 6.14565057405663 5.03499083175722 5.39516032327531 4.43338521248143 6.84623941474637e-08 9.27649062134933e-06
1.2587477079393 2.14727550177882 3.96135308086782 1.2587477079393 5.39099385489357 4.42889908879687 7.0069071099936e-08 9.47153233641572e-06
5.73840866854685 6.44182650533645 6.88609040225621 5.73840866854685 5.38500696978784 4.42273886811092 7.24418412364151e-08 9.74575060320211e-06
1.22172571652932 2.07323151895885 3.88730909804785 1.22172571652932 5.37278667206214 4.40959644688984 7.7529032253965e-08 1.0356342756604e-05
3.96135308086782 4.5537049434275 5.03499083175722 3.96135308086782 5.37213650362147 4.40932549212348 7.78091694330433e-08 1.0369307619644e-05
3.92433108945784 4.5537049434275 4.99796884034723 3.92433108945784 5.37047885686477 4.40784304020015 7.85278403483855e-08 1.04405160132673e-05
1.4438576649892 2.48047342446863 5.73840866854685 1.4438576649892 5.35134318667982 4.38633333274155 8.73037729101211e-08 1.1527741931421e-05
1.18470372511935 2.03620952754887 3.96135308086782 1.18470372511935 5.351317933571 4.38633333274155 8.73159590483357e-08 1.1527741931421e-05
4.62774892624744 5.2571227802171 5.70138667713686 4.62774892624744 5.33803640775048 4.37085887634976 9.39585946009483e-08 1.23758764674616e-05
4.33157299496762 4.99796884034723 5.44223273726699 4.33157299496762 5.31533480526026 4.34553822527049 1.06461395197761e-07 1.38934573760617e-05
3.85028710663787 4.44263896919754 4.84988087470732 3.85028710663787 5.31301685861095 4.34324924023624 1.07825058449547e-07 1.40390704838286e-05
2.99878130420835 6.88609040225621 7.256310316356 2.99878130420835 5.30361306909645 4.33241395565938 1.135328273669e-07 1.47483309091891e-05
5.10903481457719 5.70138667713686 6.03458459982667 5.10903481457719 5.29465097323928 4.32210473947462 1.19243939968772e-07 1.54547786543508e-05
1.22172571652932 2.03620952754887 3.33197922689816 1.22172571652932 5.28206350380186 4.30892015630113 1.27736902785754e-07 1.64053575963254e-05
1.22172571652932 2.11025351036884 3.85028710663787 1.22172571652932 5.27871203829518 4.30537358336459 1.30095063590496e-07 1.6670416768413e-05
3.59113316676803 4.44263896919754 5.10903481457719 3.59113316676803 5.27295196799825 4.29891564295233 1.34246707248557e-07 1.71635778897151e-05
1.36981368216925 2.29536346741873 7.40439828199592 1.36981368216925 5.27249147655931 4.29885907261438 1.34584089487095e-07 1.71679586945273e-05
3.62815515817799 4.47966096060753 4.99796884034723 3.62815515817799 5.27117115620526 4.29776262442461 1.35555984819334e-07 1.72530783554999e-05
3.70219914099796 4.3685949863776 4.84988087470732 3.70219914099796 5.2703658692698 4.2972874183707 1.36152090654444e-07 1.7290094418131e-05
2.51749541587861 7.51546425622584 7.99675014455559 2.51749541587861 5.26802788064902 4.29495944490298 1.37897167240491e-07 1.74725274231922e-05
1.6289676220391 2.66558338151853 7.33035429917594 1.6289676220391 5.26648412648716 4.29408481643948 1.39061264817386e-07 1.75415410172096e-05
3.70219914099796 4.3685949863776 4.88690286611731 3.70219914099796 5.26504555506686 4.29284054628433 1.40154599516379e-07 1.76401693497971e-05
3.59113316676803 4.47966096060753 4.88690286611731 3.59113316676803 5.26290745819334 4.29075014650164 1.41794960096516e-07 1.7807057538684e-05
1.48087965639918 2.59153939869857 6.88609040225621 1.48087965639918 5.26187676557935 4.28999671221769 1.42592332090944e-07 1.78675763384224e-05
3.73922113240794 4.33157299496762 4.77583689188738 3.73922113240794 5.25611514673695 4.28352555196267 1.47130191146658e-07 1.83954961725483e-05
