"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","genes"
1.55900362658714e-22,5.77335035091401,0.405,0.028,9.60143563506222e-18,"ITGAM"
6.98739891224444e-22,5.27466024643858,0.31,0.012,4.30332936808399e-17,"NULL"
8.61600483988851e-22,6.82600892725267,0.31,0.012,5.30633890074214e-17,"VSIG4"
2.64675574789302e-21,6.54255861289842,0.405,0.033,1.63005746245487e-16,"SIGLEC14"
3.73962745912485e-21,6.21371111944504,0.405,0.033,2.30312436325122e-16,"RGS10"
7.12523734888516e-21,6.50270254129284,0.619,0.111,4.38821992605791e-16,"CD74"
7.83870641691618e-21,6.3928090155123,0.405,0.033,4.82762412098617e-16,"ARHGDIB"
9.37622310296455e-21,5.39132718280629,0.381,0.028,5.77453452242278e-16,"FPR1"
1.10601235218154e-20,6.52813588926684,0.381,0.028,6.81159827338044e-16,"FYB1"
1.61047110856734e-20,4.03466308999441,0.833,0.245,9.91840841633368e-16,"IL1RAP"
1.61339238939603e-20,3.95093741214793,0.31,0.014,9.93639970857332e-16,"ITGB2"
1.91750829822417e-20,7.78207240792142,0.452,0.05,1.18093583562732e-15,"CYBB"
2.72183420509385e-20,4.95581947907092,0.476,0.054,1.67629603189115e-15,"EVI2B"
2.74158990627798e-20,7.41498548899875,0.571,0.097,1.68846297557942e-15,"MSR1"
2.94546362709727e-20,5.85232327429327,0.262,0.007,1.81402268402039e-15,"TREM2"
4.06608002568407e-20,3.77613928831429,0.5,0.059,2.50417670541805e-15,"TGFBR2"
4.45216718470962e-20,6.79020514740204,0.405,0.035,2.74195620404711e-15,"CCL4L2"
8.12675375283694e-20,5.66450716107318,0.429,0.042,5.00502383375969e-15,"HLA-DMA"
1.08464218643023e-19,6.44123428021429,0.405,0.038,6.67998583356784e-15,"IL18"
1.60896114311768e-19,3.36614066513503,0.929,0.351,9.90910899211883e-15,"RAB31"
1.66729863010565e-19,2.19917572511688,0.476,0.054,1.02683920732316e-14,"SAPCD2"
1.99041120218902e-19,6.46141161027147,0.333,0.021,1.22583454709215e-14,"CX3CR1"
2.100734556293e-19,7.97607893677447,0.452,0.054,1.29377939118417e-14,"SCIN"
2.11064360393588e-19,8.57361366944616,0.619,0.132,1.29988207635599e-14,"C3"
6.0122690325481e-19,6.47096425083908,0.452,0.054,3.7027761290754e-14,"CSF1R"
6.19624775633372e-19,5.44208633123036,0.262,0.009,3.81608310569325e-14,"CCR1"
6.88900890454895e-19,6.8548360426141,0.262,0.009,4.24273391404456e-14,"TNFSF8"
7.70251578861535e-19,-4.02685771201654,0.452,0.96,4.74374839873453e-14,"CKB"
9.28131871601265e-19,4.80364853398385,0.452,0.054,5.71608575763071e-14,"IL13RA1"
1.13942034682933e-18,3.00802104360876,0.286,0.014,7.01734809001777e-14,"HLA-DQA1"
1.2349724015938e-18,3.54112971062111,0.381,0.033,7.60582452969575e-14,"KLRC2"
1.49569171073471e-18,3.62476898113068,0.643,0.12,9.21151653890188e-14,"LHFPL3"
1.83400109781177e-18,6.90652911125522,0.524,0.087,1.12950625610933e-13,"CCL4"
3.09369809326157e-18,3.93472807280021,0.429,0.05,1.905315844697e-13,"TLR2"
5.5295213193588e-18,4.81119204975609,0.667,0.149,3.4054662949535e-13,"EGR2"
1.06266713339231e-17,5.641746162065,0.405,0.047,6.54464807442319e-13,"CSF3R"
1.29179817107393e-17,6.6447860330764,0.31,0.021,7.95579739619298e-13,"TAL1"
1.53059633742716e-17,5.37218826233728,0.31,0.021,9.42648366331268e-13,"IGSF6"
1.54954851778604e-17,5.49096294011379,0.405,0.047,9.54320445648889e-13,"FCER1G"
1.78449772908917e-17,3.54565412345009,0.262,0.012,1.09901861641414e-12,"RGS18"
2.59475176498447e-17,4.69625426190451,0.5,0.078,1.59802976950099e-12,"TMIGD3"
3.12254692849844e-17,5.57861037421138,0.452,0.061,1.92308297685433e-12,"FGL2"
7.82778833987176e-17,5.57059247569299,0.452,0.066,4.82090000487682e-12,"TBXAS1"
8.98860818103356e-17,5.08396070579037,0.476,0.073,5.53581412045314e-12,"RUNX1"
1.09762235521707e-16,5.4174270767667,0.31,0.024,6.75992679907539e-12,"MPEG1"
1.13659627153545e-16,3.78923905722046,0.595,0.13,6.99995545750538e-12,"B3GNT7"
1.24908693019954e-16,2.16546705913529,1,0.616,7.69275167701989e-12,"B2M"
1.4786161801019e-16,2.93693330530693,0.976,0.491,9.1063534683936e-12,"RASGEF1B"
1.54794052314774e-16,6.65264015531535,0.262,0.014,9.53330129990996e-12,"LINC01468"
1.68768719300232e-16,5.40447136880225,0.286,0.019,1.03939591155434e-11,"IL10RA"
3.4700705551774e-16,-4.64128847340608,0.381,0.899,2.1371123528171e-11,"LIMCH1"
3.81904597135655e-16,3.18392332024268,0.571,0.12,2.35203584237936e-11,"HAS2"
6.13786079925712e-16,7.87321645651889,0.381,0.047,3.78012433043848e-11,"CCL3L1"
8.14431969171325e-16,4.73021352628312,0.357,0.038,5.01584216853544e-11,"AOAH"
1.17631395410241e-15,3.4129590388105,0.429,0.061,7.2445647491305e-11,"FCGR2A"
2.05815219885501e-15,3.34456252269324,0.905,0.483,1.26755419470884e-10,"SGK1"
3.26152561461078e-15,4.32796125628924,0.357,0.04,2.00867578027034e-10,"CH25H"
3.88141098084417e-15,3.04851056492525,0.286,0.021,2.3904445807725e-10,"AL392023.2"
4.18605171757594e-15,-5.1213267630113,0.214,0.837,2.57806367130349e-10,"SYT1"
5.53382681556625e-15,3.12245831812258,0.905,0.389,3.40811792090278e-10,"ANXA5"
9.22859016470018e-15,5.22315454545564,0.476,0.09,5.6836118247339e-10,"IRAK2"
1.03558303827284e-14,6.22897933427906,0.452,0.08,6.37784525781095e-10,"HAVCR2"
1.05744224690267e-14,4.9047642580964,0.262,0.019,6.51246956599947e-10,"MS4A6A"
1.09530364527776e-14,4.32840321419047,0.762,0.283,6.74564656017214e-10,"SPP1"
1.17878294482426e-14,4.10913982750947,0.643,0.17,7.25977052228918e-10,"ELF1"
1.59631602429597e-14,6.04875382133391,0.262,0.019,9.83123149883157e-10,"IKZF1"
2.83853645657029e-14,-2.28593878703442,0.643,0.962,1.74816944750794e-09,"ANK2"
2.94954132931664e-14,3.09229945437003,0.762,0.262,1.81653401848624e-09,"ZFP36L2"
3.9269027817895e-14,4.63028865363517,0.333,0.038,2.4184616162207e-09,"NULL"
4.46189895861598e-14,3.4242330280901,0.714,0.222,2.74794971164282e-09,"FKBP5"
5.62102457600347e-14,6.77039768892796,0.31,0.031,3.46182040562326e-09,"GPR17"
7.17023863293603e-14,5.96851629072573,0.333,0.04,4.41593486686631e-09,"ARHGAP25"
7.94414646712733e-14,3.37100664962433,0.5,0.099,4.89256148470971e-09,"C5AR1"
8.28284827241823e-14,5.41323677201668,0.5,0.106,5.10115776553421e-09,"IL6R"
9.43024550356789e-14,-2.06181678969032,0.643,0.981,5.80780529828236e-09,"PTPRS"
1.00025669605753e-13,4.04730943587709,0.357,0.045,6.16028091400953e-09,"THEMIS2"
1.4425983045895e-13,4.37895644832227,0.262,0.021,8.88453017847534e-09,"MNDA"
1.61901006890224e-13,-3.90414146243821,0.167,0.792,9.97099731134824e-09,"NEDD4L"
1.73385921133144e-13,3.31207634928021,0.31,0.033,1.0678318724827e-08,"PIK3AP1"
1.73549795641976e-13,5.83573424948708,0.476,0.092,1.06884112642024e-08,"LIMS2"
1.75315387458268e-13,1.94648159818143,0.643,0.172,1.07971487673923e-08,"OLIG1"
2.14105086794325e-13,4.20964298387621,0.452,0.085,1.31860899804021e-08,"SLCO2B1"
2.15796049934301e-13,3.7432189651949,0.476,0.092,1.32902313273038e-08,"CA10"
3.0443018766801e-13,4.14012527221241,0.595,0.146,1.87489419679097e-08,"LPAR6"
4.57982464632605e-13,2.59597812233333,0.333,0.04,2.82057660493282e-08,"LHFPL3-AS1"
4.66752888843529e-13,-4.00005592244803,0.333,0.837,2.87459101652064e-08,"MIAT"
5.74372676250595e-13,-2.26434257798748,0.262,0.866,3.53738900122454e-08,"AUTS2"
5.75960088486337e-13,4.05616554799066,0.595,0.175,3.54716539696081e-08,"PDGFRA"
7.33407317110408e-13,5.25801884537336,0.333,0.045,4.51683564388787e-08,"TMEM156"
8.60995262164356e-13,4.09990574768024,0.619,0.196,5.30261152109162e-08,"PCDH15"
1.06902202638829e-12,-2.32150200822757,0.548,0.915,6.58378595391753e-08,"HIST1H4C"
1.61089136096385e-12,5.94576360002115,0.31,0.038,9.92099662476806e-08,"PTPN6"
1.64217366329532e-12,4.42615680731459,0.429,0.085,1.01136549401369e-07,"LCP2"
1.76503086044005e-12,-2.88078158503158,0.81,0.986,1.08702955601921e-07,"MAP1B"
1.81607781996556e-12,6.65596563561777,0.381,0.066,1.11846784698219e-07,"SLC2A5"
2.14879800400298e-12,6.62439527372329,0.262,0.026,1.32338022672531e-07,"TLR1"
2.31504747873528e-12,3.20746925608602,0.381,0.061,1.4257682907287e-07,"CD4"
2.55831570814354e-12,5.67468758180625,0.405,0.075,1.57558989517436e-07,"GBP2"
2.69277577449802e-12,-4.23280166053383,0.262,0.785,1.6583998162401e-07,"KALRN"
2.87037293557013e-12,4.11584012808253,0.405,0.073,1.76777657982958e-07,"NLRP3"
3.21543475282396e-12,2.15449826129547,0.476,0.101,1.98028980122169e-07,"DAB2"
3.22531397946655e-12,1.14437769144435,0.524,0.13,1.98637412053406e-07,"CRISPLD2"
3.42460617049641e-12,-3.02611689749258,0.357,0.847,2.10911220222362e-07,"TUBB2A"
3.47101206530006e-12,-6.80699334326513,0.214,0.733,2.13769220065635e-07,"STMN2"
3.82786484860311e-12,4.97883852861894,0.524,0.13,2.3574671243092e-07,"LHFPL2"
4.91175689761084e-12,4.62150937836435,0.286,0.033,3.02500372053159e-07,"SYK"
5.86254266808802e-12,-2.49521169935207,0.429,0.877,3.61056415299537e-07,"GNAO1"
6.01974715829746e-12,2.84837377418209,0.405,0.073,3.70738168238066e-07,"CALCRL"
7.81762342656072e-12,3.79070000830738,0.548,0.146,4.81463973971595e-07,"MEGF11"
8.16482637039195e-12,3.33042622630128,0.286,0.033,5.02847161673329e-07,"RN7SL473P"
8.52847044042123e-12,3.78761404013128,0.381,0.071,5.25242909014222e-07,"PALD1"
1.11039299475258e-11,3.19246508147364,0.881,0.507,6.83857733678274e-07,"RIN2"
1.34573045947846e-11,3.9891798034773,0.429,0.092,8.28795018078999e-07,"CXCL8"
1.99934010465432e-11,4.13100848238409,0.31,0.042,1.23133359025346e-06,"LAMB4"
2.33849310748662e-11,5.70698025031243,0.381,0.071,1.44020775010779e-06,"TNFRSF13C"
2.52178045416309e-11,5.28752727365526,0.31,0.045,1.55308892830542e-06,"ADAP2"
2.63332167789828e-11,5.3699959887298,0.333,0.054,1.62178382176721e-06,"STX11"
2.7346727084722e-11,-4.43061647781268,0.167,0.722,1.68420288096678e-06,"PGM2L1"
2.97647489399734e-11,5.70578599860467,0.5,0.142,1.83312159296614e-06,"LPCAT2"
2.9947228417114e-11,4.35171431374786,0.524,0.137,1.8443599565248e-06,"SH2B3"
3.27300750782897e-11,3.42892281573054,0.31,0.045,2.01574713384663e-06,"RNA5SP151"
4.70622425197659e-11,-5.77073502870443,0.119,0.67,2.89842233006482e-06,"DCLK1"
5.79461148262274e-11,-2.13258666515867,0.333,0.821,3.56872737380287e-06,"ELOB"
6.24786222917232e-11,-4.00666165124017,0.071,0.656,3.84787091108036e-06,"SRRM4"
6.46052515903738e-11,2.86778633269209,0.476,0.12,3.97884362969635e-06,"PLAT"
6.98051365368177e-11,4.29251847165736,0.357,0.068,4.29908894389299e-06,"FGD2"
7.51484159404075e-11,-2.5718141232504,0.738,0.936,4.62816549252187e-06,"STMN1"
7.52133704979231e-11,3.65118778411513,0.619,0.219,4.63216584885559e-06,"IFI16"
8.35480977569596e-11,4.09478845570797,0.333,0.054,5.14547669655787e-06,"PRKCH"
9.20512751695471e-11,3.53510006434421,0.405,0.087,5.6691618838669e-06,"ATP8B4"
1.03851792903036e-10,-5.06662719067786,0.143,0.672,6.39592036951929e-06,"NREP"
1.08114368033813e-10,6.04436757267882,0.31,0.05,6.65843958409842e-06,"GALR1"
1.26511592123087e-10,-2.09073339687649,0.405,0.828,7.79146942408454e-06,"PRDX2"
1.3942888218644e-10,-2.3147900336228,0.357,0.835,8.58700656721628e-06,"CAMK2N1"
1.64611870096189e-10,4.51137956929249,0.262,0.033,1.0137951243614e-05,"GGTA1P"
1.72268566520191e-10,2.67383091052409,0.881,0.557,1.0609504206279e-05,"AKAP13"
1.77993117558202e-10,-4.00120547891732,0.286,0.757,1.0962062131057e-05,"SEPT3"
1.9133267957997e-10,2.02141348894295,0.667,0.226,1.17836057372916e-05,"SULF2"
1.92864910274677e-10,-2.26903574688631,0.595,0.906,1.18779712290866e-05,"SPTAN1"
1.97519346025998e-10,3.60413266186406,0.524,0.134,1.21646239637031e-05,"SMAD3"
1.987604432902e-10,-1.32322227572667,0.929,0.995,1.22410594209136e-05,"CALM2"
2.55706942306016e-10,4.59128565120862,0.262,0.033,1.57482234558006e-05,"AC007336.1"
2.56095851316829e-10,2.70107959283681,0.81,0.448,1.57721751950496e-05,"SPRED1"
2.84456591796331e-10,-5.01887986516035,0.167,0.672,1.75188281189606e-05,"CRMP1"
3.04313917988335e-10,4.42808530405559,0.524,0.158,1.87417812671476e-05,"CTSC"
3.67652737254919e-10,2.42939779067228,0.738,0.321,2.26426291293187e-05,"STK17B"
3.69948627292671e-10,-4.76772414173571,0.167,0.67,2.27840261090737e-05,"RBFOX2"
4.64798479499563e-10,-3.2953129179919,0.476,0.83,2.86255439569396e-05,"RTN1"
4.76160389015277e-10,2.57820161470105,0.333,0.059,2.93252898782839e-05,"ABCB4"
4.97918099168163e-10,-6.57734034896367,0.095,0.613,3.06652819734696e-05,"ROBO2"
5.17889471026914e-10,4.40364446541062,0.571,0.226,3.18952588521345e-05,"A2M"
5.5626012273695e-10,3.56217158500708,0.619,0.243,3.42583921790006e-05,"LRRK2"
6.04059783817603e-10,-3.59866779608333,0.214,0.691,3.72022299059747e-05,"COPS9"
6.82637881712465e-10,4.4191712263222,0.333,0.061,4.20416192210256e-05,"NFATC2"
6.87042248713239e-10,-2.38392471965938,0.762,0.983,4.23128709715023e-05,"SNHG14"
6.97817737710976e-10,6.65124732631692,0.286,0.045,4.29765010124059e-05,"BLNK"
7.09598353449351e-10,5.41537688313567,0.548,0.191,4.37020337938852e-05,"NABP1"
9.34395176596346e-10,-4.20024539623967,0.429,0.792,5.75465957410391e-05,"MLLT3"
9.61543848477325e-10,4.37445859292683,0.333,0.061,5.9218600996173e-05,"LINC01141"
1.0300629636839e-09,1.07857392371021,0.667,0.271,6.34384877444001e-05,"APOD"
1.15524883171304e-09,-1.88461121102345,0.19,0.717,7.1148309798711e-05,"MRPS5"
1.17220636066855e-09,3.4794997802749,0.571,0.189,7.2192673134494e-05,"NULL"
1.3270226986038e-09,4.60412997216663,0.381,0.085,8.17273469389124e-05,"SERPINE1"
1.37151927402009e-09,-4.03592039077938,0.333,0.757,8.44677575290751e-05,"FNBP1L"
1.44137992325558e-09,2.46849772659279,0.881,0.521,8.87702653335413e-05,"PTPRE"
1.47425248623048e-09,-2.32409541463486,0.548,0.889,9.07947878694767e-05,"LINC00461"
1.54860538351179e-09,2.60798788303186,0.857,0.462,9.53739597543408e-05,"ITPR2"
1.77729085153589e-09,-1.53699047055667,0.881,0.993,0.000109458011673541,"SEPT7"
1.88542344000479e-09,-2.80160142185298,0.452,0.842,0.000116117573399575,"PPIP5K2"
1.99747576018814e-09,2.501290443711,0.643,0.245,0.000123018539642707,"B4GALT1"
2.19529768830641e-09,-3.86900681635168,0.214,0.684,0.000135201798729727,"DKK3"
2.28885474764884e-09,-1.95075293550866,0.952,0.95,0.000140963697343449,"UBB"
2.57233971354782e-09,-2.32907715058142,0.81,0.958,0.00015842268593827,"TUBA1A"
2.76363363942076e-09,-3.42718293234468,0.405,0.762,0.000170203904951006,"STXBP1"
2.96121710478153e-09,-6.80455629835393,0.143,0.618,0.00018237247783218,"GABBR2"
3.05129505073077e-09,3.16256088096015,0.714,0.356,0.000187920108289356,"PEAK1"
3.26754239368794e-09,3.32714454703678,0.31,0.057,0.000201238133400059,"NCKAP1L"
3.28468853402133e-09,4.92263525446753,0.5,0.182,0.000202294112744771,"CD83"
3.31394748057274e-09,3.44782903209628,0.381,0.087,0.000204096083486034,"PDPN"
3.62272349986234e-09,2.00488654159206,0.905,0.472,0.000223112672186022,"DOCK10"
3.69852154259409e-09,-4.49800055885387,0.333,0.743,0.000227780846243742,"DOCK7"
4.35265565456174e-09,3.017610819915,0.333,0.068,0.000268067003797494,"RHBDF2"
4.80094988957884e-09,3.71271443190213,0.262,0.042,0.000295676100849492,"WDFY4"
5.03461875160138e-09,4.14462058389669,0.548,0.203,0.000310067065054874,"ETS2"
5.21030153137156e-09,3.55125464199237,0.667,0.311,0.00032088684041258,"LIMS1"
5.31628343965972e-09,-6.06170785508858,0.048,0.547,0.000327413948198323,"NELL2"
5.42045551434153e-09,-3.12141096640192,0.357,0.738,0.000333829593761752,"KIF1A"
5.6485203369217e-09,-2.23706079753942,0.429,0.83,0.000347875421989997,"MYT1L"
6.1993098245949e-09,2.78125797464395,0.452,0.12,0.000381796894167326,"LPL"
6.26099307077473e-09,-3.56155231903791,0.452,0.776,0.000385595780249803,"MLLT11"
7.22112078579755e-09,-3.99590984939274,0.286,0.717,0.000444727165834914,"IGF1R"
7.69237130357681e-09,-2.02714400798408,0.5,0.83,0.000473750071473385,"KIF5A"
7.85133354974545e-09,2.92077356867504,0.452,0.127,0.000483540079328173,"PYGL"
8.33411134562376e-09,5.69103964144409,0.381,0.099,0.000513272915442931,"DOCK8"
8.74503315276866e-09,3.02912569049102,0.786,0.415,0.000538580356779563,"SPTLC2"
8.86483431863851e-09,-3.387171698032,0.167,0.644,0.00054595855118199,"CAP2"
8.92582094173257e-09,3.08549356052193,0.476,0.149,0.000549714534338484,"AC016831.7"
9.08006676878658e-09,-6.12955226528924,0.071,0.552,0.000559214072089259,"ADGRL2"
9.35025918687894e-09,-2.32313719002666,0.452,0.804,0.000575854412542313,"VDAC3"
9.41931903017531e-09,4.77474369291176,0.333,0.071,0.000580107601111407,"ARHGAP15"
9.48475440672259e-09,3.91861767712349,0.286,0.054,0.000584137569646824,"DOCK2"
1.02409108140514e-08,-1.68356984107621,0.762,0.922,0.000630706974304984,"COX6A1"
1.07285437458756e-08,-2.91776578650842,0.476,0.814,0.000660738823677242,"FEZ1"
1.09061983473305e-08,3.55032803529993,0.5,0.179,0.000671680037617043,"CTSS"
1.14526866121819e-08,-2.72756117092799,0.143,0.649,0.000705336610384449,"CDK5R1"
1.14869296917227e-08,-2.22489990911378,0.643,0.903,0.000707445538924128,"C1orf61"
1.17103834251669e-08,-5.88380327593278,0.048,0.531,0.000721207384005755,"INA"
1.19811213542277e-08,3.53140742513983,0.667,0.295,0.000737881320842819,"SOCS6"
1.37659182776933e-08,2.92268403032621,0.619,0.236,0.0008478016089683,"DISP1"
1.4016297103611e-08,-4.5698260707642,0.119,0.587,0.00086322168972009,"TBCB"
1.48775020517502e-08,-1.21952928455902,0.548,0.896,0.000916260718861139,"SELENOW"
1.53055541732654e-08,1.17519741350703,0.786,0.333,0.000942623164868896,"ZFP36L1"
1.56302823094231e-08,-4.53839320951878,0.143,0.608,0.00096262219659044,"GABRA2"
1.62829135087568e-08,3.8180330934697,0.5,0.17,0.0010028157942638,"COL9A1"
1.67638167076047e-08,2.27595770150639,0.714,0.342,0.00103243317957125,"PHLDA1"
1.73537487678544e-08,2.2915799922071,0.476,0.149,0.00106876532536585,"C5orf64"
1.89927067943339e-08,3.04892467381308,0.5,0.163,0.00116970383334264,"NULL"
1.95834459005363e-08,3.00844791462909,0.786,0.474,0.00120608568267633,"TMED5"
2.11822526532739e-08,2.40102127166055,0.405,0.101,0.00130455139415718,"CCND1"
2.16057722234719e-08,-1.63371020583005,0.5,0.84,0.00133063469392696,"PAK3"
2.21344697933502e-08,-5.9276631019861,0.143,0.611,0.00136319559116306,"CNR1"
2.25740622771398e-08,3.58730478934646,0.762,0.465,0.00139026877346221,"SP100"
2.27798500556625e-08,3.5736521027191,0.667,0.304,0.00140294262537808,"CMTM6"
2.32295490678475e-08,2.32061576832768,0.929,0.651,0.00143063823844152,"IL6ST"
2.34865368708383e-08,-3.08338095725752,0.262,0.691,0.00144646534626432,"JAKMIP2"
2.40648342644398e-08,-3.92241583300205,0.048,0.531,0.00148208094784405,"DAPK1"
2.46021311957392e-08,-3.05051220891071,0.119,0.606,0.00151517145395199,"GAS7"
2.60329397153459e-08,3.09361134070556,0.762,0.491,0.00160329065824901,"EPB41L2"
2.70774975270927e-08,2.30544813091723,0.476,0.146,0.00166762184020106,"WIPF1"
2.83339048126275e-08,2.78855798128455,0.524,0.189,0.00174500019569529,"BLM"
2.92040162412733e-08,3.07449590256134,0.643,0.302,0.0017985877482513,"MAML2"
2.96201734421589e-08,5.54288838030071,0.262,0.047,0.00182421762178224,"RBM47"
2.97030941254171e-08,-1.45945532885586,0.214,0.724,0.00182932445790207,"NULL"
3.00629870186315e-08,-2.00351959103315,0.5,0.814,0.00185148918151646,"UCHL1"
3.03525600903086e-08,-3.08249902297684,0.333,0.736,0.00186932311828183,"CSRNP3"
3.21214824784796e-08,-4.24984258755046,0.143,0.59,0.00197826574140212,"PPP2R2C"
3.5669329553183e-08,3.03339131575158,0.333,0.078,0.00219676699919188,"DISC1"
3.5700413889513e-08,-5.4462028148115,0.167,0.592,0.00219868139021344,"SERPINI1"
3.60835191951591e-08,-1.21805028114365,0.31,0.729,0.00222227569667226,"FZD3"
3.64571743959051e-08,-3.93075569833819,0.214,0.649,0.00224528799952061,"DCTN1"
3.66947425831197e-08,-1.53944671073543,0.571,0.934,0.00225991911146659,"NASP"
3.70080277267213e-08,-2.01830335021254,0.595,0.87,0.00227921340360558,"TIA1"
3.76900911929998e-08,-3.81770655653315,0.143,0.599,0.00232121964630328,"GTF2H5"
3.87367121723793e-08,-2.47481965657877,0.405,0.778,0.00238567789256032,"GDI1"
3.94289121729122e-08,1.70861918759191,0.905,0.649,0.00242830841399314,"DBI"
3.95081798032278e-08,3.30715618171257,0.571,0.217,0.00243319026954139,"PLIN2"
4.11003305958242e-08,-1.69122677400713,0.833,0.948,0.00253124606040503,"PEBP1"
4.25978640819363e-08,-1.89846518170106,0.405,0.802,0.00262347465521421,"ARHGEF12"
4.40901983214565e-08,5.57604240812271,0.286,0.057,0.00271538304402354,"CD14"
4.88262737123343e-08,1.08681949320694,0.69,0.3,0.00300706371912153,"PLEKHA2"
4.93764249465597e-08,-2.26958966636187,0.405,0.792,0.00304094588318377,"KIFAP3"
5.04209261538614e-08,-5.49182092942816,0.048,0.507,0.00310527357903786,"KIAA1549L"
5.20966354138887e-08,-4.32705738212778,0.119,0.583,0.00320847548523516,"FAM117B"
5.32283996753344e-08,-2.86323465880256,0.619,0.844,0.00327817745080482,"ADD1"
5.45290552443321e-08,-1.57354752301183,0.143,0.616,0.00335828092533268,"SCN3B"
