gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
TOP2A,9.83550443052988E-12,7.96725600297901,0.308,0.044,1.81484727752137E-07
KNL1,2.36294553080583E-09,7.15705511184594,0.308,0.061,4.36010709344291E-05
GPX3,9.97497709687452E-12,6.68745322568849,0.269,0.029,1.84058277391529E-07
NDC80,1.38825856538756E-09,6.44203207056041,0.25,0.035,2.56161470485313E-05
CENPU,2.22514449822926E-12,6.40498119633413,0.346,0.055,4.10583662813263E-08
MKI67,3.06978925072254E-14,6.16785710712142,0.269,0.02,5.66437512543323E-10
GPR17,5.75391675649565E-11,6.00482102193676,0.269,0.032,1.06171271990858E-06
BIRC5,1.8913844615632E-10,5.99084652069077,0.269,0.038,3.48998260847642E-06
GALR1,1.41282698538261E-14,5.900121335027,0.308,0.029,2.606948353428E-10
RRM2,1.00058177778093E-12,5.8845437128925,0.269,0.026,1.84627349636137E-08
CRISPLD2,7.54556913302881E-18,5.88118934940004,0.538,0.102,1.39230841642648E-13
ASPM,1.37208472810216E-05,5.72650796913749,0.288,0.09,0.253177074029411
PCLAF,3.92305506045139E-07,5.54380107437518,0.308,0.084,0.007238821197545
LIMS2,3.79894577150977E-20,5.47101317459111,0.519,0.067,7.00981473758982E-16
BLM,4.66760183615617E-15,5.31957387149716,0.558,0.142,8.61265890807537E-11
BRIP1,0.000553091658458,5.30318581454882,0.269,0.113,1
APOLD1,2.26442100665675E-08,5.20807405403183,0.308,0.067,0.000417830964148
TM4SF1,6.62375709565926E-12,5.03235334313993,0.25,0.023,1.22221565929105E-07
SUSD5,2.81655619865717E-10,4.97044740528092,0.365,0.076,5.19710949776221E-06
PRRX1,4.00532709998046E-07,4.89554211193235,0.288,0.073,0.007390629564884
CENPF,3.64848198128742E-07,4.82493162911291,0.346,0.108,0.006732178951872
CENPN,6.11042314457666E-06,4.70708318251105,0.269,0.078,0.112749527863729
EMP1,3.31222627864291E-09,4.65618691672662,0.385,0.099,6.1117199293519E-05
MROH9,2.21819796748823E-18,4.62534029354634,0.288,0.012,4.09301888960927E-14
SGO2,0.000598622061546,4.5878587991085,0.269,0.11,1
PDGFRA,3.78510487854856E-16,4.56902771710321,0.577,0.137,6.9842755218978E-12
BGN,1.11853954702901E-12,4.51668674128906,0.365,0.055,2.06392917217792E-08
SMIM3,3.31489946740299E-10,4.47887551098058,0.269,0.038,6.11665249725199E-06
SPC24,7.59723373552735E-10,4.47179544398842,0.288,0.049,1.40184156887951E-05
NOTCH3,5.950196826934E-06,4.36054057247926,0.25,0.067,0.109793031850586
CALCRL,8.90648688977019E-17,4.33021806723106,0.423,0.055,1.64342496090039E-12
TCIM,5.40149664704065E-08,4.19321185397823,0.288,0.061,0.000996684161312
PLAT,1.12136537442521E-15,4.14569274745875,0.5,0.096,2.06914338888939E-11
PCDH15,5.74004770685787E-10,4.0852687116256,0.5,0.177,1.05915360286941E-05
TNC,4.15076838554923E-12,4.03966278674513,0.365,0.064,7.65899782501544E-08
SERTAD1,7.2628179877841E-07,4.00986771861064,0.404,0.145,0.013401351751059
COBLL1,0.005760173002847,3.99121591265659,0.25,0.122,1
FAM111A,1.46431232421514E-10,3.9891085623265,0.404,0.096,2.70194910064178E-06
TNR,9.41227503246363E-06,3.98326579287,0.654,0.477,0.173675298899019
ECT2,3.30158891787335E-09,3.94152508879319,0.365,0.087,6.09209187125991E-05
CENPK,1.72217872033836E-05,3.93946664943056,0.269,0.081,0.317776417476835
LRRK2,9.14856630273579E-09,3.91374381544404,0.519,0.212,0.000168809345418
LHFPL3,6.02043588543341E-13,3.85019400211906,0.481,0.11,1.11089082958017E-08
FRMD6,0.044227936716944,3.84695118598416,0.25,0.154,1
UHRF1,1.677261050749E-08,3.82759860359202,0.327,0.078,0.000309488209084
B3GNT7,9.26835356476806E-14,3.81624033178322,0.519,0.128,1.710196599771E-09
PODXL,0.000230663945968,3.75266664877965,0.365,0.16,1
NTNG1,0.000237540122921,3.68434158511598,0.269,0.096,1
DAB2,6.1238754440485E-07,3.68254792005943,0.327,0.093,0.011299774969358
COL9A1,4.15021874249071E-11,3.67723322689789,0.5,0.145,7.65798362364385E-07
CNTLN,8.14103930435373E-10,3.61126420276963,0.558,0.192,1.50218457243935E-05
CA10,2.30538981060421E-10,3.58126854536237,0.385,0.084,4.25390527852689E-06
SEMA5A,7.62996629578773E-11,3.58110495328209,0.635,0.279,1.40788138089875E-06
FANCD2,3.70092224706707E-07,3.57367910909367,0.481,0.203,0.006828941730288
SGO1,1.77636875941116E-14,3.57092113196067,0.288,0.023,3.27775563486547E-10
STX5,0.095527492132584,3.56197222523821,0.25,0.163,1
ETS1,1.28404165176505E-09,3.55758130210874,0.327,0.064,2.36931365583688E-05
TNFAIP3,2.14514438197773E-05,3.53619820193826,0.288,0.093,0.395822041362531
CLSPN,0.000516674209373,3.50911625372814,0.327,0.154,1
AC092821.1,1.44868092911457E-08,3.48182741077755,0.25,0.041,0.00026731060504
MEGF11,2.59408030645964E-09,3.45555795618639,0.481,0.151,4.78659698147934E-05
NEDD4,4.36290442933747E-10,3.45223933356034,0.442,0.11,8.0504312530135E-06
LIPG,2.76029627242726E-05,3.44750666789553,0.288,0.096,0.509329868188278
WEE1,1.06004462803181E-07,3.42857762022865,0.423,0.145,0.001955994347644
BX322234.1,0.000248829426779,3.42001464527417,0.269,0.099,1
BAMBI,1.06830339506236E-08,3.41662733195443,0.346,0.078,0.000197123342457
TFAP2C,9.82933890965524E-06,3.4006875983265,0.327,0.113,0.181370961560958
WSCD1,6.26868445090567E-06,3.38758905438295,0.308,0.096,0.115669765488111
SOX13,0.00237926000187,3.31370797358487,0.25,0.108,1
GNG11,2.64096398271021E-12,3.30002684244438,0.269,0.026,4.87310674089689E-08
ATAD2,4.77591910822914E-06,3.29765329893737,0.577,0.294,0.088125259385044
AFAP1L2,5.35910803301577E-11,3.20789990555807,0.558,0.174,9.88862614252069E-07
THBS2,6.99569784138027E-11,3.19961194817537,0.404,0.087,1.29084616569149E-06
CENPE,7.9826591301664E-05,3.19499032539693,0.308,0.113,1
MIS18BP1,4.30112982665941E-08,3.17506779284385,0.462,0.163,0.000793644475615
BRCA2,3.68749443720727E-07,3.15585391417321,0.327,0.09,0.006804164735535
CYR61,4.55117032210204E-09,3.13608275772651,0.423,0.119,8.39781947834268E-05
NET1,0.001259290378708,3.13445141453328,0.327,0.16,1
SOX6,3.96349264379992E-13,3.13060687610115,0.788,0.413,7.31343662633962E-09
LINC01965,4.62663328663877E-10,3.12849397840943,0.269,0.038,8.53706374050586E-06
TSPAN6,1.19534830059596E-07,3.1203284373004,0.519,0.195,0.00220565668426
CCND1,1.26434772026846E-07,3.11988064634628,0.346,0.09,0.002332974413439
SAMD4A,1.2742616055015E-09,3.11614663791832,0.769,0.392,2.35126751447136E-05
EMP2,0.00397229204453,3.10472142979725,0.365,0.227,1
THBS1,0.149153312558725,3.08853074965184,0.288,0.198,1
LAMC1,0.000207217416144,3.06942535274516,0.346,0.148,1
WWTR1,0.021214408023612,3.06798869984365,0.519,0.39,1
KNTC1,0.004133029357222,3.05835881559081,0.327,0.174,1
HELLS,3.61728672801083E-05,3.05006925842057,0.519,0.285,0.667461747052558
KLRC2,8.74645590373183E-11,3.02901656886678,0.288,0.041,1.6138960433566E-06
SPARC,3.56629454348059E-13,3.02224645348581,0.673,0.212,6.58052669163039E-09
RAD18,0.001430386338102,3.01029082292631,0.308,0.142,1
TAGLN2,1.18758992904159E-10,3.00943793952712,0.423,0.099,2.19134093706755E-06
POU6F2,0.11920473416109,2.99924518095612,0.25,0.174,1
DEPDC4,0.000439724251785,2.99151789786683,0.269,0.102,1
CTGF,1.77962434016851E-06,2.98618240346612,0.288,0.076,0.032837628324789
APOD,1.01624490499249E-07,2.9737631910619,0.577,0.259,0.001875175098692
ARL4A,2.31757890432701E-15,2.97317902046341,0.827,0.323,4.2763965942642E-11
IRF1,7.7474930707052E-07,2.97163815523246,0.596,0.299,0.014295674214065
CCDC173,1.89865036860217E-06,2.9436020437463,0.481,0.189,0.035033896601447
SOCS3,7.29693356563709E-06,2.91574890330827,0.25,0.067,0.134643018153136
EEF1B2P1,0.002116228194317,2.89709646371083,0.25,0.108,1
DIAPH3,3.35664236407572E-05,2.8959307475972,0.25,0.073,0.619367649019252
FRZB,1.31868486552086E-07,2.89452755628708,0.269,0.055,0.002433237313859
PTTG1,0.000294785170801,2.86855422721524,0.346,0.163,1
RDH10,0.000132546359959,2.85052078401032,0.269,0.09,1
DAB2IP,0.042012286712882,2.84849659789601,0.288,0.18,1
ANGPT2,0.040945148481901,2.84837272723274,0.269,0.163,1
LINC00643,0.000974224605199,2.84273523610746,0.385,0.201,1
TIMP1,8.13413649009262E-09,2.84205699898423,0.365,0.087,0.000150091086515
ADAMTS1,8.05350639809732E-06,2.83613160656824,0.462,0.203,0.148603300057692
TEK,6.60962400603573E-07,2.81608164464577,0.327,0.093,0.012196078215937
SLC2A1,0.024323532071918,2.81204299462004,0.346,0.218,1
C19orf48,0.006847344332749,2.8074333144852,0.25,0.116,1
KCNJ16,5.99499122837646E-05,2.80563430526791,0.385,0.172,1
CHST3,0.002447034084638,2.80358723956849,0.269,0.119,1
SERPING1,0.324510948880846,2.78997490853279,0.346,0.308,1
MAD2L1,0.000611966118648,2.78773234122927,0.25,0.096,1
JAG1,9.35722240589192E-07,2.78476345271665,0.481,0.203,0.017265946783352
LAMA4,0.000418866535272,2.77636388062661,0.365,0.18,1
IQCN,7.66865610242619E-08,2.75088115508099,0.538,0.201,0.00141502042402
TCF7L1,0.000298990497829,2.73874863782973,0.288,0.116,1
HAS2,1.06024745864477E-10,2.72309524380543,0.442,0.113,1.95636861069133E-06
PMEPA1,0.001013944945584,2.72092239544734,0.404,0.212,1
PDZD2,1.32042366099133E-05,2.70668068862122,0.577,0.34,0.243644573926121
SULT1C4,2.45428808674958E-06,2.70515596168646,0.423,0.166,0.045286523776703
DSCAM.IT1,8.68014753570346E-05,2.69654724403876,0.288,0.096,1
ANXA2,5.45680570214165E-07,2.68945656548296,0.423,0.16,0.010068897881592
PHLDA1,2.91785698132667E-17,2.67888626394147,0.827,0.305,5.38402970194396E-13
LUZP2,0.001531061704745,2.67775086033,0.519,0.395,1
SYNPO2,0.038840774388281,2.66087815631737,0.25,0.142,1
ENSG00000287550.1,0.008772131231816,2.6601421818448,0.308,0.18,1
TMEM100,0.000201963064663,2.65554634055041,0.25,0.084,1
SMC4,6.157610800818E-07,2.64549417684515,0.5,0.235,0.011362023449669
NFYA,0.532906775643316,2.6295439312523,0.269,0.241,1
REXO5,0.002555040607336,2.62744513718838,0.269,0.131,1
CNKSR3,1.57618893551411E-07,2.61350236625001,0.5,0.192,0.002908383823811
ZBTB20.AS1,0.007579565202688,2.606255177229,0.25,0.125,1
DDX60L,0.000294803237658,2.6021273123361,0.269,0.105,1
CAV2,8.07540230225167E-10,2.59946382637314,0.365,0.078,1.49007323281148E-05
BCHE,0.000209714766818,2.59677371598986,0.346,0.148,1
LHFPL3.AS1,2.00385477396001E-11,2.58508676921177,0.288,0.035,3.69751282891101E-07
ZC3HAV1,1.46348767367093E-07,2.57056703135478,0.635,0.323,0.002700427455458
VIM,5.66923524345772E-05,2.56933016112772,0.519,0.317,1
CDH6,0.007117165853981,2.5620340652376,0.308,0.16,1
HMGN5,0.001416810223552,2.56167038472107,0.385,0.23,1
PLSCR1,3.74306442272023E-05,2.5392582928883,0.404,0.183,0.690670247280337
PRR11,1.44941449949416E-05,2.53426542631024,0.365,0.145,0.267445963446662
UAP1,0.241965286064993,2.53363542667003,0.365,0.346,1
PYGL,2.46986182332649E-05,2.52835531172549,0.327,0.116,0.455738903640204
AC008124.1,0.342620827611349,2.52512768632388,0.25,0.195,1
IFITM3,0.002199221099978,2.52121954775429,0.385,0.209,1
CREB5,4.39380561325406E-13,2.51340117500104,0.846,0.439,8.10745011757639E-09
LRRN1,3.46415850174013E-05,2.49833522719459,0.519,0.291,0.639206526741089
ATF3,3.11185770317585E-06,2.49645398374482,0.462,0.18,0.057419998339001
HEXB,0.0073948896729,2.48987961253347,0.346,0.195,1
EPAS1,1.14082541010747E-05,2.48607356617283,0.365,0.131,0.210505104673031
PARP9,0.000945295255037,2.48500458571984,0.288,0.119,1
PDLIM3,0.017767528538322,2.48207101197814,0.365,0.247,1
EGR1,7.1453701128765E-12,2.4763208286642,0.923,0.799,1.31846369322797E-07
MCM3,0.000250456599487,2.47313257494867,0.327,0.128,1
MX1,0.026597756976939,2.46818607002862,0.25,0.145,1
HLA.E,0.000367763940166,2.45723399901936,0.25,0.093,1
ZNF274,0.024158601422911,2.44562086604508,0.327,0.195,1
PARP14,1.06335000066504E-05,2.44501592899924,0.442,0.192,0.196209342122713
DBF4,0.016983685090458,2.44499868085633,0.346,0.198,1
AC007608.4,0.000130281910596,2.44419341184988,0.288,0.105,1
SMC2,0.000283715883992,2.43966216048336,0.558,0.363,1
GFRA1,0.002201044802877,2.43811841341223,0.288,0.137,1
SAPCD2,1.73843427576597E-20,2.43560580140098,0.462,0.047,3.20775892564337E-16
HS6ST2,1.30255303874976E-05,2.43168138832417,0.269,0.073,0.240347086710106
CKAP2,0.027264529637281,2.41924325927446,0.481,0.343,1
RBMS1,0.004270015355405,2.41538146234133,0.346,0.186,1
PROM1,5.30138039606135E-07,2.41318471006599,0.365,0.105,0.009782107106812
TCFL5,0.064152646845779,2.40877624915862,0.25,0.157,1
OLIG1,4.03049542204692E-10,2.40865351256161,0.538,0.186,7.43707015276097E-06
ITM2A,3.40639320186154E-06,2.40208887019252,0.481,0.209,0.062854767360749
PDPN,8.28536398403943E-11,2.40180759295092,0.385,0.078,1.52881536233496E-06
SCUBE3,0.005391407758088,2.39475804244142,0.365,0.212,1
AC138470.1,0.008801896329192,2.39368274416533,0.288,0.157,1
SULF2,1.20568979930194E-06,2.39011079083592,0.5,0.224,0.02224738817672
PXN,0.020464199194796,2.3874750598475,0.25,0.14,1
DGKG,0.072699568294103,2.38438212602848,0.385,0.305,1
TIMP3,7.38500341506385E-08,2.38399854679371,0.731,0.39,0.001362680830148
PLPPR1,8.23080451347273E-06,2.37940526569419,0.519,0.25,0.151874804882599
PTPRZ1,7.80698827832945E-08,2.37848734184617,0.808,0.753,0.001440545477117
CCDC50,5.33252611011894E-09,2.33058146221077,0.846,0.515,9.83957717839147E-05
RNF103,0.765656592493126,2.32070770824421,0.308,0.317,1
KIF20B,0.119310047044311,2.31920267767878,0.327,0.247,1
WDR76,0.012372442485386,2.31159149107331,0.308,0.18,1
AMMECR1,0.009543982212504,2.30300049926466,0.288,0.157,1
U2AF1,0.691839401093613,2.29759985903518,0.269,0.241,1
VCAN,1.77165804876021E-11,2.2950160172831,0.827,0.427,3.26906343157234E-07
B2M,9.29939563040328E-12,2.28874659982437,0.962,0.587,1.71592448172201E-07
GMNN,0.000770204111207,2.28436263205079,0.442,0.247,1
PRIM2,0.061106685945979,2.2779200778896,0.288,0.177,1
P4HA1,0.001120965024991,2.27115243804074,0.615,0.445,1
JUN,5.55060421960745E-12,2.27036199491873,0.904,0.602,1.02419749060197E-07
ZC3H12C,0.152981077161909,2.26923403264987,0.308,0.233,1
ADAM20,0.00069121592569,2.25780213041815,0.077,0.317,1
FN1,0.138865287409079,2.25605923645873,0.423,0.387,1
KLF4,3.94624487822169E-10,2.25481384251209,0.596,0.212,7.28161104929466E-06
DISC1,1.41163431460801E-07,2.24997153609756,0.288,0.064,0.002604747637315
NRG1,0.034403921625612,2.24988830107971,0.327,0.195,1
AC016831.5,0.000107008218786,2.24848551493294,0.596,0.404,1
GLCCI1,6.74834052385475E-05,2.24357189535038,0.615,0.349,1
SIRT2,0.298636105910773,2.23941232700501,0.288,0.352,1
HMGB2,8.45839307122915E-05,2.22664859942547,0.615,0.375,1
FAM84A,3.12834132053754E-06,2.2200123904845,0.615,0.291,0.057724154046559
EEF1B2P3,0.491284634042685,2.21340460480348,0.5,0.529,1
IER2,0.00040439425311,2.21004094874277,0.462,0.265,1
CEP83,0.161760000537606,2.20671370334474,0.404,0.326,1
MAMLD1,0.000879210951894,2.20087180725235,0.327,0.148,1
ANKRD20A1,0.006175914879788,2.19747734248654,0.385,0.233,1
TNFAIP6,7.79317608455635E-06,2.19654762271756,0.269,0.076,0.143799685112234
TUBG1,0.879738675806159,2.19388609770335,0.25,0.241,1
GPSM2,0.003921178879128,2.19152684676192,0.596,0.485,1
KAT2B,0.013176983395824,2.19034414968799,0.5,0.343,1
CEBPD,0.018240395621717,2.18927140338089,0.288,0.18,1
KCNMB2.AS1,0.023431780756302,2.18807717426068,0.25,0.137,1
PXDC1,1.35233091952432E-06,2.18456499156178,0.308,0.081,0.024953210127063
NFATC2,5.55902917534083E-09,2.17962094581025,0.269,0.044,0.000102575206343
P2RX7,0.000141224952065,2.17832282490412,0.5,0.27,1
FAIM,0.293378239265957,2.17763045448627,0.269,0.241,1
HSPD1P4,0.003976025931132,2.17723492550481,0.462,0.291,1
LTBP1,1.76994539715399E-08,2.17416307547965,0.462,0.148,0.000326590324683
ENSG00000286219.2,3.32758289549868E-08,2.1501724232163,0.673,0.285,0.000614005595877
DDX58,0.003746345981577,2.14290539352643,0.327,0.172,1
FNDC3B,9.68872006826838E-07,2.14076888778939,0.596,0.308,0.017877626269969
TNS1,0.239939479146545,2.13648303201867,0.25,0.195,1
SLC16A2,0.044806291607019,2.13411997335404,0.288,0.195,1
FANCM,0.316872325478354,2.13333924067163,0.25,0.195,1
KBTBD2,0.005317091183052,2.12476447153841,0.596,0.442,1
PLEKHH2,0.000153896282132,2.12244271001432,0.538,0.331,1
ZBTB33,0.942218167260345,2.120238863714,0.231,0.265,1
RIPK2,0.008506324817078,2.11570830374628,0.25,0.122,1
ZFP36,0.001152037547255,2.11507842509283,0.462,0.267,1
ZNF461,0.492537800733951,2.11498390401424,0.288,0.259,1
MRE11,0.060351598962389,2.11396483857565,0.423,0.349,1
PARVA,0.089476845849918,2.10965758636594,0.308,0.233,1
YBX3,7.33958013378842E-11,2.10926014975512,0.558,0.169,1.35429932628664E-06
C3orf70,1.10442995882152E-06,2.10747899126625,0.75,0.549,0.020378941600175
LIMA1,1.19111451149417E-08,2.10452274598232,0.712,0.387,0.000219784449661
KLHL18,0.011593487268901,2.10128747569293,0.462,0.317,1
CSRNP1,0.034433861472328,2.09875668052935,0.346,0.212,1
RAB31,1.09130433416963E-06,2.09321398781432,0.673,0.355,0.020136747574098
BCAS1,0.00046877830997,2.08899847983019,0.481,0.244,1
FBLN1,0.027188088889973,2.08809320215558,0.25,0.134,1
CCNYL1,0.142669846313251,2.08472707923369,0.346,0.27,1
ETF1,8.84432255624738E-07,2.08016129915648,0.788,0.5,0.016319543980788
HAPLN1,0.003142589193029,2.07692958722599,0.269,0.119,1
LMO2,1.78706797007563E-07,2.07682117403094,0.288,0.064,0.003297497818384
KLF9,0.038814665646848,2.07607502015049,0.462,0.355,1
NID1,0.000209112833125,2.07582003993567,0.288,0.108,1
AL731563.3,0.42685328650718,2.07289877962255,0.212,0.262,1
ETV1,1.39472909237242E-05,2.06507367398007,0.558,0.273,0.257355412124558
RACGAP1,0.000629077920259,2.06482442467704,0.327,0.142,1
PELI1,5.02681977711101E-05,2.05440501177593,0.615,0.407,0.927548785272523
PRC1,0.012962349841408,2.05291483656415,0.25,0.134,1
LETM2,0.097693749442485,2.05196317645739,0.346,0.259,1
DARS2,0.003217488868047,2.05141775539079,0.404,0.23,1
MATN2,0.000858962338682,2.0465278514459,0.346,0.169,1
GALNT10,0.00935266016609,2.04140602468249,0.288,0.157,1
LINC01619,4.86357506636689E-05,2.03528843826289,0.365,0.148,0.897426871246018
CMYA5,0.010484403014789,2.03383182298879,0.423,0.291,1
HMGN2P41,0.005379184510235,2.02613031974857,0.365,0.224,1
PGRMC2,0.205042071808954,2.02499688807225,0.442,0.384,1
CTNNAL1,0.000194677321954,2.02482877190335,0.577,0.346,1
PCCA,0.134342183457365,2.02210334402449,0.346,0.256,1
LPP,0.025590159305589,2.02051089362249,0.577,0.494,1
TMEM163,0.0132834544985,2.01928532858143,0.25,0.125,1
H2AFZP2,0.000787812199317,2.01601104865477,0.308,0.125,1
CKS2,4.40424990206521E-05,2.00751065536038,0.519,0.285,0.812672191929072
NFKBIA,0.348500302007996,1.99866407845984,0.519,0.526,1
DUSP10,1.01348802180071E-09,1.99864106424408,0.731,0.358,1.87008809782667E-05
ASXL1,0.000125764442212,1.99787266235739,0.731,0.529,1
SNAPC1,0.304954423644216,1.99090595063013,0.269,0.235,1
BTG3,6.94843162873904E-06,1.98941272909032,0.558,0.285,0.128212460413493
PDLIM5,1.31673509313121E-08,1.98804875322378,0.808,0.422,0.000242963959385
COL11A1,2.19457536449868E-11,1.98668678285425,0.808,0.41,4.04943046257296E-07
HIST1H4C,0.495525187991966,1.98195213317535,0.769,0.916,1
BHLHE40,0.031179770727496,1.98112971453812,0.346,0.221,1
NES,5.13408620883393E-06,1.97870642198958,0.365,0.122,0.094734158725404
KLF2,2.85972730553337E-10,1.97758833005978,0.25,0.029,5.27676882417018E-06
ZEB1,5.5131368876482E-12,1.97710471756946,0.846,0.468,1.01728401850885E-07
PMP2,3.31987925401446E-05,1.97699924277851,0.615,0.36,0.612584119950747
CHST12,0.298203419830554,1.97529534306613,0.192,0.259,1
TRIM28,0.755831608267086,1.96982701112543,0.269,0.27,1
BCAN,0.002579929256019,1.96928838007006,0.596,0.375,1
POU6F1,0.89036626488311,1.96926969686315,0.288,0.297,1
MYL12A,0.01602337837772,1.9665125575197,0.442,0.305,1
PTN,5.74028812920936E-07,1.96475300397065,0.923,0.657,0.010591979656017
RNU6.60P,0.010253690172497,1.9627620056924,0.25,0.125,1
SCUBE2,0.066226306827119,1.9617975461675,0.269,0.157,1
TBC1D4,0.697315370873793,1.95804066781333,0.327,0.302,1
EHD3,0.009885081954238,1.95775104784221,0.327,0.192,1
ENSG00000289507.1,0.000885048040155,1.95541200665073,0.615,0.392,1
FBXO7,0.006359060913633,1.9503128173733,0.596,0.465,1
LGALS1,0.339399683763191,1.94976413174081,0.346,0.331,1
TPM4,0.002618077339603,1.94875865458049,0.712,0.578,1
PLEKHA2,0.001069853190114,1.94768480327044,0.519,0.294,1
BAZ1A,3.06218295159531E-05,1.94323154224618,0.538,0.305,0.565033998228366
SGSM2,0.957651766937908,1.93966315593862,0.327,0.343,1
DNAJC27,0.673777290336215,1.93876865605306,0.404,0.39,1
FIBIN,0.00044162162455,1.93711138194335,0.288,0.108,1
ANP32E,0.001897331435143,1.93356313829152,0.712,0.654,1
ANGPTL2,3.60501226098745E-07,1.93330301344626,0.288,0.064,0.006651968623974
SP1,0.146839783608501,1.93256864748991,0.442,0.366,1
LRRCC1,0.0051263531971,1.9311082125961,0.404,0.25,1
TNFSF13B,0.791012033531311,1.92699418680994,0.269,0.314,1
ITGB8,2.70980353007494E-08,1.9262199853212,0.827,0.631,0.000500012947369
MRPS2,0.016856150329845,1.92600318199887,0.269,0.142,1
HES1,0.002917261384598,1.92557319766082,0.462,0.305,1
ARHGAP29,0.512691854004773,1.92059872725817,0.269,0.256,1
DOCK1,1.2201811454861E-08,1.91743860266341,0.712,0.355,0.000225147824965
CCT8P1,0.855151637371425,1.91028071669005,0.288,0.314,1
KLF6,1.11053763591921E-06,1.90604922281654,0.885,0.692,0.020491640457981
SCML1,0.360675531842968,1.90472487993589,0.327,0.439,1
ILDR2,0.012955536367535,1.90413110035105,0.385,0.256,1
HLA.C,0.015782601653742,1.90221757370454,0.269,0.145,1
NFKBIZ,4.94526303343403E-11,1.89954946826093,0.654,0.233,9.12499934929247E-07
RHOC,4.75060172785008E-06,1.89214059143484,0.442,0.166,0.08765810308229
SFRP1,1.80280589324836E-05,1.89183906348449,0.5,0.235,0.332653743422187
ATL3,0.549474255311596,1.89129655055548,0.404,0.407,1
PLEKHF2,0.000120239660378,1.89050196004117,0.25,0.078,1
SGCD,0.052237198926666,1.88994664934902,0.327,0.218,1
ZSCAN29,0.220624695069736,1.88010277776286,0.288,0.366,1
MAFF,6.23203098726252E-07,1.87845018242095,0.519,0.23,0.011499343577697
KLHL15,0.106685874388077,1.87607616067188,0.308,0.218,1
MMP16,0.000201693751471,1.87384960730835,0.635,0.465,1
DNAJC15,0.672993755140297,1.87257647514052,0.404,0.5,1
CEP135,0.000140474276161,1.87087765320997,0.442,0.206,1
CREM,0.000127038293864,1.86722172585243,0.538,0.288,1
CTPS1,0.55841571024847,1.8665326336415,0.25,0.331,1
SIK2,0.417770138334812,1.86613127132526,0.442,0.413,1
AKAP12,7.1039772125067E-07,1.86609954903117,0.885,0.613,0.013108258752517
NBPF15,0.138195618332949,1.86020720816364,0.673,0.57,1
REST,1.80099513857197E-06,1.85892837391497,0.577,0.265,0.03323196229693
HELB,2.4686273122093E-05,1.85709660659943,0.25,0.073,0.45551111164886
SDHAF3,0.061963090396055,1.85704596186615,0.25,0.16,1
SOD2,0.905287005468185,1.85655332696399,0.577,0.602,1
UFSP2,0.593309933776146,1.85619571415819,0.442,0.453,1
OPA3,0.452390217087517,1.85551611320064,0.288,0.241,1
MNS1,0.008105531735157,1.85495366375347,0.346,0.195,1
CDK2,2.84494714650892E-17,1.85406912530806,0.404,0.041,5.24949647473827E-13
STRIP2,0.046488292766633,1.84919042479635,0.288,0.189,1
BICC1,0.024253406092896,1.8482791221032,0.385,0.294,1
PRPS2,0.764429187945525,1.84564301334366,0.269,0.279,1
CNN3,2.66313093507839E-09,1.84078364313541,0.962,0.791,4.91400920140665E-05
RELL1,0.000320900148099,1.83705240164648,0.596,0.416,1
SOX8,1.90251231980163E-05,1.83209045100999,0.346,0.119,0.351051573249797
DHFR,1.44199886284306E-06,1.82936590835595,0.365,0.119,0.02660776301718
TWSG1,0.997953576697718,1.8272329375303,0.25,0.25,1
ZFP36L2,6.39864475059977E-08,1.8263142213075,0.596,0.256,0.001180677929381
SH3D19,0.002544120376947,1.825601234186,0.538,0.346,1
LGALS3,0.004588487491102,1.8234992652383,0.308,0.163,1
MYH9,0.08754386577321,1.81605318388919,0.385,0.294,1
ARHGAP12,0.637203267819991,1.81604774496328,0.462,0.456,1
PRTG,0.000425141932248,1.81345808834682,0.25,0.09,1
ASCL1,9.13455465289366E-05,1.81276067333229,0.365,0.145,1
C3orf38,0.796004630423398,1.81197173799221,0.25,0.276,1
WIPF1,0.02635427965999,1.81196201072811,0.288,0.166,1
TNS2,0.04400207071172,1.80733397898398,0.269,0.157,1
APCDD1,4.02859789881878E-05,1.80539933039373,0.519,0.256,0.743356884290041
METTL15,0.248319104073221,1.79592558775783,0.25,0.366,1
RPGR,8.25432282413686E-05,1.79293923241954,0.481,0.233,1
GNG5,2.38770605728937E-09,1.79224732552369,0.596,0.221,4.40579521691035E-05
BRINP3,0.000355082449208,1.78832045016041,0.481,0.253,1
DUSP1,0.007010992818426,1.78629365065371,0.712,0.535,1
AC016831.1,1.185124028916E-06,1.78220914866993,0.654,0.311,0.021867908581558
PPP1R15A,0.101057447277004,1.78171855178052,0.538,0.445,1
ATAD5,0.27252010025968,1.7801691079173,0.385,0.358,1
PLSCR4,0.000370774279023,1.77411678048395,0.385,0.183,1
FSTL1,0.005754420859075,1.77370496547036,0.462,0.291,1
COQ10B,0.016585261805122,1.7734845687181,0.596,0.506,1
FERMT1,6.4421497964667E-06,1.77195420729021,0.25,0.064,0.118870548044404
PID1,0.0002244543162,1.76972489607671,0.577,0.334,1
MYADM,1.74316681254242E-08,1.76939946963381,0.827,0.494,0.00032164914025
MMS22L,1.70750655053987E-05,1.76300324702246,0.538,0.279,0.315069108705617
MOB3B,2.35254742951183E-05,1.76143968878138,0.481,0.206,0.434092051693523
POLA1,0.852042486769705,1.76087566987726,0.365,0.392,1
