gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
ELP6,0.158992554868181,1.32809410879426,0.176,0.348,1
PMS2P1,0.536287955921976,1.32772329316787,0.353,0.493,1
CDKAL1,0.091493708735488,1.32481142898096,0.235,0.48,1
AC020916.1,0.016030343197529,1.32446805160133,0.294,0.121,1
SH3GLB1,0.70619669218371,1.32343636176254,0.529,0.583,1
EPS8,0.057990446075443,1.32249495605429,0.765,0.625,1
MAP2K1,0.175768692224958,1.31933186213208,0.412,0.293,1
TUBGCP5,0.48363599179631,1.31711503187838,0.176,0.28,1
RPL21,7.71951560219711E-05,1.31490451559858,1,0.974,1
ATXN3,0.728303521397265,1.31332327366871,0.471,0.493,1
PLEKHA2,2.41794492060386E-05,1.31331162526278,0.765,0.303,0.446159196749824
RASSF8.AS1,0.706865875182501,1.31247110768187,0.353,0.343,1
PSAP,0.320053985935109,1.3111938160099,0.941,0.828,1
SEPT2,0.535313526578113,1.31027130313771,0.588,0.842,1
C1orf56,0.982655147889963,1.30926222731542,0.353,0.422,1
RPS19,0.3519021561031,1.30891523461611,0.882,0.892,1
PPT1,0.980370151056503,1.30850902203446,0.529,0.607,1
AMZ2P1,0.677682787942747,1.30781379070275,0.412,0.472,1
AP3B1,0.517194535039903,1.30362356524539,0.353,0.298,1
RPL27A,0.459089711267418,1.30151608151887,1,0.876,1
SPIN1,0.032066998071318,1.30131835662129,0.588,0.826,1
KNOP1,0.083093474745652,1.30106941131447,0.294,0.499,1
FTLP2,0.002871750809275,1.29801895127893,0.529,0.296,1
MRPL20,0.183754513784527,1.29741660680987,0.353,0.575,1
SLK,0.024000781909413,1.29637367123133,0.235,0.544,1
NR3C1,0.08324772800915,1.29628920125959,0.765,0.472,1
SPAG7,0.359496994380434,1.29591953424292,0.353,0.414,1
CNEP1R1,0.062652901668363,1.29499125858136,0.118,0.343,1
SYNJ1,0.289883427623692,1.29410339729128,0.294,0.517,1
GPR180,0.338218129045245,1.29307896978911,0.235,0.404,1
AEN,0.037580795201916,1.29249490480729,0.353,0.172,1
CFLAR,0.059835654997975,1.29083490618294,0.647,0.493,1
HSPB1,0.8777947207002,1.28971870871425,0.353,0.383,1
ELMO1,0.002024493278564,1.28771861264832,0.824,0.528,1
PPP1R15B,0.668588934615673,1.28495262824247,0.647,0.604,1
NCOA7,0.177879960282121,1.28359073732061,0.294,0.562,1
TET2,0.982390747862255,1.28044829316886,0.529,0.491,1
WDR41,0.293149102561744,1.27803977915468,0.235,0.425,1
KIF22,0.045278510941447,1.27468771157253,0.118,0.38,1
CCNDBP1,0.020475425244112,1.27292411196837,0.353,0.652,1
APPL2,0.921655872583981,1.27160291012715,0.412,0.454,1
ARRDC3,0.824938008244314,1.27005245064059,0.706,0.873,1
BTG2,0.28198528360735,1.26935939238275,0.529,0.43,1
GNL3L,0.499027885861954,1.26899907726035,0.412,0.551,1
FRMD4A,0.258904944740029,1.26859502782788,0.706,0.691,1
CNOT9,0.465740616676611,1.26805897391744,0.529,0.794,1
XPA,0.074120228005805,1.26776859088123,0.176,0.459,1
RAB3GAP2,0.004703160193275,1.26711356991644,0.235,0.591,1
DIMT1,0.036420572797712,1.26461513360347,0.059,0.325,1
ZNF254,0.09474592256818,1.26139758339592,0.235,0.451,1
PIGT,0.053596697912755,1.2609638998461,0.176,0.467,1
LCA5,0.122679300021524,1.26092356517861,0.118,0.301,1
PHF8,0.760104639955447,1.26057619416764,0.235,0.301,1
NAB1,0.31292425323688,1.25976285182016,0.176,0.317,1
MYADM,0.288687577033852,1.25929176065134,0.647,0.533,1
LINC.PINT,0.408232594388137,1.25633079699616,0.706,0.67,1
HSPD1,0.812418273472008,1.25629939386133,0.765,0.902,1
FTH1P7,0.000136228370934,1.2561987755843,0.588,0.224,1
LITAF,0.156836596207392,1.25596877238878,0.471,0.325,1
RNF141,0.441522472250576,1.25157283992984,0.529,0.485,1
ANKH,0.424693575362466,1.2513024523719,0.471,0.546,1
ANKRD17,0.444538524560242,1.25004679378536,0.647,0.831,1
NLK,0.60762974420321,1.24970306429153,0.353,0.354,1
ENPP5,0.167070816011574,1.24634490558873,0.118,0.282,1
GALNT1,0.919625525576401,1.24622142339909,0.412,0.409,1
BABAM2,0.944150282762474,1.24509135030696,0.353,0.327,1
TSPYL5,0.292462352266715,1.24467901888459,0.471,0.354,1
USP6NL,0.215398813116663,1.24295124056886,0.294,0.203,1
MCM3AP.AS1,0.245769553655556,1.24281276614328,0.118,0.274,1
LGMNP1,0.000255006867136,1.24105528932376,0.294,0.066,1
FAM98A,0.691289988083137,1.23997715657688,0.412,0.459,1
KIAA0513,0.221208537775696,1.23772611551283,0.176,0.306,1
MED23,0.040324199264439,1.23761332010324,0.294,0.633,1
AKAP8,0.60092792656547,1.23613251303332,0.235,0.314,1
UXT,0.850195519982281,1.23496413354621,0.353,0.346,1
MINDY3,0.024652453874793,1.23424397200572,0.118,0.454,1
EIF5,0.165222352297885,1.23044758842722,0.941,0.916,1
GOLM1,0.035278186610444,1.23015022971136,0.235,0.536,1
UBE2V1,0.017417521316029,1.22934374281703,0.118,0.483,1
ARPC1B,0.004416279486142,1.22770834948184,0.294,0.09,1
AC244021.1,0.000275023427259,1.22768070640316,0.353,0.092,1
RPL21P16,8.6337650712724E-07,1.22705242992479,1,0.639,0.015931023309512
SCAMP2,0.164051010657692,1.22671695845696,0.353,0.216,1
ZNHIT3,0.036451929706206,1.2267074788749,0.059,0.325,1
MAK16,0.469119666823285,1.22517187996368,0.294,0.356,1
CKLF,0.018246391607224,1.22260841385724,0.412,0.19,1
SHOC2,0.931745041309722,1.22252875169467,0.647,0.702,1
EEF1B2,0.306121754974088,1.21214897393993,0.706,0.707,1
EGR1,0.001392206099456,1.21133423434416,1,0.807,1
DOCK11,0.248906425508034,1.20950489251217,0.471,0.364,1
RPL21P75,2.29795061093354E-05,1.20659880144869,0.941,0.525,0.424017846729456
TAF1,0.083017544745625,1.20469783202541,0.176,0.43,1
DSE,0.058085879619568,1.19911401311364,0.471,0.29,1
EIF2S2,0.050654576320372,1.1988093817463,0.353,0.697,1
FCF1,0.447645830760796,1.19719802593621,0.235,0.364,1
BSDC1,0.371666927614067,1.19653648476547,0.412,0.567,1
SSRP1,0.006337358353231,1.19385366134181,0.059,0.435,1
SSPN,0.214495508163297,1.19364096030698,0.353,0.232,1
TMEM30A,0.964193425294638,1.1879755599435,0.588,0.591,1
YIPF6,0.157139646929503,1.1863697780643,0.176,0.388,1
AHSA2P,0.055546533029148,1.18612119486191,0.118,0.401,1
ACTR3,0.395105808617717,1.18600997983068,0.706,0.62,1
TAF12,0.774919387043535,1.18510507009731,0.353,0.34,1
ATF6,0.008988994027671,1.18352364454994,0.765,0.544,1
TMEM126A,0.430283795815468,1.18191228191528,0.235,0.375,1
H3F3B,7.96966883236164E-05,1.17821366603992,1,1,1
CTAGE5,0.300978795171641,1.17624068380847,0.235,0.406,1
SRP9P1,0.577052453054694,1.17592071888273,0.412,0.565,1
RNF20,0.490983608380757,1.17311975325072,0.353,0.446,1
PLA2G16,0.061899881136924,1.17256949294275,0.118,0.393,1
RPS6KB1,0.174898474926045,1.16915154135868,0.294,0.47,1
UGGT1,0.22978817120265,1.16859899778212,0.294,0.507,1
PELI1,0.436642179392685,1.16626121646297,0.529,0.43,1
MYL12B,0.483706981286402,1.16323344450308,0.706,0.778,1
PHACTR2,0.081013632165314,1.16187639851642,0.118,0.351,1
NR4A3,0.002262396525068,1.16149136561749,0.588,0.285,1
ZNF121,0.86863849004626,1.16080300455692,0.471,0.615,1
RPL36AL,0.5187910719619,1.16004516119833,0.824,0.728,1
RPL5P34,0.01894298582295,1.15983734982853,0.647,0.446,1
RPS27,0.004876537394112,1.15432929017225,1,0.934,1
TLK2,0.350188615117487,1.15259493456847,0.471,0.557,1
AFF1,0.302032937195175,1.14993241136431,0.353,0.28,1
PLPP1,0.607080584044283,1.1495104099359,0.294,0.383,1
CREBRF,0.025613687938276,1.14941216611767,0.294,0.636,1
NAA20,0.156474508101544,1.14928459171929,0.706,0.599,1
PSMD4,0.709821718578324,1.14872638164964,0.647,0.633,1
MAPK14,0.699051193993277,1.14851450167751,0.353,0.438,1
SF3B5,0.989005419518073,1.14837135019558,0.529,0.52,1
KLHL24,0.015228519314678,1.14801368921883,0.471,0.818,1
COA1,0.448146324575965,1.14719932511775,0.353,0.58,1
RPS25,0.399398442381174,1.14644272931302,1,0.937,1
CCDC18,0.581676230873138,1.14225194008863,0.176,0.269,1
ROCK1,0.042898409805039,1.14112572448144,0.706,0.712,1
TWISTNB,0.278366831608894,1.1338450196883,0.235,0.425,1
AKR1B1,0.707190099606287,1.13101898446118,0.471,0.491,1
IPMK,0.028485473097552,1.12989431825773,0.412,0.201,1
GSTM3,0.59579229333374,1.12782481419454,0.647,0.66,1
AC115837.1,0.482681215645466,1.12682787249263,0.294,0.24,1
SRRM2,0.946457049628552,1.12682408350968,0.882,0.939,1
WDR43,0.230177191651286,1.12586502688996,0.412,0.715,1
NAV3,0.021249965635003,1.12577781934443,0.412,0.76,1
RHOB,0.325644184243653,1.12350937985089,0.882,0.752,1
SMIM37,0.440043370335191,1.12287944304016,0.176,0.28,1
PCBP2,0.816197800600627,1.12249167442831,0.647,0.828,1
TM2D2,0.28341116171712,1.12125996003342,0.176,0.364,1
SEC63,0.498104598355144,1.11929593603119,0.588,0.718,1
AC122718.1,0.352440645282114,1.11921241771116,0.588,0.58,1
AIMP1,0.837406872871876,1.11687921195833,0.412,0.602,1
C4orf33,0.262962980205133,1.1156881238725,0.118,0.253,1
RNF146,0.01714550737873,1.11392547816829,0.059,0.375,1
ABRACL,0.5675881505199,1.11338990206861,0.176,0.285,1
MTR,0.006206184995788,1.11280761675,0.176,0.596,1
PCF11,0.7396165469414,1.11155535551038,0.588,0.712,1
NOL11,0.191171772157181,1.11132923317183,0.235,0.404,1
TMX1,0.012271218885365,1.10881569131628,0.706,0.449,1
POLG2,0.547229194156589,1.10820263728929,0.235,0.306,1
ENSG00000289443.1,0.702901538927521,1.10775216312182,0.294,0.33,1
SCAF8,0.12286503675357,1.10541991596261,0.294,0.586,1
WLS,0.146033814965606,1.10414752890279,0.176,0.396,1
STAG1,0.279422333825173,1.10122630573217,0.353,0.52,1
RPL23A,0.174059165504245,1.10084810629626,1,0.947,1
WAPL,0.604268558925672,1.10009052678219,0.529,0.604,1
CHD7,0.573027921962154,1.09932176625833,0.529,0.557,1
ABHD18,0.052591710684392,1.09798120027334,0.176,0.412,1
DCAF13,0.462381309459124,1.0975815713093,0.294,0.372,1
KRR1,0.056789628496534,1.09392274050443,0.706,0.557,1
RABGGTB,0.511255963236582,1.09227912942946,0.353,0.42,1
CREM,0.103108315991276,1.09140168259503,0.471,0.314,1
WIPF2,0.214762553643089,1.09077807410124,0.294,0.549,1
RPL18A,0.452687664508825,1.08901497778046,1,0.802,1
TMC6,0.006319650781022,1.08627377414199,0.294,0.095,1
MEMO1,0.157151448088759,1.08567127046195,0.176,0.364,1
SNX5,0.806516359459571,1.08562902812526,0.529,0.573,1
SDF2,0.537107801670285,1.08445277959682,0.294,0.375,1
RNF213,0.370410727094248,1.08352511854708,0.647,0.541,1
ZNF267,0.05446601769932,1.08274208317174,0.294,0.14,1
PLBD2,0.152242311547498,1.08267652740558,0.118,0.314,1
MAPRE1,0.316802121277498,1.08144542930573,0.294,0.462,1
SPAG16,0.070210486342347,1.08054052736954,0.176,0.383,1
SMPD4,0.124856502037052,1.07567245297541,0.118,0.332,1
RNF216,0.427851641384409,1.07407717827286,0.412,0.602,1
RAB7A,0.895513192125818,1.07320030268848,0.588,0.67,1
TDG,0.326735407222258,1.07295587369811,0.294,0.507,1
BNIP2,0.310617761635808,1.07256151993906,0.353,0.525,1
CHMP3,0.256038902812737,1.07078903492563,0.294,0.515,1
PHF11,0.887856938204894,1.06844370644978,0.235,0.251,1
RC3H1,0.774138600397965,1.0672090541803,0.706,0.757,1
SRSF4,0.977926510790066,1.06666692361501,0.588,0.657,1
SCAMP3,0.215364824704458,1.06666324261092,0.118,0.288,1
USP15,0.575434589013817,1.06465798637653,0.765,0.842,1
TMEM209,0.05743711706175,1.06258211192435,0.235,0.522,1
REPS1,0.040812786139868,1.06188940704271,0.294,0.549,1
TARS,0.364655504495852,1.06133725203368,0.412,0.549,1
AGFG1,0.944839306959714,1.05957903000157,0.412,0.475,1
SNX2,0.861317701430679,1.05843304289108,0.471,0.538,1
LSG1,0.097082074541854,1.05823655407305,0.118,0.359,1
NDUFA6,0.078767314204432,1.05741138164796,0.353,0.657,1
TOMM7,0.019636777174433,1.05702352441121,0.353,0.702,1
BAP1,0.315994231536741,1.05583426399636,0.176,0.293,1
ENSG00000289013.1,0.646060688732039,1.05516582639251,0.353,0.454,1
SERPINB6,0.546225962981282,1.05429623110242,0.412,0.538,1
HSPA5,0.05941195524561,1.05252938161708,0.765,0.749,1
PDIA3,0.011768975727319,1.05136815919379,0.765,0.654,1
STAT5B,0.362908967278535,1.05020451943447,0.235,0.335,1
PDS5A,0.817083016446289,1.04764509325133,0.588,0.683,1
SYNJ2BP,0.54238931354196,1.04707592219026,0.529,0.602,1
AF117829.1,0.523345822898354,1.04521970533421,0.235,0.335,1
DDX50,0.07207880862288,1.04480435210393,0.235,0.467,1
IRS2,0.143506623333056,1.04274130883799,0.706,0.551,1
AL390728.6,0.977295902956817,1.0400858284307,0.353,0.385,1
MAP3K5,0.789315705309575,1.03839579714637,0.294,0.369,1
DOCK4,0.03885483372754,1.03834199658822,0.882,0.675,1
RPL10A,0.244019257674727,1.03833114692116,0.588,0.704,1
MED21,0.266250563203601,1.03831619665542,0.235,0.443,1
PROSER1,0.051091466078907,1.03824632158621,0.059,0.301,1
RBM22,0.121778613417656,1.03554911525133,0.294,0.507,1
THOC1,0.021835679320092,1.03406379051694,0.235,0.573,1
GNAI3,0.158682151688588,1.03306006476861,0.765,0.776,1
NAMPTP1,0.75914551521407,1.0322157311089,0.294,0.272,1
EIF4A3,0.53366522570962,1.02941859222549,0.471,0.406,1
MRPS33,0.222091724125952,1.02666146785496,0.235,0.42,1
ELOA,0.417821964321759,1.02421622403395,0.353,0.443,1
C12orf57,0.014154447745515,1.02320888058673,0.176,0.578,1
EIF3H,0.184442806117363,1.02267506998142,0.471,0.673,1
AP000936.3,0.286283943241695,1.02153382715274,0.118,0.261,1
DVL3,0.80799815784625,1.0210028071542,0.235,0.274,1
DENR,0.99721923809257,1.01994987961293,0.471,0.493,1
EEF1A1P11,0.056045759106573,1.01915957828346,0.529,0.388,1
RPL23,0.173325684762606,1.01749255415735,1,0.923,1
TMEM170A,0.598974496331456,1.01740858278698,0.412,0.52,1
EFCAB14,0.405723954767518,1.01654930972103,0.471,0.522,1
ARMCX3,0.081381087331558,1.01595083763297,0.353,0.549,1
EIF5B,0.886099726196012,1.01502116736031,0.765,0.847,1
EIF2S3,0.987027296935918,1.01468627242092,0.882,0.879,1
COMMD6,0.09392335211622,1.01271203529959,0.412,0.675,1
RPL13,0.421505067646283,1.01247056927241,0.765,0.823,1
SHC3,0.048868179153676,1.00992870284287,0.118,0.414,1
RPL30,0.005605994106188,1.00870951437514,0.941,0.889,1
DDX52,0.036873384507783,1.00856906274883,0.118,0.38,1
SEC11A,0.469454920237225,1.00692856440924,0.294,0.406,1
CDC123,0.590610596428023,1.00647141297203,0.412,0.546,1
CYP20A1,0.867254772142475,1.0059094496539,0.412,0.517,1
AC008957.2,0.297463864136529,1.00558014107037,0.294,0.201,1
SMARCE1,0.011053427495598,1.00424901744846,0.235,0.528,1
TSPOAP1,0.363136829261173,1.00413903899131,0.176,0.303,1
RAB10,0.477784948296446,1.00352821097572,0.471,0.57,1
RBPJ,0.881797504005734,1.00242969337246,0.882,0.836,1
UTP4,0.350504803397736,1.00237208575147,0.353,0.266,1
RPL18,0.596918058360452,1.00219989097733,0.824,0.76,1
EBLN3P,0.094038223867829,1.00162358590559,0.118,0.361,1
ZMIZ1,0.494786290347075,0.999595866681478,0.471,0.636,1
OTUD1,0.001583524003176,0.999108505669343,0.471,0.182,1
RBM3,0.105283740985216,0.99879875669154,0.765,0.641,1
SLC1A4,0.774182772382643,0.996770525881851,0.412,0.409,1
NAP1L4,0.4176128226582,0.996641084658932,0.529,0.654,1
SLC1A3,1.3863054799441E-05,0.995435662568232,1,0.594,0.255801087159286
SLC33A1,0.260390314488935,0.99424749810289,0.176,0.301,1
CEP68,0.170980227885174,0.993565619938297,0.235,0.451,1
OLMALINC,0.529196123165393,0.993207595920635,0.529,0.425,1
NAMPT,0.688149074080063,0.991679410997973,0.824,0.794,1
RIT1,0.898955104025122,0.991336617548428,0.412,0.375,1
KLF10,0.001345650165497,0.99067851570357,0.706,0.338,1
RPL39,0.078154342246424,0.989108106245891,0.941,0.799,1
STAG3L4,0.270951740821416,0.988220018787202,0.235,0.396,1
HSP90B1,0.674350184512024,0.987482882147219,0.824,0.828,1
STAG2,0.22519512725651,0.986224878768317,0.647,0.776,1
RAPGEF2,0.103977812585646,0.98573933298775,0.529,0.799,1
CKAP2,0.782630573951871,0.981966552413517,0.294,0.364,1
CAPZA2,0.777759763579321,0.981735313688489,0.882,0.831,1
ANP32A,0.036887652768148,0.980792336928821,0.176,0.517,1
TAB2,0.000604529491305,0.979210600279305,0.824,0.459,1
LARS,0.01272040609005,0.97872004904824,0.471,0.821,1
PSME3,0.445485477948051,0.978687967877608,0.235,0.346,1
ZNF302,0.025707592910947,0.978593011682237,0.176,0.454,1
RPL23AP42,0.062353914173065,0.977749317363823,0.706,0.731,1
KCNJ10,0.38359411186769,0.977513610050517,0.235,0.343,1
TRA2B,0.216271123890357,0.975829723814272,1,0.887,1
CREB1,0.607088016097137,0.975091156301479,0.471,0.641,1
GOLGA2,0.132450808397809,0.97456715087318,0.353,0.515,1
TACC1,0.225332179405075,0.973433810269991,0.765,0.689,1
TVP23B,0.482267283309298,0.972623715110289,0.235,0.314,1
MDN1,0.002942230294791,0.972329372446705,0.294,0.699,1
EIF2A,0.388250037965958,0.97196538372974,0.412,0.546,1
REST,0.314064915580797,0.969167168249388,0.176,0.311,1
HMBOX1,0.139881393783176,0.96768394485472,0.294,0.517,1
SSH2,0.187721275973672,0.966686871632857,0.412,0.578,1
HNRNPA3,0.449327701435687,0.966427613593329,0.706,0.842,1
SDC2,0.167560315378867,0.966186321522065,0.353,0.208,1
RASA2,0.198233166310921,0.965746614474401,0.235,0.475,1
PREX1,0.710518439715684,0.964967477919858,0.235,0.314,1
EIF2AK1,0.70980924041756,0.964708413917745,0.353,0.433,1
SELENOF,0.161205371563005,0.964589627425187,0.412,0.62,1
APMAP,0.605973691292244,0.964234411286235,0.412,0.507,1
SLC19A2,0.848487648340891,0.962939332534491,0.294,0.288,1
BLOC1S2,0.489803007012829,0.962067717628983,0.353,0.575,1
MED13L,0.055653608987903,0.961145116162143,0.588,0.847,1
MPC2,0.15970137403011,0.957855873984313,0.706,0.549,1
GATC,0.340211209684444,0.956884937839232,0.176,0.28,1
ZNF830,0.74859853607607,0.955219331784482,0.235,0.303,1
CALCOCO2,0.474553931325039,0.950643061025471,0.353,0.485,1
MT.TP,0.296425130482765,0.948140114963437,0.588,0.602,1
ATM,0.108660697586232,0.947654954127454,0.529,0.726,1
DNAJB11,0.881502236270213,0.946858287433331,0.353,0.338,1
POU2F2,0.388845269007154,0.944865795936141,0.353,0.28,1
RBM7,0.680751059443484,0.943556892243176,0.294,0.272,1
ZC3H6,0.011604919250549,0.943101092921949,0.176,0.549,1
AFTPH,0.211986052929774,0.942767010802029,0.412,0.53,1
LRCH3,0.089631974202496,0.942130189455352,0.235,0.554,1
ENSG00000289269.1,0.104318336453782,0.940745983492426,0.176,0.391,1
CCDC84,0.845064811016343,0.939941093519292,0.353,0.414,1
NPIPA1,0.056543209817743,0.939922348473531,0.059,0.293,1
CCDC12,0.115460867111825,0.939589543358239,0.118,0.348,1
FUS,0.0960675677132,0.939581809101977,0.529,0.797,1
MRPS28,0.089097877502883,0.939078254624393,0.118,0.367,1
NPC1,0.758822345358285,0.939011941049003,0.412,0.493,1
ECI2,0.135854755492379,0.939003639042408,0.176,0.369,1
SPCS3,0.22866786019034,0.938803705991669,0.412,0.586,1
TMEM184B,0.004393433297007,0.938259621861766,0.118,0.507,1
MTCO1P40,0.045206164361461,0.938201732286857,0.529,0.398,1
WASHC4,0.144727339250329,0.937392768493132,0.824,0.573,1
SH3BGRL3,0.293822567572873,0.935209441674659,0.765,0.649,1
ELOC,0.674996752588847,0.934175090500393,0.588,0.755,1
N4BP2,0.283013590671276,0.933653286853824,0.294,0.472,1
RPL12,0.144128447677525,0.933186355173603,0.824,0.797,1
IER2,0.682242337305652,0.932465362737713,0.353,0.288,1
BCL2,0.793753456649092,0.932057293614326,0.353,0.33,1
CTSD,0.905088189619467,0.931799606657095,0.294,0.343,1
ATF4,0.308876044705964,0.931352541626286,0.706,0.665,1
AL109618.1,0.126191184804228,0.930441361817323,0.294,0.185,1
RPS18,0.4948485948898,0.930421260568724,1,0.897,1
DEK,0.742538010538611,0.928433919981722,0.706,0.723,1
CEBPG,0.217241168876638,0.928432238031832,0.294,0.187,1
ANKRD10,0.909349412218992,0.928290842370037,0.765,0.868,1
WDR75,0.32904090098775,0.927902635562314,0.294,0.467,1
CARNMT1,0.262837122888323,0.925606740560776,0.118,0.259,1
SF3B2,0.091883812052421,0.92316809814025,0.529,0.768,1
VPS28,0.065723043527468,0.922555634211053,0.235,0.493,1
CLOCK,0.08156293823923,0.922308189840893,0.353,0.628,1
ISG20L2,0.115934849270099,0.920285605520229,0.176,0.391,1
PSME4,0.556066333909888,0.917657756114294,0.588,0.718,1
TRAK2,0.029599919148814,0.917096648071411,0.118,0.435,1
HADHB,0.747272638356586,0.916800900642484,0.353,0.504,1
LAPTM4A,0.998203062624205,0.916077563930973,0.529,0.58,1
BUB3,0.648135471770035,0.915932470564086,0.529,0.628,1
CREBZF,0.013949931994091,0.915671876912356,0.235,0.646,1
RPL31,0.42196112647852,0.915035084363677,1,0.887,1
CRTC3,0.303725101215077,0.914163107248367,0.176,0.293,1
CCNL1,0.035069927596227,0.913877977122739,0.882,0.786,1
LINC01138,0.225630105147616,0.913534145625079,0.176,0.335,1
RHOA,0.105110024661732,0.913327709036118,0.941,0.831,1
RNF181,0.005277700348283,0.911809307341692,0.059,0.446,1
DHX9,0.392502613960076,0.911633455203066,0.588,0.802,1
SSBP1,0.179141160847907,0.910128985364938,0.294,0.607,1
FABP5P7,0.280063087501316,0.907514222454546,0.294,0.446,1
NT5C3A,0.003800501369616,0.905440465775455,0.059,0.464,1
ZNF33A,0.086205679157486,0.904138054989376,0.235,0.464,1
RAB33B,0.743979784346442,0.902814492155216,0.353,0.459,1
CCZ1B,0.409034420028656,0.902241826504305,0.294,0.369,1
CALU,0.161527099590367,0.901520062284391,0.471,0.66,1
RNF167,0.892540928309688,0.900236768023361,0.294,0.309,1
PSMB2,0.387013044713697,0.898705087829181,0.529,0.633,1
MTX3,0.068326364655153,0.897530133881924,0.059,0.28,1
PGGT1B,0.299412985173926,0.896791910209222,0.647,0.528,1
PAPD4,0.648589968022104,0.894395203810413,0.471,0.53,1
COX8A,0.548319166664931,0.893875838819625,0.471,0.689,1
ACAD9,0.022989768208793,0.891855254008377,0.118,0.412,1
IFIT3,0.201786125576596,0.891074800965685,0.176,0.33,1
BRD7,0.032462663164096,0.890310035217236,0.118,0.393,1
RPS27L,0.810678887453713,0.888501640312761,0.471,0.528,1
UTP11,0.586716120110704,0.888035862605066,0.412,0.541,1
BMT2,0.340137233253104,0.887702484637233,0.176,0.293,1
EIF4G2,0.26694102803122,0.88606903295414,0.941,0.95,1
PIGG,0.258206536574569,0.88448397641483,0.176,0.327,1
DYRK2,0.131235524575093,0.884398887735767,0.176,0.351,1
SCRN3,0.202178191405323,0.883837193789748,0.176,0.314,1
RPLP1,0.367931358192601,0.881437764987915,1,0.902,1
SH3BGRL,0.285004716415961,0.880460381584343,0.647,0.62,1
MAFF,0.142191695585851,0.879489845356439,0.412,0.261,1
BCAP31,0.260367909740537,0.879154373888611,0.353,0.501,1
ZRANB2,0.012212439686278,0.878757707954971,0.412,0.828,1
RPL7L1,0.07907008551791,0.877428220713524,0.529,0.77,1
SOCS5,0.397691237212494,0.876416067557688,0.176,0.296,1
HSCB,0.830916948246397,0.874486802499425,0.235,0.256,1
TSC22D2,0.852849894519214,0.873753670928965,0.824,0.855,1
MLLT10,0.157003167306444,0.872901910859662,0.412,0.652,1
GLA,0.108278349445201,0.870494375560325,0.118,0.311,1
TRAM1,0.938331666594159,0.869748674978443,0.529,0.546,1
SMC1A,0.413958303888187,0.867281015184009,0.471,0.596,1
RPL27,0.36439488734765,0.867156484838405,0.941,0.892,1
CEP170P1,0.08893822605316,0.866560453001425,0.412,0.261,1
COX10,0.127442016838013,0.864604351187391,0.118,0.332,1
NUP43,0.134813795161862,0.864431446880851,0.235,0.462,1
DDX5,0.005545351813072,0.863772090287984,1,1,1
RMND1,0.196673979857444,0.859704958736045,0.176,0.325,1
FO393411.1,0.051636039215489,0.85935879411485,0.529,0.393,1
CUL4A,0.984787548924844,0.858568989001681,0.412,0.443,1
TSC22D3,0.312522049250326,0.85763933273804,0.471,0.446,1
ZMYM4.AS1,0.922068659033376,0.857391178304429,0.412,0.42,1
AIG1,0.305983380200676,0.857243502506135,0.353,0.596,1
AC009022.1,0.045499039556678,0.856539377464376,0.471,0.282,1
ASCC3,0.928289663770894,0.855918064384323,0.412,0.388,1
STYX,0.641735840036251,0.854696991310862,0.294,0.272,1
NAA60,0.258648886395367,0.85395619223455,0.176,0.361,1
BZW1,0.976663306552449,0.852478124850164,0.941,0.91,1
RNF219,0.083516202543156,0.851154676277926,0.118,0.369,1
LRP1,0.240328145510247,0.848508658552534,0.353,0.583,1
ZSWIM6,0.296598168857891,0.847261962554905,0.765,0.591,1
BTG3,0.010924952500805,0.846681704625895,0.588,0.309,1
WDR1,0.365987471041796,0.84586988295929,0.471,0.425,1
CSAD,0.04005644474844,0.845255570281192,0.235,0.541,1
POLR2B,0.288298395901237,0.841705429838977,0.529,0.699,1
MTRNR2L8,0.006446630719537,0.839633806558867,0.647,0.446,1
DNAJB1,0.319393660468549,0.838639351762289,0.706,0.728,1
TTC32,0.078763892683845,0.838321324520499,0.059,0.269,1
RASAL2,0.522047227037353,0.837619292356196,0.529,0.644,1
SPATA13,0.006040514507693,0.837314832067134,0.647,0.346,1
RAP2C,0.235621565710955,0.834364340837932,0.412,0.277,1
PPIL3,0.02373301106022,0.832703372132111,0.059,0.354,1
PLEKHO1,0.18459887057937,0.832556257614061,0.471,0.282,1
ODC1,0.552484032094311,0.831767145466064,0.294,0.406,1
CHMP2B,0.167147831274587,0.829889227121716,0.235,0.467,1
TUG1,0.525690022385159,0.828500687944999,0.529,0.673,1
LINC00511,0.1638293662034,0.828415950874206,0.176,0.348,1
RPS23P8,0.010766678833337,0.827539505741824,0.588,0.343,1
NQO2,0.087886417809794,0.825312488128701,0.118,0.325,1
HNRNPKP4,0.635919293956338,0.824587051769945,0.176,0.274,1
SETDB1,0.05017461587499,0.824123360874863,0.118,0.38,1
AMD1,0.892733062078694,0.82386386366138,0.706,0.712,1
ACSL5,0.004530921248996,0.823502609808954,0.294,0.09,1
RPS13,0.888798978641541,0.823112504516269,0.941,0.879,1
SEPT6,0.195827099487446,0.822748086389524,0.588,0.412,1
RPL21P28,0.000135509475353,0.821478910443761,0.824,0.47,1
TPP2,0.812656305198852,0.820632771990357,0.647,0.749,1
BCL6,0.274136462676565,0.819806469407804,0.353,0.538,1
PHF20,0.90228488939733,0.816423039207098,0.706,0.712,1
SLF2,0.012703476004067,0.815973737811396,0.176,0.623,1
