gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
HLA.DPA1,8.05422952194719E-48,6.77979895531005,1,0.04,1.4861664313897E-43
ITGAM,6.24220229907698E-34,6.7665503560237,0.706,0.026,1.15181116822568E-29
CD14,4.0079692445893E-14,6.61631426997096,0.529,0.055,7.39550485011618E-10
CSF3R,2.167331426859E-40,6.60850270224024,0.882,0.04,3.99915994884023E-36
LPCAT2,1.20284864242937E-17,6.59968301383811,0.824,0.132,2.21949631501067E-13
GBP2,5.51994410260121E-19,6.58571121112474,0.706,0.074,1.01854008581198E-14
HLA.DMA,3.17282007830998E-40,6.57537019504903,0.882,0.037,5.85448760849757E-36
P2RX4,3.11535166982818E-13,6.55939887224191,0.824,0.198,5.74844690116696E-09
GPAT3,1.09480320866787E-07,6.53988303533153,0.294,0.032,0.002020130880634
TMEM52B,3.09321636103042E-34,6.53898691113955,0.706,0.026,5.70760282937333E-30
EMB,2.1337648996341E-05,6.53529673425509,0.353,0.074,0.393722299280483
FCER1G,4.45001993881002E-33,6.52724178694771,0.765,0.037,8.21117679109225E-29
SIGLEC10,4.90895782205791E-29,6.40023973222912,0.588,0.021,9.05800897326126E-25
TBXAS1,2.62628773147878E-26,6.38942466199873,0.765,0.055,4.84602612212465E-22
HLA.DPB1,2.12082116503957E-46,6.35541727507505,1,0.042,3.91333921373101E-42
IL1A,1.06738128636678E-24,6.31522735267882,0.588,0.029,1.96953194960397E-20
FMN1,0.000142216452797,6.31348634697587,0.412,0.132,1
P2RY13,5.31496098097222E-26,6.27611235917509,0.647,0.034,9.80716600208995E-22
CD83,5.33759076652604E-17,6.24492374478512,0.882,0.172,9.84892248239384E-13
ADAP2,1.88546114646037E-23,6.2337264358481,0.647,0.042,3.47905290744868E-19
STX11,7.53461892467052E-18,6.22273409054895,0.588,0.05,1.3902878839802E-13
SERPINE1,5.55890489101788E-20,6.22086511645502,0.706,0.066,1.02572913049062E-15
HCLS1,1.46442620097796E-36,6.19863348805049,0.824,0.037,2.70215922604452E-32
PPARG,9.08194421206076E-11,6.19685665835843,0.588,0.106,1.67580034600945E-06
DOCK8,3.75826768822119E-14,6.1853558437424,0.647,0.092,6.93475553830574E-10
MPEG1,1.78383257760415E-24,6.16957747361545,0.529,0.021,3.29152787219518E-20
ARHGAP15,1.01883596438629E-10,6.1339602046668,0.529,0.079,1.87995612148557E-06
AOAH,1.9151366573973E-20,6.13228265587036,0.588,0.04,3.53381016022949E-16
LHFPL2,5.95529010824391E-16,6.11097124119551,0.824,0.135,1.09887013077317E-11
APBB1IP,1.90464997867435E-42,6.09727431548591,0.824,0.026,3.51446014064991E-38
TMEM156,1.31153429934311E-17,6.0957794362334,0.529,0.04,2.42004308914791E-13
TYROBP,3.72548952799426E-58,6.0646219650294,0.882,0.013,6.87427327705502E-54
IRAK2,5.73579702402128E-20,6.05273220438839,0.765,0.084,1.05836926687241E-15
SRGN,1.13224584294085E-30,6.0279030737874,0.941,0.079,2.08922002939446E-26
SELPLG,1.05831259744326E-48,6.02372771714872,0.824,0.018,1.95279840480231E-44
B3GNT5,1.3050413950371E-10,5.97790449448249,0.824,0.301,2.40806238212245E-06
PDGFB,4.42809570663613E-20,5.95434226657871,0.588,0.04,8.17072219788498E-16
IL6R,2.45738821929065E-15,5.87171033966507,0.706,0.103,4.5343727422351E-11
ETS2,2.93306441447054E-19,5.81696231275875,0.941,0.158,5.41209045758104E-15
NABP1,2.63512857998922E-14,5.81363445287571,0.824,0.172,4.8623392557961E-10
S100A11,2.83916418977859E-34,5.7664306467348,0.882,0.05,5.23882576297945E-30
AC007336.1,3.79579513539436E-19,5.73057041424555,0.471,0.024,7.00400118382968E-15
IL13RA1,2.69787258178029E-24,5.68958874170592,0.765,0.061,4.97811448790098E-20
THEMIS2,4.57597690629398E-17,5.68156219379891,0.588,0.05,8.44359258749366E-13
HLA.DRB1,1.13847318997512E-49,5.67799715959659,0.941,0.029,2.10071073014209E-45
LCP2,3.52821523176782E-17,5.67549601368454,0.706,0.087,6.51026274565798E-13
KLHL6,5.13981730193057E-14,5.65254556379807,0.647,0.095,9.48399088552229E-10
LAT2,1.14647191499549E-09,5.6480259026775,0.412,0.05,2.11546997754968E-05
SYK,1.31489700024695E-13,5.60898783417643,0.412,0.032,2.42624794485567E-09
EVI2B,5.6776352576837E-25,5.58955700818393,0.765,0.058,1.0476372577478E-20
CASP10,1.52964050835476E-16,5.57495959139298,0.647,0.071,2.82249266601621E-12
EGR2,5.18598749750997E-11,5.55811863929897,0.765,0.169,9.56918413040541E-07
NKX3.1,2.36121288294903E-05,5.55656390825398,0.412,0.103,0.435691001161755
LRMP,4.36819973257491E-09,5.54457127536856,0.529,0.1,8.06020214654722E-05
ENSG00000287979.1,1.97856755649062E-21,5.48976627247743,0.588,0.037,3.6508528552365E-17
CCL2,9.78107769018086E-17,5.47846630447892,0.647,0.069,1.80480445539217E-12
FCGR1B,1.16537755489483E-23,5.46577980995141,0.471,0.016,2.15035466429194E-19
A2M,1.3348067780544E-16,5.43953958335505,0.941,0.214,2.46298546686598E-12
TRIM38,3.25884219541664E-10,5.41266310843864,0.588,0.108,6.01321561898278E-06
RHOG,2.78872708993724E-07,5.39873788923154,0.529,0.113,0.005145759226352
FCGR1A,5.54856642999297E-21,5.39463941858829,0.529,0.029,1.0238214776623E-16
TMIGD3,1.81795468238651E-23,5.38877561825431,0.824,0.079,3.35448997993959E-19
IRF8,9.89353753872916E-08,5.36005329956563,0.294,0.032,0.001825555546646
SLCO2B1,7.63916594673071E-23,5.34816662833606,0.824,0.082,1.40957890049075E-18
TRIM22,3.07242032276101E-10,5.34189181901209,0.471,0.063,5.66922997955861E-06
SH2B3,3.74078968365296E-10,5.31592041016469,0.706,0.153,6.90250512427644E-06
ABCC4,1.12278235516959E-09,5.3024906353331,0.647,0.148,2.07175800175893E-05
SLC11A1,2.48290034618183E-06,5.30182916058501,0.471,0.116,0.045814477187747
ADGRE2,2.0064732932789E-09,5.29148126705959,0.529,0.092,3.70234452075823E-05
PRKCH,2.80947877963301E-11,5.27596445418876,0.471,0.055,5.18405024417883E-07
SPP1,3.56179243860874E-14,5.27319863219004,0.941,0.293,6.57221940772085E-10
LY86,8.14584191544187E-26,5.26631731222942,0.588,0.026,1.50307075023733E-21
EDN1,1.344340793023E-08,5.26616474087192,0.412,0.058,0.000248057763129
ENSG00000289430.1,1.68771781476151E-05,5.2639571152053,0.294,0.05,0.311417691179794
SYNDIG1,0.025399331617338,5.25390453437849,0.294,0.119,1
CH25H,6.21562586764474E-19,5.24066134582082,0.588,0.045,1.14690728509781E-14
CTSC,1.83591019715113E-11,5.23919785978688,0.706,0.137,3.38762149578327E-07
NLRP3,3.10233065216797E-21,5.23132227392625,0.706,0.058,5.72442051938033E-17
LINC01141,2.02734013837924E-12,5.20900205450077,0.529,0.061,3.74084802333738E-08
KBTBD8,1.51123054298611E-08,5.19386554260265,0.529,0.095,0.000278852259792
TLR2,1.08552054985907E-26,5.19023735249257,0.765,0.053,2.00300251859996E-22
RF00003-ENSG00000274210.1,6.25374292273749E-11,5.18214736906994,0.412,0.042,1.15394064410352E-06
TRIB1,2.38958656082665E-12,5.17347249034215,0.824,0.182,4.40926512203734E-08
CD4,4.61247225242667E-20,5.14128787614647,0.647,0.053,8.5109338001777E-16
VAMP8,2.52563579443527E-10,5.13241555578671,0.353,0.032,4.66030316789196E-06
CXCL8,2.91299494640637E-14,5.12491142664696,0.647,0.084,5.37505827510904E-10
MRC1,4.98125420651092E-07,5.06808945942259,0.294,0.037,0.009191410261854
DAGLB,0.007060929283887,5.06767176430351,0.412,0.195,1
ELF1,2.84856776336033E-15,5.02024699137191,0.882,0.174,5.25617723695247E-11
CASS4,1.8687306880737E-13,4.99847471799911,0.412,0.032,3.44818186563358E-09
LPAR6,2.1425321605576E-19,4.96822754413637,0.941,0.137,3.95340034266088E-15
GAB3,9.00438863387741E-26,4.96471768222347,0.647,0.034,1.66148979072306E-21
ZEB2.AS1,0.002307364612203,4.96348674253799,0.294,0.087,1
FAM105A,0.00033899920054,4.96292295316315,0.353,0.098,1
KCNMB1,2.32455345263045E-09,4.9526789361774,0.412,0.05,4.28926603079371E-05
FGD2,6.11478163707131E-24,4.92202029685582,0.706,0.053,1.1282995076724E-19
BRAP,0.517100166094127,4.90964419788075,0.176,0.293,1
GGTA1P,1.13924748733624E-19,4.87001613897765,0.529,0.032,2.10213946363283E-15
APOBEC3C,1.75397978087774E-16,4.85847601634055,0.647,0.071,3.23644349167561E-12
TGFBR2,3.15637293121925E-25,4.81966357967159,0.824,0.066,5.82413933268576E-21
PMAIP1,1.23815054609259E-17,4.81834975398144,0.588,0.047,2.28463538765005E-13
ENSG00000288771.1,3.15614342347509E-13,4.81739311037251,0.412,0.032,5.82371584499623E-09
SP100,5.00523693173551E-10,4.80382879209641,0.882,0.422,9.23566318643837E-06
SAMD9L,2.6267642195724E-05,4.78066297997647,0.353,0.074,0.484690533795499
IL6R.AS1,2.10863991613005E-11,4.77804083841449,0.353,0.026,3.89086237324316E-07
PDE3B,0.014559041228248,4.75537755078356,0.471,0.256,1
SERPINF1,0.018200557340054,4.74208704367992,0.353,0.148,1
ENSG00000288943.1,2.34980258434008E-08,4.70703465842645,0.706,0.206,0.000433585572862
SOAT1,0.000169923634598,4.69450676995037,0.706,0.354,1
HMGB1P21,2.31666068648423E-05,4.69293733392607,0.294,0.05,0.427470229870071
TGIF1,2.22114932924806E-05,4.67971694584435,0.412,0.092,0.409846474232853
FGL2,1.55124798836418E-16,4.66565598698747,0.647,0.066,2.86236278812958E-12
ATP8B4,1.59120728791543E-29,4.63855181214472,0.882,0.066,2.93609568766155E-25
UBAC2,5.68293059281037E-06,4.63190945337589,0.706,0.288,0.104861435298537
C5AR1,2.31074621444908E-18,4.62560472744463,0.765,0.09,4.26378891490144E-14
FCGR2A,7.21115541441889E-23,4.61593876206928,0.706,0.055,1.33060239706857E-18
EGR3,0.000102886878106,4.59654818543279,0.471,0.15,1
NCKAP1L,3.28420157028027E-14,4.58889862819,0.529,0.053,6.06000873748116E-10
PIK3AP1,4.741930444882E-23,4.5875395656413,0.588,0.032,8.74981005689626E-19
LYN,2.14496498421299E-12,4.58487599005997,0.529,0.063,3.9578893888698E-08
IPCEF1,3.04017876603211E-15,4.58208974787693,0.824,0.153,5.60973785908246E-11
SKAP2,0.000824675092328,4.57186881620671,0.588,0.248,1
C1orf162,1.83740277160069E-06,4.57018934091214,0.412,0.082,0.033903755941576
CXCL16,2.35494259219433E-21,4.56937131009675,0.824,0.09,4.34534007111697E-17
PLAUR,6.32910562344233E-13,4.56806951703648,0.647,0.098,1.16784656963758E-08
AC103591.3,1.46839302154029E-13,4.55834594303583,0.588,0.077,2.70947880334614E-09
SNORD13,0.001066350036118,4.54091447589258,0.353,0.113,1
RHBDF2,9.99347535137373E-19,4.5167065694923,0.647,0.058,1.84399607183548E-14
AL158152.1,0.049095467828467,4.46831621308736,0.353,0.193,1
VSIR,9.67236864439394E-15,4.46360980538234,0.706,0.092,1.78474546226357E-10
MYO1F,9.62674572506855E-06,4.46264965305173,0.353,0.069,0.177632712118965
FAM46A,0.006788826786289,4.45281616733723,0.471,0.251,1
FCGRT,2.12180416903627E-09,4.4458584917348,0.647,0.132,3.91515305270573E-05
TCOF1,0.000686188195719,4.44492583412582,0.588,0.303,1
PANX1,0.003055116212694,4.43471215427015,0.294,0.084,1
SMAD3,7.05472504191243E-05,4.40016321313319,0.529,0.15,1
ZBTB1,0.130105053199503,4.39424476786512,0.353,0.216,1
AC044781.1,6.33582823885726E-06,4.38730190005846,0.412,0.092,0.116908702663394
SOCS6,3.28486251849142E-08,4.37951206782628,0.824,0.325,0.000606122831912
MGST2,0.082349748924253,4.35732718986881,0.294,0.166,1
LINC01094,0.011227581770242,4.35638526454758,0.529,0.332,1
IFI16,3.9252419237854E-06,4.33301483436027,0.647,0.253,0.072428563977688
PRDM1,9.35604381462964E-08,4.30836838257544,0.588,0.142,0.001726377204675
SERPINB9,4.74468334607651E-12,4.30355823822116,1,0.446,8.75488971018038E-08
WDFY4,5.07377580199575E-29,4.30171343483667,0.588,0.021,9.36213110984256E-25
ATP2B1.AS1,3.55501794974512E-07,4.2907723434487,0.588,0.153,0.00655971912087
USP53,4.73575573039602E-06,4.28470324757031,0.765,0.359,0.087384164737267
BTK,1.00226240962438E-08,4.27105853476236,0.294,0.026,0.000184937459824
IL1RAP,1.08328825688982E-09,4.27003939716171,0.824,0.256,1.99888349161309E-05
CTSS,8.45764565044535E-17,4.2491835997901,0.882,0.161,1.56060477542018E-12
RNA5SP151,1.39487321157992E-14,4.23655969165588,0.529,0.053,2.57382005000727E-10
FKBP5,4.82904086945368E-06,4.22347128216335,0.647,0.23,0.089105462123159
NFATC2,2.58255874789743E-08,4.21673227690806,0.412,0.058,0.000476533740162
CYB561A3,0.057481674440262,4.19574831000678,0.353,0.195,1
MGAT1,9.28894996623849E-09,4.18854583852645,0.765,0.195,0.000171399704777
CMTM6,9.79398756726667E-11,4.17257304068873,0.882,0.301,1.80718658591205E-06
RUNX2,4.00967798060042E-05,4.17202249596283,0.412,0.098,0.739865780980389
B4GALT1,1.35884949188163E-15,4.15001041013775,1,0.248,2.50734908241999E-11
CTSZ,0.000271745986766,4.13239658556244,0.471,0.164,1
NEDD9,4.15135234050242E-08,4.12232997660366,0.824,0.34,0.00076600753387
DOCK2,5.49095403961632E-13,4.10740798723134,0.471,0.047,1.01319083939E-08
ENSG00000285909.1,1.86398364981009E-05,4.10703865303637,0.412,0.1,0.343942263062957
RBBP8,0.002751616683667,4.09761691799337,0.471,0.19,1
GM2A,0.000359007326015,4.08920268784474,0.471,0.169,1
ACSL1,1.25323217027251E-07,4.06843418049029,0.765,0.264,0.002312464000587
GLDN,2.8006982536035E-08,4.04536977522841,0.765,0.24,0.000516784841755
HCK,7.48267520515959E-10,4.02665411483038,0.412,0.05,1.38070322885605E-05
RAB29,0.006632349532406,4.02221817674397,0.471,0.272,1
OGFRL1,5.38890644055798E-09,4.01504802753923,0.941,0.406,9.94361016411759E-05
PLXDC2,2.31595747201822E-11,4.01381227649673,0.882,0.248,4.27340472736801E-07
TLNRD1,0.001769603408461,3.98335281540644,0.412,0.15,1
SPTLC2,5.92111161682498E-08,3.96058994067735,0.882,0.42,0.001092563515537
TLR4,3.25244933811224E-06,3.95842936136688,0.588,0.19,0.060014195186847
EPB41L2,5.68769190274156E-09,3.94783495028899,0.941,0.483,0.000104949290989
CHSY1,1.05777170524643E-05,3.93410524350384,0.765,0.346,0.195180035052072
CD302,5.55521611780682E-05,3.92821293272053,0.471,0.14,1
AC092868.2,2.03990485232663E-11,3.92736710236396,0.412,0.04,3.7640324335131E-07
GLUD1P3,0.014093263416553,3.91108357224669,0.294,0.119,1
PECAM1,7.7119550316159E-05,3.90262148158243,0.412,0.119,1
HLA.B,2.31139625431412E-10,3.90142285368139,0.824,0.211,4.26498836846041E-06
GLIPR1,1.80013969555735E-06,3.88876528428056,0.588,0.185,0.033216177662424
CYTOR,0.001550505861964,3.88820224239225,0.294,0.077,1
STK38L,0.000293174279714,3.88126327213713,0.588,0.296,1
LGMN,0.000111919784748,3.87815796739256,0.765,0.354,1
AZIN1.AS1,8.84319386422994E-06,3.86711038571741,0.647,0.23,0.163174613182771
JDP2,0.000241223100884,3.84828711831829,0.588,0.23,1
PALD1,1.17837752366568E-16,3.82964060132778,0.647,0.071,2.17434220666791E-12
PLIN2,0.000187691527105,3.82905647409535,0.588,0.245,1
INHBA,0.005204958095205,3.82896597933516,0.353,0.127,1
RN7SL473P,1.27069784829268E-10,3.82651450034106,0.412,0.042,2.34469166966965E-06
CDC42.IT1,0.000462382569455,3.81487458478518,0.294,0.069,1
AD000864.1,5.40159986978502E-11,3.78629465208827,0.412,0.042,9.96703207972732E-07
LIMS1,3.04957166725768E-07,3.78253010132733,0.824,0.322,0.005627069640424
AC008691.1,2.34912654120842E-06,3.78221732000773,0.353,0.058,0.043346082938378
MAP2K3,7.82762424991194E-05,3.78209605825922,0.471,0.137,1
PDPN,1.27549596116782E-06,3.77064719636756,0.471,0.103,0.023535451475469
NMNAT1,0.313860241082013,3.76761630814964,0.294,0.187,1
ENSG00000286742.1,8.187052291708E-10,3.76154806029528,0.353,0.034,1.51067488886596E-05
AC109326.1,0.027561366404946,3.75869911611349,0.294,0.127,1
NCF2,2.45438430701097E-07,3.75444468881074,0.294,0.034,0.004528829923297
MPP1,5.97893961390302E-05,3.75336574185226,0.647,0.251,1
GPX1,1.62500363576642E-07,3.7482373573424,0.941,0.356,0.002998456708716
EEPD1,0.010782451478111,3.74335886740759,0.471,0.245,1
RUBCNL,0.006714078872794,3.73930522422316,0.353,0.145,1
CREB3,0.971551364100758,3.73863310272198,0.294,0.311,1
ELK3,2.03219105030334E-08,3.7356548918404,0.529,0.095,0.000374979892602
ADAMTSL4,1.01558606894731E-09,3.72815906874559,0.412,0.047,1.87395941442159E-05
MLXIPL,0.136297342826103,3.7256577239238,0.294,0.169,1
SGK1,3.33731935635802E-09,3.71483900695072,0.941,0.485,6.15802167635183E-05
NFKBID,1.14259395423476E-08,3.7095539117146,0.471,0.071,0.000210831436435
CYSLTR1,4.54640903420929E-08,3.69923100207783,0.412,0.066,0.000838903394992
ANXA5,9.3096305926379E-08,3.6832940944798,0.882,0.393,0.001717813036954
SH3BP2,0.000951316850634,3.6573511073781,0.588,0.306,1
ST6GAL1,2.63741436113347E-11,3.65247826786041,0.882,0.243,4.86655697916348E-07
DUSP6,1.33546341987196E-07,3.6428683325579,0.824,0.306,0.002464197102348
DLEU2,0.012007768282571,3.63369326058522,0.706,0.467,1
RIN2,1.4041564737347E-06,3.62943735763268,0.941,0.53,0.025909495253353
MAFB,0.001546742140087,3.62828104287786,0.529,0.269,1
DLEU1,0.006244065913637,3.62423303712748,0.412,0.19,1
AC114760.2,0.00212340917339,3.61768680658641,0.353,0.116,1
ZNF217,0.004748603911942,3.61592007082593,0.294,0.09,1
CD276,0.131296905978717,3.61384513606864,0.294,0.177,1
MYC,2.83180639611299E-06,3.61341184092187,0.471,0.106,0.052252491621077
RTTN,0.017343652046515,3.60307185075392,0.529,0.34,1
ABRAXAS1,0.059220402109992,3.59287462441664,0.294,0.142,1
LPL,5.50372993485222E-06,3.58276851460375,0.529,0.14,0.101554824757893
REL,2.19759602092113E-08,3.58075353490392,0.824,0.293,0.00040550041778
ITPR2,5.08155308698693E-07,3.57854680790467,0.882,0.459,0.009376481756108
BAG3,0.218079960293532,3.57763101377633,0.353,0.237,1
ABCB4,4.52093804021083E-13,3.5769401507857,0.529,0.061,8.34203487179703E-09
ZCCHC6,3.18947665729073E-05,3.57585116807642,0.824,0.438,0.588522232803286
RASGEF1B,4.49478482060945E-08,3.53706045194652,0.941,0.525,0.000829377695099
STK4,0.000139103541358,3.53107127875426,0.765,0.483,1
SORL1,2.33683356488815E-06,3.52177968895908,0.882,0.596,0.043119252939316
ARHGAP26.IT1,0.2108530230345,3.5151595445016,0.294,0.206,1
STAT6,0.076937093830436,3.48949403418336,0.294,0.156,1
LYVE1,2.71024993691354E-13,3.48914938861933,0.412,0.032,5.00095318359286E-09
QTRT2,0.047992145727035,3.48806847522428,0.353,0.203,1
AC245014.3,9.50273817210711E-14,3.46499359352003,0.412,0.029,1.7534452475172E-09
ZFP36L2,1.91080285734214E-09,3.46450104931049,0.882,0.274,3.52581343236771E-05
C10orf128,3.2018054953022E-08,3.46194853171818,0.353,0.042,0.000590797149993
PRKAB1,0.158876998657075,3.45773259202309,0.412,0.29,1
NFKBIZ,2.38910884212443E-05,3.45328157875967,0.706,0.269,0.4408383635488
SGTA,0.884723722184569,3.43545808768407,0.235,0.274,1
TM6SF1,8.85074614712333E-08,3.43518142043261,0.588,0.132,0.001633139679067
APOC1,3.87416391058919E-09,3.435043481248,0.588,0.106,7.14860724781917E-05
ADA2,2.59649850771279E-05,3.43494762741362,0.588,0.19,0.479105904643165
RCBTB2,0.011573564234349,3.4234755162573,0.412,0.19,1
HIF1A,0.00037714011556,3.42105875203251,0.941,0.731,1
MEF2C.AS2,0.096684482172902,3.42098650683736,0.412,0.269,1
HMGB1P51,0.18527242846253,3.41778361606385,0.353,0.298,1
MGAT4A,0.009116014124738,3.41736308759545,0.588,0.314,1
CHCHD7,0.0071135884128,3.41482812686001,0.412,0.179,1
ANKRD13A,0.943884364122579,3.41108353907903,0.294,0.306,1
ABL2,0.00245283992561,3.39902441520816,0.706,0.522,1
MYOF,4.58008444410424E-17,3.38121696585047,0.588,0.05,8.45117181626113E-13
LUZP1,0.047851083053874,3.37937776930392,0.588,0.406,1
PTGES3P1,0.070732109157098,3.37721417654567,0.529,0.401,1
FAM114A1,0.070843905220544,3.37343535638354,0.353,0.193,1
LYPLA1,0.523707711141992,3.35386471688778,0.235,0.34,1
ENSG00000287778.2,6.515830030543E-05,3.34041577477504,0.471,0.127,1
VMP1,0.011814750091403,3.3343374793588,0.765,0.596,1
C5AR2,0.015922793934642,3.33267165848923,0.294,0.119,1
IFNGR1,1.5058127832803E-06,3.32278736889011,0.941,0.588,0.027785257477088
CTSB,2.60097983485262E-07,3.32245751531078,1,0.53,0.00479932799127
OASL,6.98619251412763E-05,3.31833400226305,0.294,0.058,1
CD55,0.01186017408203,3.31698771972628,0.529,0.298,1
DENND3,9.58641488135864E-05,3.31333569676179,0.471,0.135,1
SPRED1,4.05778116246605E-06,3.309265544186,0.824,0.449,0.074874178009824
CDC42SE1,0.121443181137759,3.30791212674474,0.471,0.359,1
CREG1,0.000726140438238,3.28627878778443,0.706,0.367,1
ITGA5,6.68350018920263E-08,3.28574305119832,0.353,0.045,0.001233239454912
CAPG,3.48541827104504E-09,3.28273794733356,0.529,0.079,6.43129379373231E-05
ZNF490,0.041392334595915,3.28218279831033,0.118,0.43,1
MAP3K8,6.02676281289465E-07,3.27917579255434,0.471,0.095,0.011120582742353
DDX39A,0.489130795420808,3.27873457238633,0.294,0.243,1
FAM102B,0.056339761977834,3.27368620231315,0.353,0.211,1
WASF2,5.55166270853611E-08,3.26538794703897,0.882,0.38,0.001024392802979
MGME1,0.033899954795139,3.26101321988702,0.294,0.121,1
SUCLG2,0.075252294261222,3.26095115980186,0.353,0.195,1
FAS,0.269686252744838,3.25981620292971,0.294,0.19,1
MFSD2A,0.000214484122411,3.25828678034984,0.353,0.087,1
MAN1A1,0.001418198667249,3.25329888507851,0.412,0.14,1
ALG8,0.602665871876216,3.24271183892738,0.294,0.367,1
GLRX,0.027681809253196,3.23069486710697,0.529,0.383,1
CNPY3,6.94969886960169E-05,3.22309450085828,0.647,0.227,1
RNPEP,0.026957107945448,3.19609260651096,0.353,0.153,1
SP140,0.000122539860779,3.19233462624755,0.294,0.061,1
AAED1,0.000148012048503,3.18048748257427,0.647,0.301,1
UCP2,5.70459365389041E-11,3.17225579478973,0.588,0.084,1.05261162101586E-06
FUT11,0.401144321004217,3.16738950862645,0.294,0.261,1
