"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"RBM5",0.0926226846300191,-0.423101507601263,0.773,0.821,1
"AC010343.1",0.0720822066284267,-0.423330127095576,0.364,0.528,1
"CRYZL1",0.0200469821495165,-0.424375687942752,0.5,0.662,1
"COG7",0.208692891640044,-0.424399602482535,0.205,0.307,1
"PPP3CA",0.0187473488302723,-0.424651784040229,0.818,0.926,1
"GGCX",0.773151820427106,-0.424678794438805,0.386,0.355,1
"TMEM181",0.722652167613369,-0.424858120532007,0.455,0.489,1
"YWHAZP3",0.198921652091944,-0.425145952753132,0.523,0.602,1
"IER2",0.722167425108065,-0.425645598844825,0.341,0.284,1
"MAK16",0.561530373074718,-0.425647806892112,0.318,0.358,1
"ENSA",0.0410715228577433,-0.426352261300831,0.386,0.588,1
"AP001000.1",0.148363330363782,-0.426355676084884,0.591,0.702,1
"AC024293.1",0.1100789358719,-0.426978430225377,0.341,0.472,1
"NUP85",0.11724228673566,-0.427062664656254,0.295,0.406,1
"BCL10",0.814344504740279,-0.427082840939437,0.432,0.446,1
"RPL38",0.325733918105048,-0.427319235587076,0.977,0.884,1
"NBPF10",0.122613585761876,-0.427323872606673,0.273,0.412,1
"LAMTOR3",0.0692730293481817,-0.427484598508606,0.386,0.526,1
"CLUAP1",0.108097584595919,-0.429230651481967,0.432,0.568,1
"TRA2B",0.412280059038196,-0.429286238131356,0.955,0.884,1
"RAB1B",0.631980412149271,-0.430050070133869,0.295,0.253,1
"OAT",0.647545017764153,-0.43045010668699,0.886,0.682,1
"NBPF12",0.00172142389764211,-0.430508150853345,0.477,0.776,1
"GPATCH11",0.675132046704958,-0.430667595768117,0.409,0.375,1
"PRKDC",0.217625025943537,-0.431384742665707,0.75,0.832,1
"ARID1A",0.254674314727927,-0.431429041327298,0.727,0.778,1
"GTF2H1",0.617367241664137,-0.431437211993193,0.295,0.315,1
"CNPPD1",0.00487890273406089,-0.431453462420276,0.5,0.261,1
"RPP30",0.787789852278741,-0.432345743747209,0.5,0.463,1
"BRI3",0.585132492316515,-0.432572158571355,0.25,0.222,1
"BZW1",0.429337235316464,-0.432611484947286,0.886,0.915,1
"LCA5",0.252914975893398,-0.432743934937436,0.227,0.301,1
"SLITRK1",0.896804959839023,-0.432766195967166,0.318,0.33,1
"TRIM13",0.547251952262487,-0.433148594574793,0.727,0.707,1
"MPHOSPH8",0.394529194838228,-0.433400648136827,0.932,0.844,1
"PUM1",0.00891823040849936,-0.433608246972624,0.614,0.776,1
"RPL41P1",0.0216924884065533,-0.434719865140544,0.386,0.56,1
"ANO10",0.188526121988982,-0.43608617624384,0.182,0.276,1
"TCEAL3",0.262112863734659,-0.436771021226126,0.364,0.469,1
"NKRF",0.170228300474717,-0.437289101824262,0.227,0.338,1
"SNRPD1",0.291905570481034,-0.437688542768333,0.727,0.713,1
"MRPS36",0.491518596007607,-0.438560440302465,0.5,0.486,1
"DAP3",0.0385193617198284,-0.438580584934884,0.386,0.509,1
"ARFGAP3",0.15456808366811,-0.439368806125715,0.455,0.531,1
"JMJD1C",0.113709305486949,-0.439670075532295,0.841,0.898,1
"ALDH9A1",0.191646685271082,-0.439704372673043,0.295,0.392,1
"CFAP36",0.00578545388932773,-0.44055524744483,0.409,0.631,1
"PRNCR1",0.00617533491726294,-0.440952198029637,0.341,0.176,1
"ORC3",0.204703509820751,-0.441057495375987,0.432,0.526,1
"COA1",0.0393726636256451,-0.442097855428116,0.409,0.591,1
"DNM1L",0.339629715077105,-0.443040445220128,0.841,0.835,1
"SUZ12P1",0.00847395467423769,-0.443173604784419,0.432,0.636,1
"PSMD4",0.38289414439775,-0.443899999922013,0.591,0.639,1
"MSANTD3",0.376431656364053,-0.444281850783368,0.364,0.29,1
"SRP14",0.0145784022231076,-0.444922069330757,0.932,0.986,1
"CCDC186",0.0794691837529816,-0.444926821795707,0.477,0.614,1
"HSPB11",0.184959240017227,-0.445154288339098,0.341,0.435,1
"GART",0.693562240047318,-0.445285945077287,0.477,0.463,1
"IFT57",0.661083409874593,-0.445486358359104,0.295,0.344,1
"MYL6",0.0942356866760127,-0.445499642640395,0.955,0.878,1
"RPS12",0.486204565988279,-0.446323757565904,0.841,0.818,1
"COMMD9",0.166997806326024,-0.446779003055766,0.364,0.438,1
"YWHAZ",0.169237887879182,-0.446805489101152,1,0.991,1
"RNF170",0.84582058098392,-0.446951171436268,0.455,0.384,1
"CYSTM1",0.678002527402901,-0.44739593648477,0.409,0.395,1
"PGAM1",0.219388500007901,-0.447495298141423,0.5,0.554,1
"WDR33",0.54832764701735,-0.448151588777207,0.591,0.483,1
"ANKRD44",0.65970719228444,-0.448213863881204,0.636,0.551,1
"CENPJ",0.444799214218043,-0.448411003611057,0.295,0.344,1
"NEDD8",0.126186877430332,-0.448846116409461,0.636,0.682,1
"HDHD2",0.437864384913552,-0.449246924951815,0.364,0.284,1
"WDR75",0.827062166033963,-0.449806433048153,0.455,0.46,1
"THRA",0.957003031550918,-0.449821008907157,0.568,0.523,1
"DNAJC8",0.782744331885658,-0.450614616117846,0.773,0.759,1
"ANP32E",0.508514137549955,-0.450893818987693,0.682,0.659,1
"IRF2BP2",0.762925463732914,-0.45222674905306,0.841,0.727,1
"DCTN4",0.32992143804174,-0.452229332008346,0.682,0.653,1
"LINC00674",0.553907562726539,-0.452255744032763,0.386,0.332,1
"GSTK1",0.955362545617151,-0.453069513459324,0.409,0.378,1
"ANAPC7",0.0791306372169563,-0.453267664234349,0.227,0.384,1
"CDK5RAP3",0.0482247500796694,-0.453398834884722,0.114,0.27,1
"FNDC3A",0.467155455562065,-0.453957925702333,0.614,0.636,1
"MRPL32",0.668079920011813,-0.454108387627411,0.523,0.474,1
"POLD3",0.188496744522505,-0.454415205625745,0.182,0.267,1
"CEP135",0.103988627847639,-0.454641055989905,0.136,0.25,1
"RINT1",0.0186115325294224,-0.455010540109204,0.182,0.352,1
"COX6C",0.263331203856465,-0.45501319193755,0.955,0.872,1
"ZBTB17",0.0286290209500536,-0.455468945835486,0.25,0.122,1
"BCYRN1",0.965765411853868,-0.455568979004898,0.364,0.321,1
"PIK3CB",0.288544126353147,-0.455837665349824,0.386,0.443,1
"H2AFZ",0.0275709536695227,-0.455902297210056,0.682,0.79,1
"VPS13B",0.300612767150622,-0.456248389485579,0.614,0.636,1
"SLX4IP",0.500759380541532,-0.456458114724252,0.386,0.438,1
"EXOSC6",0.0718655819977362,-0.456766658046766,0.727,0.787,1
"NDUFA13",0.0121151966300091,-0.457037765697202,0.477,0.69,1
"VPS26C",0.524536532778365,-0.457286159142475,0.341,0.304,1
"FTH1P3",8.95580859715466e-05,-0.457380879072535,0.341,0.114,1
"KDM1B",0.878783648640127,-0.459126576868344,0.273,0.247,1
"PSME2",0.00233208296632137,-0.459431618637298,0.136,0.358,1
"SNRPG",0.571773917295665,-0.459518703721131,0.659,0.682,1
"C12orf73",0.210889936570657,-0.459597417067738,0.25,0.347,1
"SMC1A",0.668828305437522,-0.459597837318383,0.545,0.597,1
"SS18",0.645010568280918,-0.459740911175921,0.5,0.537,1
"AGAP3",0.548414516859587,-0.459896629129926,0.455,0.452,1
"LINC01128",0.248218161491193,-0.460264102815554,0.227,0.295,1
"CANX",0.950652687612162,-0.460436577045331,0.636,0.611,1
"CD2AP",0.179847254024391,-0.460491060609555,0.205,0.281,1
"CNOT6L",0.0380185581942164,-0.460541283685902,0.409,0.568,1
"RNF185",0.061620842878262,-0.461641848934426,0.182,0.304,1
"NUDC",0.770887576903103,-0.461778736900473,0.568,0.528,1
"SSB",0.0376160135839343,-0.462404572522535,0.818,0.815,1
"FBXO45",0.984419540821011,-0.462550960481476,0.273,0.276,1
"ANAPC11",0.0342845391301139,-0.4626531198811,0.523,0.631,1
"SCAMP2",0.451697215331658,-0.463576105948582,0.273,0.216,1
"LDB1",0.993255582160821,-0.464372359907567,0.455,0.449,1
"ADGRL2",0.000395947598807314,-0.464483523374875,0.227,0.517,1
"KRTCAP2",0.417649698736694,-0.465023466881652,0.341,0.412,1
"CECR2",0.0671992593706371,-0.465141790662188,0.409,0.264,1
"ISCA1",0.948304112502022,-0.465179045922177,0.477,0.429,1
"RPL21P120",0.0662547852230577,-0.465763867461014,0.318,0.429,1
"WDR44",0.296755395091612,-0.466238580344024,0.409,0.318,1
"EIF4G1",0.278311514407897,-0.466312081816946,0.432,0.497,1
"MARF1",0.133909732848411,-0.467057184482535,0.205,0.301,1
"KDM3A",0.362176266884505,-0.467059827346373,0.455,0.381,1
"ULK2",0.281748584936674,-0.46744818977472,0.636,0.506,1
"WASF3",0.942359658895277,-0.467495101147406,0.568,0.526,1
"NSD1",0.101420091298512,-0.469155007213287,0.477,0.597,1
"THUMPD2",0.00281606448470102,-0.470020667021684,0.205,0.443,1
"AC004453.1",0.0123691521431171,-0.470192313475081,0.295,0.511,1
"PPP6R3",0.176647686402665,-0.470379573590954,0.773,0.818,1
"CBL",0.342167256334727,-0.470613076108054,0.568,0.435,1
"STAT5B",0.568588610109675,-0.47081355200211,0.295,0.335,1
"CD27.AS1",0.671296204078565,-0.471228046101144,0.25,0.284,1
"NACA",0.0666432094913503,-0.4712583590169,0.909,0.889,1
"RGS7BP",0.0452975214705021,-0.47149567218997,0.159,0.287,1
"POLR3C",0.107092450499313,-0.471751890273165,0.182,0.293,1
"PSMD13",0.703156192198189,-0.473206033735146,0.455,0.403,1
"TMEM161B.AS1",0.037143644732748,-0.473228957301264,0.841,0.844,1
"ADAM20",0.0167915606769194,-0.47334520333618,0.136,0.304,1
"CXorf57",0.269559427791555,-0.473415848072998,0.25,0.173,1
"ATP6AP2",0.745617678903018,-0.473576961103415,0.886,0.693,1
"KPNA1",0.370928500050528,-0.474138979639251,0.682,0.676,1
"NCEH1",0.00126667790195302,-0.475537169958479,0.091,0.324,1
"PPIA",0.1762438606654,-0.475755851340786,0.977,0.943,1
"MARCH7",0.221498111415519,-0.47578403379373,0.614,0.719,1
"SNHG5",0.439190786274774,-0.475822250460417,0.773,0.628,1
"GNL2",0.882339761357659,-0.475867998745398,0.273,0.261,1
"Z99129.4",0.731549735460349,-0.475930833576614,0.409,0.321,1
"PEX3",0.38959331530418,-0.476056304329178,0.364,0.384,1
"SNAPIN",0.931690511164195,-0.476582185435822,0.409,0.389,1
"STMP1",0.368501726681588,-0.476720479212104,0.614,0.608,1
"HSPA13",0.266588586336482,-0.476873979139636,0.477,0.565,1
"EIF4A2P4",0.122732499936597,-0.476942629797465,0.364,0.426,1
"LEO1",0.699533246444292,-0.477770597453379,0.409,0.426,1
"TMX3",0.746246213825451,-0.478835385047625,0.432,0.457,1
"SLC35E3",0.2835859298327,-0.478954176902116,0.477,0.528,1
"SEC11A",0.5273486479278,-0.478981866404528,0.364,0.406,1
"RPL28",0.0586675795856188,-0.479296719718245,0.682,0.759,1
"PDE6D",0.913589781495528,-0.479323658769085,0.364,0.327,1
"ERP29",0.387154425912687,-0.479501993213136,0.386,0.457,1
"HNRNPH1",0.951542360835531,-0.479630446562128,1,1,1
"MTPN",0.00148849788120077,-0.480102390675248,0.455,0.69,1
"BRINP2",0.262878092282196,-0.48055877695145,0.182,0.25,1
"UBE2J1",0.602780830797749,-0.481568284978509,0.386,0.457,1
"ZNHIT1",0.208588033244468,-0.481590683257127,0.5,0.372,1
"FAM45A",0.252162629839622,-0.481920062279234,0.5,0.557,1
"ZNF713",0.0885271614430393,-0.482062593136865,0.182,0.301,1
"BIVM",0.0662495452410494,-0.483579980268718,0.318,0.446,1
"SELENOM",0.0818557930934247,-0.483591877979119,0.273,0.392,1
"TIPRL",0.473143136066268,-0.483893124027993,0.523,0.557,1
"SLC25A3",0.248001089607363,-0.485161105478515,0.705,0.724,1
"SERBP1",0.0695783166173765,-0.485311256168362,0.636,0.75,1
"EEF1B2",0.387298324113682,-0.485704725104918,0.682,0.71,1
"ARFGAP2",0.00139405016762071,-0.485756763400713,0.273,0.52,1
"UTP6",0.0894375570844459,-0.485869332372263,0.5,0.58,1
"RALGPS2",0.00610659359976509,-0.486276925207867,0.114,0.307,1
"ZFYVE21",0.572786805078232,-0.486428351015315,0.364,0.304,1
"ZNF284",0.245899128448452,-0.486695585003395,0.25,0.332,1
"ERH",0.0475249307465627,-0.486737618633897,0.5,0.673,1
"NFIA",0.146463491937509,-0.487583473994997,1,0.864,1
"ZNF148",0.0045000473783106,-0.48785078458326,0.455,0.69,1
"SSR3",0.586232882121837,-0.487881005966003,0.727,0.616,1
"HMGN3",0.323890387611581,-0.488250591141164,0.864,0.83,1
"USP45",0.156855375950287,-0.488814643099901,0.182,0.298,1
"CUL4A",0.454076513506731,-0.489332078286568,0.409,0.446,1
"AC093879.1",0.872745237413097,-0.489437354253768,0.341,0.318,1
"PAK2",0.329948421388147,-0.489610609415381,0.727,0.594,1
"YWHAZP4",0.78273296420555,-0.490818535481548,0.295,0.273,1
"PRDX3",0.0434369378395377,-0.491663380366369,0.568,0.767,1
"HELQ",0.358588760132767,-0.491906977491224,0.273,0.21,1
"GDI2",0.635710672163986,-0.492314315975831,0.795,0.747,1
"UBAP2L",0.23905940713928,-0.492381169190947,0.5,0.591,1
"UBXN2A",0.590834638644267,-0.492893012855142,0.318,0.369,1
"B4GALT1",0.0577945800503573,-0.49325991754392,0.159,0.295,1
"ERI3",0.534883716536892,-0.493855449240822,0.455,0.452,1
"ACAD9",0.191270678577975,-0.49413729663602,0.295,0.412,1
"AP000919.1",0.289495922457546,-0.494317136281156,0.273,0.193,1
"YWHAG",0.402552588749181,-0.494415752050673,0.955,0.858,1
"ZCCHC17",0.170580720354352,-0.494428601406691,0.591,0.639,1
"ASAH1",0.678263857548538,-0.495211119338045,0.659,0.659,1
"CDS2",0.571831701310085,-0.495364897221007,0.841,0.739,1
"ENSG00000289216.1",0.0901635953873206,-0.49602054813769,0.182,0.301,1
"MFSD14C",0.0629923203931654,-0.496589778695893,0.477,0.611,1
"NR2C1",0.345305030341846,-0.497058255460936,0.591,0.588,1
"GRPEL1",0.0366724814092419,-0.497174630968486,0.25,0.44,1
"TCEAL5",0.00404663424810804,-0.49742042316483,0.25,0.463,1
"AC004895.1",0.00151687987712558,-0.497499659470817,0.136,0.372,1
"SMAP2",0.845185458497136,-0.497499659470817,0.432,0.386,1
"TXNDC16",0.14669817277376,-0.498457990329163,0.364,0.474,1
"MED10",0.174107705353661,-0.499284759893976,0.386,0.509,1
"ZSWIM7",0.993882601999393,-0.499353785212319,0.318,0.31,1
"RPS7",0.416233601389598,-0.499811677704084,0.886,0.804,1
"AC090498.1",0.0051921714063446,-0.500407094170412,0.455,0.71,1
"LYSMD3",0.500438270996767,-0.500885167983635,0.318,0.253,1
"TCAIM",0.310675352323516,-0.500937572684491,0.205,0.276,1
"PRKAB2",0.500047260010826,-0.501425707301924,0.273,0.33,1
"CROCCP3",0.752537804223037,-0.501559186447343,0.273,0.227,1
"INTS12",0.178776947648775,-0.501625545124744,0.295,0.435,1
"PSMD11",0.319357574544882,-0.501789061198076,0.818,0.756,1
"SSBP1",0.185645467634898,-0.503157128764005,0.545,0.599,1
"RPL7AP66",0.00769670530088267,-0.503257859601924,0.136,0.335,1
"USP24",0.0900778159627181,-0.503484353929352,0.591,0.699,1
"RANBP17",0.0315311110551833,-0.503607805879405,0.25,0.415,1
"TRPC1",0.962893185326423,-0.503731009052046,0.364,0.332,1
"EMC3",0.183633176592625,-0.504108248236316,0.659,0.491,1
"USO1",0.612394972599939,-0.504313804870693,0.568,0.545,1
"LINC00963",0.761340044485434,-0.504620392403552,0.318,0.29,1
"TMEM167A",0.0852538229372612,-0.504667452296157,0.545,0.665,1
"REPIN1",0.534251538493099,-0.504716846789361,0.25,0.205,1
"FRS2",0.41702294441545,-0.50564252147527,0.523,0.531,1
"TRIP12",0.308027857002305,-0.506155734967685,0.636,0.645,1
"AKR1A1",0.697673720858395,-0.506611887127075,0.477,0.452,1
"AL590867.2",0.0598425693722284,-0.506767770340958,0.477,0.614,1
"HDAC8",0.125613523039622,-0.506927525930801,0.341,0.438,1
"PHF20L1",0.671972230000373,-0.508055024652769,0.818,0.716,1
"SCYL2",0.000264423292126664,-0.509410136366824,0.318,0.631,1
"LUC7L3",0.00828144337099279,-0.509412329538716,0.955,0.977,1
"RPS6",0.3645002777631,-0.509538333942902,1,0.923,1
"DNM2",0.350843644261798,-0.510392118424416,0.341,0.267,1
"TPI1",0.138276911660992,-0.510521702199386,0.955,0.866,1
"RAB9B",0.00217409305587615,-0.510977523656193,0.114,0.352,1
"EIF4A2",0.145407044278057,-0.511017879025625,0.932,0.929,1
"AC093690.1",0.0349199568512238,-0.512462605241688,0.182,0.361,1
"CHD2",0.156793408033249,-0.513798637108724,0.75,0.889,1
"SUMF2",0.553919567173947,-0.51400334477211,0.341,0.392,1
"PISD",0.0328813942811104,-0.514304489517521,0.227,0.395,1
"NAA25",0.0294914539164311,-0.514379665346283,0.523,0.676,1
"ENY2",0.938475953893062,-0.514789672590628,0.682,0.594,1
"UBR3",0.316980998413904,-0.514900958738671,0.682,0.696,1
"VMP1",0.926430808594814,-0.515020109548832,0.614,0.602,1
"PSMG2",0.485607890689363,-0.515062110052682,0.545,0.548,1
"GNAI3",0.343971816583108,-0.515547423600576,0.659,0.79,1
"NME2",0.114110554638984,-0.515652630449059,0.227,0.358,1
"CDC26",0.144605376677388,-0.515797163142641,0.273,0.401,1
"ZNF429",0.092056945127068,-0.51585542685695,0.409,0.523,1
"UBAP2",0.0752534569095696,-0.51596501077524,0.455,0.602,1
"DYNLRB1",0.343228869398892,-0.516245140084187,0.636,0.634,1
"AKAP10",0.592616255680884,-0.517257290039593,0.523,0.443,1
"IFI16",0.0906302715837581,-0.517780350973585,0.409,0.253,1
"TRIM9",0.232414673687803,-0.517958281499639,0.636,0.676,1
"SRA1",0.0879580635122042,-0.518325307690866,0.205,0.335,1
"RBM14",0.996737865602137,-0.518708024237855,0.364,0.352,1
"ZBTB43",0.189100622928094,-0.519017401743689,0.568,0.653,1
"ARMC8",0.252610444564361,-0.519872904527303,0.659,0.685,1
"C12orf57",0.00736589470515376,-0.51987780547359,0.341,0.588,1
"EEF1A1",0.0622787551602408,-0.519992493233978,1,0.994,1
"SMC3",0.728078976247751,-0.520078505954358,0.773,0.778,1
"ZNF317",0.272126762887537,-0.52041456360023,0.227,0.301,1
"BZW2",0.74731653963113,-0.520581522225746,0.614,0.509,1
"TOP2B",0.0727033261794858,-0.520948953090312,0.841,0.884,1
"RPL5",0.025668749475096,-0.52209943272076,0.955,0.949,1
"SMURF2",0.0102011516940432,-0.523268939217782,0.432,0.616,1
"SLC25A17",0.42016533880181,-0.523626553860363,0.25,0.284,1
"RPLP1",0.0424232195688668,-0.524297599854435,0.932,0.903,1
"CDC5L",0.464429373178825,-0.524379380117589,0.75,0.693,1
"AL353743.1",0.748250249119038,-0.524541715035849,0.25,0.23,1
"ZRANB2",0.0720945651506149,-0.525059275664952,0.75,0.818,1
"GSTA4",0.000871859866471964,-0.525101162966892,0.341,0.651,1
"SGCD",0.877715305460521,-0.525588620104169,0.25,0.23,1
"TRAP1",0.0375173978034337,-0.526180957109822,0.182,0.335,1
"SUMO2",0.0106608502046,-0.526585617920839,0.864,0.932,1
"RAPGEF3",0.260537646329095,-0.526672650404385,0.295,0.213,1
"ING5",0.112107508113186,-0.527325978052837,0.25,0.375,1
"SNRPD2",0.105732347266725,-0.5276562709273,0.591,0.699,1
"GNPAT",0.0639396729352655,-0.528393105962176,0.25,0.386,1
"PGAP1",0.0043455084833657,-0.528685291249959,0.455,0.724,1
"ABCF2-ENSG00000033050.9",0.171403242980481,-0.528955214827231,0.205,0.298,1
"SPCS3",0.404800874370918,-0.529337442628435,0.568,0.58,1
"ATF6",0.597165013400328,-0.530586730827174,0.568,0.551,1
"ARMC2",0.0847911691661329,-0.530843542896027,0.159,0.284,1
"DNAJC27",0.0780650757609343,-0.531139801215009,0.523,0.375,1
"THOC1",0.70992132897489,-0.531195122784581,0.545,0.56,1
"DENND4C",0.0295640930188615,-0.531389909409852,0.455,0.656,1
"MRPL14",0.498459577084106,-0.532228858508891,0.295,0.327,1
"PGS1",0.490165462727536,-0.532325844774052,0.25,0.207,1
"PFDN1",0.492931337991829,-0.533504020773734,0.659,0.688,1
"ZNF704",0.562052586760121,-0.533853354068397,0.636,0.526,1
"TBP",0.755601059253155,-0.534041474273551,0.364,0.375,1
"LAPTM4A",0.196584981074376,-0.534154478244218,0.523,0.585,1
"EXTL2",0.887107090868547,-0.534297348757955,0.364,0.355,1
"EHMT1",0.277648132480676,-0.53492181822156,0.5,0.54,1
"MEAF6",0.11569678103181,-0.535317853974276,0.636,0.71,1
"CRTAP",0.475493303003755,-0.536408835612617,0.295,0.236,1
"SRFBP1",0.314882356173426,-0.536426132416936,0.295,0.369,1
"RAB5A",0.173612213502888,-0.536736896682716,0.636,0.483,1
"MDH2",0.0555546485573294,-0.53723377024093,0.523,0.614,1
"POLE4",0.99774951576421,-0.53726575868986,0.25,0.233,1
"ALG5",0.290713392755219,-0.53737917061811,0.409,0.489,1
"PAG1",0.425485311765865,-0.537560216777738,0.477,0.403,1
"NDFIP1",0.574101212981331,-0.537598861449669,0.795,0.756,1
"PSMD8",0.949047237466413,-0.537620682011545,0.614,0.534,1
"JTB",0.89150542860597,-0.538180191439108,0.341,0.327,1
"ZNF680",0.84069348715807,-0.538187519817174,0.477,0.449,1
"CD59",0.105332267509188,-0.538426987356017,0.614,0.639,1
"MTHFR",0.557487660904145,-0.538713203527312,0.295,0.341,1
"CDK11B",0.638833628628236,-0.539371300252077,0.364,0.386,1
"NARS",0.856890790425002,-0.539604696814536,0.864,0.73,1
"FAM173B",0.618411088806962,-0.539638510211665,0.25,0.301,1
"KPNA6",0.254571653694323,-0.539902426964896,0.864,0.798,1
"QRICH1",0.113355476742768,-0.540110583448557,0.636,0.741,1
"C5orf30",0.227762538503216,-0.540118709371984,0.341,0.261,1
"PDLIM5",0.680178753319085,-0.540441070566003,0.477,0.472,1
"RPL41",0.00969006789695111,-0.540507927476881,0.909,0.969,1
"MAP4",0.149828069458885,-0.540691477230171,0.773,0.81,1
"CASTOR3",0.175123320614272,-0.541053285018389,0.409,0.293,1
"BANF1",0.0409860552867392,-0.54153896965351,0.568,0.67,1
"IP6K2",0.307758152301571,-0.541714690153668,0.705,0.736,1
"PSTK",0.508795532068417,-0.542033090240351,0.227,0.261,1
"FBXW11",0.414766251683641,-0.542162049298365,0.409,0.472,1
"GDF11",0.197941765423808,-0.542170982614008,0.227,0.335,1
"FKBP11",0.00188409727979949,-0.542847626824935,0.114,0.335,1
"TIA1",0.0890373399077223,-0.543296056716257,0.795,0.841,1
"COX7C",0.0179419511952464,-0.543481395837908,0.909,0.886,1
"SLC35F6",0.0431324772052399,-0.543584259488827,0.205,0.364,1
"ATP1A1",0.191236882977809,-0.544542509152347,0.636,0.486,1
"TSR1",0.26395947667212,-0.545257027156332,0.25,0.338,1
"DCXR",0.541471081237626,-0.54539675278315,0.25,0.202,1
"RALGAPA1",0.750250627714633,-0.54610125503153,0.841,0.736,1
"EIF3E",0.206254157345861,-0.546204534849716,0.659,0.79,1
"BTN3A2",0.0619456197842528,-0.546214438439864,0.318,0.193,1
"RABGAP1L",0.00893607406321758,-0.546295102742754,0.523,0.716,1
"CHCHD3",0.210503390638626,-0.546414033791813,0.318,0.392,1
"AC107375.1",0.589835672559761,-0.546624681282799,0.25,0.21,1
"ZNFX1",0.320749416626917,-0.547365491777317,0.386,0.48,1
"NCKIPSD",0.0359760403547874,-0.547534094143687,0.25,0.122,1
"MMS22L",0.551367306323129,-0.547849789691043,0.273,0.318,1
"PNPLA8",0.780368534152182,-0.547945442085231,0.636,0.659,1
"BRWD1",0.0125333321658783,-0.548380509597496,0.886,0.875,1
"ACTR2",0.511492641235355,-0.548524300115464,0.795,0.727,1
"NSUN5P1",0.191839955611909,-0.548745964604605,0.182,0.267,1
"MBIP",0.208614167166295,-0.549744972515019,0.364,0.46,1
"ELOF1",0.276919307335829,-0.549751600067859,0.205,0.278,1
"ZNF507",0.2076553194567,-0.549966118654182,0.205,0.321,1
"NCOA2",0.0015606064980902,-0.550706288111956,0.432,0.634,1
"CSNK2B",0.263045287344162,-0.550746785383243,0.364,0.446,1
"VPS50",0.0173984149942637,-0.552756502794243,0.227,0.409,1
"NBPF17P",0.0313039282593154,-0.552972386476719,0.136,0.29,1
"ZSCAN26",0.0140522191891808,-0.554243915623181,0.159,0.327,1
"RUSC1",0.0289262952367582,-0.554741558218229,0.205,0.366,1
"PLEKHB2",0.839761509738827,-0.55480431231452,0.659,0.577,1
"SERTAD1",0.0404163484552871,-0.554821375659266,0.295,0.165,1
"VCPIP1",0.848960488978159,-0.554884540441127,0.523,0.477,1
"IRF2",0.666962533821834,-0.555410822096353,0.364,0.321,1
"SLAIN2",0.643469782437492,-0.555634661829188,0.409,0.426,1
"EIF3M",0.269612120009178,-0.555696572125861,0.682,0.759,1
"NOP56",0.961641447334435,-0.555760571657696,0.818,0.696,1
"ZNF37A",0.0664509444074944,-0.555780324290853,0.455,0.56,1
"CCT3",0.0895570267705727,-0.555867868577303,0.636,0.668,1
"IL17RB",0.717057834337166,-0.556599433095965,0.227,0.25,1
"TOMM7",0.0790804784528703,-0.556642799609706,0.636,0.693,1
"WDR54",0.628985454540006,-0.557073103547686,0.25,0.27,1
"G2E3",0.0414343860419683,-0.557653646577514,0.386,0.568,1
"KBTBD6",0.0144284336255095,-0.55816354245001,0.318,0.528,1
"ZC3H8",0.00673204672203581,-0.558409081679839,0.341,0.526,1
"TMPO",0.0331704486897266,-0.558916554702375,0.25,0.438,1
"TNPO2",0.00554112392954881,-0.559162623162513,0.591,0.793,1
"TPI1P1",0.0744318271316801,-0.559539903841249,0.523,0.631,1
"TERF1",0.652519826555317,-0.559834559530583,0.682,0.67,1
"RTTN",0.110985763887699,-0.560164052970973,0.432,0.338,1
"SRSF12",0.0304346220839384,-0.560589712376096,0.114,0.278,1
"MTRNR2L8",0.0403902834300455,-0.561503527897167,0.364,0.466,1
"C1QTNF3",0.187345492254165,-0.561624277890198,0.273,0.185,1
"DHX30",0.777555300329828,-0.562695603128801,0.614,0.565,1
"RASA1",0.297280871564862,-0.563064600720133,0.841,0.821,1
"EPB41L1",0.419218454338,-0.563120005632202,0.727,0.619,1
"MTM1",0.764999770636644,-0.563727489083421,0.295,0.284,1
"RPL21P28",0.156253731494328,-0.563900885193327,0.455,0.489,1
"CDK5",0.174307617676295,-0.564662939110626,0.205,0.293,1
"SF3A1",0.722863861814764,-0.56468352246304,0.477,0.423,1
"RPL10AP6",0.0313992001690316,-0.564784618783526,0.159,0.335,1
"TSPAN3",0.228121845366022,-0.565201545218695,0.75,0.744,1
"TUG1",0.0884903431702745,-0.565358227705183,0.545,0.682,1
"AC026403.1",0.106788920472821,-0.565510138054984,0.227,0.315,1
"AC010618.3",0.500861827491891,-0.566096427116521,0.364,0.301,1
"ENAH",0.389259140775312,-0.566306748577389,0.909,0.858,1
"WDR43",0.0326608682862788,-0.56669203440331,0.614,0.713,1
"MAP2K1",0.178120162419502,-0.567081727374716,0.227,0.307,1
"RIOK1",0.116305902985128,-0.567526090859009,0.273,0.375,1
"NAA30",0.438590262548686,-0.567622207342087,0.227,0.276,1
"U2AF2",0.448435576205241,-0.568032104771279,0.205,0.253,1
"HNRNPA1P48",0.251880946461561,-0.56808868215676,0.636,0.685,1
"TCEAL1",0.117353148927952,-0.56838562463818,0.432,0.56,1
"AC084033.3",0.153519416644364,-0.568524475859179,0.205,0.301,1
"TRIM33",0.0330878503590798,-0.568615535737532,0.591,0.713,1
"TPM3",0.190082653700076,-0.5699331663258,0.705,0.744,1
"SLC1A1",0.0686926980208522,-0.571432994792891,0.159,0.278,1
