"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"GYS1",0.031612790895419,1.34604747931737,0.276,0.166,1
"DANT2",1.46982106755139e-10,1.34600220817403,0.759,0.284,2.71211383384582e-06
"PDCD6IPP2",0.027125185873029,1.34577680200353,0.293,0.178,1
"RNF144B",1.65988920721206e-12,1.34557394383626,0.552,0.136,3.0628275651477e-08
"GSK3A",0.0647387583152923,1.34365286604208,0.293,0.198,1
"EFCAB14",0.00183303579727505,1.34323086283995,0.655,0.497,1
"EMC2",4.0947867844604e-10,1.34066114293591,0.897,0.488,7.55570057468634e-06
"PFKP",6.20616435373688e-10,1.34058308330361,0.776,0.331,1.14516144655153e-05
"VIM",8.38390574851938e-19,1.34036615833051,0.845,0.257,1.5469982887168e-14
"CEP104",3.52647657418062e-07,1.33809814352052,0.741,0.376,0.00650705457467807
"MUT",1.22647404838157e-06,1.33755227162363,0.69,0.379,0.0226308991407368
"ZNF844",0.0115661133314855,1.33751987330443,0.276,0.142,1
"POLH",0.0290647399089858,1.33463358121187,0.466,0.32,1
"AC004130.1",8.03954138981135e-10,1.33233145521495,0.259,0.036,1.48345617724799e-05
"DNAJC3",2.0787309324792e-09,1.33077430223536,0.914,0.627,3.83567431661062e-05
"SULT1C4",1.56769981043268e-08,1.32898826375028,0.466,0.154,0.000289271969021037
"ANO6",1.96779808764213e-07,1.32889884619696,0.483,0.166,0.00363098103131726
"AC073896.3",7.20912167137941e-13,1.32701198367757,0.362,0.053,1.33022713080293e-08
"PRKCA",1.47250578023558e-09,1.32641933847393,0.931,0.538,2.7170676656907e-05
"PAQR8",2.97372647766935e-10,1.32621509347692,0.69,0.266,5.48712009659549e-06
"PDXK",1.14995676885284e-07,1.32596956292506,0.845,0.503,0.00212190022988726
"ZC3H7B",0.000667239540136134,1.32101001809085,0.397,0.192,1
"FUT9",8.07384955314384e-10,1.32098504199934,0.948,0.541,1.4897867195461e-05
"ZNF334",0.0190896116678058,1.32073051138337,0.414,0.29,1
"MYO15B",3.62534875691137e-13,1.31994455063774,0.603,0.163,6.68949352625286e-09
"ARAP2",6.92142693790593e-13,1.31960673290138,0.914,0.426,1.2771416985824e-08
"ENSG00000286776.1",4.36971290655627e-12,1.31930126397288,0.379,0.062,8.06299425517762e-08
"WDR91",0.000665518915800526,1.31873657511097,0.466,0.269,1
"SYPL1",0.0034831017834299,1.3174724179476,0.517,0.325,1
"UBN1",0.920975474579171,1.31746996442251,0.293,0.314,1
"AL359918.1",0.0128377080710114,1.31496783627673,0.259,0.136,1
"COMT",0.0191118756674217,1.31492105931541,0.448,0.314,1
"WNT7B",0.000153807078389269,1.31458339703874,0.259,0.089,1
"CAMKMT",0.00187624239272434,1.31449141995554,0.293,0.142,1
"AC008269.1",0.015409183632435,1.31443238724522,0.259,0.133,1
"RPS6KA2",0.00470083256287881,1.31433159582667,0.603,0.399,1
"ZNF438",1.89252169149009e-05,1.3140887101341,0.414,0.169,0.349208102513752
"CTDSP2",5.36409644599427e-05,1.31352738833842,0.621,0.349,0.989783076214863
"STIM1",3.68364121079895e-06,1.31203124486373,0.603,0.275,0.0679705476216623
"ASB3",4.71981350835149e-08,1.31101955047645,0.914,0.633,0.000870899988561016
"ENSG00000288969.1",1.07143100501573e-06,1.30945881750911,0.276,0.068,0.0197700449045503
"WDFY2",7.72207758096629e-05,1.30889424066141,0.586,0.343,1
"AC097537.1",4.73675160970615e-06,1.30874365360265,0.741,0.444,0.0874025407022978
"PLEKHM1P1",0.122799307323994,1.30854991513939,0.259,0.18,1
"CDC16",0.0315959811251861,1.30819938230828,0.534,0.417,1
"TECR",1.48555238367693e-06,1.30702269123072,0.828,0.547,0.0274114125836067
"DDX10P1",1.27932017704248e-08,1.30683108292109,0.293,0.056,0.000236060159067879
"PHF21B",3.28224201362642e-10,1.30681752687863,0.431,0.115,6.05639296354346e-06
"ARHGAP5",6.22865894590446e-11,1.30659493819913,1,0.728,1.14931214869829e-06
"MTMR14",0.0394759784788373,1.30552745634218,0.276,0.166,1
"LMAN1",0.000240869258702226,1.30509380716301,0.741,0.515,1
"ZDHHC2",3.54312934933952e-06,1.30468393214649,0.776,0.456,0.0653778227540129
"PTPN9",3.76949158838436e-06,1.30313454489089,0.534,0.246,0.0695546587888681
"DCUN1D5",0.746366152736531,1.30296806022286,0.362,0.352,1
"MTERF1",0.00199982464680348,1.30274126686875,0.397,0.219,1
"PMP22",2.88371864563072e-14,1.30183236134172,0.879,0.358,5.3210376449178e-10
"CPNE8",3.66930537707774e-10,1.3008797251356,0.724,0.299,6.77060228178385e-06
"OLFM2",1.32774233305156e-07,1.3002098580119,0.5,0.192,0.00244995015294675
"LANCL2",0.165088898407716,1.29964052108187,0.517,0.432,1
"RNF170",2.84507236505884e-05,1.29960633971422,0.621,0.352,0.524972752800656
"KIF1BP",0.00444738318714592,1.29913016595846,0.603,0.346,1
"AC006020.1",2.76767821681686e-17,1.29897285826852,0.328,0.024,5.10691984567046e-13
"NKAPP1",8.81745667818221e-06,1.29810974424883,0.259,0.071,0.162699710625818
"URB1",0.792674106653828,1.29719773894362,0.293,0.269,1
"RHOBTB3",5.06245414196813e-11,1.2969661669693,0.914,0.536,9.34124038275959e-07
"RRNAD1",6.00000988196718e-06,1.29689815715111,0.672,0.364,0.110712182342058
"GTPBP3",1.57046960334734e-06,1.29511180901976,0.448,0.16,0.0289783051209651
"MCEE",0.0126484610992839,1.2945643138422,0.276,0.151,1
"VAMP5",9.56279271057971e-08,1.29410832975356,0.259,0.05,0.00176452651095617
"NRP2",2.61023081980145e-05,1.29233498414646,0.483,0.222,0.481639790869763
"ENSG00000288872.1",4.15724111699284e-08,1.2909578652044,0.259,0.047,0.000767094130907519
"SLC41A1",2.26228328455355e-07,1.28998233541142,0.569,0.234,0.00417436511665822
"ATL2",7.43348017072247e-07,1.28989389293945,0.69,0.414,0.0137162576110171
"TLDC1",0.080819011748888,1.28822058767645,0.31,0.195,1
"ELOVL5",5.89554673041221e-11,1.28542806308075,0.862,0.544,1.08784628269566e-06
"KEAP1",9.92037863955296e-06,1.28474625670056,0.5,0.204,0.183050826657031
"AC244669.2",0.00104258355368152,1.28392225189517,0.276,0.115,1
"AC079414.3",0.00481257338464714,1.28039272098271,0.379,0.222,1
"STK3",2.98289613847038e-06,1.28008028279794,0.552,0.249,0.0550403995470555
"CTSA",0.00238094888588218,1.28005625369974,0.466,0.287,1
"PNPLA8",6.10261489746776e-07,1.27699702867975,0.862,0.621,0.0112605450088075
"TMEM132A",2.17800044023264e-23,1.27625278176844,0.586,0.077,4.01884641231726e-19
"KIAA0930",1.85706386668761e-12,1.27299083613342,0.914,0.485,3.42665424681198e-08
"INTS9.AS1",7.35884038018218e-19,1.27052617074148,0.379,0.033,1.35785322695122e-14
"HIP1R",0.000801367726057758,1.26737057556008,0.741,0.485,1
"TFE3",0.0476619840168547,1.26670262299358,0.293,0.186,1
"ATP8B2",0.0791695759619278,1.2666512720913,0.466,0.322,1
"ABCD3",0.00210966921973712,1.26620298841185,0.586,0.396,1
"CYP7B1",0.000162891677881264,1.26257437815862,0.397,0.183,1
"HDAC1",0.00161680647446522,1.26172526630349,0.379,0.195,1
"NSUN5P1",0.356231484195996,1.26147666674817,0.293,0.251,1
"SLC25A29",1.1314392043923e-06,1.26105418554606,0.448,0.175,0.0208773161994467
"HILPDA",0.0108546916527208,1.26034902223619,0.293,0.157,1
"CRYL1",0.000820424543874026,1.25969036470315,0.5,0.29,1
"TP53",4.13053516406949e-05,1.25925710104085,0.552,0.287,0.762166348474102
"ARSD",2.47293022265084e-05,1.25910547515402,0.345,0.124,0.456305084683534
"RFTN2",5.66353805570517e-13,1.25875102028619,0.897,0.42,1.04503604203872e-08
"TET1",1.40494592134112e-05,1.25629967351587,0.638,0.334,0.259240621405863
"NDUFAF6",0.000140011071418448,1.25339182395963,0.586,0.32,1
"AC005005.4",0.273011792340077,1.25188162279494,0.328,0.249,1
"DDX27",0.822948853531481,1.25141285688673,0.569,0.562,1
"CCDC18.AS1",2.65831506249005e-07,1.25083498670929,0.845,0.464,0.00490512295330664
"RAVER2",0.0009966081902003,1.25053550022976,0.397,0.213,1
"NECTIN2",0.000259553208755322,1.25036119578989,0.31,0.115,1
"CNNM3",0.154971011657166,1.24879105088809,0.293,0.216,1
"TMEM176B",1.09056189514199e-08,1.24850765200775,0.328,0.074,0.0002012304808916
"GSN",8.03750435737972e-08,1.24799860625175,0.724,0.373,0.00148308030402371
"LMBRD2",0.000539612052632938,1.24779413434296,0.655,0.411,1
"OTUD7B",7.07020146993482e-05,1.24613156068157,0.69,0.432,1
"STX16",3.3798131277597e-07,1.24378401809858,0.81,0.5,0.0062364311833422
"ORC3",0.0800099082267427,1.24257093566432,0.569,0.506,1
"ZNF81",0.00170309212399185,1.24132032669728,0.276,0.121,1
"COMMD7",0.789830905993317,1.24068754237806,0.293,0.314,1
"ENSG00000289331.1",1.88408803635285e-19,1.24033567113418,0.448,0.053,3.47651924467827e-15
"AC104653.1",1.42635951380792e-08,1.23938496596575,0.276,0.05,0.000263191857487838
"ZNF621",5.81540777836708e-10,1.23722354381201,0.672,0.24,1.07305904326429e-05
"GOLGA3",0.0228377715532959,1.23576105639693,0.69,0.5,1
"TDRP",0.000119213367719055,1.23408584605751,0.397,0.172,1
"NIPSNAP2",0.000155092311311231,1.23036784383978,0.638,0.423,1
"ZNF516",6.90152220876262e-10,1.23013571088159,0.741,0.302,1.27346887796088e-05
"TMEM179B",0.0228642765251791,1.22961372635805,0.328,0.21,1
"UBE2G2",0.00063216781212215,1.22959133987986,0.845,0.648,1
"GPR75",2.473570370874e-14,1.22908299205457,0.517,0.109,4.56423204833671e-10
"LAP3",4.77374881683658e-09,1.2270940851354,0.776,0.391,8.80852131682686e-05
"PLPP1",7.90570283059709e-06,1.22668903042016,0.638,0.334,0.145876028630178
"AL589935.1",1.17384369491239e-07,1.22623673028113,0.31,0.071,0.00216597638585235
"ETFBKMT",0.0232028295069333,1.22621138473529,0.362,0.219,1
"PDE4DIP",4.3863346168021e-07,1.22599883883947,0.983,0.71,0.00809366463492324
"GTF2IP12",6.61583845238155e-11,1.2250400105763,0.621,0.216,1.22075451123344e-06
"HMGN3",6.87662960381011e-07,1.22395861116671,1,0.805,0.0126887569449504
"FAHD2CP",0.0343782902586137,1.22324708799314,0.293,0.189,1
"CNN3",3.02988257235337e-14,1.2226629750379,1,0.781,5.59073932250644e-10
"NDUFS1",9.13444715007078e-05,1.21959992882407,0.655,0.379,1
"SDHAP3",0.0870659115406598,1.21880934576253,0.431,0.314,1
"GARNL3",6.65133005152582e-09,1.21762663129615,0.862,0.47,0.000122730342110754
"HIST2H2BF",2.51145024274931e-05,1.21639761647743,0.259,0.077,0.463412798792103
"ATF7IP2",0.0281850382147581,1.21595614721785,0.293,0.178,1
"AIFM1",0.0108892224262516,1.21367823765938,0.414,0.272,1
"ENSG00000288542.1",3.7475543349026e-14,1.21116717123689,0.293,0.027,6.91498725876228e-10
"MBTPS2",0.0196610950027356,1.2107295737578,0.414,0.263,1
"ATP13A1",0.00262437114266806,1.21051598863008,0.293,0.136,1
"ETAA1",7.01922733733453e-06,1.21048599881504,0.414,0.154,0.129518782828497
"LRSAM1",0.278660367307045,1.20812893565675,0.414,0.367,1
"TMEM168",0.00202240540110254,1.20792250904646,0.586,0.399,1
"PTPA",0.0680547931633949,1.2063596516604,0.362,0.266,1
"RXRA",1.08020656245604e-09,1.2058217098328,0.552,0.178,1.99319714904388e-05
"AL450998.2",0.000111038530943607,1.2038804340809,0.362,0.148,1
"MTIF3",0.00605641830394482,1.20364534538065,0.638,0.518,1
"CCDC144A",0.00573521691753843,1.20342309790616,0.603,0.364,1
"WDR17",3.0160167107288e-06,1.20273095589652,0.776,0.467,0.0556515403463678
"UBR4",2.30499906269662e-05,1.20189427690959,0.897,0.719,0.42531842704878
"UGP2",9.19536262528101e-10,1.20107803436862,0.931,0.497,1.69672831161685e-05
"GPD2",1.74141938299576e-08,1.20032454340691,0.776,0.393,0.000321326704550378
"TBC1D16",0.00659651331711746,1.19953896573574,0.276,0.142,1
"CC2D2A",9.46733522062946e-07,1.19943151141611,0.828,0.488,0.0174691269491055
"LCA5",0.00032491192980367,1.19741804188815,0.483,0.26,1
"ZFP36",7.64192024465882e-14,1.19610136961984,0.707,0.222,1.41008712354444e-09
"ACADM",0.000270251322234982,1.19522444928212,0.81,0.598,1
"DSE",0.0114618454881037,1.19521171622141,0.414,0.278,1
"AC090625.2",5.52446801400305e-13,1.19497513773431,0.276,0.027,1.01937483794384e-08
"AC097103.2",0.00361429889300231,1.19424927776919,0.379,0.222,1
"POT1.AS1",2.79560410836866e-08,1.19380529341026,0.724,0.311,0.000515844870076185
"AC122718.1",3.79230587193346e-07,1.19339494853082,0.828,0.538,0.00699756279489162
"VSIR",1.22858425125537e-12,1.19338129293118,0.397,0.071,2.2669836604164e-08
"ZBTB20",1.93037479963619e-11,1.19316255090956,0.983,0.663,3.5619275802887e-07
"AC245297.1",0.0399894344085731,1.1929413583821,0.431,0.328,1
"PIGA",2.25487796776795e-05,1.19264286809241,0.431,0.192,0.416070082612542
"TCF7L1",6.77577853689022e-10,1.19159147465363,0.397,0.095,1.25026665562698e-05
"POM121C",0.0378930825494346,1.19155080975608,0.5,0.411,1
"C20orf194",5.46734525054507e-08,1.19118756160922,0.966,0.642,0.00100883454563058
"LRRC37A3",0.630812299402018,1.18903867649454,0.293,0.266,1
"WDR11",0.00340471453968802,1.18710180817584,0.724,0.527,1
"ZNF827",0.127844540301058,1.18675770457728,0.621,0.5,1
"NSUN4",1.44781969980425e-06,1.18613433925046,0.552,0.263,0.0267151691007879
"TAPT1",0.16030907091395,1.18558030158874,0.397,0.299,1
"WIPF2",2.00708719523386e-06,1.18398895425428,0.845,0.485,0.0370347729264551
"LINC00513",0.000567298220106588,1.1835073658346,0.5,0.263,1
"CSPG5",1.3362291994643e-06,1.18259939306229,0.534,0.254,0.0246561011885152
"MRPS31",0.094071725427465,1.18107761914374,0.466,0.376,1
"PI4K2B",0.000263760012934697,1.18064985370235,0.276,0.107,1
"NRBP2",1.46995725124765e-07,1.17929272068717,0.776,0.45,0.00271236512000216
"ANO8",3.2077808091762e-07,1.17855818358354,0.293,0.074,0.00591899714909193
"KANK1",1.39865895383599e-14,1.17696352886121,0.879,0.367,2.58080550161817e-10
"NEK1",1.76441599624599e-07,1.17657474669857,0.862,0.577,0.0032557003962731
"ASRGL1",0.00111100134519776,1.17545729146318,0.5,0.302,1
"KIAA0319",6.79588672099517e-08,1.17465561947826,0.793,0.376,0.00125397701775803
"OGFRL1",1.16195645486911e-11,1.17451256457842,0.793,0.367,2.14404205052449e-07
"JARID2",1.02435330880485e-05,1.17421373882909,0.776,0.509,0.189013672540671
"POLR2J2",2.41599168276652e-05,1.17397286673008,0.397,0.169,0.445798785304079
"CFAP221",0.00165944427580236,1.17366463148889,0.345,0.163,1
"CDH10",0.00023131722777769,1.1735378590602,0.741,0.447,1
"PHF7",2.14964368159442e-16,1.1725057737427,0.586,0.112,3.96652252127803e-12
"KLHDC1",0.184745411986114,1.17164263390368,0.31,0.231,1
"RBM6",4.09378143954671e-08,1.17115041661341,1,0.923,0.000755384551225159
"TVP23B",0.00688375283100667,1.16831592724583,0.448,0.287,1
"IRF2",9.28193761575307e-10,1.16627374461665,0.655,0.269,1.71270312885876e-05
"NKAIN3",1.03333073303945e-11,1.16459978403941,0.897,0.544,1.9067018686044e-07
"AL157871.3",0.00341713156746307,1.16404059878694,0.293,0.139,1
"NPC2",0.0345942373664222,1.16398832838938,0.431,0.317,1
"DPM3",0.34507499655013,1.16388550497261,0.293,0.257,1
"C1orf198",8.93051354310238e-09,1.16351896292257,0.845,0.414,0.000164785835897325
"ILDR2",0.00324390789502277,1.16109960745469,0.431,0.246,1
"TTLL3",0.000618012403296943,1.16100083576767,0.431,0.225,1
"BBS10",0.000554153394998774,1.15923806528741,0.328,0.139,1
"TOB2",1.37751905114308e-06,1.15810417295378,0.845,0.586,0.025417981531692
"FAM53C",0.00027867203224407,1.15802507958565,0.603,0.361,1
"TFRC",0.00115412495311116,1.15777985974235,0.759,0.55,1
"IGHMBP2",0.000322484952616635,1.15777651978006,0.379,0.18,1
"SDHD",2.702893244486e-05,1.15748611098505,0.724,0.467,0.498737861472557
"CYR61",2.87177291605793e-06,1.15725490322503,0.362,0.124,0.0529899538471009
"PAN2",0.0212547378235625,1.1569589687231,0.293,0.16,1
"ST5",2.23395442575375e-06,1.15585896661314,0.586,0.299,0.0412209270640082
"TRAK1",3.11719902914548e-09,1.15582920517202,0.897,0.497,5.75185564857923e-05
"ENSG00000286242.1",0.349843524218844,1.15550510196366,0.362,0.337,1
"ENSG00000286129.1",0.00659086524586996,1.15549650878997,0.379,0.216,1
"NR2E1",6.97324368561294e-06,1.15524707454674,0.414,0.166,0.12867029248693
"CDC14A",1.77341015435564e-13,1.15524214048818,0.379,0.056,3.27229641681703e-09
"REPS1",2.64007104486799e-06,1.15416961228626,0.793,0.494,0.0487145909199042
"FADS1",0.000194289484018249,1.152583371287,0.914,0.663,1
"SEC24B",0.111243954400026,1.15228580246776,0.5,0.396,1
"TECPR2",0.000195208241929655,1.15212331685743,0.483,0.26,1
"NCSTN",0.0169615788330126,1.15182967953314,0.552,0.391,1
"KIF9.AS1",2.40522130465872e-05,1.15131991469976,0.448,0.192,0.443811435135627
"AL353743.1",0.00857124815101881,1.14988096415707,0.362,0.21,1
"HACD3",5.06521868161455e-07,1.14983971749071,0.897,0.781,0.00934634151131517
"TCF25",0.883064663133177,1.14978781028721,0.638,0.66,1
"OTUD5",0.63077515669694,1.14976282297119,0.276,0.254,1
"AL136164.3",1.28681243499936e-21,1.14852619665046,0.879,0.222,2.37442630506081e-17
"ENSG00000286747.1",8.19348828978896e-12,1.14842226435808,0.293,0.036,1.51186245923186e-07
"WDR59",1.23703516198236e-06,1.14636619963807,0.828,0.512,0.0228257728088985
"AC068620.3",7.85104707115714e-05,1.14511970570569,0.379,0.157,1
"SPRED2",0.0451435194058983,1.1447091682624,0.362,0.24,1
"HEATR5B",0.027081142765148,1.14357389725318,0.672,0.503,1
"PPP3CC",2.66301302586977e-05,1.14341212158462,0.517,0.246,0.49137916353349
"C2CD6",3.14063783756466e-06,1.14330837363753,0.293,0.083,0.0579510493787431
"AC073861.1",0.0593582973063415,1.14187173460005,0.397,0.657,1
"AC015883.1",2.92413648182673e-09,1.14098837586138,0.31,0.062,5.39561663626668e-05
"POLR2J",0.0146777168550384,1.14051332196565,0.552,0.396,1
"GLE1",0.471291713898157,1.14050169130329,0.431,0.385,1
"NDUFAF1",0.00219237812823621,1.14038303369571,0.431,0.249,1
"ALOX12.AS1",3.75942693644967e-08,1.13961152824226,0.603,0.237,0.000693689458313693
"NUP85",0.0225415912916713,1.13820146741271,0.517,0.373,1
"FBXO2",2.45481182448527e-05,1.13809616407022,0.328,0.118,0.452961877854022
"DOCK4",1.25082453793313e-06,1.1357595637969,0.862,0.654,0.0230802143739422
"BAG3",5.2728079128148e-18,1.13527773491903,0.69,0.166,9.72938516072587e-14
"NDUFAB1",0.537656460547518,1.1338348429204,0.603,0.633,1
"DCAF8",7.64452985656666e-06,1.13102976691254,0.828,0.515,0.141056864913368
"ARSG",0.0187977949937398,1.13100887033591,0.259,0.136,1
"SEC14L1",4.49820080274625e-06,1.13033984012606,0.793,0.497,0.0830008012122738
"CBR1",1.81925556161139e-14,1.1299126958738,0.897,0.367,3.35689036228533e-10
"FAM182B",0.000597208204170806,1.1289356894683,0.379,0.189,1
"CLDN12",7.224668575086e-07,1.12812529277727,0.552,0.243,0.0133309584547487
"ELMOD3",0.00209471103093015,1.12626592232039,0.397,0.219,1
"RPN2",0.00377291085140623,1.12553468924997,0.793,0.678,1
"MTHFD1",2.08480626361226e-05,1.12490249453622,0.776,0.432,0.384688451761734
"GRINA",0.000477487461529924,1.12472645081016,0.552,0.322,1
"SPDYE21P",2.73304070418343e-06,1.12429432685558,0.448,0.172,0.0504300670735926
"RAD17",0.957847895991265,1.12289114944732,0.259,0.24,1
"PPP2R2C",0.000256840992673653,1.12231935466397,0.776,0.47,1
"AKT2",0.221581153749516,1.12200615026031,0.414,0.337,1
"AC245452.1",0.0169630321094877,1.12105347033966,0.328,0.195,1
"CCDC84",0.074061030400769,1.11635244760048,0.5,0.396,1
"C9orf43",1.06005444151739e-16,1.11616560824339,0.362,0.036,1.95601245548789e-12
"JDP2",0.0739119225947548,1.11556167692532,0.328,0.231,1
"TMED9",0.566523447850894,1.11541760192237,0.293,0.254,1
"XPNPEP3",0.0101249077410924,1.11345936513936,0.466,0.296,1
"DDX31",0.0376720827257993,1.11309778668807,0.259,0.142,1
"SNF8",0.00136069723116995,1.11284989497372,0.5,0.284,1
"FAM114A2",0.000661141718701674,1.11275767129441,0.448,0.24,1
"GRIPAP1",0.269966715372879,1.11258557448014,0.431,0.503,1
"NBPF3",0.00274035438499639,1.11143328055884,0.431,0.225,1
"NUMB",3.30711643794015e-12,1.11088495469773,0.983,0.607,6.10229125128717e-08
"NXF1",1.89711070574079e-05,1.11071756083663,0.81,0.601,0.35005486742329
"NUFIP1",0.977689017619317,1.10759924045008,0.293,0.287,1
"MED6",1.74286923705846e-06,1.10758675507238,0.776,0.423,0.0321594231622026
"TMEM150C",0.474710045473211,1.10535110249349,0.5,0.429,1
"IDE",0.0434592749733997,1.10464622830002,0.5,0.361,1
"AL591485.1",0.142771330949072,1.10133939158258,0.293,0.216,1
"GNG12",5.97294958039072e-05,1.10133685570016,0.5,0.24,1
"TMEM175",0.0015025304990628,1.10066513108769,0.586,0.373,1
"ANKRD20A4",0.000118651173051074,1.09695490029005,0.431,0.198,1
"AGAP4",0.367587006828767,1.09566596470052,0.448,0.337,1
"ENSG00000285667.1",5.45228499649271e-05,1.09558063498842,0.397,0.154,1
"SSR3",7.81416855518575e-06,1.09446109446248,0.81,0.598,0.144187038180287
"CHST12",0.00351093081672845,1.09375213320055,0.397,0.225,1
"SNORD99",0.118829912181974,1.09145371341361,0.276,0.21,1
"NMT1",3.71509048768743e-05,1.09067892580117,0.828,0.476,0.685508496788085
"AC040162.1",0.000489187611421283,1.089367423957,0.259,0.098,1
"PMPCA",0.483830209238901,1.08924108885824,0.328,0.284,1
"PDE9A",0.0139908104300427,1.08857483139278,0.414,0.269,1
"LINC01481",0.0801993210183341,1.08817216553209,0.397,0.29,1
"RBMS3",1.64556457457953e-11,1.08811451946092,0.879,0.385,3.03639575301416e-07
"FOXRED2",0.000101763841284972,1.08682555860319,0.724,0.459,1
"KIFC3",0.00035378460738122,1.08630026704359,0.259,0.092,1
"RAB2B",0.472658272502361,1.08533253644528,0.5,0.435,1
"MAST4",8.84714278455889e-10,1.08526084766981,0.914,0.476,1.63247478660681e-05
"ENDOD1",1.94470411206297e-05,1.08471928181793,0.707,0.376,0.35883680275786
"RF00100-ENSG00000274303.1",1.20532389479102e-14,1.08417593781342,0.448,0.068,2.2240636506684e-10
"PPCS",0.980611262962704,1.08397038100092,0.276,0.281,1
"FOXRED1",0.024345713194961,1.08333280657302,0.552,0.423,1
"RNU6.1331P",4.79913589732975e-17,1.08277305234723,0.414,0.047,8.85536555775286e-13
"SDC3",4.63279780940384e-09,1.08179129317978,0.879,0.562,8.54843851791197e-05
"PLCG1.AS1",0.0205038628827493,1.08078748539004,0.345,0.207,1
"POR",0.000108368945429849,1.07951704443588,0.552,0.29,1
"BAZ2B",3.77196027435948e-10,1.07930836969427,0.983,0.87,6.96002109824812e-06
"TNS2",0.0208146154637068,1.07921484466529,0.276,0.154,1
"ENSG00000288765.1",1.14701729826466e-06,1.07868809989407,0.741,0.393,0.0211647631875795
"TTN.AS1",0.00578156075384252,1.0780642422353,0.397,0.257,1
"IVD",8.08320349398454e-06,1.07792050335048,0.655,0.402,0.149151270871003
"WASHC5",4.62666647886399e-06,1.07669811861387,0.69,0.346,0.0853712498679984
"PITPNA",0.16094992942539,1.07634048883776,0.569,0.423,1
"RGS11",0.00236854000954107,1.07542182016277,0.379,0.204,1
"VPS39",0.217513219583994,1.0736526044795,0.483,0.405,1
"RN7SL262P",1.39578916492401e-20,1.07281957831781,0.345,0.018,2.57551016711779e-16
"CCNL2",0.0459545369372197,1.07102812959468,0.741,0.618,1
"ZFYVE26",0.627747817376908,1.07052776680982,0.276,0.251,1
"SURF1",0.00292269217593906,1.07007744529014,0.328,0.169,1
"LRRTM1",0.00215978622047267,1.07004630675499,0.328,0.16,1
"LYSMD3",0.995504071415516,1.06976852751144,0.241,0.263,1
"PARP4",1.67494749768237e-05,1.06793286315036,0.379,0.145,0.30906131227235
"CEP112",0.010284130970292,1.06689452112261,0.414,0.249,1
"AL356488.3",2.7972432049804e-09,1.06555727477417,0.397,0.098,5.16147316182984e-05
"NFAT5",6.58023117743517e-06,1.06509152942132,0.931,0.63,0.121418425686034
"NMD3",0.000129725301111426,1.06441199686964,0.759,0.524,1
"FUNDC1",0.331459355302358,1.06402711102021,0.276,0.237,1
"EHMT1",9.0046094583947e-06,1.06341641078545,0.724,0.503,0.166153053726299
"RAB6B",0.314807349716315,1.06337931208235,0.569,0.459,1
"GEMIN8",0.00373787261021394,1.06216492809484,0.466,0.281,1
"MIAT",1.05712579584009e-05,1.06170692598895,0.966,0.749,0.195060851848413
"LAPTM4A",6.11410326506282e-07,1.06029340613222,0.793,0.541,0.0112817433446939
"RALGAPA2",0.00241044181435297,1.05997016959004,0.759,0.533,1
"AC105052.4",9.39391309291166e-05,1.05917123527761,0.31,0.115,1
"MAVS",8.99625734334296e-05,1.05758049252039,0.638,0.391,1
"FAM198B",2.93968249398072e-31,1.05709979068746,0.741,0.089,5.42430213789322e-27
"POU2F1",0.00105751311000595,1.05691820287335,0.897,0.672,1
"ZNF407",0.344178988406618,1.05535897295555,0.259,0.207,1
"AC016405.1",6.8635191827976e-05,1.05524923350759,0.31,0.109,1
"CIART",2.45008792271045e-06,1.05487795354137,0.552,0.24,0.0452090223498533
"SWAP70",0.0045873862977095,1.05487436631826,0.431,0.249,1
"ENSG00000289092.1",0.433400623627619,1.05407836653795,0.259,0.222,1
"POFUT1",4.85548567347227e-12,1.05407303752251,0.483,0.109,8.95934216469103e-08
"MRPS5",0.00742477538154292,1.05406067567974,0.81,0.612,1
"NPAS2",0.00211537130830401,1.05384088573837,0.448,0.249,1
"PCYT1A",0.0629876775942213,1.05298238941481,0.414,0.287,1
"VPS53",0.0272586155822983,1.05072154389419,0.345,0.213,1
"AC007191.1",0.111842689630658,1.04972990184119,0.293,0.195,1
"ASL",0.009536527973164,1.04857203207113,0.31,0.178,1
"CRYBG3",1.33449728512229e-13,1.04836646092113,0.586,0.157,2.46241439050765e-09
"NSD1",0.115206032662744,1.04553020382573,0.69,0.565,1
"PTRHD1",0.79873495721485,1.04490434115543,0.293,0.305,1
"AC005160.1",2.85148678684749e-17,1.04444493368813,0.276,0.012,5.26156341909098e-13
"WHAMMP3",0.0281799600490249,1.04324325305796,0.31,0.18,1
"COQ8B",0.000112293818429514,1.04255990458044,0.362,0.157,1
"UNC45A",0.111091706153408,1.04208194663337,0.31,0.237,1
"ECE1",8.50061308133444e-12,1.04157259220466,0.5,0.124,1.56853312576783e-07
"NFS1",0.00506643479124,1.04112082950567,0.397,0.228,1
"ZMAT3",4.23899194674878e-08,1.04039810062543,0.793,0.373,0.000782178794014085
"BCAR3",7.29148277765623e-07,1.03984980796671,0.621,0.266,0.0134542440213313
"MIRLET7BHG",0.0250836816891183,1.03926469458245,0.414,0.26,1
"MIR99AHG",1.76726475638384e-11,1.03883930938342,0.983,0.784,3.26095692847946e-07
"MTX2",0.416539994637617,1.03540491944981,0.414,0.361,1
