"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"DYNLT3",0.919374675989156,-0.592961435049423,0.431,0.402,1
"LSM1",0.0249916568392142,-0.593136192218077,0.207,0.367,1
"SOS1",0.513549172090347,-0.59456389039463,0.638,0.645,1
"CES2",0.300352000514608,-0.595149941306736,0.224,0.293,1
"REEP3",0.297829361289138,-0.595212149736992,0.638,0.515,1
"HIPK3",0.120384032796974,-0.595257091353293,0.483,0.559,1
"DGKE",0.050218497261678,-0.59532995381046,0.293,0.459,1
"POGLUT1",0.294597178816804,-0.595345023849553,0.569,0.488,1
"ZNF292",0.204059486841755,-0.595601379293919,0.966,0.908,1
"SNX14",0.750223461483098,-0.59620591554095,0.741,0.639,1
"RBX1",0.00285603227594533,-0.596289094602376,0.621,0.796,1
"LIN7B",0.00689828857803139,-0.596308678507175,0.086,0.257,1
"PHF10",0.603378321161479,-0.596478880609801,0.534,0.506,1
"ZNF605",0.438460647949773,-0.59660870503804,0.379,0.423,1
"CEPT1",0.629160219101817,-0.596613303424144,0.293,0.257,1
"PPP6C",0.118228704330491,-0.597685389403662,0.345,0.491,1
"COPS3",0.00333453665376051,-0.597766844226893,0.397,0.592,1
"PAFAH1B1",0.941486631603494,-0.59792479884321,0.948,0.828,1
"HNRNPF",0.000737114564030046,-0.598408552030345,0.224,0.47,1
"AC090498.1",0.00662454598598326,-0.598835593173186,0.638,0.689,1
"CWC22",0.55656980668171,-0.599097911405313,0.586,0.53,1
"EBLN3P",0.777486821353302,-0.599116497674927,0.345,0.352,1
"RBM48",0.203810973418672,-0.599330486605184,0.276,0.358,1
"TMED2",0.00515776424208879,-0.599716439104817,0.534,0.695,1
"CAPZA2",0.119015074284775,-0.600398997072001,0.793,0.84,1
"VOPP1",0.100085540992569,-0.602047126473098,0.5,0.346,1
"ZNF441",0.0558968097604007,-0.602129341728397,0.379,0.219,1
"SLC11A2",0.989674117410008,-0.603214259178921,0.638,0.559,1
"DIP2B",0.383328289314112,-0.603651586930455,0.655,0.618,1
"AC093690.1",0.20252841207638,-0.603755026929396,0.431,0.325,1
"TIMM13",0.0045449736673129,-0.604032441609779,0.259,0.488,1
"RNF103",0.847686482877439,-0.604353413273769,0.328,0.314,1
"ATP6V1E1",0.257332361103459,-0.604672242894283,0.655,0.657,1
"MED28",0.767319184841953,-0.604686398882057,0.466,0.467,1
"AL157392.3",0.917833405188984,-0.604770062026547,0.328,0.349,1
"LCOR",0.00629764968117615,-0.605099425295833,0.655,0.808,1
"PTPN1",0.139024268610217,-0.605118843003914,0.483,0.337,1
"SPRYD4",0.638230873014937,-0.605119304339259,0.345,0.278,1
"CDADC1",0.480273204374394,-0.60604485254138,0.259,0.308,1
"RBM22P2",0.00378372824316616,-0.606153161537284,0.276,0.121,1
"DNAJB4",0.895388738330714,-0.606407496276066,0.793,0.651,1
"PIGT",0.31274594280317,-0.606442965894538,0.414,0.462,1
"DBN1",0.577574935341247,-0.607476984249913,0.293,0.314,1
"ACTR3",0.00350016638699179,-0.607519513867631,0.466,0.651,1
"MYCBP2",0.0767373375483957,-0.60817035332683,0.862,0.882,1
"COQ4",0.715791189463529,-0.609959358910895,0.431,0.385,1
"TMEM30A",0.830852428244982,-0.611392317852317,0.638,0.583,1
"LDHA",0.0132595864261052,-0.611517186365829,0.345,0.515,1
"RAE1",0.888593866129484,-0.611876401540491,0.431,0.405,1
"TSC22D1",0.219375358336971,-0.612954781525161,0.914,0.891,1
"SMCHD1",0.913938884400734,-0.613015946933125,0.828,0.76,1
"PPIAP22",0.000109749570445194,-0.613270126707032,0.552,0.817,1
"DANCR",0.605222881816642,-0.613489374890136,0.448,0.47,1
"HIPK2",0.509793864041435,-0.614145268990968,0.724,0.666,1
"EIF1",0.0104538155994221,-0.61441525183664,0.966,0.988,1
"CNKSR2",0.766600700803047,-0.614510272095492,0.552,0.53,1
"DIS3",0.272956646049403,-0.61520737519097,0.345,0.42,1
"ROCK1",0.838654273250902,-0.615239745779832,0.707,0.713,1
"GTF2IRD2",0.0854857153489313,-0.615249392511346,0.379,0.251,1
"PDE8B",0.463359848197961,-0.615348392205395,0.293,0.334,1
"GDI2",0.000742464790713591,-0.615822051516622,0.517,0.793,1
"VPS13A",0.424678087047816,-0.616309977001437,0.552,0.456,1
"KTN1",0.531757136403904,-0.616982587019189,0.879,0.867,1
"RPL23P8",0.0402316560224853,-0.617566231038634,0.155,0.275,1
"VPS37A",0.0537920020615107,-0.618630639166644,0.276,0.385,1
"TRMT1L",0.602326247325897,-0.618771393726074,0.259,0.213,1
"C1orf123",0.497082544455924,-0.618996183280371,0.397,0.414,1
"CTNNB1",0.000764900376792619,-0.619444715218758,0.966,0.967,1
"LONP1",0.593267973020123,-0.619684584946532,0.293,0.26,1
"SBDS",0.582939424873678,-0.619927874496776,0.69,0.698,1
"CTPS1",0.0306329737411333,-0.61997094020507,0.19,0.343,1
"PAN3",0.131853054463349,-0.620125283212007,0.862,0.817,1
"ARID1A",0.377147176404984,-0.622312928764062,0.81,0.766,1
"RPS17",0.00172634097894911,-0.622439290792048,0.172,0.393,1
"RBM25",0.0153820374306961,-0.622643466962977,0.983,0.967,1
"ENSG00000289572.1",0.846464974286637,-0.62292799207408,0.328,0.305,1
"FGD5.AS1",0.171359153042251,-0.623203937980563,0.638,0.695,1
"RDX",0.925556427324797,-0.623362050472327,0.914,0.796,1
"FTO",0.176877258666973,-0.623942713403918,0.776,0.757,1
"ATP5MD",0.0285569719314888,-0.625003465107709,0.724,0.828,1
"SENP5",0.0657054858217067,-0.62511106428273,0.655,0.731,1
"PIK3R3",0.236009850342068,-0.625120754144124,0.379,0.438,1
"FBXO28",0.604452654651477,-0.625378707406218,0.224,0.251,1
"SLTM",0.0853837421294268,-0.625601317870712,0.741,0.814,1
"ARPC5L",0.0177056974920267,-0.625712031685695,0.19,0.346,1
"LCMT1",0.296940949782187,-0.625758814124499,0.397,0.429,1
"L3MBTL2",0.877159375335797,-0.625864502197576,0.293,0.263,1
"COPB1",0.13255701977015,-0.626201927489662,0.569,0.701,1
"UBE2Q2",0.931202822953806,-0.626753141346128,0.345,0.346,1
"ARPC4",0.131316260043023,-0.626797542898396,0.69,0.746,1
"AP001324.1",0.00051626701439458,-0.6270265602877,0.155,0.379,1
"RPL21P119",0.00316024731841506,-0.6270265602877,0.207,0.376,1
"TPP2",0.0619741723696492,-0.627844182888722,0.655,0.76,1
"TRNT1",0.398734494166148,-0.628310096885611,0.345,0.396,1
"MED19",0.383005788096854,-0.628698281263731,0.328,0.373,1
"MRPL43",0.462549528698064,-0.628982913293195,0.431,0.459,1
"MTDH",0.494468273034177,-0.629134223249691,0.707,0.772,1
"MMS19",0.793900300363115,-0.629250196734214,0.414,0.391,1
"SUCLA2",0.178207478274896,-0.629758475131457,0.603,0.63,1
"MOSPD2",0.283821395250271,-0.629793917455016,0.259,0.325,1
"MDM2",0.867227101233234,-0.630613757198119,0.828,0.784,1
"CTAGE5",0.899483846008357,-0.631544677911879,0.397,0.399,1
"HNRNPD",0.0315293245345916,-0.631695224268287,0.638,0.772,1
"SVIP",0.0991679278388006,-0.631739853891781,0.276,0.379,1
"ERI3",0.213576704274947,-0.63179760695944,0.379,0.464,1
"SOX12",0.281573756686387,-0.63191468949745,0.397,0.441,1
"RARS",0.125455760773848,-0.632381059129282,0.431,0.53,1
"KCNJ2",0.805202863956542,-0.63279438628116,0.414,0.376,1
"AC007238.1",0.0731516804379088,-0.632808912881706,0.293,0.379,1
"EXOSC6",0.0311753565578088,-0.632998412839197,0.707,0.793,1
"ZNF271P",0.599800691213201,-0.633433020015906,0.448,0.497,1
"CBLL1",0.148218699065725,-0.633471716969189,0.172,0.26,1
"AC103769.1",0.213658759911597,-0.633569406154472,0.328,0.405,1
"SCYL2",0.861786274874099,-0.63417044740623,0.603,0.595,1
"NAA25",0.250182693192306,-0.634364300929078,0.638,0.663,1
"GGA2",0.0791547313388796,-0.634521096834625,0.276,0.408,1
"SF3A3",0.207435752088075,-0.634838887891699,0.466,0.527,1
"PATL1",0.746636967072924,-0.635182009031244,0.345,0.293,1
"NUP50",0.0241041875459249,-0.635690620850019,0.466,0.612,1
"H3F3A",0.0687111527101101,-0.63579267070365,0.793,0.879,1
"CDCA3",0.0119410560879833,-0.635995024009587,0.345,0.172,1
"TMEM167B",0.781053777182175,-0.636021937200228,0.276,0.299,1
"B3GALNT1",0.230267076922718,-0.636548639903808,0.345,0.426,1
"FAR1",0.300269211791655,-0.636772692962295,0.603,0.583,1
"CLCC1",0.908702298805534,-0.636828319804565,0.741,0.645,1
"ZCCHC10",0.315534114875611,-0.637003251353645,0.397,0.444,1
"PEX11B",0.174932671787316,-0.637314164689537,0.466,0.322,1
"CWC25",0.513468044038766,-0.63736479901552,0.379,0.331,1
"ATP13A3",0.764086923678877,-0.639012506801812,0.707,0.618,1
"GUCY1A1",0.99237699683536,-0.639458749371355,0.345,0.34,1
"TMX4",0.143466191019002,-0.639736847625246,0.483,0.55,1
"NUDCD2",0.536154656951149,-0.63990889724256,0.603,0.482,1
"NDUFAF4",0.0344539420731857,-0.640376537481452,0.31,0.459,1
"C5orf15",0.42719203364644,-0.641029419686675,0.431,0.485,1
"SYN2",0.0088744020292087,-0.641111560986684,0.224,0.393,1
"HMGN1",0.432574457697237,-0.641212210590641,0.724,0.737,1
"HLF",0.0201562269121538,-0.641397065228571,0.448,0.275,1
"MDH1",0.229332485099983,-0.641529459531341,0.879,0.793,1
"ZDHHC13",0.297694029833812,-0.641793270996613,0.414,0.32,1
"SFI1",0.91459935710967,-0.641793270996613,0.345,0.317,1
"TBK1",0.528138297306322,-0.642372984405,0.5,0.533,1
"ATF2",0.169191126373024,-0.642611795179636,0.638,0.722,1
"WDR89",0.190733482032532,-0.642830238511732,0.259,0.175,1
"SEM1",0.022813666607958,-0.643086411183799,0.69,0.811,1
"STX6",0.828605250812813,-0.645268149505808,0.414,0.358,1
"NDUFS4",0.815344975890237,-0.645479323312771,0.621,0.598,1
"ELK4",0.180958563091335,-0.646008558476773,0.586,0.435,1
"AACS",0.696838198975022,-0.6467360768846,0.345,0.355,1
"ZC3H8",0.951404010665441,-0.646830947913427,0.534,0.5,1
"PUS7L",0.662572366615164,-0.64781433634014,0.517,0.536,1
"CFAP36",0.990285999250067,-0.64783606785753,0.707,0.589,1
"UBE2D2",0.197713624235328,-0.648381081438526,0.362,0.435,1
"TEX10",0.780875774304395,-0.648408130470081,0.431,0.423,1
"PHIP",0.200920421144801,-0.648521882186651,0.845,0.885,1
"UBE3C",0.598448795493107,-0.648748948301637,0.466,0.491,1
"IPO5",0.225297000299422,-0.649042216955898,0.586,0.63,1
"CCDC30",0.799034567542315,-0.649746636787784,0.448,0.411,1
"FDFT1",0.450956018950181,-0.650210044989919,0.586,0.568,1
"DCHS1",0.0254496835706928,-0.650276249722493,0.517,0.314,1
"C1orf21",0.0741453205493772,-0.650449259429096,0.586,0.399,1
"CASD1",0.349891256449633,-0.650809145310148,0.741,0.577,1
"GUK1",0.599269697398999,-0.650949839818196,0.397,0.426,1
"MPHOSPH9",0.706672523112136,-0.65116598784992,0.431,0.456,1
"BCL2L13",0.110031980749824,-0.652409945151255,0.431,0.305,1
"CAB39L",8.71394664013597e-06,-0.652794227492246,0.621,0.287,0.160789743403789
"MKKS",0.182047858131316,-0.652804041872892,0.328,0.405,1
"SNHG14",0.316585603775826,-0.6533914661849,1,0.956,1
"CACNA1B",0.191044174709243,-0.653828385217772,0.534,0.364,1
"SLC35F1",0.420731743586763,-0.654088399017089,0.638,0.618,1
"URM1",0.382779795768068,-0.654118264268825,0.207,0.272,1
"ATP6V0A2",0.675023478661707,-0.654644768246516,0.414,0.432,1
"DNAJC11",0.890713303646623,-0.655090478705576,0.276,0.269,1
"AC015813.1",0.528204648055755,-0.655159452855964,0.379,0.364,1
"ZNF276",0.00145061422373367,-0.655219459101268,0.397,0.178,1
"STIP1",0.00193594750521292,-0.655289936715233,0.397,0.627,1
"VDAC2",0.0136986922802882,-0.655298335100158,0.638,0.796,1
"RSL1D1",0.00719122273256527,-0.655581680601721,0.603,0.749,1
"ABHD6",0.612036877850636,-0.65574045446787,0.414,0.328,1
"C12orf57",0.20058256210558,-0.655799983321995,0.517,0.568,1
"USP48",0.5862700849344,-0.656252970047623,0.603,0.595,1
"TIAM1",0.365025561116537,-0.656495146128505,0.655,0.506,1
"DIAPH1",0.0687754948568356,-0.658120329389269,0.655,0.414,1
"STK36",0.00255693802381366,-0.658517268730288,0.431,0.228,1
"STXBP6",0.0445307105336296,-0.658602871144707,0.379,0.251,1
"YIPF4",0.398237808404129,-0.659142013420362,0.69,0.675,1
"TSC2",0.000145692619129915,-0.65948119156997,0.707,0.408,1
"ADAM10",0.600064313571753,-0.659828560552235,0.776,0.678,1
"GSS",0.173159881175322,-0.661718351018939,0.466,0.334,1
"FUT11",0.483727590431545,-0.661917556718965,0.31,0.254,1
"ARL10",0.536907346040411,-0.662384734880479,0.293,0.325,1
"ACBD3",0.277267007249518,-0.662431896418899,0.362,0.423,1
"USP9X",0.0165422362984308,-0.663504542888109,0.638,0.79,1
"PPP4R3B",0.449654758106519,-0.664196352878241,0.517,0.556,1
"ANKS3",0.779017259536468,-0.6643213448929,0.259,0.234,1
"RUVBL2",0.191539095405517,-0.66565065912023,0.259,0.334,1
"AVL9",0.0197550062835283,-0.665717435104199,0.707,0.5,1
"HAUS3",0.591166143392522,-0.665805735763074,0.241,0.284,1
"MIGA1",0.791417325774294,-0.666176314042854,0.69,0.633,1
"PTBP3",0.817947406257275,-0.667802976912766,0.517,0.491,1
"CEP250",0.0323055030810922,-0.668367355668599,0.534,0.322,1
"MED4",0.913556848866667,-0.668591840817877,0.5,0.491,1
"AKR1B1",0.316961626554055,-0.668661898304515,0.431,0.5,1
"GDI1",0.000263720620068776,-0.668911930014711,0.603,0.781,1
"STRIP1",0.890503947168646,-0.669371191454135,0.517,0.479,1
"MFSD14C",0.435753061461806,-0.6694071271447,0.621,0.592,1
"RNF145",0.195047003945334,-0.669504914318663,0.448,0.509,1
"FAM98B",0.258339940383133,-0.669783785894043,0.276,0.358,1
"RNF14",0.26671625733486,-0.670011587035784,0.414,0.45,1
"HIPK1",0.203994699996849,-0.670039800577237,0.672,0.651,1
"AL596220.1",0.231197053469494,-0.670983035158985,0.31,0.37,1
"SERPING1",0.0799767768963435,-0.671002519288196,0.414,0.296,1
"PHTF2",0.0230803725092938,-0.671452848552804,0.379,0.5,1
"C9orf78",0.10141391669499,-0.671572779008253,0.534,0.604,1
"PRMT2",0.0819161843699863,-0.672141683066343,0.741,0.814,1
"NDUFS5",0.000279354402316967,-0.672225773625085,0.759,0.828,1
"COX16",0.424585887776373,-0.67239897699217,0.379,0.423,1
"CWC15",0.0133705119149725,-0.672432969489869,0.569,0.698,1
"LAMTOR2",0.696218352942995,-0.673038958044536,0.414,0.361,1
"PIH1D1",0.126667846252816,-0.675145915296281,0.172,0.284,1
"POLR1C",0.110705690995964,-0.675762925693538,0.241,0.349,1
"RNF4",0.713695852072361,-0.676388720082991,0.448,0.464,1
"ZBTB34",0.0671034923540139,-0.676789535474264,0.138,0.251,1
"NDFIP1",0.209092955169643,-0.677366801239521,0.776,0.757,1
"ITSN2",0.298272905116477,-0.677546254300642,0.414,0.488,1
"GNL3",0.00577924747112453,-0.677658203619544,0.414,0.642,1
"OLA1",0.00456734842522695,-0.67776042990129,0.397,0.598,1
"PI4KAP2",0.361480065855735,-0.67827394201958,0.224,0.272,1
"SYP",0.0802465061074128,-0.678304807522708,0.362,0.482,1
"PEX19",0.616960811947649,-0.678516875477443,0.259,0.281,1
"MRPS9",0.359872322992158,-0.679261028179766,0.414,0.322,1
"RPS23P8",2.91057601056119e-06,-0.679493980181836,0.086,0.399,0.053705948546875
"KIF2A",0.494998163221256,-0.679660203026226,0.776,0.811,1
"SNHG16",0.0325575529771948,-0.679745298890056,0.155,0.305,1
"AFDN",0.615382862266998,-0.679914055499267,0.914,0.811,1
"PSEN1",0.842568187997705,-0.680625601152559,0.569,0.515,1
"DCP1A",0.98856798282088,-0.680725824606375,0.603,0.541,1
"CEBPZOS",0.0634016343881613,-0.680753821889024,0.466,0.565,1
"GOPC",9.9234169487578e-06,-0.681106447608217,0.638,0.296,0.183106889538479
"MFF",0.811301569403564,-0.681189908290546,0.586,0.568,1
"RNF20",0.956417072983282,-0.681196458033191,0.483,0.435,1
"SMS",0.869010184474526,-0.681428509691398,0.517,0.527,1
"H2AFV",0.370365547231544,-0.682214032862396,0.638,0.618,1
"PRDM2",0.0318527193030978,-0.682353634321076,0.638,0.719,1
"TBRG1",0.167433723257625,-0.68304726714395,0.466,0.586,1
"SSNA1",0.606710207674266,-0.683101515443235,0.259,0.231,1
"FH",0.0419746852125002,-0.683169638325234,0.517,0.32,1
"YLPM1",0.0683778006363422,-0.684192335684538,0.672,0.719,1
"CDC42P6",0.000668633188375446,-0.684814312115099,0.224,0.453,1
"PGRMC2",0.18057865118761,-0.684944826245641,0.31,0.405,1
"RSF1",0.0715955112295935,-0.686604777647528,0.707,0.864,1
"CDK7",0.0190485450965277,-0.686946151828585,0.103,0.251,1
"AC131235.1",0.00020277320501981,-0.68805599368526,0.172,0.417,1
"MT.TC",0.137918905520328,-0.688176223281636,0.759,0.698,1
"STK25",0.137930502716323,-0.688326747048364,0.603,0.411,1
"RAB7A",0.0413069611637531,-0.688619285040372,0.586,0.68,1
"SMARCC1",0.474244949918239,-0.688781682578058,0.586,0.583,1
"SLC35B1",0.626444013665054,-0.68942247148799,0.448,0.476,1
"SNED1",5.00864049620393e-05,-0.689587401105758,0.259,0.077,0.924194344359549
"EED",0.0525226405379121,-0.690246392760256,0.586,0.367,1
"HLTF",0.858213612078418,-0.690455553105272,0.828,0.683,1
"NAV3",0.453547139848607,-0.690890683975403,0.724,0.749,1
"KCTD3",0.944583669796476,-0.6909934547045,0.5,0.459,1
"EEF1A1P6",0.000417760716973444,-0.691096291727828,0.517,0.666,1
"SRPK1",0.0625225873804641,-0.691341603592359,0.397,0.515,1
"ZNF606",0.16065122183325,-0.691634184588035,0.293,0.201,1
"C14orf37",0.546157350415665,-0.691735868402088,0.5,0.453,1
"CAMSAP1",0.0125389143911425,-0.692189616970949,0.362,0.538,1
"NAA15",0.309570052925734,-0.692555376820884,0.69,0.672,1
"SF3B3",0.648013196608939,-0.693637335723581,0.5,0.497,1
"NAXE",0.537023889469731,-0.693872072834,0.397,0.42,1
"MRPS22",0.0448849617637246,-0.694156584456056,0.19,0.334,1
"NUDCD3",0.721733301144141,-0.694442543625821,0.603,0.577,1
"USP46",0.476874610524759,-0.694947632588348,0.466,0.515,1
"MEMO1",0.500355370447182,-0.695328886990568,0.328,0.361,1
"TDG",0.0186767087819945,-0.695946156257817,0.379,0.518,1
"ELF2",0.014038930464027,-0.696087566470355,0.552,0.686,1
"SBNO1",0.0023277322105792,-0.696529055571646,0.81,0.834,1
"SH3BGRL3",0.0240089627442272,-0.696739174336686,0.517,0.678,1
"AES",0.035164712969574,-0.697152646678342,0.207,0.331,1
"FXR1",0.0622028952590513,-0.697754911810559,0.793,0.775,1
"ARF3",0.396659453750714,-0.698082528887388,0.397,0.429,1
"SLC5A3",0.833690877393482,-0.698329557556425,0.569,0.533,1
"IDH3G",0.118752711978653,-0.698378005614481,0.293,0.385,1
"YPEL2",0.633034895381524,-0.698441534531391,0.414,0.391,1
"VPS4A",0.929232509450724,-0.698532525263395,0.31,0.299,1
"EPC1",0.0620572228452407,-0.69865344624952,0.638,0.707,1
"LTV1",0.0825801877066145,-0.699335918551262,0.293,0.399,1
"G3BP2",0.0445039016865009,-0.699340630248011,0.707,0.793,1
"TSPAN12",1.19202015056235e-07,-0.70006851138724,0.345,0.086,0.00219951558181764
"YTHDC2",0.256584235715839,-0.700360687549356,0.552,0.55,1
"FNBP4",0.574440605883034,-0.700372709857751,0.569,0.55,1
"NME1",3.33609203613839e-06,-0.700555595709665,0.379,0.701,0.0615575702508256
"AL138785.1",2.48599034477999e-05,-0.700555595709665,0.103,0.388,0.458714938418805
"ACYP1",0.00114437376705608,-0.700636114478538,0.207,0.441,1
"PARGP1",0.490453788761356,-0.700646720005648,0.328,0.266,1
"TUBB2A",0.380912709821299,-0.701100356864341,0.879,0.778,1
"CHCHD1",0.0325561414891817,-0.702041781363588,0.172,0.296,1
"AL118516.1",0.674016949228351,-0.702059091742236,0.276,0.308,1
"TRIM33",0.376801009566064,-0.70226923827044,0.724,0.695,1
"JPH4",0.000848277229723952,-0.702683607553726,0.276,0.509,1
"RGPD3",0.104810489013432,-0.702815783630555,0.31,0.405,1
"PTPN23",0.08398733233476,-0.702880314806954,0.431,0.296,1
"ANAPC5",0.0015294929864749,-0.702991716150931,0.655,0.787,1
"XRN2",0.0432978591891711,-0.703600317692874,0.534,0.683,1
"FAM120B",0.75410997511434,-0.704099001316036,0.31,0.281,1
"EXOSC1",0.198629474208716,-0.704220492462725,0.259,0.364,1
"ELOB",0.0354355181669363,-0.704335606598018,0.741,0.799,1
"RNF24",0.225168782765902,-0.704478074812808,0.328,0.396,1
"ZNF736",0.467308287232539,-0.704585702061086,0.362,0.308,1
"DIP2A",0.44033703529918,-0.705178978257613,0.517,0.521,1
"PPM1A",0.359137052270392,-0.705248337457645,0.569,0.615,1
"AL157938.3",0.00220829101555349,-0.705276384373386,0.569,0.302,1
"HNRNPK",0.00618069702657829,-0.705673425570501,0.862,0.911,1
"RBM33",0.6863841114089,-0.706532150199323,0.569,0.547,1
"BCCIP",0.147220026342186,-0.706798406212179,0.552,0.538,1
"NEDD8",0.0111291122150817,-0.707286132203159,0.534,0.701,1
"PARP6",0.852148579990525,-0.707314878438272,0.345,0.358,1
"HIVEP1",0.0573261141389538,-0.70767947727597,0.672,0.464,1
"SNHG5",0.994929749215797,-0.707913652043952,0.638,0.645,1
"LINC01128",0.00401466682319976,-0.708088424551351,0.138,0.314,1
"NEK3",0.087317421933396,-0.708887081521159,0.362,0.225,1
"C5orf24",0.132078548848925,-0.709675247733264,0.345,0.45,1
"KLHL3",0.235119646822655,-0.709715114366507,0.241,0.322,1
"RPL21P28",0.000678664260761578,-0.710442568475337,0.31,0.515,1
"PHF20L1",0.0234268345480283,-0.711071882250945,0.672,0.737,1
"POLR2A",0.140313764260816,-0.711172566487618,0.293,0.201,1
"DNAJC21",0.529395567867434,-0.711915457874214,0.31,0.367,1
"MEA1",0.0473684564104326,-0.712148623608331,0.362,0.53,1
"MXRA7",0.64669351697243,-0.712421444741614,0.431,0.367,1
"SLC3A1",0.269672187540534,-0.713595815234533,0.224,0.299,1
"TUBB3",0.0820913909138389,-0.713916653489353,0.276,0.358,1
"RAB2A",0.382168336423036,-0.714096856206295,0.828,0.784,1
"SMARCD3",0.744883059867967,-0.714207652676508,0.293,0.302,1
"DDX1",0.00413996550163836,-0.714344326869418,0.621,0.781,1
"RAB6A",0.0529592489877294,-0.714620381654116,0.724,0.76,1
"DYNC1H1",0.00248115865452166,-0.7150427712207,0.966,0.953,1
"HMGN2P41",0.226520494755817,-0.715253743299436,0.19,0.251,1
"CEP57L1",0.786657606420508,-0.715511281450593,0.483,0.462,1
"DKC1",0.00760219820036938,-0.715533199079418,0.172,0.364,1
"INPP4B",0.14699916865933,-0.71601817787298,0.466,0.34,1
"FAM13C",0.287681768709621,-0.716103845026471,0.379,0.429,1
"ALDH1B1",0.296015663669246,-0.716340906255009,0.276,0.207,1
"SLC35A3",0.266733535197933,-0.716370229436412,0.362,0.435,1
"RNF181",0.0831445750932932,-0.717191584461166,0.345,0.444,1
"EAPP",0.259991592416887,-0.717552803665179,0.621,0.633,1
"SCD",0.0171373382818029,-0.717808217059627,0.914,0.728,1
"SART3",0.847521588472046,-0.717923053232443,0.534,0.462,1
"UTP11",0.0191534577118673,-0.718153826083555,0.379,0.562,1
"NIPSNAP3A",0.0375449476574191,-0.718245777186946,0.224,0.382,1
"FAM177A1",0.16378331558767,-0.718765080705182,0.569,0.636,1
"MAP4K4",0.718477430077487,-0.718873582248225,0.914,0.864,1
"SLC15A4",0.00338269524746357,-0.719053672774793,0.552,0.299,1
"OXSR1",0.245532925064901,-0.719196404215567,0.31,0.379,1
"AURKAIP1",0.998059389253101,-0.719214409208122,0.259,0.254,1
"PFDN1",0.0847819406602561,-0.719605393621237,0.621,0.695,1
"FRRS1L",0.00704659130027271,-0.719852263760394,0.414,0.58,1
"PCNX4",0.68077207731949,-0.719898659794874,0.69,0.651,1
"SIPA1L3",0.209734932298887,-0.720135964679182,0.276,0.343,1
"ARMCX3",0.431063076798926,-0.720664470257715,0.5,0.547,1
"INSR",0.0904647070217502,-0.720701480356412,0.948,0.914,1
"CHM",0.00208808601378623,-0.720813488334807,0.259,0.482,1
"ZNF576",0.01408749321477,-0.721046469626342,0.362,0.183,1
"HSPA4",0.0267924885883034,-0.721123223365491,0.569,0.648,1
"OVCH1.AS1",0.040693685730176,-0.721314155876462,0.569,0.607,1
"METTL22",0.080105564153471,-0.72134651019052,0.345,0.21,1
"PIGL",0.0318402999653161,-0.721456509431234,0.517,0.314,1
"BDP1",0.188866883348345,-0.721946247993458,0.741,0.683,1
"MAPRE1",0.238405143205457,-0.721961177119713,0.362,0.47,1
"CSNK1G1",0.0672353839186526,-0.722820343026578,0.276,0.408,1
"CWF19L1",0.232822718346429,-0.723115261680164,0.466,0.337,1
"PEX3",0.273740435687633,-0.723299610050854,0.328,0.391,1
"ZCCHC3",0.174165951960191,-0.723381624182835,0.207,0.272,1
"NSUN3",0.050971335674229,-0.723655886486955,0.448,0.272,1
"YWHAZP5",0.000292064982637419,-0.724255431188585,0.362,0.589,1
"FDX1",0.206006318083932,-0.724402574980647,0.19,0.266,1
"C4orf3",0.771161937383357,-0.72442044928605,0.741,0.63,1
"EIF4B",0.0344316760020585,-0.724793264259258,0.603,0.769,1
"CSNK1A1",0.0247384880739807,-0.724877677146096,0.897,0.87,1
"MRPL18",0.484910092341856,-0.725378175084503,0.517,0.524,1
"DHX15",0.869986854607132,-0.725931273456883,0.741,0.663,1
"RICTOR",0.150174881891975,-0.725947143212846,0.741,0.766,1
"CYLD",0.628904055609045,-0.726188093712781,0.655,0.609,1
"HSPA2",0.000603463701443101,-0.726203095393383,0.517,0.257,1
"LSM14A",0.599190581574882,-0.726250939190543,0.362,0.299,1
"SEC11C",0.344329876316991,-0.726403726799869,0.586,0.598,1
"CDK13",0.608670909339384,-0.726471075560387,0.879,0.743,1
"WDR26",0.568284801799458,-0.726562233838615,0.621,0.648,1
"ZNF226",0.00617738649438129,-0.726583547263014,0.69,0.438,1
"ATP5F1E",0.0141738277270889,-0.727426970429989,0.845,0.92,1
"PTDSS1",0.515292483420571,-0.728014883926999,0.276,0.299,1
"ANKRD17",0.0766170218882024,-0.728790538419832,0.845,0.82,1
"WSB1",0.00186743615365793,-0.729107630634378,0.966,0.973,1
"PTPRM",0.193479951519654,-0.729427567533003,0.483,0.334,1
"SRSF11",0.0256492560299696,-0.729981833455323,1,0.95,1
"PHF20",0.0451938939404332,-0.730544424594832,0.586,0.734,1
"RNF157",0.290029778620004,-0.730574461908366,0.345,0.414,1
"SARAF",0.0983892884301557,-0.730904124286726,0.931,0.879,1
"SOAT1",0.308754890009056,-0.731021623462505,0.448,0.355,1
"NFYC",0.804239406624897,-0.731099540108943,0.414,0.405,1
"MPLKIP",0.0363044681605915,-0.731360706348282,0.224,0.373,1
"LYSMD1",0.859963432596662,-0.731402817827808,0.586,0.521,1
"HSPB11",0.607560577305325,-0.731889363065038,0.5,0.411,1
"GSKIP",0.268144877084678,-0.732012174629796,0.19,0.254,1
"NCOA3",0.403824752163056,-0.732471087478584,0.724,0.556,1
"BLVRA",0.223979614634791,-0.732712849499669,0.276,0.343,1
