gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
CCBE1,1.09449822916629E-07,3.36738110991204,0.27,0.078,0.002019568132458
ENSG00000289328.1,1.00186587203894E-20,3.35345758509753,0.574,0.142,1.84864290708625E-16
MIR137HG,1.19638516232737E-10,3.32849190016906,0.365,0.107,2.20756990152647E-06
ABRACL,1.00765548970021E-26,3.30576907130745,0.643,0.132,1.85932590959482E-22
XPR1,2.25996023710878E-12,3.26036953122609,0.678,0.381,4.17007862951313E-08
IGF2BP3,4.84282505700416E-08,3.2234885805236,0.33,0.114,0.000893598079518
JPT1,1.6395739739938E-30,3.16191713601623,0.922,0.48,3.02534189681336E-26
AFF3,2.59122743671704E-21,3.15476646891882,0.835,0.42,4.78133286623027E-17
ZMYM1,0.065065996110164,3.15217136672679,0.217,0.327,1
DACT1,9.38823693717845E-11,3.13143072617957,0.365,0.107,1.73231747964817E-06
GAL3ST4,2.55853954516246E-05,3.09178871846075,0.252,0.096,0.472101716873378
KIF21B,5.0804972212796E-18,3.05542687041759,0.73,0.327,9.37453347270512E-14
RNF182,2.27172838710397E-13,3.04358794832936,0.513,0.174,4.19179321988425E-09
IGFBPL1,1.13371151121269E-29,3.0421309273499,0.809,0.263,2.09192448048966E-25
TUBA1A,3.75409750163698E-47,3.03829610448668,1,0.947,6.92706071002055E-43
FAM117B,1.84471700607791E-22,3.02894578474044,0.835,0.441,3.40387181961497E-18
EML1,8.12990781149225E-12,3.00618005159833,0.557,0.242,1.50013058937655E-07
TTC28,3.45118621473644E-14,3.00509530563672,0.783,0.505,6.36812880343168E-10
PAK5,2.82224742324453E-13,3.0039953347328,0.626,0.295,5.2076109453708E-09
TUBB,3.35929606521732E-34,2.98401547152746,0.922,0.477,6.198573099539E-30
SRGAP1,1.54203767708243E-28,2.98172400680566,0.904,0.541,2.84536792175249E-24
ZNF117,7.7689994308767E-05,2.96135672301822,0.504,0.374,1
PLXNA4,2.57271257742202E-14,2.95390028854121,0.739,0.381,4.74716924785912E-10
ADCY1,7.93307903743738E-15,2.94070907264237,0.67,0.299,1.46381174398795E-10
ZBTB18,1.09022727128726E-26,2.93031898895354,0.904,0.548,2.01168736097925E-22
GPR85,6.14753784593145E-07,2.86573906343791,0.452,0.231,0.011343436833313
BCL11B,1.09334379345791E-13,2.86342592613084,0.574,0.221,2.01743796768853E-09
SBK1,4.03771529807443E-17,2.86288745840789,0.557,0.157,7.45039226800693E-13
EPHB2,3.68081051790083E-09,2.85522346832551,0.435,0.174,6.79183156763061E-05
PLXNA2,6.28842623413764E-14,2.83322345497694,0.704,0.402,1.16034040872308E-09
SEC63P1,0.141676870371174,2.82002040129586,0.191,0.263,1
OCIAD2,1.28596636710197E-23,2.81871682737169,0.704,0.217,2.37286514057655E-19
BAP1,0.803611654757078,2.80729218436611,0.287,0.288,1
MEX3B,2.29771036007714E-06,2.79565145185595,0.27,0.093,0.042397351564143
ENSG00000286721.1,8.67651208570991E-09,2.77983742745527,0.374,0.128,0.000160099001006
SYT4,1.07866173604202E-16,2.77518898810615,0.809,0.473,1.99034663534474E-12
UNC5D,0.001175700042598,2.77128937557947,0.435,0.302,1
CRMP1,4.42719069415457E-26,2.77041119811178,0.904,0.544,8.16905226885401E-22
ST6GAL2,6.57183501379404E-11,2.76027929172361,0.548,0.238,1.21263499674528E-06
NREP,9.3870218594349E-37,2.74363935524687,0.957,0.495,1.73209327350293E-32
PAFAH1B3,1.58917569594101E-24,2.74295601630814,0.774,0.299,2.93234699415036E-20
TSHZ3,8.23258202507606E-06,2.73000609824109,0.383,0.192,0.151907603526703
MLLT11,4.16407527956667E-36,2.72846374374492,0.983,0.658,7.68355170585643E-32
TVP23C,0.5429583715601,2.72201008989511,0.287,0.32,1
IGF2BP2,2.69520755180724E-24,2.71724814232676,0.487,0.053,4.97319697459473E-20
ZNF347,0.729199118792747,2.71365075121242,0.252,0.302,1
RPS3AP47,6.08996634900087E-07,2.71186768284739,0.6,0.352,0.011237205907176
EPN1,0.619018025193202,2.71099109189739,0.226,0.278,1
RNU6.457P,6.81299937473406E-07,2.71061615561515,0.27,0.085,0.012571346446259
ZNF286A,2.15610094200441E-25,2.70558642078393,0.87,0.409,3.97843745818653E-21
CDON,0.000444026523972,2.69346440976561,0.278,0.139,1
SSBP2,2.70509534968144E-15,2.68967479137625,0.817,0.669,4.99144193923218E-11
RUNX1T1,5.83397209799696E-21,2.66596780615932,0.922,0.694,1.0764845315224E-16
LIN7A,0.000112379949423,2.63785434426418,0.261,0.117,1
FNBP1L,1.60009024399428E-24,2.62654997975782,0.965,0.616,2.95248651821825E-20
AC023632.5,6.7053030872249E-08,2.61149285253843,0.104,0.384,0.001237262525655
PDIK1L,1.33210795700769E-05,2.60346790268259,0.426,0.224,0.245800560227059
HS3ST1,1.38263544125831E-05,2.5844297548107,0.287,0.117,0.255123891620983
ANKRD50,2.71978241274997E-07,2.57051148913806,0.626,0.37,0.005018542508006
GLRA2,4.3350495266177E-07,2.56244703620898,0.461,0.246,0.007999033386515
DOK5,9.22677219174014E-08,2.54315323220657,0.565,0.32,0.00170252400482
TENM4,5.46277160869193E-16,2.53490889653753,0.661,0.249,1.00799061723584E-11
LSM11,0.006683990014748,2.53130579948145,0.304,0.203,1
USP6NL,0.008470789203115,2.52557494046686,0.278,0.178,1
GJC1,6.57711036192199E-11,2.51557864508718,0.574,0.295,1.21360840398185E-06
MYCN,2.39786921739915E-07,2.50969944702834,0.304,0.1,0.004424548279945
MLLT3,1.18881270829484E-22,2.50437257761464,0.939,0.712,2.19359720934564E-18
ENSG00000285756.2,1.03673086558E-09,2.50165293310072,0.374,0.114,1.91297579316822E-05
IGSF3,6.43552672437029E-13,2.49638622272317,0.557,0.224,1.18748339118081E-08
FAT3,1.02018965747744E-15,2.48581452782613,0.748,0.374,1.88245395597738E-11
ERV3.1,0.002014747130529,2.46896860008571,0.391,0.281,1
ZNF776,0.114670517435912,2.46563699053781,0.322,0.263,1
ENSG00000289107.1,2.697131903139E-07,2.46533795907541,0.47,0.246,0.004976747787672
FAM19A1,5.78534841253719E-07,2.45946364121785,0.383,0.157,0.010675124890814
AC006387.1,2.38348462867954E-08,2.45253258315106,0.409,0.167,0.000439800583684
NELL2,2.09962182654627E-23,2.44892231741942,0.861,0.349,3.87422219434318E-19
ZNF74,0.014729909490898,2.43473421319489,0.287,0.185,1
ENSG00000287340.2,4.14362624662767E-06,2.42731177554979,0.348,0.149,0.076458191502774
CASC15,1.91335771288884E-13,2.42558081848736,0.826,0.537,3.53052765182248E-09
CACNA2D1,9.82690072758025E-07,2.39965839344467,0.617,0.445,0.018132597222531
PATZ1,0.798802768494758,2.3980694889295,0.252,0.299,1
LINC00710,1.08094352904637E-05,2.39742089955495,0.252,0.089,0.199455699979637
RNF165,1.84176196747151E-13,2.38631168032118,0.661,0.306,3.39841918237842E-09
AC090740.1,1.05836472249768E-05,2.37368660606379,0.513,0.31,0.195289458595272
CHMP1A,0.149352554413905,2.37139842946852,0.304,0.238,1
AKT3,0.009787361989121,2.37122918448154,0.322,0.21,1
NNAT,1.31838314815619E-34,2.37063296211107,0.93,0.352,2.4326805849778E-30
TSPAN14,7.39272560304281E-14,2.36992882388364,0.748,0.431,1.36410572827346E-09
POU3F2,4.8749097279487E-08,2.36515993675907,0.565,0.338,0.000899518343001
TTC9,0.066162944774532,2.36209867835023,0.261,0.196,1
CELF2.AS2,9.22244562657971E-08,2.35980223228298,0.591,0.352,0.001701725667016
EIF4EBP1,9.05155707555776E-08,2.35284520428016,0.27,0.075,0.001670193311582
SETBP1,1.52296738525056E-11,2.35240152892419,0.67,0.384,2.81017941926434E-07
SHISAL1,4.11401070988586E-06,2.33971400542586,0.304,0.114,0.075911725618814
TMSB10,8.11403351673393E-37,2.33538199342827,0.983,0.633,1.49720146450775E-32
AC018643.1,1.39506107002054E-05,2.32384188422475,0.322,0.149,0.257416668640191
FGF9,0.009380837796762,2.31482867753905,0.357,0.238,1
SSTR2,0.00014267649773,2.31226323313765,0.391,0.238,1
NEFM,1.71716472321965E-05,2.29447260475019,0.452,0.285,0.31685123472849
GAP43,3.03649371050447E-17,2.29264488807313,0.783,0.406,5.60293819462284E-13
NT5DC2,0.000170771349378,2.27857068226224,0.27,0.125,1
C11orf95,1.57062662122543E-07,2.27514246976018,0.33,0.114,0.002898120241485
CXADR,3.19996337767035E-29,2.27511935070603,0.974,0.73,5.90457242447733E-25
LPAR2,3.75466519775905E-10,2.27399011389736,0.322,0.082,6.928108222905E-06
VANGL2,5.72576779801255E-10,2.27092111272282,0.496,0.199,1.05651867408928E-05
SOX5,1.33018201280931E-10,2.26623961492767,0.817,0.544,2.45445185003574E-06
ENSG00000288897.1,1.91446391376374E-11,2.26514685261328,0.539,0.224,3.53256881367685E-07
CELF3,0.001474707927268,2.24622897411914,0.313,0.178,1
ZNRF1,0.001762023610418,2.2418929151603,0.374,0.246,1
STARD4.AS1,7.64186774376573E-06,2.24009725678827,0.452,0.27,0.141007743607965
GPR12,0.00495228978698,2.23888279630365,0.348,0.231,1
ACAT2,9.30731539088036E-10,2.23550715318522,0.696,0.445,1.71738583592524E-05
DLGAP1.AS5,1.66206825120934E-05,2.22794297797881,0.365,0.181,0.306684833713147
TRIOBP,2.31379937294885E-06,2.22350451680506,0.322,0.128,0.042694226029652
EPB41,0.417182476035668,2.21939533602347,0.339,0.342,1
MSRA,4.27145992450955E-08,2.21776265485272,0.461,0.238,0.000788169785271
PKIA,2.32843256667769E-09,2.21760946037764,0.67,0.434,4.29642377203368E-05
KIF3C,3.96297864187166E-09,2.21115608181193,0.687,0.448,7.31248818998158E-05
CHD3,1.19188348657153E-09,2.2094579675234,0.661,0.413,2.19926340942178E-05
AFF2,0.001475003581392,2.20827290935798,0.304,0.171,1
LDB2,9.72509294251464E-06,2.19632340422602,0.47,0.281,0.17944741497528
EPHA7,0.000240114390861,2.19309982411174,0.496,0.356,1
ZNF286B,4.50228486858648E-20,2.19091551293017,0.757,0.288,8.30761603951577E-16
DDAH2,1.87936862419536E-06,2.18962171535836,0.287,0.1,0.034678109853653
MAP1B,7.25224691052685E-40,2.18891007826103,1,0.961,1.33818459993041E-35
SYNE2,1.43969066634452E-24,2.18275135899289,0.826,0.349,2.65651721753891E-20
PPFIA2.AS1,0.000459918101919,2.17991728465976,0.313,0.167,1
NCOA5,0.031208363575581,2.1773183485239,0.348,0.26,1
LRP8,6.45691127041766E-05,2.17263430591823,0.591,0.466,1
MPPED2,0.000327892136974,2.17063642142838,0.383,0.217,1
FDFT1,1.83975373871071E-08,2.1668570089882,0.696,0.52,0.000339471359867
LZTS1,5.92526221957403E-12,2.16378113795426,0.426,0.121,1.0933293847558E-07
TUBB3,4.76607222695889E-15,2.15244617520282,0.6,0.242,8.79435647318455E-11
APC2,3.56172310891638E-06,2.14784683598325,0.504,0.281,0.065720914805725
RAI14,2.583473958948E-11,2.14561080764888,0.478,0.174,4.76702614905085E-07
LINC01551,3.13319893207776E-11,2.13982753004249,0.774,0.527,5.78137866946988E-07
BAIAP2.AS1,0.011418986736528,2.13231541107864,0.27,0.167,1
RBFOX1,1.83292527571316E-15,2.13120566263269,0.783,0.423,3.38211371874593E-11
CORO2B,4.04583340205879E-06,2.1187226579845,0.574,0.384,0.074653717934789
SH2D3C,0.144219647136687,2.1171287313967,0.252,0.203,1
PRKAR2B,3.86447976583661E-07,2.11509559277221,0.487,0.242,0.007130738063922
DERL2,0.052095196133988,2.11299117718467,0.548,0.48,1
DOK6,1.43904075083836E-05,2.10795036246107,0.461,0.26,0.265531799344693
MTMR3,0.180341121721922,2.10766072217607,0.226,0.295,1
GPR161,2.81553159072939E-13,2.10680312240543,0.565,0.217,5.19521889121388E-09
KIAA1549,1.15215408746041E-10,2.1061986839812,0.652,0.342,2.12595472218195E-06
ST3GAL2,0.002961791765847,2.09776784964208,0.426,0.324,1
STMN1,2.65847063767398E-41,2.09481609999288,1,0.893,4.90541002063602E-37
HDAC2,1.13522326124001E-16,2.08947710621949,0.896,0.712,2.09471396164006E-12
FLRT2,9.51411589439773E-12,2.08431532634118,0.878,0.63,1.75554466483427E-07
NLN,0.037136410780209,2.08408775680817,0.417,0.37,1
NKIRAS2,1.38955708264993E-06,2.08027846478147,0.461,0.253,0.025640107289057
FBXO25,0.679768152256057,2.07025133933575,0.322,0.338,1
RBM27,0.380173861579551,2.06900788789158,0.226,0.295,1
NUP62,0.005504480661619,2.0680506496537,0.478,0.363,1
RPLP0,1.72704548926436E-26,2.0617982903396,0.957,0.726,3.1867443367906E-22
ZNF761,0.003724715593836,2.06127927072085,0.148,0.295,1
RPS15A,2.54810758379518E-26,2.05785687905817,0.983,0.826,4.70176811361887E-22
FAT4,9.06607643545709E-09,2.05740748530892,0.591,0.342,0.000167287242387
BCOR,5.63736807924821E-06,2.05049273252527,0.383,0.167,0.104020715798288
ZNF462,4.1501117402913E-16,2.04640745948064,0.887,0.609,7.65778618318551E-12
FABP7,1.24231169477779E-19,2.0440253918779,0.765,0.349,2.29231353920398E-15
NFIB,6.09972981426739E-25,2.04301111524214,0.983,0.94,1.12552214532862E-20
ZNF124,3.27739126907055E-09,2.03789055225984,0.461,0.189,6.04744236968899E-05
CBLB,0.000180140454745,2.03770700949321,0.557,0.409,1
SLC44A5,1.54868729432941E-10,2.03720645700079,0.635,0.335,2.85763779549663E-06
WIPF3,1.40012585041685E-11,2.03686145748079,0.713,0.384,2.58351221918917E-07
ZC2HC1A,4.74217920101242E-12,2.03648882257322,0.835,0.637,8.75026906170812E-08
COG8-ENSG00000213380.16,0.338621990112838,2.03120163307027,0.296,0.27,1
MIR100HG,8.55371253628655E-13,2.02954395264986,0.904,0.829,1.57833103719559E-08
SEPT3,9.19894089345695E-16,2.0243779509304,0.896,0.63,1.69738857366068E-11
USP3,2.27934131736638E-05,2.01895968594998,0.696,0.598,0.420584059880444
PBX1,1.53486137425642E-15,2.01802479124147,0.913,0.783,2.83212620777794E-11
RAP2B,1.93026224873129E-15,2.00970893402574,0.852,0.541,3.56171990135897E-11
LIX1L,0.661589496291121,2.0055676378303,0.27,0.274,1
DTX4,0.004058562129074,2.00356079844283,0.365,0.235,1
MOB1B,0.042732459984054,1.99217100613021,0.4,0.324,1
RNF2,1.79609365377653E-09,1.98755014715569,0.774,0.498,3.31415200994845E-05
CDK5R1,1.21085707034071E-15,1.98719311047471,0.87,0.488,2.23427346619267E-11
LINC01102,1.9473788956687E-07,1.9833177615011,0.713,0.466,0.003593303538288
FAM126A,1.32376600324475E-06,1.97984895670547,0.626,0.431,0.024426130291872
FRMD3,0.00845724432898,1.97981453151825,0.287,0.185,1
MIR4500HG,0.00038996709072,1.97659182023052,0.261,0.121,1
KAT6B,7.76362854222858E-05,1.97636011589613,0.591,0.452,1
ADD2,2.25469228053581E-17,1.97436135054559,0.887,0.466,4.16035819604467E-13
UBXN2B,0.001163321367254,1.97191820395539,0.583,0.477,1
RHNO1,0.03427157257788,1.96951648282902,0.278,0.203,1
AL162408.1,5.64496245761345E-07,1.96828423292376,0.365,0.149,0.010416084726788
RPS5,6.51451184077771E-18,1.9656553210059,0.904,0.644,1.2020577248603E-13
L3MBTL3,0.030202889653411,1.9620792061552,0.365,0.281,1
TOX3,3.52059498201049E-07,1.960193664345,0.478,0.238,0.006496201860806
KLHL36,0.030882981207527,1.95721064130086,0.374,0.278,1
RPS4X,1.14969330127476E-15,1.95610940154325,0.878,0.744,2.1214140795122E-11
SPHKAP,4.27962015671452E-07,1.95277865892646,0.348,0.132,0.00789675511317
CERS6,7.00663258357647E-07,1.95206135319846,0.591,0.352,0.012928638443215
MIR181A1HG,3.22305423154337E-06,1.94699759590351,0.522,0.31,0.059471796680438
LRRC7,3.95889602996736E-17,1.94310709333757,0.948,0.829,7.30495495449577E-13
ZNF675,0.012318030778726,1.93982556246338,0.357,0.249,1
ZNF91,6.9246017635887E-11,1.93708642519156,0.861,0.705,1.27772751741739E-06
FOXG1,4.50145710423918E-24,1.93230831444817,0.957,0.633,8.30608864874214E-20
DAB1,8.45138950518379E-10,1.93155878267193,0.696,0.423,1.55945039149651E-05
NRAS,0.000190512819853,1.9312618272091,0.47,0.313,1
MEIS2,3.72086433441755E-09,1.93071675622041,0.661,0.381,6.86573886986726E-05
AUTS2,3.68846669396832E-20,1.92744719050909,0.965,0.73,6.80595874371034E-16
TUBB2B,2.39082773142209E-27,1.91930853477187,0.983,0.705,4.41155533002005E-23
SLC16A7,0.784808877923036,1.9186780565418,0.278,0.299,1
GNG2,2.03931508578797E-11,1.91616724287577,0.757,0.473,3.76294419629597E-07
DYRK2,2.16089261476246E-08,1.91140433496759,0.522,0.27,0.000398727905276
TRIM16,0.295719655180507,1.91120058561352,0.278,0.246,1
EPHA5,6.94225967939724E-10,1.91046999881643,0.652,0.327,1.28098575604238E-05
ZNF33B,0.00384728165749,1.90835244396042,0.452,0.324,1
MAP6,9.07163079926449E-08,1.90608236220568,0.6,0.356,0.00167389731508
BASP1,2.86116606369963E-18,1.90489307650102,0.957,0.633,5.27942362073856E-14
CA5B,0.022299628758249,1.90409788087964,0.304,0.206,1
LHX2,5.85925448206395E-05,1.89287052629376,0.461,0.278,1
ENSG00000287419.1,3.24521964973768E-05,1.88954657950923,0.365,0.178,0.598807929769597
LMO7,0.018831755962516,1.88811872053488,0.417,0.37,1
ARL17B,0.110107538917991,1.88787952460465,0.322,0.278,1
TET3,0.001182425272668,1.87545574731361,0.435,0.302,1
DOPEY2,1.50058507228267E-06,1.87183657155032,0.522,0.288,0.02768879575376
SOBP,5.70282731638707E-08,1.86929624988671,0.73,0.534,0.00105228569642
CNOT6,0.003288218454624,1.86781237966933,0.443,0.31,1
CYTH2,0.174004856489336,1.86119534955657,0.365,0.317,1
SVBP,8.84478340354518E-07,1.86069396820721,0.548,0.338,0.016320394336222
SNN,0.000686461214661,1.8604649598227,0.452,0.317,1
MACO1,2.05209266454397E-07,1.85731982313275,0.722,0.53,0.003786521384617
ENSG00000289040.1,2.54758168928455E-12,1.85560133479609,0.748,0.466,4.70079773306785E-08
SETD1B,0.002401611502971,1.85462475783316,0.4,0.267,1
CCDC88C,0.001536199835107,1.85171685930066,0.287,0.146,1
B4GALT5,4.13665049174505E-07,1.85148263438075,0.643,0.423,0.007632947487368
AC004076.2,0.015519494439929,1.84933983222452,0.287,0.199,1
DCHS1,9.95859138087504E-08,1.84364212626974,0.513,0.274,0.001837559281599
AC115223.1,1.59764658181547E-09,1.84080798352928,0.574,0.299,2.94797747276591E-05
PLXNA3,0.006453806331612,1.84007225817397,0.409,0.267,1
DDX19B,0.16562739624033,1.8389033486415,0.261,0.21,1
PDZD4,3.2813925381667E-07,1.83857058539683,0.443,0.206,0.006054825511425
NKAIN2,8.46635975244086E-12,1.8384357481676,0.583,0.238,1.56221270152039E-07
EZH2,2.18871969175033E-10,1.83580200606835,0.617,0.299,4.03862557521772E-06
ENSG00000289476.1,0.179904464244711,1.83475012235821,0.322,0.292,1
COMMD2,0.002987317632298,1.83233227727206,0.461,0.342,1
PDE4D,1.01080254375454E-08,1.83187357767379,0.852,0.754,0.000186513285374
CELF2,9.34585668125897E-15,1.83127574931636,0.93,0.822,1.72449747482591E-10
SNRPE,7.45852913908046E-09,1.83085012974444,0.757,0.53,0.000137624779674
SQLE,1.16773924623595E-06,1.82956021762997,0.757,0.591,0.021547124571546
ZNF280C,0.029436782663083,1.8273486495592,0.261,0.178,1
DLGAP4,4.79503856909723E-07,1.82697394469034,0.583,0.349,0.008847805167698
BTF3L4,7.87442984675063E-10,1.82348545079132,0.8,0.601,1.45298979532243E-05
AC009135.1,0.001849084344539,1.81796349823218,0.304,0.181,1
ZCCHC14,0.198520995246559,1.81310105706039,0.417,0.42,1
POU2F2,8.64174411871629E-06,1.80045348316317,0.426,0.224,0.159457462478553
DPYSL5,1.82989841681108E-22,1.79534764843966,0.809,0.306,3.37652855869981E-18
SYT13,0.010139661214049,1.79500170205961,0.348,0.246,1
ST8SIA1,0.004224798908722,1.79098770113827,0.513,0.381,1
SMG1P7,0.023359580358295,1.78643592874737,0.148,0.263,1
AC091948.1,8.97083864938648E-08,1.78561584198801,0.313,0.658,0.001655299147585
KLF7,2.28130201253087E-14,1.77851203972358,0.87,0.541,4.20945847352197E-10
RBM15B,0.016939351953253,1.77743593049642,0.322,0.231,1
FGF13,1.04729222111718E-09,1.77209854472059,0.617,0.306,1.93246360640542E-05
URM1,0.02642178051656,1.77066207657589,0.174,0.299,1
DGCR9,0.008971770485746,1.76423717714515,0.409,0.285,1
RACK1,5.91285375621769E-17,1.76278683881398,0.904,0.786,1.09103977509729E-12
DCAF10,0.845516626203784,1.76267144130938,0.435,0.495,1
HNRNPA0,3.3857990866458E-09,1.76256193528434,0.809,0.669,6.24747647467882E-05
DBN1,0.012733162414291,1.76056593454703,0.374,0.285,1
CASP2,1.27933761503176E-12,1.76056271453371,0.739,0.452,2.36063376725661E-08
ZNF626,0.977443099218009,1.76015837487288,0.27,0.302,1
RAB12,0.024250674452806,1.75995096546445,0.53,0.47,1
TMEM108,1.01586124193924E-06,1.75803179300742,0.652,0.47,0.018744671636263
IDH1,1.19802057937106E-07,1.75710908338154,0.696,0.523,0.002210587573055
NEXMIF,0.119279343466623,1.75354233333834,0.391,0.335,1
SOX12,1.34076354871588E-10,1.7522985086356,0.67,0.338,2.47397690009054E-06
NSG1,5.56095845006273E-11,1.75216365978647,0.696,0.37,1.02610805320558E-06
AC074032.1,0.313638444934781,1.75113887663407,0.217,0.302,1
LRRC40,3.88459819924966E-07,1.74928722989891,0.67,0.477,0.007167860597255
MPLKIP,0.211755279046559,1.74264395382637,0.296,0.374,1
MSL2,0.658004722864746,1.74216339326029,0.391,0.395,1
SMARCE1,0.000972045685808,1.73994683004021,0.591,0.484,1
ZNF154,0.198767301829246,1.73971475566779,0.339,0.317,1
ATAT1,9.08804151434975E-15,1.73821167083886,0.661,0.263,1.67692542022782E-10
SOGA1,2.47266878715586E-06,1.73736944244136,0.748,0.537,0.0456256844606
DCAF7,1.61064074247469E-05,1.73648917520058,0.748,0.658,0.29719542980143
NHSL1,2.30529531848298E-17,1.73579460226718,0.878,0.523,4.25373092166479E-13
RGS17,6.73892523199623E-06,1.73473602232608,0.539,0.324,0.124346648380794
CEP170,2.69058572961986E-13,1.7347140894606,0.817,0.577,4.96466878829457E-09
NOL4L,9.53334067153617E-13,1.73408951445628,0.852,0.577,1.75909202071185E-08
B4GALNT1,0.001306051371275,1.7337594983435,0.391,0.242,1
RNF150,0.00015956580122,1.73326452851346,0.478,0.302,1
DLST,0.291990910574537,1.732766035175,0.261,0.224,1
CCDC28B,0.000507887086801,1.73239734837518,0.461,0.306,1
PPM1L,0.010895398510738,1.73036232244697,0.539,0.448,1
TAB3,0.055835257862598,1.72435176834042,0.304,0.224,1
RPL6,1.25452171784846E-19,1.72412196781897,0.974,0.758,2.31484347377399E-15
LMO3,0.136160282962096,1.72380937909892,0.635,0.609,1
CBLL1,0.982173441237052,1.72247923740747,0.235,0.253,1
ACVR2B,0.06928382119305,1.71783814051774,0.391,0.335,1
VLDLR,0.001378773851916,1.7158858998909,0.4,0.26,1
RNF144A,0.580351955820952,1.71391711606941,0.322,0.384,1
ARF6,4.81926190903499E-06,1.7128108351359,0.809,0.726,0.088925020745514
ZNF445,1.70938296712444E-08,1.71017680482997,0.757,0.53,0.000315415345094
RPL11,2.08102172594728E-18,1.70998478054272,0.965,0.758,3.83990128871791E-14
SLC38A1,1.23464723352038E-13,1.70306384736416,0.861,0.601,2.27817107529181E-09
HMGB3,3.26373665589986E-09,1.70219276328462,0.626,0.338,6.02224687746642E-05
RPL39,1.60947667971979E-24,1.69947908345147,0.939,0.751,2.96980636941896E-20
PHC2,0.080383699508071,1.6978318594726,0.365,0.299,1
CSNK1E,1.19430166772976E-10,1.69721126595829,0.887,0.744,2.20372543729496E-06
AL031985.3,5.47972998465035E-05,1.6956966658692,0.261,0.107,1
AC092828.1,7.65137618967246E-05,1.69334975597304,0.374,0.181,1
LRP12,0.00012211470447,1.69240703005805,0.574,0.388,1
COTL1,0.268360252442592,1.69190503756419,0.365,0.37,1
PARD6B,0.044627639724537,1.68747014300205,0.417,0.352,1
