"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","genes"
"110","1.04967689453669e-21","3.28612798274296","1","0.445","6.4646450903831e-17","GLTP"
"111","1.09886787735858e-21","3.53197444892478","1","0.674","6.7675975962883e-17","LAMP2"
"112","1.30959829004126e-21","5.67642324852792","0.487","0.052","8.06542298887709e-17","AC098679.2"
"113","1.39366483664128e-21","3.23017845438236","0.974","0.377","8.58316362942263e-17","PMP22"
"114","2.2254875302299e-21","3.94397412635083","0.718","0.148","1.37061100524269e-16","RASGRP3"
"115","3.98894830004826e-21","2.88035740603598","1","0.433","2.45667358955072e-16","GPRC5B"
"116","4.27181408194012e-21","2.11597339124276","1","0.981","2.63088213864446e-16","SEPT7"
"117","6.20621478265102e-21","4.03232220814262","0.949","0.386","3.82222149819128e-16","CNTN2"
"118","8.21554238103006e-21","2.65620976084613","1","0.45","5.05970608620498e-16","CREB5"
"119","8.72579025755747e-21","2.59830553564738","1","0.857","5.37395244592192e-16","GPM6B"
"120","9.59146650091278e-21","4.3042220723191","0.59","0.082","5.90709647391715e-16","TMCC3"
"121","1.24122015536401e-20","2.37903700604171","1","0.326","7.64430257084034e-16","CSRP1"
"122","1.2730776048295e-20","4.47164043735572","0.538","0.07","7.84050304486347e-16","SERTAD3"
"123","1.81514905390078e-20","3.23892317738524","0.949","0.333","1.11789584782587e-15","AATK"
"124","2.07919188963775e-20","4.25573451487074","0.821","0.222","1.2805119090712e-15","FGF1"
"125","2.38653116029381e-20","1.5394115735635","0.59","0.08","1.46979294569015e-15","RHOG"
"126","3.59632348114194e-20","3.36917042853106","1","0.548","2.21486774233089e-15","SLC24A2"
"127","4.38653804245795e-20","1.24062352201508","0.641","0.117","2.70153718420858e-15","AC108734.3"
"128","5.70165170621998e-20","2.94602133446349","1","0.56","3.5114762363097e-15","EDIL3"
"129","5.80112738903403e-20","2.08262712916875","0.667","0.122","3.57274032508439e-15","DAAM2"
"130","7.17096712027547e-20","2.98271940312723","1","0.621","4.41638352036405e-15","TTLL7"
"131","8.10844477520512e-20","2.90325715135813","0.974","0.461","4.99374788370558e-15","ARAP2"
"132","2.05063778598088e-19","2.88060634588724","0.923","0.328","1.26292629325204e-14","LIPA"
"133","3.19847980583809e-19","3.90253113757074","0.359","0.026","1.9698477580215e-14","TMEM235"
"134","4.14860693040434e-19","2.83320941634167","0.513","0.063","2.55500255022812e-14","SLC31A2"
"135","7.98833851237097e-19","3.24373267599522","0.949","0.527","4.91977803961391e-14","CFL2"
"136","8.93143882582874e-19","0.806542527713766","0.462","0.052","5.50060522966315e-14","AC006210.2"
"137","1.44061395863315e-18","2.9868962956341","0.923","0.321","8.87230918703397e-14","PLA2G16"
"138","1.44592068955866e-18","2.99959008658774","0.41","0.037","8.90499175078493e-14","HAPLN2"
"139","1.74154785616122e-18","2.10523852311432","1","0.867","1.07256707817401e-13","PCDH9"
"140","2.21750061614959e-18","3.4259570994284","0.846","0.258","1.36569210446805e-13","MOSPD2"
"141","2.34466987662739e-18","3.1682571122115","0.949","0.412","1.44401183691851e-13","TMEM165"
"142","3.40920542255456e-18","3.83084144025753","0.667","0.143","2.09962734358868e-13","C21orf91"
"143","3.53600306171458e-18","2.79077247168914","1","0.393","2.17771820561816e-13","PEX5L"
"144","3.56544200005817e-18","2.22095192480485","1","0.855","2.19584876457583e-13","QKI"
"145","4.06931064228191e-18","2.50757055166304","1","0.431","2.50616634526216e-13","SPOCK3"
"146","5.50766977068356e-18","2.14683601179484","0.974","0.377","3.39200858167088e-13","PADI2"
"147","6.30447923552599e-18","2.78576413737717","0.872","0.26","3.88273962678339e-13","P2RX7"
"148","6.50637050969852e-18","3.61809474419934","0.897","0.344","4.00707840580803e-13","KIF13B"
"149","7.43784899278976e-18","4.79999279634667","0.333","0.023","4.58074805918943e-13","LDLRAP1"
"150","8.22586210181354e-18","2.60142283312459","0.769","0.19","5.06606169264391e-13","MCAM"
"151","8.59525286393363e-18","2.52612205367195","1","0.412","5.2935583813108e-13","NIPAL3"
"152","9.33860037069124e-18","2.92303837684956","0.974","0.482","5.75136381029762e-13","REEP3"
"153","9.66647208037116e-18","2.69425403422409","0.718","0.164","5.95329016013819e-13","TMEM98"
"154","1.75617582644446e-17","1.22059339193514","0.667","0.126","1.08157600623235e-12","EFNA1"
"155","1.84256733580998e-17","2.88961597925549","0.897","0.323","1.13478194510529e-12","KCNJ2"
"156","2.28373937562609e-17","5.03358540813351","0.41","0.044","1.40648656926684e-12","SGK2"
"157","2.37485298014645e-17","-3.9473574100819","0.59","0.951","1.4626007048828e-12","GPM6A"
"158","2.71160717427685e-17","2.45962751927614","0.744","0.192","1.66999751042188e-12","ITM2A"
"159","2.80209254510971e-17","3.45489609991968","0.385","0.037","1.72572473575672e-12","CMTM5"
"160","2.81927478454189e-17","2.41214285047908","0.59","0.101","1.73630676155581e-12","SOX8"
"161","3.27568134576802e-17","2.88524672927613","0.923","0.326","2.01739387041815e-12","PDE1C"
"162","6.09901933830783e-17","2.89640386885302","0.974","0.436","3.75620303988364e-12","MAP7"
"163","9.00626988855559e-17","-3.91920193634528","0.564","0.939","5.54669143626473e-12","NRXN1"
"164","9.19593627705662e-17","3.36220045557863","0.641","0.138","5.66350127495086e-12","PLEKHG3"
"165","1.05940820254489e-16","-4.74100284196644","0.359","0.925","6.52457729701322e-12","CCND2"
"166","1.11307916144567e-16","3.04508505304807","0.795","0.237","6.85512063159548e-12","ATG4C"
"167","1.15342120134818e-16","2.8873824885736","0.923","0.356","7.10357515274301e-12","PDE8A"
"168","1.19579825817195e-16","4.49227586041517","0.615","0.124","7.36456273260358e-12","LRP2"
"169","1.50311856350098e-16","2.79931652590994","0.308","0.021","9.25725629703351e-12","IP6K3"
"170","1.59781522476875e-16","1.90270005126772","0.872","0.269","9.84046462478332e-12","PREX1"
"171","1.75637769681998e-16","-4.8751548067073","0.41","0.913","1.08170033214052e-11","MAP2"
"172","1.82610340614234e-16","2.3901029973059","1","0.824","1.12464230474088e-11","SLC38A2"
"173","1.89277355485765e-16","2.95115669003957","0.897","0.354","1.16570244923018e-11","ZDHHC9"
"174","2.03389650689348e-16","2.94069460987458","0.41","0.047","1.25261584170048e-11","NDE1"
"175","2.27485174724569e-16","3.38241934265738","0.59","0.112","1.4010129455762e-11","CDK18"
"176","2.64276244703175e-16","3.35361413862134","0.333","0.028","1.62759810825344e-11","NIPAL4"
"177","2.85693947056223e-16","2.72101842748316","0.897","0.328","1.75950331173516e-11","GAB1"
"178","2.85862621895712e-16","0.787866332809756","0.949","0.424","1.76054212946912e-11","SEPT7P6"
"179","3.00062889460518e-16","-5.75672605112083","0.41","0.897","1.84799731732049e-11","CELF2"
"180","3.10598235478588e-16","2.54924791833145","0.872","0.304","1.91288135284198e-11","TMTC4"
"181","3.26112046719126e-16","2.65343614279569","1","0.522","2.00842626212908e-11","SEMA6A"
"182","4.57815248497734e-16","2.62352775635231","1","0.775","2.81954677092299e-11","FRYL"
"183","5.4238918135728e-16","6.48287559161692","0.359","0.037","3.34041225122508e-11","CLCA4"
"184","7.66503969874733e-16","3.04413892268801","0.897","0.405","4.72066799926752e-11","CLIC4"
"185","8.07459911951853e-16","3.60526183095762","0.692","0.155","4.97290335973788e-11","TPPP3"
"186","8.12009105994468e-16","2.07606081695576","0.769","0.213","5.00092048108813e-11","MYO1E"
"187","8.25752740763341e-16","3.59725650250616","0.385","0.042","5.08556340453919e-11","LINC01411"
"188","1.29156042622418e-15","2.90877522058645","0.846","0.276","7.95433319698688e-11","FAM102A"
"189","1.32974098241527e-15","1.8287430804939","0.256","0.014","8.18947578840089e-11","HPN-AS1"
"190","1.44589851595838e-15","2.52705781159568","0.949","0.707","8.90485519023288e-11","SERINC5"
"191","1.46339853108915e-15","3.82115736485887","0.256","0.014","9.01263253341876e-11","NULL"
"192","1.84879489343296e-15","2.03530026691758","0.974","0.48","1.13861731101856e-10","SGK1"
"193","2.04549094663811e-15","3.64082514457713","0.487","0.082","1.25975650930601e-10","LINC00639"
"194","2.18810074975437e-15","2.71118174478246","0.949","0.466","1.34758560875122e-10","FRMD4B"
"195","2.25581977655659e-15","1.41488257767309","1","0.979","1.38929172578791e-10","PTMA"
"196","2.55904381765967e-15","2.88670271549392","0.615","0.136","1.57603831598206e-10","WIPF1"
"197","2.6770335509933e-15","2.34668489167703","1","0.775","1.64870465305025e-10","RDX"
"198","2.71430998514446e-15","3.10432100737661","0.769","0.237","1.67166209055092e-10","ABCG1"
"199","3.18804225539731e-15","3.0906115783557","0.949","0.595","1.96341958383154e-10","RNF13"
"200","4.17134423317921e-15","2.11805890843013","1","0.763","2.56900577288808e-10","FEZ1"
"201","4.28021687688992e-15","4.68430466532686","0.487","0.08","2.6360571679702e-10","SHROOM4"
"202","4.32351894434458e-15","2.99224750445509","0.59","0.119","2.6627256122535e-10","FAM84B"
"203","5.03405950180277e-15","3.77408742875042","0.462","0.07","3.10032622537527e-10","FAM222A"
"204","5.42525126055011e-15","2.87057110939986","0.462","0.07","3.341249493835e-10","VWA1"
"205","8.22347750683417e-15","5.90051813836718","0.487","0.094","5.06459309213396e-10","LINC01608"
"206","9.57799404532072e-15","2.72041340785146","0.513","0.091","5.89879919269167e-10","HSD11B1"
"207","9.63119089190773e-15","2.31383978902763","0.923","0.424","5.93156153459922e-10","RASSF2"
"208","9.71573335605073e-15","3.80431635336475","0.513","0.089","5.98362870199097e-10","WHRN"
"209","9.74316271450701e-15","1.53477828481079","1","0.785","6.00052162098343e-10","PTMAP5"
"210","1.01624502100934e-14","1.65329772224999","1","0.756","6.25874821089021e-10","GLUL"
"211","1.17973240981358e-14","4.55242573684139","0.538","0.119","7.26561799231891e-10","LDB3"
"212","1.25152013536442e-14","2.27749411715323","0.974","0.478","7.70773705766884e-10","PSAT1"
"213","1.41708037318752e-14","3.6348418088832","0.308","0.028","8.72737289434997e-10","NULL"
"214","1.63824280061317e-14","1.1478588701475","0.282","0.021","1.00894459361363e-09","NKX6-2"
"215","1.72686904301699e-14","2.6145779674879","1","0.487","1.06352683752288e-09","SEMA4D"
"216","1.87446665726139e-14","-5.85946877239665","0.103","0.782","1.15442778020757e-09","FOXG1"
"217","1.88164972113832e-14","2.73046447906834","1","0.525","1.15885161375745e-09","TUBB4A"
"218","2.22060874816963e-14","2.28831993749036","1","0.447","1.36760630973523e-09","PHLPP1"
"219","2.45742726093041e-14","2.536769425712","0.692","0.178","1.51345572718921e-09","FAM124A"
"220","2.7586250958239e-14","-4.96944228995671","0.205","0.829","1.69895443776507e-09","TUBB2B"
"221","3.05986698817829e-14","2.49990760004129","0.897","0.41","1.88448028200936e-09","ENDOD1"
"222","3.13877210773174e-14","2.45906581535423","0.795","0.239","1.93307557798875e-09","LARP6"
"223","4.10079540187019e-14","2.46455915028448","0.949","0.611","2.52555686414979e-09","MBNL2"
"224","4.24725718380507e-14","2.54053182328695","1","0.609","2.61575828179003e-09","APLP1"
"225","4.92226788515949e-14","4.52401842346959","0.282","0.023","3.03147712243318e-09","LINC01299"
"226","5.32408425053462e-14","4.72211514667464","0.308","0.03","3.27894376737676e-09","AC008505.1"
"227","8.52639544765039e-14","1.41114358437979","0.897","0.283","5.25115116434444e-09","KCNJ10"
"228","9.23606156779822e-14","-3.70473451804625","0.308","0.848","5.68821323775989e-09","TUBB2A"
"229","9.71335287891362e-14","-3.15791167495117","0.641","0.951","5.98216263753653e-09","MARCKS"
"230","1.09318150973605e-13","2.33613823136256","0.846","0.281","6.7325769640114e-09","SIRT2"
"231","1.10834878284168e-13","3.89766902932022","0.128","0","6.82598764888703e-09","TMEM139"
"232","1.22832263074819e-13","2.0292993221105","0.949","0.391","7.56487058598887e-09","GSN"
"233","1.50608355688192e-13","2.05833381235182","0.718","0.204","9.27551680176866e-09","ZCCHC24"
"234","2.01271292313188e-13","2.94522019675558","0.718","0.232","1.23956950796923e-08","TMEM206"
"235","2.01436193917068e-13","2.31239626519924","0.872","0.382","1.24058508747704e-08","CDK19"
"236","2.38463675468406e-13","2.25443460671752","0.974","0.567","1.46862623810727e-08","BBX"
"237","2.39856302230953e-13","2.8002071000239","0.821","0.307","1.47720300854977e-08","KCNMB4"
"238","2.62717028195904e-13","-4.33869210404824","0.359","0.831","1.61799536155012e-08","MIAT"
"239","2.6929234764163e-13","2.67196285579478","0.949","0.447","1.65849078142051e-08","RFTN2"
"240","2.79390093388437e-13","2.6709859264849","1","0.653","1.72067976815137e-08","ERBIN"
"241","3.22164724830744e-13","-6.43691669570811","0.179","0.768","1.9841158908151e-08","FNBP1L"
"242","3.90111182539762e-13","2.26522682569464","0.923","0.48","2.40257773990763e-08","USP54"
"243","4.7501126802e-13","-4.71201428919598","0.59","0.897","2.92545189635477e-08","MEF2C"
"244","5.82503007209696e-13","1.81883659091827","0.59","0.131","3.58746127050236e-08","COL9A2"
"245","6.02026245108691e-13","2.56225935601766","0.256","0.021","3.70769903575089e-08","S1PR5"
"246","6.387081980595e-13","2.6180461848791","0.795","0.279","3.93361217938904e-08","TMEM123"
"247","7.23711445140757e-13","2.87665971436105","0.308","0.033","4.45712167718838e-08","AZGP1"
"248","7.26525995340384e-13","2.75146782094377","0.59","0.141","4.47445564750282e-08","TMC7"
"249","7.53758924789227e-13","2.03240764327508","1","0.801","4.64217509009941e-08","AMER2"
"250","7.66593970111379e-13","2.23471757593487","0.821","0.344","4.72122228372495e-08","DUSP10"
"251","7.9096057537728e-13","2.94201298512325","0.359","0.049","4.87128889557606e-08","BOK"
"252","8.57800168533599e-13","-2.4186204960998","0.487","0.913","5.28293389794788e-08","SPTAN1"
"253","8.96436539060018e-13","-3.9056581458409","0.436","0.845","5.52088371310894e-08","SCG3"
"254","9.25118057936533e-13","2.11000117600502","0.949","0.522","5.69752458341372e-08","FOXN2"
"255","1.10879611786551e-12","2.20054530139129","0.179","0.007","6.82874265109831e-08","GJC2"
"256","1.11946106665796e-12","2.13481442567744","0.795","0.269","6.89442487122637e-08","LITAF"
"257","1.23796029023086e-12","2.00861663125473","0.59","0.136","7.62422603944481e-08","ABCA2"
"258","1.25323085562881e-12","2.67270146819047","0.923","0.485","7.71827287056114e-08","PRUNE2"
"259","1.42626626933792e-12","3.63558662131207","0.385","0.061","8.78394607297145e-08","AC110285.1"
"260","1.59812489176904e-12","2.55994934358488","0.872","0.354","9.842371770938e-08","TPPP"
"261","1.68492680523008e-12","-5.75530979406553","0.282","0.78","1.03769587153705e-07","KALRN"
"262","1.68556696055585e-12","3.0180483089591","0.949","0.609","1.03809012399753e-07","FUT8"
"263","1.78976390794807e-12","-4.98406838747431","0.308","0.785","1.10226189798798e-07","NTRK3"
"264","1.93005780762939e-12","3.45571648172335","0.59","0.138","1.18866470198471e-07","LGI3"
"265","2.13312250557233e-12","1.62475421403384","0.718","0.197","1.31372615750683e-07","RAB33A"
"266","2.23666219948365e-12","0.981102197279689","0.462","0.084","1.377493148796e-07","MID1IP1"
"267","2.44726296112997e-12","2.16628822839251","0.205","0.012","1.50719583987111e-07","SMIM6"
"268","2.71484020885881e-12","4.81755018804901","0.256","0.023","1.67198863942988e-07","LINC01792"
"269","3.78465734580906e-12","2.99596118272035","0.615","0.192","2.33085691956343e-07","CERS2"
"270","3.97209261417009e-12","-8.04977826756636","0.256","0.763","2.44629267828893e-07","FLRT2"
"271","4.29826019152279e-12","2.94355045714556","0.59","0.159","2.64716950415314e-07","SNX22"
"272","4.39858002788267e-12","3.84419289713802","0.513","0.117","2.7089534817721e-07","NULL"
"273","4.52296681062886e-12","3.0742099053861","0.436","0.08","2.78555956966199e-07","SEMA6A-AS1"
"274","5.26070458913478e-12","2.35211351209176","0.949","0.632","3.23991013531044e-07","LANCL1"
"275","5.37269118374377e-12","1.33832569860498","1","0.993","3.30887931933228e-07","DPYSL2"
"276","5.39990909026106e-12","2.463936405177","0.538","0.119","3.32564201141908e-07","SYNGR2"
"277","5.49931195748008e-12","1.93729592726291","0.897","0.433","3.38686125525326e-07","C1orf198"
"278","6.05173497224651e-12","4.60849344155797","0.487","0.117","3.72708201735746e-07","PCA3"
"279","6.38518598687194e-12","4.69664858816955","0.154","0.005","3.93244449373482e-07","AC009704.1"
"280","7.61182362025926e-12","5.41215634706942","0.231","0.019","4.68789381300907e-07","SH3TC2-DT"
"281","7.62480253560704e-12","2.28408609782343","0.872","0.368","4.69588713760431e-07","FGFR2"
"282","7.65473408452518e-12","3.06933115212601","0.795","0.311","4.71432108063652e-07","ENPP4"
"283","7.94172338646733e-12","0.605314729070525","0.462","0.089","4.89106918202363e-07","FTH1P11"
"284","8.09418200945349e-12","3.0177074855228","0.667","0.199","4.98496387416212e-07","IPO13"
"285","9.19975107025754e-12","1.91825048772435","0.821","0.3","5.66585069163951e-07","EGLN3"
"286","1.06037750989638e-11","-4.22796960790331","0.359","0.806","6.53054697019882e-07","PTPRZ1"
"287","1.10002221340758e-11","0.813470937785847","0.487","0.103","6.77470680571324e-07","PSAT1P3"
"288","1.16504856518501e-11","1.87299208186543","0.231","0.019","7.17518459840494e-07","AC022075.1"
"289","1.21810477963945e-11","-7.52800051973668","0.179","0.733","7.50194190636546e-07","DCX"
"290","1.26179964914643e-11","0.936253621122678","0.308","0.04","7.77104549919813e-07","ICOSLG"
"291","1.28317664309179e-11","3.05869701263607","0.487","0.108","7.90269999180942e-07","SEC14L5"
"292","1.34857129873533e-11","2.20475061686012","0.795","0.354","8.30544605752128e-07","SVIP"
