"p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"86","6.60586026638343e-26","3.4195365761013","0.629","0.154","4.06835116225756e-21"
"87","7.85152833499303e-26","1.57003674844744","0.974","0.886","4.83552075567216e-21"
"88","9.17865366202012e-26","-5.91255285289802","0","0.591","5.65285743082833e-21"
"89","1.11306656475214e-25","2.60434605106198","0.767","0.303","6.85504305233898e-21"
"90","1.13731069712898e-25","-4.52763437923142","0.026","0.631","7.00435539040822e-21"
"91","1.3483357646166e-25","-3.98155677497726","0.078","0.66","8.30399547354427e-21"
"92","1.56237665643969e-25","2.08426583458736","0.81","0.306","9.6222091140151e-21"
"93","2.23443798575246e-25","-6.20870423519339","0.017","0.603","1.37612332228537e-20"
"94","2.43492897628625e-25","-5.59261273597935","0.043","0.631","1.49959970862541e-20"
"95","2.46379424833945e-25","2.98990016716416","0.474","0.063","1.51737696372482e-20"
"96","2.50488857445206e-25","-5.58518938271313","0.069","0.649","1.54268572634779e-20"
"97","2.82738008807451e-25","-4.01845309010393","0.069","0.669","1.74129857484245e-20"
"98","3.18011542380105e-25","-6.78962920626948","0.06","0.631","1.95853768605635e-20"
"99","3.44718051757528e-25","-3.8372015331104","0.414","0.897","2.12301506535909e-20"
"100","4.62142262023016e-25","3.94796442352922","0.552","0.114","2.84619554912115e-20"
"101","6.58203971844644e-25","2.57517533058386","0.966","0.637","4.05368080139961e-20"
"102","6.87682780307454e-25","1.17645941087178","0.991","0.886","4.23523193907951e-20"
"103","1.56740023335491e-24","-2.88385084052094","0.198","0.769","9.65314781716291e-20"
"104","1.8631781635317e-24","2.58173420452351","0.931","0.703","1.14747553557427e-19"
"105","2.34203149763657e-24","3.40591679198559","0.647","0.194","1.44238693844943e-19"
"106","3.79742583972984e-24","3.12393659454586","0.836","0.443","2.33872065191442e-19"
"107","5.53045678307229e-24","1.64567525504141","0.828","0.391","3.40604241899073e-19"
"108","7.6719071653536e-24","-2.72724750149987","0.155","0.743","4.72489746592632e-19"
"109","1.26873928678083e-23","3.45170124784226","0.81","0.391","7.81378464549707e-19"
"110","1.42580709266352e-23","2.78964180497425","0.69","0.234","8.78111814158685e-19"
"111","1.45356007555216e-23","-7.4509596721424","0.009","0.566","8.95204043730308e-19"
"112","1.48667544153124e-23","1.8021697842394","0.957","0.649","9.15598804175845e-19"
"113","2.17740842096701e-23","-4.12536888802398","0.034","0.597","1.34100052422095e-18"
"114","3.84871741749468e-23","-4.35090770585498","0.112","0.643","2.37030959591245e-18"
"115","3.90340552149643e-23","-5.39377546809005","0.052","0.606","2.403990358524e-18"
"116","3.98472656919582e-23","-3.52433246470232","0.181","0.734","2.45407355217063e-18"
"117","5.52913668559892e-23","-2.60415901523326","0.172","0.706","3.40522941055981e-18"
"118","7.32045595230935e-23","4.58354050605802","0.353","0.029","4.50844920734876e-18"
"119","7.50605137667285e-23","1.41102943063933","0.983","0.871","4.62275186135151e-18"
"120","7.5908354437355e-23","-5.46163030149784","0.034","0.586","4.67496782473338e-18"
"121","9.48883181881017e-23","3.83519457730947","0.491","0.091","5.84388685225062e-18"
"122","9.50907184341158e-23","1.63335831759875","0.957","0.849","5.85635207620189e-18"
"123","9.87284309162006e-23","-5.59313393779146","0.103","0.637","6.08038787483605e-18"
"124","1.10871456113588e-22","-2.33839444062968","0.388","0.866","6.82824036766755e-18"
"125","1.14916040163505e-22","2.4260366570235","0.853","0.386","7.07733416554979e-18"
"126","1.31232955987669e-22","-9.58097552544062","0.009","0.546","8.08224406041255e-18"
"127","1.50696970316915e-22","-3.03554542578659","0.103","0.663","9.28097431090786e-18"
"128","1.55021846057494e-22","1.48735913006415","0.974","0.874","9.54733043314286e-18"
"129","1.57504858111075e-22","3.34556714802688","0.595","0.157","9.70025169648677e-18"
"130","1.57842343060222e-22","-5.04323606173141","0.069","0.617","9.72103638204987e-18"
"131","1.66807124497104e-22","-3.82735680373255","0.121","0.669","1.02731503764032e-17"
"132","1.99872861665173e-22","1.34191334522547","0.897","0.589","1.2309569931373e-17"
"133","2.32443007221582e-22","-5.57149618414172","0.017","0.557","1.43154674857556e-17"
"134","2.66325799864781e-22","-2.55352681116706","0.466","0.9","1.64022070362722e-17"
"135","3.31547394228005e-22","-3.8133185503639","0.164","0.7","2.04190093683201e-17"
"136","3.34221683479539e-22","-3.90231972804871","0.147","0.677","2.05837108204543e-17"
"137","3.6177626428503e-22","-3.22899339577794","0.448","0.877","2.22807147885221e-17"
"138","3.709146770657e-22","-2.72864667349525","0.086","0.649","2.28435222164453e-17"
"139","3.9266776848169e-22","1.03199540759771","0.767","0.274","2.41832298574819e-17"
"140","5.05599248947788e-22","3.13514295192473","0.672","0.22","3.11383409449474e-17"
"141","5.62821023971046e-22","-2.62351927784539","0.095","0.643","3.46624584033048e-17"
"142","5.67897115391081e-22","-4.84035404123827","0.009","0.54","3.49750796455905e-17"
"143","6.13362512183198e-22","-2.87644792613486","0.103","0.649","3.77751570378266e-17"
"144","7.97019054284994e-22","-2.49912944151663","0.19","0.737","4.90860124962499e-17"
"145","1.16580775893121e-21","-4.09009602563427","0.138","0.649","7.17986024492967e-17"
"146","1.20693457082198e-21","-7.23126255137211","0.009","0.529","7.43314794132131e-17"
"147","1.20991719553519e-21","2.27487401990823","0.759","0.346","7.45151703214259e-17"
"148","1.33202283011008e-21","-4.55543339168434","0","0.52","8.20352900379896e-17"
"149","1.38757100615065e-21","-4.288009139619","0.078","0.611","8.54563355558003e-17"
"150","1.74167901496306e-21","1.62422268095456","0.991","0.831","1.0726478549453e-16"
"151","1.83847056249685e-21","-5.83931318424198","0.034","0.557","1.13225886532493e-16"
"152","2.11214881401711e-21","-3.68725824790405","0.095","0.623","1.30080909008872e-16"
"153","2.30304510325833e-21","-4.77321350127994","0.086","0.614","1.41837638774371e-16"
"154","2.96700055825958e-21","-2.30436803329891","0.431","0.874","1.82728663381532e-16"
"155","2.9790417322437e-21","-2.52383999835047","0.621","0.92","1.83470243163693e-16"
"156","4.46999368440719e-21","4.6610906898363","0.483","0.106","2.75293501041586e-16"
"157","4.5863405329815e-21","2.42478572269849","0.733","0.294","2.82458954404732e-16"
"158","4.85945882262446e-21","-4.7193761805792","0.017","0.537","2.99279490508973e-16"
"159","5.14007495807087e-21","-4.48442455149352","0.06","0.586","3.16561796442711e-16"
"160","5.84706973047185e-21","1.47951622489516","0.957","0.829","3.6010348349057e-16"
"161","7.17056994764716e-21","-2.84366926658633","0.405","0.843","4.41613891365746e-16"
"162","7.95521335414887e-21","2.87580792495198","0.828","0.44","4.89937724841966e-16"
"163","7.98162185510577e-21","2.58789609193303","0.922","0.709","4.91564145190399e-16"
"164","9.64681060534355e-21","-4.92755798794721","0.043","0.554","5.94118124751293e-16"
"165","9.78720054114023e-21","-7.08522333709256","0.009","0.514","6.02764319727203e-16"
"166","1.03215761295864e-20","-2.91299914066849","0.241","0.743","6.35674909092838e-16"
"167","1.05183860065541e-20","1.22064920829776","1","0.971","6.47795838985648e-16"
"168","1.15699386539704e-20","-3.11746091540449","0.112","0.637","7.12557811882077e-16"
"169","1.43568690963044e-20","-2.818392794458","0.293","0.766","8.84196497034101e-16"
"170","1.52477843139863e-20","-3.98141891907438","0.052","0.569","9.39065292545473e-16"
"171","2.08654818013635e-20","-2.04552646901792","0.224","0.803","1.28504242770057e-15"
"172","2.16305466729846e-20","1.63508218594811","0.948","0.709","1.3321604779491e-15"
"173","3.433867820685e-20","-2.46648025976485","0.198","0.734","2.11481617472527e-15"
"174","3.4819863965627e-20","-3.42220028115489","0.138","0.657","2.14445096205107e-15"
"175","3.63409766966636e-20","1.66803602302352","0.957","0.711","2.23813173181742e-15"
"176","3.85697487766039e-20","-3.09226336055446","0.121","0.64","2.3753951179047e-15"
"177","4.143125424178e-20","-9.72590685324231","0.06","0.56","2.5516266549885e-15"
"178","5.46854685747654e-20","-2.94126578633061","0.06","0.569","3.36791395311408e-15"
"179","5.50508249890484e-20","1.48115315498614","0.991","0.929","3.39041515860052e-15"
"180","5.71614652892916e-20","-3.58221442292306","0.112","0.62","3.5204031627716e-15"
"181","5.96994917593894e-20","1.81041595878811","0.879","0.529","3.67671259898551e-15"
"182","6.5391495446341e-20","3.62451319057816","0.56","0.166","4.0272660300538e-15"
"183","7.03473823064748e-20","-2.21790210678347","0.276","0.774","4.33248423410886e-15"
"184","7.87160813241755e-20","-3.68746527570563","0.06","0.574","4.84788730051199e-15"
"185","8.17413395813549e-20","-4.86990683026027","0.009","0.503","5.0342038807969e-15"
"186","1.00115587694435e-19","1.70602134132596","0.966","0.749","6.16581869933715e-15"
"187","1.02056286381943e-19","4.14669121553227","0.371","0.049","6.28534050940469e-15"
"188","1.09508337890691e-19","-2.59850835796532","0.086","0.603","6.74429000567396e-15"
"189","1.15449938182999e-19","-2.10010760804234","0.293","0.757","7.11021534287634e-15"
"190","1.17219984054425e-19","-2.49257207097127","0.129","0.623","7.21922715795987e-15"
"191","1.28429268419855e-19","1.60283861936282","0.966","0.78","7.90957335417359e-15"
"192","1.30158220609153e-19","-4.58115524738298","0.147","0.646","8.01605433265591e-15"
"193","1.42190726222296e-19","-2.89662464700956","0.129","0.643","8.75710025585257e-15"
"194","1.83139469570735e-19","-3.54619360597269","0.198","0.689","1.12790105124528e-14"
"195","1.87901037050468e-19","-9.04360435381868","0","0.48","1.15722611688272e-14"
"196","1.88258502049965e-19","1.25931529341761","0.983","0.906","1.15942763657512e-14"
"197","1.89171849777497e-19","1.93114085113441","0.957","0.763","1.16505267122467e-14"
"198","2.59334515685328e-19","-7.90897177773296","0.147","0.597","1.59716348175123e-14"
"199","2.6139565639733e-19","1.52763077240533","0.931","0.783","1.60985742905424e-14"
"200","3.03763447745545e-19","1.57377248676381","0.879","0.491","1.87078794563049e-14"
"201","3.07486834561238e-19","1.7079888275649","0.948","0.717","1.89371916801229e-14"
"202","3.34517072539924e-19","-3.38638570649322","0.034","0.523","2.06019029465163e-14"
"203","3.36875282041361e-19","-2.22169433780766","0.164","0.669","2.07471379950813e-14"
"204","3.82481572412182e-19","2.25399292730528","0.897","0.691","2.3555892600149e-14"
"205","3.82696322038159e-19","1.27008467836551","0.922","0.691","2.35691183853641e-14"
"206","4.30346237346556e-19","-3.66047117774364","0.034","0.523","2.65037337194624e-14"
"207","4.38936818263985e-19","-4.25367385020366","0.043","0.531","2.7032801826424e-14"
"208","4.40395944502303e-19","-3.94160664046578","0.147","0.629","2.71226650340634e-14"
"209","5.39270504294406e-19","-2.52915411410466","0.595","0.869","3.32120525479796e-14"
"210","5.45323776148827e-19","-2.37892428750244","0.069","0.56","3.35848554016778e-14"
"211","5.52187339712379e-19","1.56722837322298","0.94","0.8","3.40075616908663e-14"
"212","5.94975438050615e-19","-5.75588612230158","0.069","0.537","3.66427523032232e-14"
"213","6.21851248588355e-19","2.17853467991896","0.914","0.777","3.8297952846811e-14"
"214","6.36898971639672e-19","1.21295057181498","0.974","0.84","3.92246969663725e-14"
"215","6.66735657558383e-19","2.29131035499393","0.879","0.586","4.10622489420481e-14"
"216","6.88470411877099e-19","-3.90154058518785","0.06","0.551","4.24008272562749e-14"
"217","7.87321593679346e-19","-2.41365562713086","0.474","0.889","4.84887749899299e-14"
"218","7.98044621890451e-19","-2.8839655744826","0.103","0.594","4.91491741283672e-14"
"219","8.17722252578429e-19","-3.50631641067506","0.043","0.529","5.03610603695477e-14"
"220","8.19940039274006e-19","-7.86161517977375","0.026","0.491","5.04976471987682e-14"
"221","8.38244061106193e-19","-2.55333725331674","0.259","0.766","5.16249369913471e-14"
"222","8.55673034984702e-19","-1.69208776212136","1","1","5.26983352056029e-14"
"223","9.37583708386153e-19","1.28400767172539","0.974","0.846","5.7742967848378e-14"
"224","1.03975986545639e-18","-2.80027179894613","0.069","0.571","6.40356908338626e-14"
"225","1.18587190490684e-18","1.89247053059041","0.897","0.603","7.30342930074977e-14"
"226","1.2272606851528e-18","1.19970798507599","0.948","0.809","7.55833038165057e-14"
"227","1.31188028455819e-18","-6.56282861505163","0.017","0.486","8.07947710850852e-14"
"228","1.34030902901308e-18","-3.36544626288241","0.095","0.589","8.25456121698283e-14"
"229","1.43692879651739e-18","-5.53533882278736","0.026","0.497","8.84961337911168e-14"
"230","1.43864250290489e-18","-2.97930209653025","0.397","0.8","8.86016758264035e-14"
"231","1.46663232808783e-18","1.31222658249392","0.578","0.203","9.03254851899454e-14"
"232","1.46671089900091e-18","-1.94578058821789","0.388","0.817","9.03303241367691e-14"
"233","1.55062582155202e-18","-2.72251532894772","0.216","0.68","9.54983924719243e-14"
"234","1.64397662298134e-18","-1.76829465842831","0.19","0.706","1.01247588279552e-13"
"235","1.92157310962181e-18","-2.65131094433804","0.302","0.8","1.18343923102279e-13"
"236","1.93379046556209e-18","-7.60784170568216","0.017","0.477","1.19096353402572e-13"
"237","2.12139606021067e-18","-1.5969971250286","0.319","0.811","1.30650419160195e-13"
"238","2.25398404394865e-18","-3.13230355361803","0.086","0.571","1.38816115314666e-13"
"239","2.25785910701275e-18","-5.61213111629139","0.043","0.506","1.39054768823594e-13"
"240","2.36922207121947e-18","-2.16284961487774","0.112","0.614","1.45913279700194e-13"
"241","2.60380931175802e-18","-3.18452883952857","0.25","0.697","1.60360804083241e-13"
"242","2.66489425918626e-18","-3.74744541389977","0.121","0.609","1.64122842740504e-13"
"243","2.71189370458343e-18","-6.61798043955519","0.069","0.529","1.6701739758418e-13"
"244","2.87875889683452e-18","-3.85262693382475","0.06","0.54","1.77294124179348e-13"
"245","2.92166614301484e-18","-3.18796522188394","0.052","0.537","1.79936652749855e-13"
"246","2.94798575195864e-18","-0.965128335210919","0.095","0.606","1.81557598505877e-13"
"247","2.98008025194773e-18","-3.00245795116219","0.052","0.534","1.83534202476705e-13"
"248","3.05365600693143e-18","-5.09272712759192","0.086","0.549","1.88065512498886e-13"
"249","3.13331468586316e-18","2.18042309810063","0.879","0.494","1.92971451558254e-13"
"250","3.44215013162316e-18","-2.83578169798581","0.216","0.694","2.11991700156276e-13"
"251","3.71593462888433e-18","-2.97538315727853","0.224","0.691","2.28853265989099e-13"
"252","4.26043545959189e-18","-2.88730497425101","0.388","0.806","2.62387438649886e-13"
"253","4.32684328906275e-18","-2.49895615986271","0.181","0.663","2.66477297643508e-13"
"254","5.57136572629676e-18","-5.39227614807988","0.034","0.497","3.43123700985438e-13"
"255","6.89512606229997e-18","-1.5735604226513","0.172","0.669","4.24650128798868e-13"
"256","7.73413468295716e-18","1.30363761133445","0.836","0.509","4.76322152719282e-13"
"257","7.87314847943143e-18","1.65010905818142","0.914","0.8","4.84883595402743e-13"
"258","8.16086757428595e-18","1.91234205941196","0.828","0.44","5.02603351297549e-13"
"259","8.19339652978838e-18","-2.08453950613577","0.216","0.706","5.04606712080077e-13"
"260","8.93206624312546e-18","-5.39163015007974","0.103","0.557","5.50099163715368e-13"
"261","9.3183401687244e-18","-1.64526156307424","0.828","0.98","5.7388861597123e-13"
"262","1.01200643230731e-17","3.23991516851375","0.569","0.197","6.23264401465106e-13"
"263","1.04645039402768e-17","-4.56889749701852","0","0.446","6.44477404169829e-13"
"264","1.10541449850962e-17","-7.59272841347929","0.026","0.474","6.8079162719712e-13"
"265","1.14796862288653e-17","-2.11836030439854","0.586","0.931","7.0699943577713e-13"
"266","1.18216684161638e-17","0.970669228670659","0.966","0.826","7.2806109274628e-13"
"267","1.24987101309164e-17","-1.92176959838206","0.095","0.589","7.69758060832746e-13"
"268","1.33290129191181e-17","2.1219045207133","0.853","0.523","8.20893918649727e-13"
"269","1.40268096847518e-17","1.07784145442851","0.836","0.5","8.6386912805481e-13"
"270","1.42022466633162e-17","-6.62395642486775","0.06","0.511","8.74673765253657e-13"
"271","1.70243159134721e-17","-3.47528698354398","0.121","0.597","1.04847654416301e-12"
"272","1.70718863712522e-17","-2.0278560707108","0.259","0.746","1.05140626594631e-12"
"273","1.77550503332972e-17","-2.25687094448718","0.129","0.606","1.09348028487678e-12"
"274","1.84602648326061e-17","-3.44990396560967","0.147","0.609","1.13691233024571e-12"
"275","1.88279945851908e-17","-2.78018335116591","0.138","0.626","1.15955970251815e-12"
"276","1.97897278972508e-17","-2.86144264445038","0.103","0.574","1.21878997200799e-12"
"277","2.25627290251115e-17","1.54911836165701","0.966","0.826","1.38957079246954e-12"
"278","2.55880212623866e-17","1.32208748612315","1","0.971","1.5758894654866e-12"
"279","2.55947557580492e-17","1.71331797373728","0.897","0.771","1.57630422287097e-12"
"280","2.58051023799318e-17","-2.59210298578318","0.241","0.706","1.58925884027286e-12"
"281","2.83680826744246e-17","-0.960919897972635","0.19","0.709","1.74710510766979e-12"
"282","3.04918389873752e-17","-6.05615653605097","0.043","0.48","1.87790088771548e-12"
"283","3.15560315775934e-17","1.20733525125913","0.957","0.877","1.94344131676924e-12"
"284","3.62491508422186e-17","2.95512495312637","0.543","0.169","2.23247645291971e-12"
"285","3.67202327398605e-17","-2.94885967139531","0.112","0.583","2.26148897374979e-12"
"286","3.73369626557567e-17","-5.76760012654244","0.017","0.46","2.29947151908009e-12"
"287","4.11974059369244e-17","-2.40804976478191","0.138","0.614","2.53722463943737e-12"
"288","4.15341582620287e-17","1.91993477132882","0.948","0.843","2.55796420488356e-12"
"289","4.26606547318637e-17","-6.36494005027864","0.009","0.443","2.62734174297129e-12"
"290","4.31265890118574e-17","-3.16713743524847","0.276","0.714","2.65603723747326e-12"
"291","4.46797629020291e-17","-3.10511583031856","0.078","0.531","2.75169255784727e-12"
"292","4.56578764487697e-17","1.52804649408708","0.767","0.343","2.81193163685038e-12"
"293","4.89276722024666e-17","-5.29608449313342","0.009","0.443","3.01330854793331e-12"
"294","4.93635662777378e-17","-4.58913588122944","0.017","0.457","3.04015395634704e-12"
"295","5.15792733358203e-17","-2.3741494683605","0.25","0.706","3.17661270693317e-12"
"296","5.23813486340211e-17","-1.4255108145056","0.207","0.68","3.22601011832346e-12"
"297","5.46339142354333e-17","-3.46289508291114","0.069","0.52","3.36473887601763e-12"
"298","5.58623243548319e-17","-1.74782971044276","0.371","0.829","3.44039297004103e-12"
"299","5.95934081946667e-17","-3.8121725882777","0.06","0.514","3.67017923048494e-12"
"300","5.96574894514363e-17","-1.82274274428138","0.078","0.537","3.67412580284561e-12"
"301","5.97745861653084e-17","1.11781855425758","0.853","0.577","3.68133743816285e-12"
"302","6.7640935224381e-17","1.49031662681907","0.948","0.797","4.16580227766395e-12"
"303","6.85922045322923e-17","2.05389487286851","0.853","0.52","4.22438810053029e-12"
"304","7.61937400799409e-17","-6.13966802597051","0.009","0.437","4.69254387030332e-12"
"305","7.95878790137777e-17","-3.38124800216699","0.052","0.494","4.90157870482153e-12"
"306","8.05490443864526e-17","-4.46290925381763","0.017","0.449","4.96077399662846e-12"
"307","8.06431977283824e-17","-4.15682439252998","0.06","0.511","4.96657261849789e-12"
"308","9.01060111605739e-17","-1.8429832159426","0.733","0.906","5.54935890934627e-12"
"309","9.38974376585828e-17","-5.53568904663411","0.052","0.48","5.78286149307914e-12"
"310","9.83434995822318e-17","1.14996043619379","1","0.991","6.05668110877091e-12"
"311","9.98685146217037e-17","-5.76670583829754","0.086","0.529","6.15060221000687e-12"
"312","1.04769904234933e-16","-2.14650701686435","0.233","0.709","6.45246409211679e-12"
"313","1.08077063853353e-16","1.11010996575532","0.905","0.643","6.65614213153645e-12"
"314","1.12021321168784e-16","1.8243830212088","0.948","0.651","6.8990571068219e-12"
"315","1.20766271853042e-16","1.02105580342354","0.974","0.889","7.43763238461328e-12"
"316","1.22224823054583e-16","3.68089746687884","0.422","0.1","7.52746017746258e-12"
"317","1.3939942303796e-16","-2.2129760107176","0.336","0.74","8.58519226663885e-12"
"318","1.41390690516068e-16","-2.05437526140947","0.422","0.826","8.70782845681306e-12"
"319","1.54848353483153e-16","-5.30234364086296","0.052","0.48","9.53664554596692e-12"
"320","1.61495846032884e-16","-5.89625792763425","0.009","0.431","9.9460446696272e-12"
"321","1.7659938916805e-16","-2.442099524541","0.578","0.903","1.08762265806927e-11"
"322","1.81718359066574e-16","-3.18654376201747","0.086","0.54","1.11914885798331e-11"
"323","1.840033183802e-16","-3.03131167896701","0.086","0.551","1.13322123690814e-11"
"324","2.12086413744985e-16","-3.08511014127616","0.052","0.491","1.30617659633124e-11"
"325","2.14289098760327e-16","-1.93578835977244","0.371","0.783","1.31974227253523e-11"
"326","2.16271127110855e-16","-1.74349923562957","0.069","0.52","1.33194899053762e-11"
"327","2.26608779341194e-16","-3.56639383868996","0.155","0.6","1.39561548932861e-11"
