"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","genes"
"21","3.82195291634964e-30","3.71999356169451","0.405","0.012","2.35382614259226e-25","HLA-DRB5"
"22","1.60094039611187e-29","4.58782000961048","0.5","0.031","9.85971161753415e-25","HLA-DRB1"
"23","4.38483210352507e-29","5.82493212084375","0.333","0.005","2.70048654759798e-24","KLHL6-AS1"
"24","1.12418954122345e-28","5.35820996043651","0.31","0.002","6.92354612753284e-24","LILRB4"
"25","6.49618656969545e-28","5.73349857022081","0.476","0.031","4.00080642267834e-23","APBB1IP"
"26","1.12634324931151e-27","6.5315365509453","0.405","0.017","6.9368101695348e-23","C1QB"
"27","8.51023671847866e-27","6.06159695653904","0.405","0.019","5.24119948780945e-22","IL1A"
"28","2.74964022735606e-26","9.09882738764925","0.524","0.05","1.69342092682178e-21","CLEC7A"
"29","4.68847030744395e-26","6.9331059055789","0.452","0.031","2.88748820824551e-21","SAMSN1"
"30","8.76442244836958e-26","5.7349189057968","0.429","0.026","5.39774485327737e-21","TMEM52B"
"31","8.90972954382702e-26","8.75561271604736","0.476","0.038","5.48723513415675e-21","IL1B"
"32","1.07675840109756e-25","7.8852727637251","0.405","0.021","6.63143196483954e-21","DHRS9"
"33","1.28583617449322e-25","6.44008057036972","0.548","0.057","7.91907924785138e-21","P2RY12"
"34","5.61897080325909e-25","5.56316669591293","0.357","0.014","3.46055554860318e-20","FCGR3A"
"35","8.47887431008464e-25","4.89225292024077","0.595","0.073","5.22188432135183e-20","SRGN"
"36","1.08112702320707e-24","4.31091396833459","0.524","0.052","6.65833699782538e-20","APOBEC3C"
"37","1.34610052011721e-24","6.96925362634927","0.476","0.04","8.29022927324584e-20","CD84"
"38","1.48885232729177e-24","6.16010530265803","0.405","0.024","9.16939482809183e-20","GAB3"
"39","1.53515140044411e-24","5.09475383076329","0.405","0.024","9.45453692991513e-20","SELPLG"
"40","1.57542006125159e-24","4.47765902797307","0.524","0.05","9.70253953123016e-20","S100A11"
"41","2.8503849913502e-24","4.25440265481111","0.571","0.066","1.75546660462285e-19","CXCL16"
"42","3.86163130067004e-24","7.01797372552608","0.476","0.04","2.37826286914366e-19","CCL3"
"43","4.19674714642252e-24","4.21191898853403","0.405","0.024","2.58465066506724e-19","LY86"
"44","9.6635557510058e-24","6.79430676736879","0.571","0.075","5.95149408037194e-19","GPR183"
"45","1.12883025228332e-23","7.64077834670237","0.452","0.038","6.95212687473727e-19","CD53"
"46","1.13030844000801e-23","6.59276494385651","0.476","0.042","6.96123058947735e-19","LCP1"
"47","2.14115610237113e-23","4.32914692854959","0.476","0.042","1.31867380876731e-18","HCLS1"
"48","2.24963764940546e-23","5.11945854036131","0.31","0.009","1.38548433913934e-18","AC215217.1"
"49","4.48158438853426e-23","4.84984956461066","0.405","0.026","2.76007337736659e-18","P2RY13"
"50","6.91834903702746e-23","5.1679934187886","0.5","0.052","4.2608036214341e-18","HLA-DPB1"
"51","1.55900362658714e-22","5.77335035091401","0.405","0.028","9.60143563506222e-18","ITGAM"
"52","6.98739891224444e-22","5.27466024643858","0.31","0.012","4.30332936808399e-17","NULL"
"53","7.12582898361331e-22","1.14620766479079","0.214","0","4.38858429613793e-17","HLA-DQA2"
"54","8.61600483988851e-22","6.82600892725267","0.31","0.012","5.30633890074214e-17","VSIG4"
"55","2.64675574789302e-21","6.54255861289842","0.405","0.033","1.63005746245487e-16","SIGLEC14"
"56","3.73962745912485e-21","6.21371111944504","0.405","0.033","2.30312436325122e-16","RGS10"
"57","7.12523734888516e-21","6.50270254129284","0.619","0.111","4.38821992605791e-16","CD74"
"58","7.83870641691618e-21","6.3928090155123","0.405","0.033","4.82762412098617e-16","ARHGDIB"
"59","9.37622310296455e-21","5.39132718280629","0.381","0.028","5.77453452242278e-16","FPR1"
"60","1.10601235218154e-20","6.52813588926684","0.381","0.028","6.81159827338044e-16","FYB1"
"61","1.61047110856734e-20","4.03466308999441","0.833","0.245","9.91840841633368e-16","IL1RAP"
"62","1.61339238939603e-20","3.95093741214793","0.31","0.014","9.93639970857332e-16","ITGB2"
"63","1.91750829822417e-20","7.78207240792142","0.452","0.05","1.18093583562732e-15","CYBB"
"64","2.72183420509385e-20","4.95581947907092","0.476","0.054","1.67629603189115e-15","EVI2B"
"65","2.74158990627798e-20","7.41498548899875","0.571","0.097","1.68846297557942e-15","MSR1"
"66","2.94546362709727e-20","5.85232327429327","0.262","0.007","1.81402268402039e-15","TREM2"
"67","4.06608002568407e-20","3.77613928831429","0.5","0.059","2.50417670541805e-15","TGFBR2"
"68","4.45216718470962e-20","6.79020514740204","0.405","0.035","2.74195620404711e-15","CCL4L2"
"69","8.12675375283694e-20","5.66450716107318","0.429","0.042","5.00502383375969e-15","HLA-DMA"
"70","1.08464218643023e-19","6.44123428021429","0.405","0.038","6.67998583356784e-15","IL18"
"71","1.60896114311768e-19","3.36614066513503","0.929","0.351","9.90910899211883e-15","RAB31"
"72","1.66729863010565e-19","2.19917572511688","0.476","0.054","1.02683920732316e-14","SAPCD2"
"73","1.99041120218902e-19","6.46141161027147","0.333","0.021","1.22583454709215e-14","CX3CR1"
"74","2.100734556293e-19","7.97607893677447","0.452","0.054","1.29377939118417e-14","SCIN"
"75","2.11064360393588e-19","8.57361366944616","0.619","0.132","1.29988207635599e-14","C3"
"76","6.0122690325481e-19","6.47096425083908","0.452","0.054","3.7027761290754e-14","CSF1R"
"77","6.19624775633372e-19","5.44208633123036","0.262","0.009","3.81608310569325e-14","CCR1"
"78","6.88900890454895e-19","6.8548360426141","0.262","0.009","4.24273391404456e-14","TNFSF8"
"79","7.70251578861535e-19","-4.02685771201654","0.452","0.96","4.74374839873453e-14","CKB"
"80","9.28131871601265e-19","4.80364853398385","0.452","0.054","5.71608575763071e-14","IL13RA1"
"81","1.13942034682933e-18","3.00802104360876","0.286","0.014","7.01734809001777e-14","HLA-DQA1"
"82","1.2349724015938e-18","3.54112971062111","0.381","0.033","7.60582452969575e-14","KLRC2"
"83","1.49569171073471e-18","3.62476898113068","0.643","0.12","9.21151653890188e-14","LHFPL3"
"84","1.83400109781177e-18","6.90652911125522","0.524","0.087","1.12950625610933e-13","CCL4"
"85","3.09369809326157e-18","3.93472807280021","0.429","0.05","1.905315844697e-13","TLR2"
"86","5.5295213193588e-18","4.81119204975609","0.667","0.149","3.4054662949535e-13","EGR2"
"87","1.06266713339231e-17","5.641746162065","0.405","0.047","6.54464807442319e-13","CSF3R"
"88","1.29179817107393e-17","6.6447860330764","0.31","0.021","7.95579739619298e-13","TAL1"
"89","1.53059633742716e-17","5.37218826233728","0.31","0.021","9.42648366331268e-13","IGSF6"
"90","1.54954851778604e-17","5.49096294011379","0.405","0.047","9.54320445648889e-13","FCER1G"
"91","1.78449772908917e-17","3.54565412345009","0.262","0.012","1.09901861641414e-12","RGS18"
"92","2.59475176498447e-17","4.69625426190451","0.5","0.078","1.59802976950099e-12","TMIGD3"
"93","3.12254692849844e-17","5.57861037421138","0.452","0.061","1.92308297685433e-12","FGL2"
"94","7.82778833987176e-17","5.57059247569299","0.452","0.066","4.82090000487682e-12","TBXAS1"
"95","8.98860818103356e-17","5.08396070579037","0.476","0.073","5.53581412045314e-12","RUNX1"
"96","1.09762235521707e-16","5.4174270767667","0.31","0.024","6.75992679907539e-12","MPEG1"
"97","1.13659627153545e-16","3.78923905722046","0.595","0.13","6.99995545750538e-12","B3GNT7"
"98","1.24908693019954e-16","2.16546705913529","1","0.616","7.69275167701989e-12","B2M"
"99","1.4786161801019e-16","2.93693330530693","0.976","0.491","9.1063534683936e-12","RASGEF1B"
"100","1.54794052314774e-16","6.65264015531535","0.262","0.014","9.53330129990996e-12","LINC01468"
"101","1.68768719300232e-16","5.40447136880225","0.286","0.019","1.03939591155434e-11","IL10RA"
"102","3.4700705551774e-16","-4.64128847340608","0.381","0.899","2.1371123528171e-11","LIMCH1"
"103","3.81904597135655e-16","3.18392332024268","0.571","0.12","2.35203584237936e-11","HAS2"
"104","6.13786079925712e-16","7.87321645651889","0.381","0.047","3.78012433043848e-11","CCL3L1"
"105","8.14431969171325e-16","4.73021352628312","0.357","0.038","5.01584216853544e-11","AOAH"
"106","1.17631395410241e-15","3.4129590388105","0.429","0.061","7.2445647491305e-11","FCGR2A"
"107","2.05815219885501e-15","3.34456252269324","0.905","0.483","1.26755419470884e-10","SGK1"
"108","2.05902919818355e-15","3.61592884316959","0.238","0.012","1.2680943122853e-10","FCGR1CP"
"109","3.26152561461078e-15","4.32796125628924","0.357","0.04","2.00867578027034e-10","CH25H"
"110","3.88141098084417e-15","3.04851056492525","0.286","0.021","2.3904445807725e-10","AL392023.2"
"111","4.18605171757594e-15","-5.1213267630113","0.214","0.837","2.57806367130349e-10","SYT1"
"112","5.21314763881291e-15","3.64648631805272","0.143","0","3.21062123631571e-10","NULL"
"113","5.53382681556625e-15","3.12245831812258","0.905","0.389","3.40811792090278e-10","ANXA5"
"114","9.22859016470018e-15","5.22315454545564","0.476","0.09","5.6836118247339e-10","IRAK2"
"115","9.49280952498684e-15","3.55135764652322","0.214","0.009","5.84633660215364e-10","SERPINA1"
"116","1.03558303827284e-14","6.22897933427906","0.452","0.08","6.37784525781095e-10","HAVCR2"
"117","1.05744224690267e-14","4.9047642580964","0.262","0.019","6.51246956599947e-10","MS4A6A"
"118","1.09530364527776e-14","4.32840321419047","0.762","0.283","6.74564656017214e-10","SPP1"
"119","1.17878294482426e-14","4.10913982750947","0.643","0.17","7.25977052228918e-10","ELF1"
"120","1.59631602429597e-14","6.04875382133391","0.262","0.019","9.83123149883157e-10","IKZF1"
"121","2.09726719213165e-14","6.13504534377539","0.238","0.014","1.29164394561812e-09","CCL20"
"122","2.83853645657029e-14","-2.28593878703442","0.643","0.962","1.74816944750794e-09","ANK2"
"123","2.94954132931664e-14","3.09229945437003","0.762","0.262","1.81653401848624e-09","ZFP36L2"
"124","3.9269027817895e-14","4.63028865363517","0.333","0.038","2.4184616162207e-09","NULL"
"125","4.46189895861598e-14","3.4242330280901","0.714","0.222","2.74794971164282e-09","FKBP5"
"126","5.62102457600347e-14","6.77039768892796","0.31","0.031","3.46182040562326e-09","GPR17"
"127","6.70835993989592e-14","4.70580063113529","0.19","0.007","4.1314776361837e-09","RNASE6"
"128","7.17023863293603e-14","5.96851629072573","0.333","0.04","4.41593486686631e-09","ARHGAP25"
"129","7.70957163218083e-14","4.03403555638048","0.19","0.007","4.74809388111121e-09","AL118505.1"
"130","7.94414646712733e-14","3.37100664962433","0.5","0.099","4.89256148470971e-09","C5AR1"
"131","8.28284827241823e-14","5.41323677201668","0.5","0.106","5.10115776553421e-09","IL6R"
"132","9.43024550356789e-14","-2.06181678969032","0.643","0.981","5.80780529828236e-09","PTPRS"
"133","1.00025669605753e-13","4.04730943587709","0.357","0.045","6.16028091400953e-09","THEMIS2"
"134","1.26742168625848e-13","6.72892770268365","0.238","0.017","7.80566993916008e-09","CLECL1"
"135","1.4425983045895e-13","4.37895644832227","0.262","0.021","8.88453017847534e-09","MNDA"
"136","1.61901006890224e-13","-3.90414146243821","0.167","0.792","9.97099731134824e-09","NEDD4L"
"137","1.62211709179192e-13","2.52057065606149","0.214","0.012","9.99013253321889e-09","HLA-DRB6"
"138","1.67391091670952e-13","4.05422968527537","0.238","0.017","1.03091151627389e-08","NULL"
"139","1.73385921133144e-13","3.31207634928021","0.31","0.033","1.0678318724827e-08","PIK3AP1"
"140","1.73549795641976e-13","5.83573424948708","0.476","0.092","1.06884112642024e-08","LIMS2"
"141","1.75315387458268e-13","1.94648159818143","0.643","0.172","1.07971487673923e-08","OLIG1"
"142","2.14105086794325e-13","4.20964298387621","0.452","0.085","1.31860899804021e-08","SLCO2B1"
"143","2.15796049934301e-13","3.7432189651949","0.476","0.092","1.32902313273038e-08","CA10"
"144","2.26960359721677e-13","3.26720186877065","0.238","0.017","1.39778076741789e-08","HCST"
"145","2.39835606992802e-13","6.38122615605186","0.238","0.017","1.47707555278657e-08","PIK3CG"
"146","3.01066816234537e-13","4.20948065901547","0.167","0.005","1.85418020114364e-08","AC012150.1"
"147","3.0443018766801e-13","4.14012527221241","0.595","0.146","1.87489419679097e-08","LPAR6"
"148","3.33583851870887e-13","2.40595307022823","0.238","0.017","2.05444286851723e-08","CMTM7"
"149","4.57982464632605e-13","2.59597812233333","0.333","0.04","2.82057660493282e-08","LHFPL3-AS1"
"150","4.66752888843529e-13","-4.00005592244803","0.333","0.837","2.87459101652064e-08","MIAT"
"151","5.74372676250595e-13","-2.26434257798748","0.262","0.866","3.53738900122454e-08","AUTS2"
"152","5.75960088486337e-13","4.05616554799066","0.595","0.175","3.54716539696081e-08","PDGFRA"
"153","7.33407317110408e-13","5.25801884537336","0.333","0.045","4.51683564388787e-08","TMEM156"
"154","8.60995262164356e-13","4.09990574768024","0.619","0.196","5.30261152109162e-08","PCDH15"
"155","9.26987622915521e-13","3.1590652651557","0.143","0.002","5.70903867324982e-08","LST1"
"156","1.00711165630212e-12","3.35937979824794","0.143","0.002","6.20249855766785e-08","FCGBP"
"157","1.06902202638829e-12","-2.32150200822757","0.548","0.915","6.58378595391753e-08","HIST1H4C"
"158","1.17927882120927e-12","6.89381116276813","0.19","0.009","7.26282447618155e-08","FOLR2"
"159","1.20432395966779e-12","4.86472265339701","0.214","0.014","7.41706997040602e-08","AC079015.1"
"160","1.61089136096385e-12","5.94576360002115","0.31","0.038","9.92099662476806e-08","PTPN6"
"161","1.64217366329532e-12","4.42615680731459","0.429","0.085","1.01136549401369e-07","LCP2"
"162","1.76503086044005e-12","-2.88078158503158","0.81","0.986","1.08702955601921e-07","MAP1B"
"163","1.81607781996556e-12","6.65596563561777","0.381","0.066","1.11846784698219e-07","SLC2A5"
"164","2.06192546117719e-12","5.26195504186682","0.214","0.014","1.2698780337752e-07","ADORA3"
"165","2.14879800400298e-12","6.62439527372329","0.262","0.026","1.32338022672531e-07","TLR1"
"166","2.31504747873528e-12","3.20746925608602","0.381","0.061","1.4257682907287e-07","CD4"
"167","2.55831570814354e-12","5.67468758180625","0.405","0.075","1.57558989517436e-07","GBP2"
"168","2.69277577449802e-12","-4.23280166053383","0.262","0.785","1.6583998162401e-07","KALRN"
"169","2.87037293557013e-12","4.11584012808253","0.405","0.073","1.76777657982958e-07","NLRP3"
"170","3.21543475282396e-12","2.15449826129547","0.476","0.101","1.98028980122169e-07","DAB2"
"171","3.22531397946655e-12","1.14437769144435","0.524","0.13","1.98637412053406e-07","CRISPLD2"
"172","3.42460617049641e-12","-3.02611689749258","0.357","0.847","2.10911220222362e-07","TUBB2A"
"173","3.47101206530006e-12","-6.80699334326513","0.214","0.733","2.13769220065635e-07","STMN2"
"174","3.82786484860311e-12","4.97883852861894","0.524","0.13","2.3574671243092e-07","LHFPL2"
"175","4.91175689761084e-12","4.62150937836435","0.286","0.033","3.02500372053159e-07","SYK"
"176","5.41485139809864e-12","5.28441098306006","0.238","0.021","3.33484453054701e-07","SIGLEC8"
"177","5.86254266808802e-12","-2.49521169935207","0.429","0.877","3.61056415299537e-07","GNAO1"
"178","6.01974715829746e-12","2.84837377418209","0.405","0.073","3.70738168238066e-07","CALCRL"
"179","7.81762342656072e-12","3.79070000830738","0.548","0.146","4.81463973971595e-07","MEGF11"
"180","8.16482637039195e-12","3.33042622630128","0.286","0.033","5.02847161673329e-07","RN7SL473P"
"181","8.27060886484687e-12","3.86537228540933","0.167","0.007","5.09361988159324e-07","XIRP1"
"182","8.52847044042123e-12","3.78761404013128","0.381","0.071","5.25242909014222e-07","PALD1"
"183","1.01147469236339e-11","5.8900822483232","0.214","0.017","6.22936918785844e-07","MS4A4A"
"184","1.06639290209643e-11","2.39071818123015","0.214","0.017","6.5675939661413e-07","RNVU1-18"
"185","1.11039299475258e-11","3.19246508147364","0.881","0.507","6.83857733678274e-07","RIN2"
"186","1.18513433405921e-11","4.56070956330704","0.214","0.017","7.29888682317046e-07","AC110995.1"
"187","1.34573045947846e-11","3.9891798034773","0.429","0.092","8.28795018078999e-07","CXCL8"
"188","1.99934010465432e-11","4.13100848238409","0.31","0.042","1.23133359025346e-06","LAMB4"
"189","2.24782383161158e-11","5.54216700827453","0.19","0.012","1.38436726317463e-06","CD300A"
"190","2.33849310748662e-11","5.70698025031243","0.381","0.071","1.44020775010779e-06","TNFRSF13C"
"191","2.52178045416309e-11","5.28752727365526","0.31","0.045","1.55308892830542e-06","ADAP2"
"192","2.63332167789828e-11","5.3699959887298","0.333","0.054","1.62178382176721e-06","STX11"
"193","2.7346727084722e-11","-4.43061647781268","0.167","0.722","1.68420288096678e-06","PGM2L1"
"194","2.97647489399734e-11","5.70578599860467","0.5","0.142","1.83312159296614e-06","LPCAT2"
"195","2.9947228417114e-11","4.35171431374786","0.524","0.137","1.8443599565248e-06","SH2B3"
"196","3.27300750782897e-11","3.42892281573054","0.31","0.045","2.01574713384663e-06","RNA5SP151"
"197","4.70622425197659e-11","-5.77073502870443","0.119","0.67","2.89842233006482e-06","DCLK1"
"198","5.79461148262274e-11","-2.13258666515867","0.333","0.821","3.56872737380287e-06","ELOB"
"199","5.82616358504501e-11","1.34647703938692","0.143","0.005","3.58815936712167e-06","SASH3"
"200","6.24786222917232e-11","-4.00666165124017","0.071","0.656","3.84787091108036e-06","SRRM4"
"201","6.46052515903738e-11","2.86778633269209","0.476","0.12","3.97884362969635e-06","PLAT"
"202","6.98051365368177e-11","4.29251847165736","0.357","0.068","4.29908894389299e-06","FGD2"
"203","7.51484159404075e-11","-2.5718141232504","0.738","0.936","4.62816549252187e-06","STMN1"
"204","7.52133704979231e-11","3.65118778411513","0.619","0.219","4.63216584885559e-06","IFI16"
"205","8.35480977569596e-11","4.09478845570797","0.333","0.054","5.14547669655787e-06","PRKCH"
"206","9.20512751695471e-11","3.53510006434421","0.405","0.087","5.6691618838669e-06","ATP8B4"
"207","1.03851792903036e-10","-5.06662719067786","0.143","0.672","6.39592036951929e-06","NREP"
"208","1.08114368033813e-10","6.04436757267882","0.31","0.05","6.65843958409842e-06","GALR1"
"209","1.26511592123087e-10","-2.09073339687649","0.405","0.828","7.79146942408454e-06","PRDX2"
"210","1.3942888218644e-10","-2.3147900336228","0.357","0.835","8.58700656721628e-06","CAMK2N1"
"211","1.64340717341562e-10","2.04212162845473","0.119","0.002","1.01212517589148e-05","FP700111.1"
"212","1.64340717341562e-10","4.00820084473825","0.119","0.002","1.01212517589148e-05","AC012150.2"
"213","1.64611870096189e-10","4.51137956929249","0.262","0.033","1.0137951243614e-05","GGTA1P"
"214","1.71085012716909e-10","0.977357508756952","0.119","0.002","1.05366126781963e-05","KLRC4-KLRK1"
"215","1.72268566520191e-10","2.67383091052409","0.881","0.557","1.0609504206279e-05","AKAP13"
"216","1.77993117558202e-10","-4.00120547891732","0.286","0.757","1.0962062131057e-05","SEPT3"
"217","1.78099489153391e-10","2.4983756854039","0.119","0.002","1.09686132384899e-05","ACY3"
"218","1.9133267957997e-10","2.02141348894295","0.667","0.226","1.17836057372916e-05","SULF2"
"219","1.92864910274677e-10","-2.26903574688631","0.595","0.906","1.18779712290866e-05","SPTAN1"
"220","1.97519346025998e-10","3.60413266186406","0.524","0.134","1.21646239637031e-05","SMAD3"
"221","1.987604432902e-10","-1.32322227572667","0.929","0.995","1.22410594209136e-05","CALM2"
"222","2.55706942306016e-10","4.59128565120862","0.262","0.033","1.57482234558006e-05","AC007336.1"
"223","2.56095851316829e-10","2.70107959283681","0.81","0.448","1.57721751950496e-05","SPRED1"
"224","2.64806230536077e-10","5.10542929356203","0.214","0.021","1.63086213200254e-05","PIK3R5"
"225","2.83942263042695e-10","6.99648023253155","0.214","0.021","1.74871521540105e-05","CD69"
"226","2.84456591796331e-10","-5.01887986516035","0.167","0.672","1.75188281189606e-05","CRMP1"
"227","3.04313917988335e-10","4.42808530405559","0.524","0.158","1.87417812671476e-05","CTSC"
"228","3.67652737254919e-10","2.42939779067228","0.738","0.321","2.26426291293187e-05","STK17B"
"229","3.69948627292671e-10","-4.76772414173571","0.167","0.67","2.27840261090737e-05","RBFOX2"
"230","4.64798479499563e-10","-3.2953129179919","0.476","0.83","2.86255439569396e-05","RTN1"
"231","4.76160389015277e-10","2.57820161470105","0.333","0.059","2.93252898782839e-05","ABCB4"
"232","4.97918099168163e-10","-6.57734034896367","0.095","0.613","3.06652819734696e-05","ROBO2"
"233","5.17889471026914e-10","4.40364446541062","0.571","0.226","3.18952588521345e-05","A2M"
"234","5.5626012273695e-10","3.56217158500708","0.619","0.243","3.42583921790006e-05","LRRK2"
"235","6.04059783817603e-10","-3.59866779608333","0.214","0.691","3.72022299059747e-05","COPS9"
"236","6.82637881712465e-10","4.4191712263222","0.333","0.061","4.20416192210256e-05","NFATC2"
"237","6.87042248713239e-10","-2.38392471965938","0.762","0.983","4.23128709715023e-05","SNHG14"
"238","6.97817737710976e-10","6.65124732631692","0.286","0.045","4.29765010124059e-05","BLNK"
"239","7.09598353449351e-10","5.41537688313567","0.548","0.191","4.37020337938852e-05","NABP1"
"240","9.34395176596346e-10","-4.20024539623967","0.429","0.792","5.75465957410391e-05","MLLT3"
"241","9.61543848477325e-10","4.37445859292683","0.333","0.061","5.9218600996173e-05","LINC01141"
"242","1.0127370563866e-09","4.8318465638751","0.167","0.012","6.23714370916818e-05","CXorf21"
"243","1.02980836420697e-09","3.25258893227699","0.143","0.007","6.34228077264148e-05","CYTL1"
"244","1.0300629636839e-09","1.07857392371021","0.667","0.271","6.34384877444001e-05","APOD"
"245","1.06280112802036e-09","1.22329942023432","0.143","0.007","6.54547330713899e-05","ALOX5"
"246","1.15524883171304e-09","-1.88461121102345","0.19","0.717","7.1148309798711e-05","MRPS5"
"247","1.17220636066855e-09","3.4794997802749","0.571","0.189","7.2192673134494e-05","NULL"
"248","1.22647803157362e-09","4.50694868130399","0.167","0.012","7.55351025305248e-05","PTGS1"
"249","1.23315193297301e-09","4.66591598046099","0.238","0.031","7.5946128096009e-05","FCGR1A"
"250","1.24385117033968e-09","1.65331238184433","0.143","0.007","7.66050620277096e-05","EBI3"
"251","1.26039796888793e-09","5.65074211120256","0.167","0.012","7.76241297099008e-05","CLEC5A"
"252","1.3270226986038e-09","4.60412997216663","0.381","0.085","8.17273469389124e-05","SERPINE1"
"253","1.37151927402009e-09","-4.03592039077938","0.333","0.757","8.44677575290751e-05","FNBP1L"
"254","1.44137992325558e-09","2.46849772659279","0.881","0.521","8.87702653335413e-05","PTPRE"
"255","1.44419345900247e-09","3.68791180301651","0.167","0.012","8.89435425595854e-05","PLAU"
"256","1.47425248623048e-09","-2.32409541463486","0.548","0.889","9.07947878694767e-05","LINC00461"
"257","1.54860538351179e-09","2.60798788303186","0.857","0.462","9.53739597543408e-05","ITPR2"
"258","1.65401660499237e-09","2.32348255936007","0.167","0.012","0.000101865920651665","PLVAP"
"259","1.77729085153589e-09","-1.53699047055667","0.881","0.993","0.000109458011673541","SEPT7"
"260","1.80682466259677e-09","3.80025292443662","0.214","0.024","0.000111276910495348","AC096720.2"
"261","1.88542344000479e-09","-2.80160142185298","0.452","0.842","0.000116117573399575","PPIP5K2"
"262","1.99747576018814e-09","2.501290443711","0.643","0.245","0.000123018539642707","B4GALT1"
"263","2.19529768830641e-09","-3.86900681635168","0.214","0.684","0.000135201798729727","DKK3"
"264","2.28885474764884e-09","-1.95075293550866","0.952","0.95","0.000140963697343449","UBB"
"265","2.57233971354782e-09","-2.32907715058142","0.81","0.958","0.00015842268593827","TUBA1A"
"266","2.76363363942076e-09","-3.42718293234468","0.405","0.762","0.000170203904951006","STXBP1"
"267","2.96121710478153e-09","-6.80455629835393","0.143","0.618","0.00018237247783218","GABBR2"
"268","3.04142109048954e-09","5.27239894489127","0.238","0.033","0.000187312000699979","SIGLEC10"
"269","3.05129505073077e-09","3.16256088096015","0.714","0.356","0.000187920108289356","PEAK1"
"270","3.26754239368794e-09","3.32714454703678","0.31","0.057","0.000201238133400059","NCKAP1L"
"271","3.28468853402133e-09","4.92263525446753","0.5","0.182","0.000202294112744771","CD83"
"272","3.29622470049219e-09","1.01778636955364","0.214","0.024","0.000203004590629213","OLFML3"
"273","3.31394748057274e-09","3.44782903209628","0.381","0.087","0.000204096083486034","PDPN"
"274","3.46116163420603e-09","4.32381801714584","0.19","0.019","0.000213162561565847","C16orf54"
"275","3.62272349986234e-09","2.00488654159206","0.905","0.472","0.000223112672186022","DOCK10"
"276","3.69852154259409e-09","-4.49800055885387","0.333","0.743","0.000227780846243742","DOCK7"
"277","4.35265565456174e-09","3.017610819915","0.333","0.068","0.000268067003797494","RHBDF2"
"278","4.80094988957884e-09","3.71271443190213","0.262","0.042","0.000295676100849492","WDFY4"
"279","5.03461875160138e-09","4.14462058389669","0.548","0.203","0.000310067065054874","ETS2"
"280","5.21030153137156e-09","3.55125464199237","0.667","0.311","0.00032088684041258","LIMS1"
"281","5.27071973252938e-09","1.25002836442082","0.238","0.033","0.000324607816167287","VTRNA1-1"
"282","5.31628343965972e-09","-6.06170785508858","0.048","0.547","0.000327413948198323","NELL2"
"283","5.42045551434153e-09","-3.12141096640192","0.357","0.738","0.000333829593761752","KIF1A"
"284","5.6485203369217e-09","-2.23706079753942","0.429","0.83","0.000347875421989997","MYT1L"
"285","5.74818849029238e-09","5.00288160280528","0.119","0.005","0.000354013684551637","LINC01374"
"286","5.94768095204106e-09","4.74557916783293","0.119","0.005","0.000366299826793353","AC022173.1"
"287","5.94768095204106e-09","0.959075131082948","0.119","0.005","0.000366299826793353","RAB20"
"288","6.1993098245949e-09","2.78125797464395","0.452","0.12","0.000381796894167326","LPL"
"289","6.26099307077473e-09","-3.56155231903791","0.452","0.776","0.000385595780249803","MLLT11"
"290","6.95389689238808e-09","5.57403645014403","0.167","0.014","0.000428269647911504","HPGDS"
