"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","genes"
"62","4.15926107858781e-39","3.70620213100707","0.669","0.098","2.56156412046987e-34","RASGRF1"
"63","4.44549519439853e-39","3.53259040312645","0.738","0.157","2.73784712537423e-34","NEK10"
"64","4.99118818371485e-39","3.17989531307113","0.7","0.124","3.07392306670446e-34","TCEAL6"
"65","5.08951921985965e-39","2.32877923290377","0.95","0.422","3.13448220193496e-34","OLFM1"
"66","7.1471116519801e-39","2.19636039106901","0.994","0.699","4.40169165310498e-34","AHI1"
"67","1.27934651379444e-38","1.81631993383041","0.95","0.386","7.87911137450583e-34","SV2A"
"68","1.78969809603157e-38","2.24870306713221","0.875","0.301","1.10222136640296e-33","NULL"
"69","3.1236447848997e-38","2.10707848293635","0.875","0.261","1.92375911367618e-33","CAMK2B"
"70","3.73382005663193e-38","2.05724244587176","0.881","0.258","2.2995477582779e-33","TCEAL5"
"71","4.1162290600937e-38","2.58692448716328","0.875","0.317","2.53506199123991e-33","SCN1A"
"72","4.49806693691037e-38","3.80070801251428","0.644","0.088","2.77022448443499e-33","RPH3A"
"73","5.2354282676881e-38","3.43731668782607","0.575","0.046","3.22434320722107e-33","AC139491.7"
"74","5.9941750341058e-38","2.29495241569677","0.919","0.373","3.69163257825474e-33","TSPYL2"
"75","6.12932063910069e-38","2.12663837164929","0.844","0.255","3.77486470200294e-33","KCNJ3"
"76","7.41096009963334e-38","3.30568314343598","0.806","0.248","4.56418799656119e-33","CACNA1D"
"77","1.00670902566669e-37","3.11427240749042","0.756","0.183","6.20001887637344e-33","CREG2"
"78","1.18886333287228e-37","2.37344036088945","0.95","0.487","7.32185260816051e-33","SLC22A17"
"79","1.24047562673861e-37","2.58799545735807","0.831","0.261","7.63971724239508e-33","STEAP2"
"80","1.49813437293136e-37","2.28308922405296","0.887","0.324","9.22656016257235e-33","NAPB"
"81","1.75434573141693e-37","2.37155989181005","0.9","0.363","1.08044890560775e-32","GOT1"
"82","1.85842681469368e-37","2.8751535289825","0.819","0.271","1.14454932236539e-32","CHRM3"
"83","1.89414288529127e-37","2.85140741373373","0.825","0.252","1.16654577876434e-32","CNTNAP2"
"84","2.53155973680886e-37","2.4672206363904","0.925","0.503","1.55911169510847e-32","ATP5IF1"
"85","2.60097693008608e-37","2.17113098704097","0.975","0.539","1.60186366193212e-32","BEX2"
"86","2.86262728557579e-37","3.30633707898828","0.769","0.193","1.76300626636756e-32","INPP4B"
"87","2.92941053607592e-37","2.21580308639326","0.812","0.219","1.80413606685308e-32","FABP3"
"88","5.64502058369295e-37","2.38190161644657","0.9","0.359","3.47659882687898e-32","GUCY1B1"
"89","5.70330002693697e-37","2.20173411156901","0.894","0.317","3.51249138758967e-32","SPOCK2"
"90","9.00899660917442e-37","3.3360559806008","0.719","0.147","5.54837074169225e-32","KCNC1"
"91","1.38959042263185e-36","3.33275607898221","0.706","0.15","8.55807053586277e-32","SLC7A14"
"92","1.40404638354865e-36","1.2271273001166","0.9","0.389","8.64710046236105e-32","DLX6-AS1"
"93","3.29886048182918e-36","3.64226739328272","0.625","0.088","2.03166920494413e-31","SLC6A17"
"94","5.75675606944823e-36","2.43170568027925","0.756","0.15","3.54541336049108e-31","AC100774.1"
"95","6.63786928580673e-36","2.14379864780086","0.988","0.745","4.08806455704979e-31","SNRPN"
"96","7.74936967312563e-36","3.83614639800219","0.631","0.098","4.77260430058788e-31","CALB2"
"97","1.28749448710619e-35","2.17284925279369","0.856","0.284","7.9292922977409e-31","NCDN"
"98","1.54369809751143e-35","1.09851710551954","0.731","0.147","9.50717347314365e-31","SYNGR3"
"99","1.6688701023596e-35","2.27423226728479","0.781","0.206","1.02780702994021e-30","SYN2"
"100","5.87178368398293e-35","2.5361166664438","0.75","0.173","3.61625541745457e-30","RIMBP2"
"101","8.20696233465319e-35","2.47773153351154","0.787","0.216","5.05442189304286e-30","LPCAT4"
"102","8.29607015516835e-35","3.73414542681825","0.606","0.082","5.10930072646353e-30","GPR158"
"103","9.9046253392674e-35","2.70354609240345","0.694","0.131","6.09996160769461e-30","DLX1"
"104","1.0022339712164e-34","3.91780273664507","0.556","0.062","6.17245835853042e-30","PACSIN1"
"105","1.19110059212232e-34","4.80344751416867","0.688","0.173","7.33563121670375e-30","CDH9"
"106","1.33671543981724e-34","4.40062503222852","0.525","0.046","8.23242937920243e-30","FAM153A"
"107","1.44075517370123e-34","2.98595994182306","0.613","0.085","8.87317888827379e-30","SUSD4"
"108","1.56517705660808e-34","2.53889156990723","0.725","0.154","9.63945593853221e-30","ST8SIA5"
"109","1.81783742837939e-34","2.84538585356036","0.9","0.373","1.11955153701601e-29","SERPINI1"
"110","1.94299372936751e-34","2.26163533035121","0.938","0.405","1.19663154810557e-29","TAGLN3"
"111","2.51614229889718e-34","2.29994037901591","0.775","0.196","1.54961655762181e-29","FBXL16"
"112","2.63934995960612e-34","2.54848955278972","0.6","0.082","1.62549645962262e-29","SCN2B"
"113","3.1671393538018e-34","2.32435728941762","0.794","0.216","1.95054611382591e-29","GABRA4"
"114","3.48364605430739e-34","3.27912709760841","0.775","0.245","2.14547309546629e-29","CPLX2"
"115","4.15008486520558e-34","2.80678509985391","0.781","0.225","2.55591276593416e-29","NPTXR"
"116","5.84247894529193e-34","2.76829259499294","0.7","0.147","3.59820750803694e-29","TUBA4A"
"117","5.94483426098532e-34","2.44462843250135","0.825","0.275","3.66124507631303e-29","MAGEE1"
"118","9.5625460283873e-34","1.99677533915036","0.919","0.405","5.88928522250289e-29","SNTG1"
"119","9.94714723580246e-34","2.06133935022556","0.819","0.271","6.12614956811366e-29","SLC2A13"
"120","1.01473584635375e-33","2.09966554938837","0.856","0.304","6.24945365693883e-29","HSPA12A"
"121","1.2742463398214e-33","3.36417150497136","0.619","0.101","7.84770093305803e-29","GRIN1"
"122","1.32410651122749e-33","2.66095645196026","0.769","0.222","8.15477477069674e-29","CACNG8"
"123","1.46147375406566e-33","2.66262918626429","0.556","0.062","9.00077840916416e-29","SNCB"
"124","4.53780611293759e-33","2.51373398974263","0.762","0.222","2.79469865077487e-28","FRMPD4"
"125","4.94054619747664e-33","3.4900720952307","0.494","0.029","3.04273418663994e-28","NECAB2"
"126","6.33399463063373e-33","3.8843841283989","0.575","0.078","3.9009172731684e-28","CORO6"
"127","6.48418332391253e-33","2.39657971426771","0.756","0.216","3.99341398369801e-28","RCAN2"
"128","8.47247468484181e-33","3.68076260807277","0.625","0.114","5.21794298415352e-28","ZCCHC12"
"129","1.3653374320457e-32","3.74179366171522","0.625","0.114","8.40870364273988e-28","DIRAS2"
"130","1.47044026503613e-32","1.50671259183016","0.938","0.444","9.056000460278e-28","ARL4C"
"131","1.63664616835069e-32","1.73559506705033","0.988","0.637","1.00796127570214e-27","PREPL"
"132","1.69427045823949e-32","3.94223569622172","0.537","0.062","1.04345034711595e-27","VWC2"
"133","1.72510055301085e-32","3.24355567167338","0.675","0.144","1.06243767758279e-27","CDH8"
"134","2.19872055810876e-32","2.75623812560502","0.794","0.278","1.35412603012244e-27","KIAA1217"
"135","2.83070203899061e-32","3.38617912351817","0.656","0.147","1.74334446475315e-27","HPCAL4"
"136","3.13169748491928e-32","1.67935968815403","0.806","0.235","1.92871853003724e-27","PTPRN2"
"137","3.73850923994316e-32","2.59196498832453","0.625","0.108","2.3024356856038e-27","RGS7BP"
"138","4.22033884633805e-32","1.09020943313517","0.906","0.314","2.59918008529422e-27","SYP"
"139","4.39536149675766e-32","2.32359613701911","0.938","0.461","2.70697128500814e-27","TCEAL2"
"140","4.68309599472064e-32","1.83424787572106","0.988","0.729","2.8841783302686e-27","MDH1"
"141","5.14568401801945e-32","1.70921156433254","0.856","0.317","3.16907241617764e-27","ATP2B2"
"142","6.73460950576928e-32","3.31454560143727","0.75","0.248","4.14764395631813e-27","SYT17"
"143","7.27432675924217e-32","2.82317187381272","0.694","0.176","4.48003962121448e-27","NAP1L2"
"144","8.65525783771596e-32","3.6417998378604","0.556","0.075","5.33051364451413e-27","CYP4X1"
"145","1.01767381899641e-31","3.19059673981781","0.613","0.114","6.26754774905321e-27","CNTN5"
"146","1.07296115939589e-31","1.63081072604926","0.969","0.516","6.60804589237145e-27","TARBP1"
"147","1.30506140328944e-31","1.79474036685334","0.981","0.663","8.03748166443865e-27","BEX1"
"148","1.32042420873275e-31","3.8601100906296","0.606","0.108","8.13209657432239e-27","PDE2A"
"149","1.35656512928431e-31","4.37439209147313","0.512","0.056","8.35467766172331e-27","PCP4L1"
"150","1.54039691809503e-31","2.52226072585825","0.762","0.219","9.48684249947183e-27","SRRM3"
"151","1.54954089032124e-31","2.6198787329613","0.812","0.356","9.54315748122142e-27","RGS12"
"152","1.73913593251135e-31","2.42790839733776","0.681","0.144","1.07108164675576e-26","DMTN"
"153","1.904759320831e-31","1.93229451119507","0.488","0.036","1.17308412292019e-26","CALY"
"154","2.36794631468567e-31","1.68646396217378","0.912","0.412","1.45834709682546e-26","CLSTN1"
"155","2.45303181495205e-31","2.59691356708531","0.719","0.183","1.51074870387452e-26","SPRYD3"
"156","3.00429954121448e-31","2.14410884226809","0.812","0.268","1.85025795844776e-26","PNMA8A"
"157","3.8130120461756e-31","3.6744051935378","0.55","0.078","2.34831972887817e-26","BTBD11"
"158","4.10940324675158e-31","2.53184232063209","0.688","0.176","2.53085817757689e-26","LZTS3"
"159","4.53453055935175e-31","1.58703506568654","0.912","0.431","2.79268133558797e-26","PURA"
"160","4.95612647075338e-31","1.9452911395814","0.938","0.516","3.05232960954289e-26","SNAP91"
"161","7.00581528654083e-31","3.10642096878782","0.688","0.186","4.3146714605219e-26","HOOK1"
"162","7.81978860224388e-31","3.04337531206853","0.569","0.082","4.81597320646394e-26","GALNT17"
"163","9.42860893511938e-31","2.23337571401607","0.812","0.301","5.80679738487197e-26","GNG3"
"164","9.76474567474476e-31","1.94056812138622","0.969","0.69","6.01381391870505e-26","VAMP2"
"165","1.13261030290957e-30","3.10195436629257","0.531","0.062","6.97540707252915e-26","AC012213.4"
"166","1.27169086775931e-30","2.61401546969481","0.819","0.288","7.83196254726923e-26","OPCML"
"167","1.33592175155807e-30","1.79661679222212","0.95","0.497","8.22754129132071e-26","KLC1"
"168","1.41618769274587e-30","2.00978547698989","0.787","0.265","8.72187514331397e-26","AMPH"
"169","1.58112779676907e-30","2.89967115897321","0.556","0.075","9.73769176196165e-26","PDE1B"
"170","1.79046876164094e-30","1.77772709517071","0.988","0.703","1.10269599623181e-25","TSPAN7"
"171","1.90868999374565e-30","2.39559783902564","0.775","0.252","1.17550490644813e-25","HPRT1"
"172","1.91215503142953e-30","3.02093261784306","0.731","0.235","1.17763891920651e-25","RAB3A"
"173","2.34868903139623e-30","1.90523639725196","0.863","0.353","1.446487113766e-25","SCN8A"
"174","2.42557216423226e-30","2.93345657164465","0.819","0.402","1.49383712878572e-25","AP1S2"
"175","2.76947854423617e-30","2.47393527288938","0.781","0.245","1.70563875103873e-25","NRSN2"
"176","3.13472340457557e-30","2.10945025178459","0.825","0.281","1.93058210317596e-25","MICU3"
"177","3.92763774256944e-30","2.12625746057036","0.856","0.382","2.41891425651624e-25","RIPOR2"
"178","6.10665076885255e-30","2.83706387211694","0.725","0.235","3.76090300901322e-25","GRIN2A"
"179","7.98491837879546e-30","2.13648240579023","0.65","0.141","4.91767168194876e-25","SVOP"
"180","8.25276081286183e-30","1.57441608003786","0.956","0.559","5.08262780181722e-25","PLCB1"
"181","1.14316334654412e-29","2.00627760638312","0.969","0.598","7.04040010236126e-25","NDRG4"
"182","1.15589227388094e-29","2.55150851937032","0.75","0.258","7.11879374715053e-25","SMIM17"
"183","1.19745243883599e-29","2.23771975973284","0.713","0.186","7.37475033505923e-25","PEG3"
"184","1.2449416889835e-29","1.77410752386212","0.963","0.641","7.66722237994268e-25","FGF12"
"185","1.25098331336933e-29","3.2900459367064","0.675","0.186","7.70443093204771e-25","DGKB"
"186","1.39600628520573e-29","2.61743294846332","0.769","0.271","8.59758390869653e-25","CACNA1B"
"187","1.44953252273517e-29","1.8962176502086","0.875","0.353","8.92723594776906e-25","BEX5"
"188","1.46709000636516e-29","3.17032048790443","0.556","0.085","9.03536722220112e-25","CNNM1"
"189","1.63676201406982e-29","2.33864608007467","0.75","0.229","1.00803262160518e-24","TMEM59L"
"190","1.79006280428238e-29","4.1490051770431","0.488","0.052","1.10244597927339e-24","OPRK1"
"191","2.4054231812541e-29","3.10131706579138","0.594","0.111","1.48142797463896e-24","ABCA6"
"192","2.56046632473661e-29","2.89914395782281","0.594","0.111","1.57691439541554e-24","ZNF204P"
"193","2.60032910215026e-29","4.14573603630657","0.475","0.046","1.60146468414128e-24","CHRM1"
"194","3.43385475558878e-29","2.25181784596269","0.731","0.229","2.11480812832446e-24","NRSN1"
"195","3.46534747322863e-29","2.74252544988372","0.525","0.069","2.13420354833732e-24","IGF1"
"196","3.67966988932214e-29","1.53966395511009","0.969","0.618","2.26619829473683e-24","PCLO"
"197","4.6701841465799e-29","2.5125434752896","0.537","0.072","2.87622631035416e-24","GRIP2"
"198","6.92354032671572e-29","4.34040512573957","0.519","0.072","4.26400078101441e-24","GABRG3"
"199","6.99885827139411e-29","2.18741726670351","0.8","0.33","4.31038684360349e-24","PAM"
"200","7.67399473722475e-29","2.00287378556322","0.944","0.552","4.72618313881461e-24","CACNA1A"
"201","8.00112695816983e-29","4.3906557191032","0.662","0.203","4.92765405972806e-24","VIP"
"202","8.69267208801041e-29","3.41121337176763","0.644","0.154","5.35355595884297e-24","UPP1"
"203","8.79101231254663e-29","1.57108035356468","0.625","0.124","5.41412075292809e-24","ATP1A3"
"204","1.00371161563846e-28","1.75426688422215","0.887","0.441","6.1815587272326e-24","CSMD3"
"205","1.12489691409423e-28","2.11730648432066","0.8","0.297","6.92790262483211e-24","RYR2"
"206","1.52574501062574e-28","1.95416357104257","0.719","0.216","9.39660579694076e-24","SYT16"
"207","1.72315803114689e-28","1.44922421976124","0.988","0.807","1.06124133664244e-23","LINC00632"
"208","1.7417892289766e-28","2.7468604441205","0.525","0.072","1.07271573244982e-23","NETO1"
"209","1.74808600529911e-28","1.99925408811227","0.781","0.271","1.07659372808356e-23","RAPGEF4"
"210","1.7704893711821e-28","2.54858955868532","0.581","0.111","1.09039128902992e-23","GALNTL6"
"211","1.79330212849969e-28","2.16442789653583","0.562","0.088","1.1044409818791e-23","GPR162"
"212","1.97556151790461e-28","1.88686879112521","0.887","0.428","1.21668907203191e-23","ATP6V1H"
"213","2.0498718983624e-28","3.01462241055699","0.731","0.245","1.26245460604445e-23","KCTD16"
"214","2.13682342002221e-28","5.31139173148791","0.5","0.075","1.31600543968908e-23","CAMK1G"
"215","2.22352806748816e-28","1.63521268404066","0.925","0.49","1.36940423092393e-23","NPTN"
"216","2.83313771999093e-28","2.58201464400786","0.719","0.242","1.74484452761081e-23","KCNQ5"
"217","3.86980881791875e-28","2.25579101741668","0.637","0.154","2.38329915669162e-23","NEFL"
"218","4.1381690084623e-28","1.70327944556974","0.944","0.487","2.54857414724168e-23","KCNMA1"
"219","5.37976919815519e-28","2.97638939137256","0.588","0.127","3.31323845606784e-23","MICAL2"
"220","5.5142732680176e-28","2.19079521423593","0.669","0.167","3.396075477574e-23","ICA1"
"221","5.69783075900864e-28","1.69639919623741","0.85","0.353","3.50912302955065e-23","ELAVL2"
"222","5.75156976801464e-28","2.31312787000186","0.844","0.373","3.54221927302718e-23","ZBTB16"
"223","6.42819594995534e-28","3.73626407020868","0.562","0.114","3.958933039699e-23","ZMAT4"
"224","7.10500310577791e-28","1.53984603967895","0.994","0.863","4.37575826275544e-23","BEX3"
"225","7.56373901034833e-28","3.20540420143021","0.531","0.085","4.65827994430323e-23","RIMS3"
"226","7.68326829967616e-28","1.87992546108634","0.925","0.497","4.73189444772156e-23","CALM3"
"227","7.87950569067211e-28","1.57989740290631","0.875","0.399","4.85275116971423e-23","FAIM2"
"228","8.48348770142818e-28","4.5677023608766","0.469","0.052","5.22472557067857e-23","CRH"
"229","1.18287730045496e-27","2.64984310099515","0.7","0.212","7.28498643031197e-23","AK5"
"230","1.35937295941613e-27","1.66446348783775","0.881","0.395","8.37197024515614e-23","CD200"
"231","1.49562714576833e-27","2.51381560098694","0.556","0.098","9.21111890264341e-23","ATP2B3"
"232","1.81205790585642e-27","2.43153603203705","0.512","0.069","1.1159921024798e-22","PRKAR1B"
"233","1.86332314084751e-27","-4.23945046415094","0.356","0.752","1.14756482275375e-22","NHSL1"
"234","1.9785239108622e-27","2.94861767338137","0.537","0.088","1.2185135209827e-22","KCNIP2"
"235","2.13941955668712e-27","1.97909918847426","0.775","0.294","1.31760432237689e-22","PRKCB"
"236","2.24770908956877e-27","1.71043374447542","0.894","0.503","1.38429659699272e-22","SAMD12"
"237","2.53392252941409e-27","1.58202763442607","0.975","0.686","1.56056686819025e-22","UCHL1"
"238","2.68168521160795e-27","2.11813329894321","0.713","0.212","1.65156947127299e-22","ARHGEF3"
"239","2.79235853735549e-27","2.09728286228356","0.725","0.245","1.71972985240112e-22","STMN3"
"240","2.82808291161999e-27","1.75037545128441","0.875","0.418","1.7417314227794e-22","NALCN"
"241","3.00800735906624e-27","1.68870502859593","0.831","0.304","1.85254149222812e-22","FBXO44"
"242","3.18368182485775e-27","2.08880601217808","0.8","0.294","1.96073412547514e-22","OXCT1"
"243","3.79626723437798e-27","1.96173128482209","0.787","0.265","2.33800710163636e-22","DYNLT3"
"244","4.24189486998657e-27","3.44432990583653","0.619","0.167","2.61245579357863e-22","VSTM2A-OT1"
"245","4.66174303679798e-27","2.80784119144277","0.519","0.075","2.87102768407277e-22","CKMT1A"
"246","4.73201432280499e-27","1.56773013597014","0.85","0.389","2.91430566098591e-22","GRK3"
"247","5.45601908472451e-27","1.60808051443753","0.944","0.513","3.36019847370928e-22","MAGI1"
"248","5.86637252463591e-27","2.34170362270159","0.613","0.134","3.61292284674752e-22","CES4A"
"249","5.88550150538951e-27","2.70034746951767","0.619","0.144","3.62470381212424e-22","PDE4A"
"250","6.38448537969612e-27","1.51065101504307","0.8","0.33","3.93201301079345e-22","RAB6B"
"251","6.49362162810776e-27","1.7107288279212","0.769","0.281","3.99922675210273e-22","SLITRK4"
"252","6.64159967398746e-27","1.37736607329437","0.988","0.716","4.09036199121865e-22","PAK3"
"253","7.33604712776655e-27","2.38861109055032","0.762","0.261","4.51805134457758e-22","TMEM178A"
"254","7.90316087780845e-27","1.1336978772762","0.925","0.435","4.86731968981589e-22","SRRM4"
"255","8.2232680068534e-27","1.45539917657601","0.969","0.605","5.0644640673808e-22","STXBP1"
"256","8.43211294720234e-27","4.32319826693451","0.456","0.052","5.19308540079351e-22","TLE2"
"257","9.2427603222179e-27","2.39357463715926","0.844","0.35","5.69233879964434e-22","PRKCE"
"258","1.31037562862241e-26","1.46524595401761","0.75","0.265","8.07021038399682e-22","SCAMP5"
"259","1.43109449961849e-26","1.871624188186","0.731","0.209","8.81368169480042e-22","ZNF536"
"260","1.62614882299185e-26","2.33692599916851","0.688","0.196","1.00149627561599e-21","C2orf80"
"261","1.83460711407355e-26","-2.77669463944881","0.769","0.931","1.12987948334448e-21","NFIA"
"262","2.32664689822693e-26","1.9758048886251","0.731","0.216","1.43291202521102e-21","PPM1H"
"263","2.64684309276035e-26","3.42122277878429","0.588","0.144","1.63011125553832e-21","SGSM1"
"264","2.98910631875854e-26","1.49754721179863","0.787","0.275","1.84090090853382e-21","KHDRBS2"
"265","3.14045747917489e-26","1.97354078851056","0.731","0.222","1.93411354769944e-21","UNC13A"
"266","3.70751070848595e-26","2.93997135380999","0.537","0.105","2.28334462003524e-21","SLC7A8"
"267","3.98492681858587e-26","1.34391979468555","0.975","0.592","2.45419687976248e-21","ANKRD26"
"268","4.4038430270421e-26","1.98066255623109","0.856","0.412","2.71219480506442e-21","RGS7"
"269","4.44555893578765e-26","1.86761849654698","0.787","0.32","2.73788638178354e-21","RFPL1S"
"270","4.48413422621588e-26","1.20864802872166","0.838","0.34","2.76164374589957e-21","JPH4"
"271","4.80812221909596e-26","1.73840316381684","0.819","0.327","2.96117823107463e-21","GNB5"
"272","5.02499354949623e-26","1.4976730181899","0.887","0.408","3.09474277732824e-21","SLC25A12"
"273","5.13832353295365e-26","2.76759874942092","0.569","0.127","3.16453931424016e-21","ZNF385B"
"274","5.16187525671577e-26","1.56885072839682","0.794","0.304","3.17904411435354e-21","TCEAL3"
"275","5.65700840218114e-26","1.07223913732893","0.95","0.474","3.4839817646513e-21","NSG2"
"276","6.7541166678392e-26","1.52186410141108","0.875","0.389","4.15965783222213e-21","ATP8A2"
"277","8.10828302022647e-26","1.49414720838828","0.894","0.418","4.99364826366688e-21","ELAVL4"
"278","8.14324887205653e-26","1.54205641901632","0.938","0.536","5.01518268283345e-21","ABAT"
"279","8.2963518262726e-26","1.51603205906277","0.8","0.324","5.10947419924651e-21","THRB"
"280","1.08942066470298e-25","1.89794064646862","0.787","0.297","6.70941504770626e-21","KIAA1549L"
"281","1.09164028317555e-25","1.51243322902776","0.975","0.892","6.72308501199324e-21","NDUFA4"
"282","1.24556889353942e-25","1.49149828956699","0.631","0.163","7.67108514464121e-21","RBFOX3"
"283","1.25411746594096e-25","3.0459620345851","0.55","0.114","7.72373323749061e-21","GDA"
"284","1.26584947174275e-25","1.19855717556671","0.988","0.693","7.79598714162205e-21","MYT1L"
"285","1.63625584800454e-25","1.8391615155877","0.875","0.458","1.00772088911056e-20","CAP2"
"286","1.64517910271799e-25","1.53620163595912","0.856","0.399","1.01321645399093e-20","TRIM37"
"287","1.67731901849705e-25","2.66312830142239","0.575","0.131","1.03301046392178e-20","KSR2"
"288","2.15296935564635e-25","0.823496334910138","0.963","0.474","1.32594923706192e-20","DKK3"
"289","2.32439541754568e-25","1.72718530545654","0.588","0.15","1.43152540580386e-20","PWRN1"
"290","2.38457723186152e-25","2.90266579416879","0.8","0.448","1.46858957978655e-20","CNR1"
