"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","genes"
"1044","3.33223185767681e-10","1.79006902746094","0.685","0.349","2.05222163418742e-05","CYSTM1"
"1045","3.38332389983647e-10","1.79218032864159","0.479","0.163","2.08368769019228e-05","SHROOM3"
"1046","3.39405067769146e-10","-4.19285186120006","0.178","0.557","2.09029399086984e-05","GRIA3"
"1047","3.40826545652943e-10","1.22622854625717","0.986","0.725","2.09904844671278e-05","ARHGEF12"
"1048","3.527884366518e-10","-0.766273249728707","0.288","0.051","2.17271814480744e-05","AC010285.2"
"1049","3.54138845971764e-10","0.816606891328179","0.808","0.427","2.1810349106863e-05","MED12L"
"1050","3.54155857216393e-10","0.969530353850487","0.356","0.089","2.1811396778386e-05","AC114760.2"
"1051","3.75067828947244e-10","2.57946645047483","0.26","0.046","2.30993023813739e-05","BHMT2"
"1052","3.86287010969472e-10","-4.70425932480031","0.219","0.567","2.37902581445769e-05","BCL11A"
"1053","3.88747174970342e-10","2.22937740574958","0.151","0.01","2.39417722648985e-05","AL121827.2"
"1054","4.0277914949242e-10","2.01516954195178","0.233","0.036","2.48059594797897e-05","CASP7"
"1055","4.12049834160809e-10","3.25305722896889","0.438","0.155","2.53769131364617e-05","NULL"
"1056","4.12640535736174e-10","1.43499997482453","0.904","0.654","2.54132926743837e-05","FAM213A"
"1057","4.13872666466691e-10","-1.68989405466903","0.753","0.924","2.54891759096841e-05","DNAJA1"
"1058","4.37577203036996e-10","1.16201695612577","0.918","0.552","2.69490672034395e-05","PRKCA"
"1059","4.63592651808673e-10","-1.75365078142762","0.507","0.822","2.85512806469408e-05","BEX1"
"1060","4.89020641839139e-10","-1.90427054355821","0.26","0.667","3.01173142689471e-05","ATCAY"
"1061","4.90356064268556e-10","-1.69331697865908","0.767","0.916","3.01995589301076e-05","RPL38"
"1062","4.91500425651803e-10","1.72414287970294","0.205","0.025","3.02700367146176e-05","AL451085.1"
"1063","4.99569324379026e-10","1.64177613317335","0.274","0.048","3.07669759805311e-05","AC007834.2"
"1064","5.04839218974226e-10","1.35704384275793","0.37","0.094","3.10915329789656e-05","TNFRSF1A"
"1065","5.06240168831212e-10","1.48188193341511","0.699","0.326","3.11778132778078e-05","EGFR"
"1066","5.06272465269715e-10","-1.54870269912073","0.795","0.926","3.11798023185659e-05","SERINC1"
"1067","5.16718640727336e-10","1.54965868849332","0.616","0.254","3.18231509264745e-05","PEX2"
"1068","5.17779538927246e-10","-2.58300963119275","0.178","0.58","3.18884884639123e-05","BZW2"
"1069","5.65144832460279e-10","-2.60800097859249","0.205","0.601","3.48055747967312e-05","NUAK1"
"1070","5.96617085529237e-10","1.88859984052178","0.219","0.031","3.67438564464891e-05","PRAL"
"1071","5.98782926510554e-10","1.49859155088893","0.822","0.443","3.68772440950055e-05","HADHB"
"1072","6.00378858537689e-10","-1.9634864208384","0.288","0.662","3.69755327607606e-05","CDK5R1"
"1073","6.01670376174204e-10","1.03620163187802","0.644","0.293","3.70550734574407e-05","IRF2"
"1074","6.03053300808417e-10","2.2176894828994","0.411","0.12","3.71402436368879e-05","DDX60"
"1075","6.11823087402439e-10","2.30828352513163","0.26","0.046","3.7680348483854e-05","GPC4"
"1076","6.17477383888285e-10","-1.69222574830355","0.822","0.921","3.80285796415278e-05","CCNI"
"1077","6.21745503982025e-10","0.88654741344062","0.781","0.374","3.8291440353741e-05","DPY19L3"
"1078","6.31426482142367e-10","1.37991632866387","0.863","0.501","3.8887662755702e-05","EMC2"
"1079","6.32394419981914e-10","1.54746065339322","0.877","0.562","3.89472751434261e-05","SLC20A1"
"1080","6.56618169989497e-10","0.902649910089449","0.575","0.221","4.04391432351431e-05","TMEM254"
"1081","6.63398788160763e-10","0.945514330784553","0.438","0.132","4.08567411664569e-05","POFUT1"
"1082","6.68910964751304e-10","2.69814884382715","0.493","0.183","4.11962195861386e-05","MINK1"
"1083","6.78239277338496e-10","1.07109987335544","0.575","0.206","4.17707223734459e-05","NR1D1"
"1084","7.19482884025918e-10","-2.68449978655324","0.219","0.616","4.43107923785042e-05","SORBS2"
"1085","7.24462245452918e-10","2.2615198909736","0.493","0.173","4.46174563107089e-05","TAZ"
"1086","7.24764948902024e-10","-2.85899982535649","0.178","0.578","4.46360989080289e-05","PALM2-AKAP2"
"1087","7.40463086611535e-10","2.50551437150762","0.452","0.153","4.56029001151446e-05","AC092691.3"
"1088","7.47868917179984e-10","0.610818998293778","0.986","0.677","4.60590030023637e-05","SLC6A1"
"1089","7.57744182548862e-10","-2.04275203006607","0.507","0.774","4.66671909706368e-05","TIMP2"
"1090","7.7733547046056e-10","1.18672400160398","0.658","0.285","4.78737596192545e-05","PAQR8"
"1091","7.86914826191237e-10","1.58134565914097","0.425","0.13","4.84637234006397e-05","MTSS1L"
"1092","7.90526828485048e-10","1.25779206235102","0.89","0.529","4.86861757859087e-05","WDR59"
"1093","7.94109785476253e-10","1.5087980710548","0.671","0.326","4.8906839358126e-05","WWC1"
"1094","7.96222565836558e-10","2.01227281868189","0.521","0.188","4.90369591621761e-05","BCKDHB"
"1095","8.07339148800862e-10","0.33680030149111","0.315","0.066","4.97215961571987e-05","SLC12A4"
"1096","8.24968966496501e-10","2.76077443642575","0.26","0.048","5.080736373962e-05","AC023051.1"
"1097","8.388095162483e-10","2.67026391904501","0.425","0.137","5.16597616771841e-05","GABBR1"
"1098","8.69980091555171e-10","-2.89276259955777","0.288","0.636","5.35794638986083e-05","ELAVL4"
"1099","8.78930724785803e-10","-2.00031529701214","0.425","0.804","5.41307065473832e-05","SCN3A"
"1100","8.89030621263704e-10","4.35360985206652","0.274","0.056","5.47527288717677e-05","KLKB1"
"1101","9.26802781050539e-10","2.30706440943182","0.123","0.005","5.70790028765595e-05","RNU6-1055P"
"1102","9.27895719025349e-10","-1.53871898492773","0.74","0.926","5.71463136476142e-05","MORF4L2"
"1103","9.58675565155297e-10","1.49400522491958","0.671","0.341","5.90419520312193e-05","JAM2"
"1104","9.63939522324274e-10","1.78698845235956","0.438","0.132","5.9366143361385e-05","MICALL2"
"1105","9.71426918637362e-10","2.48335220087593","0.219","0.033","5.98272696381192e-05","RNU6ATAC12P"
"1106","9.82644875976157e-10","1.46316048886996","0.726","0.333","6.05181499767436e-05","PRKD1"
"1107","1.01434666010579e-09","2.61898390250479","0.123","0.005","6.24705677559354e-05","NULL"
"1108","1.01695173876662e-09","2.27268310347595","0.438","0.14","6.263100673542e-05","SH3PXD2B"
"1109","1.02844861242738e-09","0.911593064718612","0.795","0.443","6.33390646935648e-05","ELMO2"
"1110","1.04805690496215e-09","2.87716699438276","0.11","0.003","6.45466806059042e-05","NULL"
"1111","1.07000839366868e-09","-3.09449116653586","0.26","0.623","6.58986069408729e-05","REEP1"
"1112","1.07232158425793e-09","-1.41643380827395","0.397","0.692","6.6041069409693e-05","RPL7P1"
"1113","1.07756771741061e-09","0.895193724961107","0.438","0.13","6.63641630121674e-05","LINC01504"
"1114","1.10561730559004e-09","3.01819279395423","0.205","0.028","6.80916529993736e-05","ADPGK-AS1"
"1115","1.11073648339742e-09","3.27890805548194","0.493","0.183","6.84069278029967e-05","ACSF3"
"1116","1.11655674047764e-09","1.752355780709","0.192","0.023","6.87653799757962e-05","AL390879.1"
"1117","1.12965843645806e-09","1.02964764492089","0.301","0.066","6.95722741261428e-05","AC015883.1"
"1118","1.15247584669618e-09","-3.18161363326531","0.288","0.623","7.09775299704778e-05","JPT1"
"1119","1.15459869868017e-09","1.35185500048275","0.274","0.051","7.11082700556155e-05","AC009234.1"
"1120","1.15713955854656e-09","0.852467996382016","0.63","0.247","7.12647539922068e-05","TOX"
"1121","1.15830132956434e-09","2.19891033037735","0.247","0.041","7.13363039838789e-05","RN7SL815P"
"1122","1.1656489116212e-09","0.752001789130349","1","0.891","7.1788819520015e-05","NRXN1"
"1123","1.17653945336165e-09","2.59079408575738","0.548","0.221","7.24595353141838e-05","TBL1X"
"1124","1.18386403022051e-09","1.84232713822549","0.534","0.196","7.29106340291907e-05","ZNF521"
"1125","1.18402890736691e-09","2.37343968471257","0.219","0.033","7.29207883180061e-05","AC126389.1"
"1126","1.20879044096048e-09","-3.06058534436889","0.219","0.606","7.4445776887433e-05","SEZ6L"
"1127","1.21314188678869e-09","2.07311961550752","0.384","0.104","7.47137693816549e-05","METRN"
"1128","1.27789008296062e-09","-1.35569190836156","0.795","0.959","7.87014165392957e-05","RPS25"
"1129","1.34402539108442e-09","1.33109983097764","0.849","0.517","8.27744917607163e-05","ASTN1"
"1130","1.40116593484205e-09","0.662204509770366","0.356","0.087","8.62936064291175e-05","NULL"
"1131","1.41963963250444e-09","2.17475605747956","0.534","0.211","8.74313460470511e-05","TGFBR3"
"1132","1.49989618907266e-09","2.37382418945966","0.589","0.26","9.2374106596418e-05","MTM1"
"1133","1.5103336678379e-09","0.516952608891354","0.658","0.272","9.30169196011324e-05","MAML2"
"1134","1.51137947765528e-09","3.2409987693107","0.315","0.079","9.3081327890356e-05","HGF"
"1135","1.51213847758936e-09","-2.05988736231502","0.644","0.875","9.31280724192962e-05","SLC38A2"
"1136","1.54953381233862e-09","2.57742335856074","0.384","0.112","9.54311389004987e-05","SOX9-AS1"
"1137","1.65948444298727e-09","0.787183840811506","0.164","0.015","0.000102202668390257","AL359541.1"
"1138","1.67638289139481e-09","2.98309514104352","0.37","0.107","0.000103243393132332","HRH1"
"1139","1.6888339200298e-09","0.603394174019708","0.164","0.015","0.000104010214632875","RNA5SP20"
"1140","1.73131099490404e-09","4.66601690757181","0.219","0.036","0.000106626250243155","AC015983.2"
"1141","1.73400446464406e-09","2.13693061879573","0.562","0.221","0.000106792132964034","FSIP2"
"1142","1.7350960534203e-09","0.606196456475723","0.712","0.328","0.000106859360641996","KLF9"
"1143","1.74905810938498e-09","0.478670899633063","0.164","0.015","0.000107719241782693","RNU6-1231P"
"1144","1.76761599484199e-09","-2.27337926174874","0.342","0.677","0.000108862166274334","GNAI1"
"1145","1.81497295084268e-09","0.551693646165603","0.37","0.094","0.000111778739123548","ATAD3C"
"1146","1.82395523559993e-09","-2.43834000418356","0.192","0.598","0.000112331931094893","WASF1"
"1147","1.86006267231148e-09","1.48224133026387","0.493","0.176","0.000114555679799647","AC131571.1"
"1148","1.90968336695766e-09","-2.12284002979717","0.247","0.651","0.000117611669520821","TAGLN3"
"1149","1.9717748413152e-09","1.6978418145646","0.74","0.328","0.000121435697152079","LRBA"
"1150","1.99597718594118e-09","-1.59326409360194","0.301","0.064","0.00012292624695056","SAMD14"
"1151","2.03820233877159e-09","-1.95827522170848","0.425","0.746","0.000125526767437926","RPSA"
"1152","2.07334075499481e-09","-2.37868957793635","0.26","0.623","0.000127690837077865","ROBO2"
"1153","2.07538719569931e-09","1.38931912099561","0.63","0.288","0.000127816871221533","HEATR5A"
"1154","2.14803129335885e-09","1.57046698118393","0.945","0.705","0.000132290803264091","DCUN1D1"
"1155","2.16841910090966e-09","1.07333034665905","0.288","0.059","0.000133546427167723","AC016590.1"
"1156","2.17345026319549e-09","2.03908472622711","0.589","0.242","0.000133856281359421","TMEM56"
"1157","2.19555100083589e-09","-3.22534473712831","0.274","0.616","0.00013521739948848","RBFOX1"
"1158","2.2727561909806e-09","-1.60923845291069","0.904","0.936","0.000139972235533922","CDC42"
"1159","2.29569331471306e-09","2.50154213331031","0.726","0.435","0.000141384864173233","SLC30A10"
"1160","2.3259514173637e-09","0.824535437018381","0.493","0.178","0.000143248369941178","AC120114.4"
"1161","2.35937187721519e-09","-1.57441753073824","0.616","0.916","0.000145306635802052","RPL37"
"1162","2.36691633838333e-09","2.47360300814421","0.438","0.153","0.000145771276532014","ZNF404"
"1163","2.38600996512614e-09","1.04550540784363","0.178","0.02","0.000146947195722224","RNU6-529P"
"1164","2.41994719851778e-09","2.12184984077691","0.329","0.081","0.000149037288115114","KLF15"
"1165","2.46308971630383e-09","3.42325042549153","0.466","0.158","0.000151694306358004","GTF2IP20"
"1166","2.49700921452253e-09","1.14109906241819","0.534","0.201","0.000153783306494799","OLFM2"
"1167","2.5116163597536e-09","0.422318299320466","0.808","0.364","0.000154682916748145","RELL1"
"1168","2.51989425404706e-09","-5.54981523649812","0.781","0.812","0.000155192727423996","SOX4"
"1169","2.54801745835685e-09","-1.93025638002589","0.548","0.809","0.000156924751207823","YBX1"
"1170","2.56145943630377e-09","1.2358107467822","0.562","0.209","0.00015775260230364","AC083798.2"
"1171","2.58627324114469e-09","2.70127338619445","0.178","0.02","0.000159280810102378","AC019270.1"
"1172","2.60642563672575e-09","2.44752731026703","0.233","0.041","0.000160521935689029","F8"
"1173","2.63804349665972e-09","-2.40058110392013","0.178","0.573","0.000162469184828782","ZNF286A"
"1174","2.73099428059687e-09","1.96113705734325","0.438","0.137","0.00016819374475912","GPR171"
"1175","2.73619868614194e-09","-2.04172233521794","0.384","0.718","0.000168514268483424","RASAL2"
"1176","2.79255694618896e-09","2.57693225752901","0.274","0.056","0.00017198520464494","TAPT1-AS1"
"1177","2.84469395839139e-09","2.09495613345134","0.151","0.013","0.000175196166815451","NULL"
"1178","2.93304222152909e-09","1.68663212601689","0.753","0.41","0.000180637271297312","PLCG1"
"1179","2.95508990579818e-09","1.13798169995496","0.616","0.257","0.000181995122028392","CLDN12"
"1180","3.00864366751262e-09","-1.39639347448942","0.301","0.064","0.0001852933375511","GMIP"
"1181","3.16817083962116e-09","-1.90429482760352","0.616","0.891","0.000195118137499748","RPL27A"
"1182","3.2050821859314e-09","-2.08215394749294","0.671","0.809","0.000197391396584957","APP"
"1183","3.33628228068836e-09","1.72974562804725","0.507","0.198","0.000205471616820754","HSPB8"
"1184","3.33662668225258e-09","2.35218538047576","0.507","0.201","0.00020549282747989","ADI1"
"1185","3.3418648553845e-09","-0.387163625482914","0.493","0.155","0.000205815430848565","LONRF3"
"1186","3.35017162525662e-09","1.30064972623759","0.822","0.473","0.000206327019884679","ADCYAP1R1"
"1187","3.43847605621542e-09","0.923575326461213","0.658","0.285","0.000211765424874139","SLC35F6"
"1188","3.55489054878018e-09","1.1463445425045","0.795","0.377","0.000218935044227725","KIAA0319"
"1189","3.58494830775961e-09","-5.11479807281252","0.082","0.448","0.000220786211429991","XKR4"
"1190","3.63595981055187e-09","1.97037396024597","0.671","0.28","0.000223927856852458","GREB1"
"1191","3.73720631252656e-09","1.24603116819105","0.781","0.448","0.000230163325169574","KNOP1"
"1192","3.80329699636085e-09","-0.454242649550331","0.219","0.033","0.000234233652114876","AC097359.2"
"1193","3.82341150531039e-09","1.27523701907239","0.616","0.295","0.000235472444377551","MUC20-OT1"
"1194","3.85897959097066e-09","1.27438345130169","0.342","0.084","0.00023766297606911","NULL"
"1195","3.88508352458627e-09","1.31487308363248","0.932","0.634","0.000239270639028695","ASB3"
"1196","3.9090395127272e-09","1.16460818112713","0.575","0.214","0.00024074601647033","RSPH3"
"1197","3.9783568154761e-09","3.12614594162844","0.411","0.137","0.000245015061194727","RPS6P25"
"1198","3.9794434497032e-09","1.4923885625831","0.863","0.588","0.000245081983736871","NEK1"
"1199","4.12673650024191e-09","2.07589350242639","0.438","0.145","0.000254153320840399","KIAA1671"
"1200","4.14460663416372e-09","1.24236878599767","0.753","0.405","0.000255253888778241","RAB4A"
"1201","4.53623352964628e-09","0.736478475040613","0.644","0.272","0.000279373014390326","BCAR3"
"1202","4.57060664357137e-09","0.869362254422136","0.959","0.776","0.00028148995135763","SCD5"
"1203","4.70643586857779e-09","1.43140225296778","0.521","0.193","0.000289855265838101","SLC9A8"
"1204","4.712123286812e-09","0.944222393897523","0.863","0.494","0.000290205536864891","GARNL3"
"1205","4.73334165907897e-09","2.94092128772692","0.247","0.048","0.000291512312757697","AC012370.2"
"1206","4.74444422951841e-09","-1.0980861909093","0.959","0.977","0.000292196086763351","HNRNPDL"
"1207","4.76699508286193e-09","0.606259080355433","0.205","0.031","0.000293584926168217","GPR156"
"1208","4.79235888460356e-09","1.02741538001075","0.699","0.349","0.00029514700662608","TRIM8"
"1209","4.82957227084887e-09","3.5030122000906","0.164","0.018","0.000297438867444769","CYP51A1P3"
"1210","4.87665951557782e-09","2.16815743234984","0.479","0.186","0.000300338829585891","PIR"
"1211","4.92532807983391e-09","-2.59119816312784","0.151","0.524","0.000303336180452731","RASSF2"
"1212","5.07088872463397e-09","-1.65583722552358","0.26","0.611","0.000312300823884032","ATP8A2"
"1213","5.14403519379061e-09","3.08673133330019","0.301","0.076","0.000316805695479982","COLEC12"
"1214","5.14994773757565e-09","3.17247433505152","0.137","0.01","0.000317169831314071","ALDH1L1-AS2"
"1215","5.16112925994123e-09","3.77718888234063","0.164","0.018","0.000317858467732001","Z97205.2"
"1216","5.40882685729078e-09","3.00825675703737","0.247","0.048","0.000333113419659967","FRMPD2"
"1217","5.4864648558744e-09","-1.92655415367358","0.356","0.748","0.000337894911078737","RPL22"
"1218","5.49912038638413e-09","-3.23936808291024","0.411","0.682","0.000338674327236239","CASC15"
"1219","5.6068268199044e-09","1.28248646564011","0.164","0.018","0.000345307643357452","AL109741.1"
"1220","5.90884204734047e-09","0.563099157111814","0.753","0.344","0.000363907855169558","SUMF2"
"1221","6.0357910768457e-09","0.47011329428019","0.562","0.204","0.000371726265049696","MIR3936HG"
"1222","6.13683915391505e-09","1.41976464027122","0.247","0.046","0.000377949512972166","AC138150.1"
"1223","6.2649940809123e-09","0.998839504929662","0.726","0.336","0.000385842190461146","TXNIP"
"1224","6.27839830938211e-09","-6.76062609854924","0.11","0.448","0.000386667716679916","CD24"
"1225","6.28670937735871e-09","1.31835992245816","0.767","0.44","0.000387179570423391","MED29"
"1226","6.46512301664194e-09","-0.373574373422739","0.466","0.148","0.000398167531225927","STK31"
"1227","6.58878200206472e-09","-5.49222312979141","0.055","0.41","0.00040578331716116","MIR181A1HG"
"1228","6.60589578701298e-09","0.690746928385934","0.137","0.01","0.000406837303834768","AL450124.1"
"1229","6.73173918299935e-09","-1.41404294282736","0.616","0.875","0.000414587621063381","RPS13"
"1230","6.87857788224189e-09","0.562967318562203","0.781","0.387","0.000423630976033631","AL589740.1"
"1231","6.88018504925717e-09","1.07095397875166","0.863","0.517","0.000423729956628601","UGP2"
"1232","6.88055570466071e-09","2.32816026017807","0.438","0.163","0.000423752784182939","RTCA-AS1"
"1233","7.04428041013333e-09","2.52803349130336","0.288","0.066","0.000433836097618881","SRP14-AS1"
"1234","7.06334378544596e-09","1.72296946476742","0.164","0.018","0.000435010153714261","AL157385.1"
"1235","7.10710200868542e-09","0.819012226387011","0.904","0.628","0.000437705091408909","DBI"
"1236","7.1186380557609e-09","0.49492353281515","0.699","0.369","0.000438415561940146","ASXL2"
"1237","7.263655797698e-09","2.65710268091407","0.233","0.043","0.000447346769612827","INPPL1"
"1238","7.41055436570782e-09","2.3995621625906","0.479","0.196","0.000456393811720848","AC022294.1"
"1239","7.51632004334222e-09","-2.30892993639756","0.466","0.733","0.000462907602509317","SRGAP2C"
"1240","7.56928535671454e-09","0.632210336644913","0.822","0.494","0.000466169577263979","NFKBIA"
"1241","7.79470000903817e-09","0.746795708197516","0.164","0.018","0.000480052189456634","KRT8P43"
"1242","7.93597726957518e-09","2.06648998565258","0.452","0.163","0.000488753032101326","CPQ"
"1243","7.95160984773203e-09","1.64209447282655","0.247","0.048","0.000489715795692273","PHEX"
"1244","8.05533177500457e-09","1.92601088106466","0.315","0.079","0.000496103718027207","C19orf54"
"1245","8.10367320831698e-09","1.62445840436952","0.274","0.059","0.000499080921880618","RN7SL832P"
"1246","8.32680678124627e-09","1.32331624743097","0.438","0.15","0.000512823049236614","RHOC"
"1247","8.33085351763239e-09","1.90079361956661","0.233","0.043","0.000513072275590426","INHBB"
"1248","8.44197924929907e-09","1.48650562965089","0.247","0.048","0.000519916176026582","AL049840.3"
"1249","8.57983323810342e-09","-1.5962512619501","0.507","0.802","0.000528406189635075","MYL12B"
"1250","8.6240084217288e-09","2.88513376645152","0.178","0.023","0.000531126806669012","RNF43"
"1251","8.64656340125331e-09","1.2706846190773","0.329","0.084","0.000532515900192988","MIR3682"
"1252","8.66313199711147e-09","1.79138635113948","0.575","0.244","0.000533536310306104","BRINP3"
"1253","8.67484273704884e-09","-0.564536123952773","0.342","0.087","0.000534257539646627","SAMD9"
"1254","8.79516936301309e-09","0.303955426799938","0.233","0.041","0.000541668095559887","CAPN15"
"1255","8.924060142738e-09","0.908290066977613","0.753","0.42","0.000549606092010806","ZNF680"
"1256","9.03694341909634e-09","2.23485174037811","0.493","0.193","0.000556558234351886","TTTY14"
"1257","9.05164054776347e-09","-0.448967590692866","0.452","0.14","0.000557463386415108","ELN"
"1258","9.0626167601627e-09","1.62830963542039","0.836","0.483","0.00055813937840814","AGL"
"1259","9.26826186677696e-09","-1.74737695693219","0.479","0.751","0.000570804443589193","ELAVL3"
"1260","9.26849622068385e-09","0.796683215016238","0.521","0.186","0.000570818876743257","AL445223.1"
"1261","9.77827237611249e-09","1.80441112120101","0.548","0.226","0.00060221446082764","SLC22A5"
"1262","9.78326397237064e-09","1.41342342459534","0.767","0.496","0.000602521878266391","DARS"
"1263","9.87172153969292e-09","4.4460574477667","0.205","0.033","0.000607969714465068","LINC00899"
"1264","9.88731797092087e-09","1.1194855890787","0.658","0.293","0.000608930251875104","LINC01138"
"1265","9.95037199647395e-09","3.39607209870879","0.356","0.107","0.000612813560146841","AC087564.1"
"1266","9.96942810378658e-09","-1.30628861935935","0.37","0.102","0.000613987168627904","NULL"
"1267","1.0015147946117e-08","1.4354545585925","0.274","0.059","0.000616802916557506","ANOS2P"
"1268","1.00643960730649e-08","-2.76640320665346","0.425","0.677","0.000619835960951847","NSG2"
"1269","1.02921765548992e-08","2.2635054286184","0.123","0.008","0.000633864277486579","NUDT19P5"
"1270","1.03589397449507e-08","-1.61660029351994","0.726","0.911","0.00063797602207228","RPS20"
"1271","1.04978308874579e-08","1.6896413943664","0.534","0.216","0.000646529910865867","GNG5"
"1272","1.05836193177509e-08","0.97923864738443","0.849","0.489","0.000651813362922323","ARHGAP26"
"1273","1.06180952812262e-08","3.62657314423757","0.219","0.038","0.000653936634084877","EYA2"
"1274","1.06259409030664e-08","3.72085084585656","0.315","0.087","0.000654419822397153","ERBB2"
"1275","1.06665476733144e-08","1.17566100507697","0.767","0.417","0.000656920671556413","GPD2"
"1276","1.07450138645142e-08","-1.62806896348461","0.767","0.926","0.000661753168873835","HNRNPC"
"1277","1.0750952636213e-08","1.48914957425672","0.63","0.265","0.000662118920006448","UVSSA"
"1278","1.08727410418544e-08","-0.826684828221967","0.466","0.15","0.000669619502544687","TMEM72-AS1"
"1279","1.10445916778026e-08","2.59515288969626","0.151","0.015","0.000680203267660832","TMEM56-RWDD3"
"1280","1.1097800697863e-08","2.22143968051659","0.342","0.099","0.00068348025157929","AL078459.1"
"1281","1.11626468326343e-08","1.72910298189874","0.123","0.008","0.000687473930481446","ENPP7P4"
"1282","1.1538815435886e-08","-2.22447322498739","0.274","0.618","0.00071064102624991","KHDRBS3"
"1283","1.16340314716214e-08","0.714137810944774","0.753","0.382","0.00071650509624275","MEIS2"
"1284","1.16514440657774e-08","1.35153115457954","0.658","0.298","0.000717577485679033","TMED8"
"1285","1.17867570316387e-08","0.866141058174067","0.658","0.303","0.000725911005307532","AL139424.3"
"1286","1.18203963335737e-08","0.906127634852663","0.836","0.473","0.000727982748995805","WWOX"
"1287","1.18578415410077e-08","-0.254519890897342","0.575","0.224","0.000730288886986039","DNAJC3-AS1"
"1288","1.18615802053758e-08","1.49302123462528","0.178","0.023","0.000730519140108478","TGM1"
"1289","1.18620380901841e-08","0.341284300994062","0.123","0.008","0.000730547339860169","NULL"
"1290","1.18744832005977e-08","-1.27839884868731","0.288","0.064","0.000731313796875209","AC108125.1"
"1291","1.19189862541329e-08","-1.94000668826307","0.808","0.88","0.000734054606433281","LRRC7"
"1292","1.19254032791406e-08","0.491023742841535","0.356","0.094","0.000734449811752435","GPR18"
"1293","1.19573623338895e-08","2.39041251909115","0.247","0.051","0.00073641807405725","HIF1A-AS2"
"1294","1.21302551818259e-08","-2.21378504504559","0.315","0.682","0.000747066025883114","ARPC5"
"1295","1.23137613132123e-08","-1.38814287449591","0.849","0.936","0.000758367617996808","TSPYL1"
"1296","1.25109801815807e-08","-1.22451530762976","0.973","0.982","0.000770513736443008","RTN4"
"1297","1.27560882525973e-08","-3.15053538549343","0.247","0.583","0.000785609207212707","GAP43"
"1298","1.28228851095436e-08","-3.37099698122185","0.096","0.471","0.000789723025241464","SLC44A5"
"1299","1.30070616778569e-08","2.17098578449598","0.534","0.216","0.000801065907554173","NAALADL2"
"1300","1.30839491688051e-08","3.444104751806","0.233","0.046","0.0008058011774592","PIEZO1"
"1301","1.33678028239508e-08","1.15638538511106","0.192","0.028","0.000823282872518655","AC004241.1"
"1302","1.34278266985376e-08","2.11931316161719","0.425","0.14","0.000826979562882833","RFX3-AS1"
"1303","1.3465945930486e-08","2.39764969487097","0.11","0.005","0.000829327212020843","NULL"
"1304","1.34690435995626e-08","-1.75313069200252","0.74","0.845","0.00082951798816626","TULP4"
"1305","1.35201854626135e-08","-1.33568707998813","0.918","0.995","0.000832667662085978","EEF1A1"
"1306","1.37814607417896e-08","1.24949390449078","0.521","0.204","0.000848758822704597","AC006059.1"
"1307","1.41723283271172e-08","-2.90845022223933","0.342","0.651","0.000872831184682167","SRRM4"
"1308","1.42517377340464e-08","0.602719759285938","1","0.855","0.000877721771826713","PCDH9"
"1309","1.42537324576952e-08","-2.05516460928397","0.603","0.796","0.000877844620872074","RPLP0"
"1310","1.43833066250682e-08","3.57727861801921","0.205","0.036","0.000885824705118073","PCDHGA3"
"1311","1.43967914696508e-08","-4.61017887944028","0.205","0.539","0.000886655196241383","SYNE2"
"1312","1.44932706612054e-08","0.703406804487651","0.932","0.534","0.000892597060211655","NBPF15"
"1313","1.45801554636084e-08","3.2321730665829","0.247","0.051","0.000897948034537253","ADRB2"
"1314","1.47018958331738e-08","-1.65930936038884","0.411","0.74","0.000905445658677672","BEX2"
"1315","1.50324227473731e-08","0.874405077427737","0.11","0.005","0.000925801819742465","MT1JP"
"1316","1.51135853713016e-08","-4.55806331558831","0.137","0.486","0.000930800382262351","DPYSL5"
"1317","1.53790092800137e-08","1.3388133089172","0.575","0.265","0.000947147044528203","SLC27A1"
"1318","1.58268455239982e-08","1.58830069872655","0.534","0.214","0.000974727935286479","ATP6AP1L"
"1319","1.58677508935115e-08","2.58678428206629","0.397","0.137","0.000977247174278691","ABHD3"
"1320","1.6184529259201e-08","4.33401943083842","0.219","0.041","0.000996756603486411","NULL"
"1321","1.65231535439185e-08","0.981535872193262","0.767","0.374","0.00101761145730931","PFKP"
"1322","1.66480417428512e-08","1.37492930913207","0.466","0.17","0.00102530294681698","METTL13"
"1323","1.67753211968186e-08","0.92930822698796","0.11","0.005","0.00103314170654847","NULL"
"1324","1.67866653773577e-08","2.4589922637701","0.164","0.02","0.00103384036059533","AL445426.1"
"1325","1.70515188008885e-08","5.28555888993551","0.164","0.02","0.00105015188839032","AC055874.1"
"1326","1.70827257515103e-08","1.06506830920123","0.699","0.361","0.00105207383085826","XYLT2"
"1327","1.71328807682073e-08","1.82294734277099","0.205","0.033","0.00105516272787158","ZBTB20-AS3"
"1328","1.72368286200342e-08","-0.834006701670739","0.192","0.028","0.00106156456422205","SUMO2P2"
"1329","1.72744719077188e-08","3.03044751963408","0.219","0.038","0.00106388290138068","AC007611.1"
"1330","1.75934546942549e-08","3.07427428129191","0.164","0.02","0.00108352809425508","NULL"
"1331","1.78637911349014e-08","-1.83667760144661","0.178","0.575","0.00110017730462517","PFDN2"
"1332","1.82179509859787e-08","-0.326444367298773","0.37","0.107","0.00112198894737347","NID1"
"1333","1.85609867484366e-08","2.52092211521806","0.233","0.046","0.00114311549087597","RPS16P5"
